asset,selected_days,selected_days_pct,all_days,all_gov_total_return_pct,all_gov_cagr_pct,all_gov_max_drawdown_pct,all_base_total_return_pct,all_base_cagr_pct,all_base_max_drawdown_pct,all_delta_total_return_pct,all_delta_cagr_pct,all_delta_max_drawdown_pct,since2023_days,since2025_days,since2023_delta_total_return_pct,since2023_delta_cagr_pct,since2023_delta_max_drawdown_pct,since2025_delta_total_return_pct,since2025_delta_cagr_pct,since2025_delta_max_drawdown_pct,window_count,avg_window_delta_total_return_pct,median_window_delta_total_return_pct,positive_window_count,negative_window_count,best_window_delta_total_return_pct,worst_window_delta_total_return_pct,positive_window_pct,verdict
DOGE,510,17.745302713987474,510,1165.9325520246289,515.9146146317395,-19.040314250630143,1023.2645793809388,465.3671063297877,-19.040314250630143,142.66797264369006,50.54750830195178,0.0,504,255,153.66999943090218,57.35610698755761,0.0,0.0,0.0,0.0,85,0.11258362480051336,0.0,1,1,9.795338505310315,-0.22573039726668043,1.1764705882352942,WATCH
ETH,132,4.592901878914405,132,12.284244399910005,37.79531896156516,-15.43674996621549,18.422862048888433,59.661245529125814,-14.261198669978391,-6.138617648978428,-21.865926567560656,-1.1755512962370993,48,0,-5.523075254110421,-53.96486087877128,-1.1755512962370975,,,,22,-0.2616431375743058,0.0,0,1,0.0,-5.756149026634728,0.0,WATCH
TRX,60,2.0876826722338206,60,-12.188273684365104,-54.671021105684325,-17.75485299592966,-5.796514992621171,-30.476331946520506,-9.282186123367374,-6.391758691743933,-24.19468915916382,-8.472666872562286,60,0,-6.391758691743933,-24.19468915916382,-8.472666872562286,,,,10,-0.8481787371821147,0.0,1,4,9.866808581370856,-11.376173507004182,10.0,WATCH
ADA,312,10.855949895615867,312,546.3735156924832,788.8147954028435,-27.056244368705972,467.29376747612037,662.8914455820569,-27.056244368705972,79.07974821636287,125.9233498207866,0.0,0,0,,,,,,,52,0.2773936931253944,0.0,1,0,14.42447204252051,0.0,1.9230769230769231,WATCH
