scope,days,gov_total_return_pct,gov_cagr_pct,gov_max_drawdown_pct,base_total_return_pct,base_cagr_pct,base_max_drawdown_pct,delta_total_return_pct,delta_cagr_pct,delta_max_drawdown_pct
selected_days_all_assets,1110,7074.658385973531,307.9988297304548,-29.98071911959286,6750.033895484755,301.8297911737716,-29.98071911959286,324.62449048877625,6.169038556683233,0.0
selected_days_since2023,708,859.7337298824089,221.1305242328439,-21.90614995271398,944.041573873563,235.38694175198862,-21.630928588602274,-84.30784399115419,-14.256417519144719,-0.27522136411170806
selected_days_since2025,267,131.0439504956846,214.43149617989144,-19.040314250630143,131.0439504956846,214.43149617989144,-19.040314250630143,0.0,0.0,0.0
