date,asset,episode,log_growth,cost_fraction,turnover,event,price,quantity_change,equity_after
2021-01-01,LTC,1,-0.00021370587513031954,0.0002136830416563107,0.14736761493538666,entry,124.22,0.0011863437041972843,0.9997863169583436
2021-01-01,LTC,1,-4.8427985470510895e-05,4.842681285450393e-05,0.0,funding,124.22,0.0,0.9997379004934778
2021-01-01,LTC,1,-0.0015794975350670079,0.0,0.0,mark,122.89,0.0,0.9981600633668953
2021-01-01,LTC,1,0.013082961826786005,0.0,0.0,mark,133.97,0.0,1.0113047516094011
2021-01-01,LTC,1,-0.009109290069307946,0.0,0.0,mark,126.24,0.0,1.002134314775956
2021-01-02,LTC,1,-4.7353803811228447e-05,0.0,0.0,mark,126.2,0.0,1.0020868610277882
2021-01-02,LTC,1,-4.908696686093139e-05,4.9085762115593685e-05,0.0,funding,126.2,0.0,1.0020376728305087
2021-01-02,LTC,1,0.0185333059573133,0.0,0.0,mark,142.0,0.0,1.0207819033568257
2021-01-02,LTC,1,-0.022150831601230988,0.0,0.0,mark,123.15,0.0,0.9984193245327069
2021-01-02,LTC,1,0.01627616604921495,0.0,0.0,mark,136.96,0.0,1.0148027310876713
2021-01-03,LTC,1,-2.3381048097068444e-05,0.0,0.0,mark,136.94,0.0,1.0147790042135874
2021-01-03,LTC,1,-0.00023216021351100567,0.00023213326641407793,0.16009190787177788,rotation,136.94,-0.0011863437041972843,1.0145434402486508
2021-01-03,DOGE,2,-0.00016767110249472813,0.00016765704648107627,0.11562554929729398,entry,0.0105245,11.146101246113032,1.014373344891932
2021-01-03,DOGE,2,-3.7994951938215926e-05,3.799423013914979e-05,0.0,funding,0.0105245,0.0,1.0143348045576193
2021-01-03,DOGE,2,0.014911103159005843,0.0,0.0,mark,0.011891630735025664,0.0,1.0295729821468882
2021-01-03,DOGE,2,-9.333951414305531e-05,9.333515814610771e-05,0.06436907458352256,partial_tp,0.011891630735025664,-5.573050623056516,1.0294768867897766
2021-01-03,DOGE,2,0.011616550685747568,0.0,0.0,mark,0.01405,0.0,1.0415055879667279
2021-01-03,DOGE,2,-0.025914206892155827,0.0,0.0,mark,0.0092693,0.0,1.0148625048530815
2021-01-03,DOGE,2,0.003024496675894784,0.0,0.0,mark,0.0098209,0.0,1.0179365995767595
2021-01-04,DOGE,2,-1.1497251982146114e-05,0.0,0.0,mark,0.0098188,0.0,1.017924896170451
2021-01-04,DOGE,2,-1.766161942042531e-05,1.7661463454999322e-05,0.0,funding,0.0098188,0.0,1.0179069181270974
2021-01-04,DOGE,2,-0.003627912857046647,0.0,0.0,mark,0.009157369264974334,0.0,1.0142207311571538
2021-01-04,DOGE,2,-7.296508252548124e-05,7.29624206387211e-05,0.05031891078532489,stop,0.009157369264974334,-5.573050623056516,1.0141467311575467
2021-01-14,ADA,3,-0.0001540359528513156,0.0001540240899231019,0.1062235102917944,entry,0.31246,0.34476805266115124,1.0139905281302317
2021-01-14,ADA,3,-3.4904879818456625e-05,3.4904270650240226e-05,0.0,funding,0.31246,0.0,1.013955135530401
2021-01-14,ADA,3,0.004102451325750547,0.0,0.0,mark,0.32455,0.0,1.0181233812870745
2021-01-14,ADA,3,-0.009557671793382346,0.0,0.0,mark,0.29646,0.0,1.0084388466878227
2021-01-14,ADA,3,0.005302198416740185,0.0,0.0,mark,0.31201,0.0,1.0137999899067036
2021-01-15,ADA,3,6.801477286110118e-06,0.0,0.0,mark,0.31203,0.0,1.0138068852677569
2021-01-15,ADA,3,-3.486315786166553e-05,3.4862550148798966e-05,0.0,funding,0.31203,0.0,1.013771541374378
2021-01-15,ADA,3,-0.01185046956437953,0.0,0.0,mark,0.27739,0.0,1.0018287760301956
2021-01-15,ADA,3,0.018703444087203407,0.0,0.0,mark,0.33225,0.0,1.0207427513991862
2021-01-15,ADA,3,-0.010310804256141575,0.0,0.0,mark,0.30188,0.0,1.0102721456398671
2021-01-16,ADA,3,3.412619717162354e-06,0.0,0.0,mark,0.30189,0.0,1.0102755933203937
2021-01-16,ADA,3,-3.384809673304577e-05,3.384752389265681e-05,0.0,funding,0.30189,0.0,1.0102413979931106
2021-01-16,ADA,3,-1.0238240630153543e-05,0.0,0.0,mark,0.30186,0.0,1.0102310549515308
2021-01-16,ADA,3,0.021973891825015072,0.0,0.0,mark,0.36696,0.0,1.0326754551797717
2021-01-16,ADA,3,-0.005439979554636713,0.0,0.0,mark,0.35071,0.0,1.0270729743240279
2021-01-17,ADA,3,-4.699633111422815e-05,0.0,0.0,mark,0.35057,0.0,1.0270247067966554
2021-01-17,ADA,3,-0.00017065771745640297,0.00017064315625637432,0.11768493534922368,rotation,0.35057,-0.34476805266115124,1.0268494520591342
