policy,fold,variant,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes
aggressive_2__growth,2023,m21_market200_v60_trail2,-0.2564164289465345,0.5891333917606527,-0.4352434143653307,-0.3772318268466984,-0.2562656233988311,126.2242016638739,0.2515307351053087,1.8253992225818765,-0.34351800008813294,-0.5912794079584065,1000000.0,1000000.0,-0.2960713285934612,-0.2960713285934642,2.55351295663786e-15,2.9976021664879227e-15,False,365,70
aggressive_2__growth,2024,m126_own100_v40_trail4,-0.03141341516501939,0.34383434934643675,-0.09136206206485847,0.07546286625809293,-0.03147689309442081,42.29647758464191,0.1269957161215965,1.8298704030472186,-0.11523526118747252,-0.4061874113680324,1000000.0,1000000.0,-0.03198293797304576,-0.03198293797305117,5.3013149425851225e-15,5.412337245047638e-15,False,366,29
aggressive_2__growth,2025,m126_own200_v60_cooldown,0.26861783587052757,0.3207305310822587,0.8375187574569706,0.7071728291583327,0.2684112546830657,49.56803961509512,0.15716806757502688,1.8483865324145652,0.08627532659309245,-0.278399435637238,1.2832861589059779,1.2792291055057678,0.23776513677661174,0.23776513677661146,3.608224830031759e-16,2.7755575615628914e-16,False,365,19
aggressive_2__growth,2026,m63_own200_v60_trail2,0.006324406143907613,0.13219546053869524,0.04784132615549519,0.1279362531482886,0.0046365984330098975,37.567225089081965,0.08551822522722016,1.8361040942041797,-0.0841808021287257,-0.172965045431955,31.122704246212056,12.37228733310169,0.004625882521314996,0.004625882521316377,1.4502288259166107e-15,1.3808398868775384e-15,False,268,23
aggressive_2__calmar,2021,m21_own200_v60_cat5,0.6299982485771116,0.41122904498633306,1.5319886964648843,1.1670194198364847,0.6294532453799457,54.610594742469424,0.11467416145281316,0.9460554660440914,0.3218030616031302,-0.1032568971511032,0.6946301380268612,0.8466485051134641,0.48824452626643833,0.4882445262664386,3.885780586188048e-16,2.7755575615628914e-16,False,365,63
aggressive_2__calmar,2022,m126_market200_v60_rotation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,False,365,0
aggressive_2__calmar,2023,m21_market200_v60_trail2,-0.2564164289465345,0.5891333917606527,-0.4352434143653307,-0.3772318268466984,-0.2562656233988311,126.2242016638739,0.2515307351053087,1.8253992225818765,-0.34351800008813294,-0.5912794079584065,1000000.0,1000000.0,-0.2960713285934612,-0.2960713285934642,2.55351295663786e-15,2.9976021664879227e-15,False,365,70
aggressive_2__calmar,2024,m126_own100_v20_trail4,0.04385733338237929,0.19839011985506116,0.22106611667163847,0.32533078654060543,0.04394934012065721,20.82179659339453,0.0661996351352592,1.0627599516120618,-0.01782720147471606,-0.22205527425510552,2.381799638512493,3.085633000888356,0.04301096349444061,0.04301096349443996,5.898059818321144e-16,6.522560269672795e-16,False,366,29
aggressive_2__calmar,2025,m126_own200_v20_cat4,0.11978434878440036,0.1354609694140877,0.8842720475315232,0.7202676014778955,0.11969763889217,18.473687577462464,0.05707471357508985,0.7831380562684663,0.06593686088046935,-0.09020055266350513,0.9788135930391705,0.9759662577357171,0.11305868358497055,0.11305868358496603,4.454769886308441e-15,4.524158825347513e-15,False,365,19
aggressive_2__calmar,2026,m126_own200_v20_cat3,0.10979838231268002,0.10248934346250416,1.0713151104617027,0.9539972017446565,0.07943769055375882,11.859554903577678,0.06012256845923352,0.5144382382046392,0.05547294001753578,0.023450036998003743,0.3173654835854239,0.27260034635005953,0.07644024865259409,0.0764402486525921,2.0261570199409107e-15,1.9984014443252818e-15,False,268,10
aggressive_2__defensive,2021,m21_own200_v20_combo50,0.22760897839563765,0.16142597217280508,1.40998982587501,1.394562873639038,0.2274366812771471,19.39311354417537,0.03826846217143167,0.3276020730281743,0.17232180084670135,-0.0058355934995192316,0.494241835738172,0.5923909899238352,0.204927995875127,0.20492799587512692,1.6653345369377348e-16,8.326672684688674e-17,False,365,66
aggressive_2__defensive,2022,m63_market200_v20_tp50,-0.033327912207327115,0.07955632089032094,-0.41892224067618855,-0.7849435105182171,-0.033305484662702556,2.843023839825511,0.0050322677420591615,0.3580344836786484,-0.047642460616836524,-0.04823157059365679,1000000.0,1000000.0,-0.03387274312103368,-0.03387274312103396,2.7755575615628914e-16,2.7755575615628914e-16,False,365,5
