policy,mode,cap,risk_feasible,pareto,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes,profitable_fold_fraction,worst_fold_return,double_cost_cagr,delayed_entry_cagr,parameter_stability
robust_1.25__growth,robust,1.25,False,False,0.02991567633997172,0.7611447184483182,0.039303532711832116,0.25148872643963477,0.18411185272687547,44.52560388898676,0.099992857065394,1.1418390763589237,0.00715630809089296,-0.0917456172709894,3.259275142073443,2.053698265092835,0.16899300220829377,0.16899300220829275,1.3877787807814457e-15,1.0269562977782698e-15,False,2094,209,0.6666666666666666,-0.41458470330597863,-0.06839082088269566,0.10966224972901828,0.6666666666666666
robust_1.25__calmar,robust,1.25,False,False,0.06498776005153184,0.7180549284014899,0.09050527679853886,0.35882201661060303,0.434723838595106,40.09981580777232,0.09169621341428952,1.1418390763589235,0.041453358965502174,-0.06390661666032726,1.5669050574195937,0.9614603529281193,0.3609723837192375,0.36097238371922874,9.880984919163893e-15,8.770761894538737e-15,False,2094,199,0.6666666666666666,-0.28246196708587945,-0.028509137195523615,0.0905168221796766,0.5
robust_1.25__defensive,robust,1.25,False,False,0.03486160532074112,0.3596361828961476,0.09693575612998909,0.31152016524650916,0.2170851546564565,20.231749447815588,0.05005662991658652,1.0627599516120618,0.023160541190766493,-0.01507581692180937,1.5095020877316527,0.617928589319656,0.1964587825160083,0.19645878251600712,1.27675647831893e-15,1.1657341758564144e-15,False,2094,203,0.5,-0.13035076518962918,-0.015726440852995904,0.03156965009198576,0.5
aggressive_1.25__growth,aggressive,1.25,False,False,0.0019497605146889807,0.7417325056074054,0.0026286572314803973,0.19497609099881502,0.011229796020175709,43.98284742946683,0.10422051369068701,1.1436866723290084,-0.03399270511385388,-0.15532410268244157,47.96541401497874,37.016542102583244,0.011167209977305359,0.011167209977305817,5.551115123125783e-16,4.579669976578771e-16,False,2094,183,0.3333333333333333,-0.41458470330597863,-0.09738223346872987,0.08802247087665971,0.8333333333333334
aggressive_1.25__calmar,aggressive,1.25,False,False,0.05382072259961723,0.6951407282056178,0.07742421126517196,0.3206315290827511,0.35058848929644104,41.511906373230445,0.09846540680630754,1.1418390763589235,0.01601751470102397,-0.09798026607841381,1.9148489326322238,1.3754273203369787,0.3005404154630546,0.3005404154630455,9.325873406851315e-15,9.103828801926284e-15,False,2094,191,0.5,-0.28246196708587945,-0.04510050232929619,0.08911820280111615,0.8333333333333334
aggressive_1.25__defensive,aggressive,1.25,False,False,0.03486160532074112,0.3596361828961476,0.09693575612998909,0.31152016524650916,0.2170851546564565,20.231749447815588,0.05005662991658652,1.0627599516120618,0.023160541190766493,-0.01507581692180937,1.5095020877316527,0.617928589319656,0.1964587825160083,0.19645878251600712,1.27675647831893e-15,1.1657341758564144e-15,False,2094,203,0.5,-0.13035076518962918,-0.015726440852995904,0.03156965009198576,0.5
aggressive_1.5__growth,aggressive,1.5,False,False,0.014022580758891179,0.7464201482528801,0.018786444593856894,0.22854243855841777,0.08310709585474729,45.70217609015799,0.10859116429494002,1.3783036091463539,-0.022352967389121958,-0.14494948968232302,6.887814858206656,5.177897492390433,0.07983385126893927,0.07983385126894024,1.609823385706477e-15,9.71445146547012e-16,False,2094,180,0.3333333333333333,-0.42521018955445045,-0.09055437917172682,0.11920980488252764,0.6666666666666666
aggressive_1.5__calmar,aggressive,1.5,False,False,0.019091821248654384,0.7464201482528794,0.025577848204314916,0.22179382327095873,0.11451888202853944,41.70702538069113,0.09860988161984421,1.3783036091463539,-0.017465573344406904,-0.11905975098362687,5.0875022002038115,3.8125877385077733,0.10842281585239044,0.10842281585237902,1.1296519275560968e-14,1.1421419365831298e-14,False,2094,188,0.5,-0.42521018955445045,-0.0768490283591724,0.06859551286461762,0.3333333333333333
aggressive_1.5__defensive,aggressive,1.5,False,False,0.03486160532074112,0.3596361828961476,0.09693575612998909,0.31152016524650916,0.2170851546564565,20.231749447815588,0.05005662991658652,1.0627599516120618,0.023160541190766493,-0.01507581692180937,1.5095020877316527,0.617928589319656,0.1964587825160083,0.19645878251600712,1.27675647831893e-15,1.1657341758564144e-15,False,2094,203,0.5,-0.13035076518962918,-0.015726440852995904,0.03156965009198576,0.5
aggressive_2__growth,aggressive,2.0,False,False,0.07274525130146658,0.6840107282700405,0.10635103850702689,0.37186757018890054,0.4956804876957899,52.36177758723874,0.12436984162846161,1.8483865324145652,0.034263172815536924,-0.0954329893918967,1.7035660586811257,1.0268025858587204,0.4025812789978579,0.40258127899785123,6.106226635438361e-15,6.661338147750939e-15,False,2094,204,0.5,-0.2562656233988311,-0.05278595939600961,0.14032569792885585,0.8333333333333334
aggressive_2__calmar,aggressive,2.0,False,False,0.07688882893587978,0.6840107282700405,0.11240880553195776,0.38757800872089876,0.5291057591718202,39.898154212717444,0.09304630969684895,1.8253992225818765,0.03825810986678557,-0.0694215553579105,1.6397436869383946,0.9733646210849182,0.4246830934049823,0.42468309340497284,1.021405182655144e-14,9.43689570931383e-15,False,2094,191,0.6666666666666666,-0.2562656233988311,-0.01897090570312554,0.07395511866025828,0.8333333333333334
aggressive_2__defensive,aggressive,2.0,False,False,0.03486160532074112,0.3596361828961476,0.09693575612998909,0.31152016524650916,0.2170851546564565,20.231749447815588,0.05005662991658652,1.0627599516120618,0.023160541190766493,-0.01507581692180937,1.5095020877316527,0.617928589319656,0.1964587825160083,0.19645878251600712,1.27675647831893e-15,1.1657341758564144e-15,False,2094,203,0.5,-0.13035076518962918,-0.015726440852995904,0.03156965009198576,0.5
aggressive_2.5__growth,aggressive,2.5,False,False,0.03234762064699215,0.7390622449122091,0.043768465876422386,0.27839229437181745,0.20023160503425563,52.71807224463553,0.1246265843425239,2.3208674396909887,-0.0046852929122184195,-0.1294973340743223,3.406123092069283,2.264868831458891,0.1825145423662538,0.18251454236625295,5.828670879282072e-16,8.604228440844963e-16,False,2094,201,0.3333333333333333,-0.4085320195921204,-0.0887542867547817,0.14495290547138318,0.6666666666666666
aggressive_2.5__calmar,aggressive,2.5,False,False,0.0903793422791328,0.6686176212412791,0.13517343756412648,0.4254488209080266,0.6422327339447826,40.34901688451771,0.09413798447065061,2.3015648614704483,0.05126468446254817,-0.06676727184635045,1.4996995936639579,0.8333149531694715,0.49605673907695086,0.49605673907694164,1.0380585280245214e-14,9.2148511043888e-15,False,2094,191,0.6666666666666666,-0.22003533368894945,-0.007762204366164482,0.05725972403038382,0.8333333333333334
aggressive_2.5__defensive,aggressive,2.5,False,False,0.03486160532074112,0.3596361828961476,0.09693575612998909,0.31152016524650916,0.2170851546564565,20.231749447815588,0.05005662991658652,1.0627599516120618,0.023160541190766493,-0.01507581692180937,1.5095020877316527,0.617928589319656,0.1964587825160083,0.19645878251600712,1.27675647831893e-15,1.1657341758564144e-15,False,2094,203,0.5,-0.13035076518962918,-0.015726440852995904,0.03156965009198576,0.5
aggressive_3__growth,aggressive,3.0,False,False,0.032129731051952604,0.7380896063807849,0.0435309355045662,0.2780764947182231,0.19878001117902833,53.00176695807163,0.12517609328139337,2.6015298350891105,-0.0048953662577919665,-0.12968106431166293,3.449147245072468,2.2799862477523716,0.18130438229652324,0.1813043822965291,6.300515664747763e-15,5.856426454897701e-15,False,2094,201,0.3333333333333333,-0.4063273384502323,-0.08949544825583833,0.1456135559302949,0.6666666666666666
aggressive_3__calmar,aggressive,3.0,False,False,0.03968830911489207,0.7380896063807845,0.05377166779180556,0.2789685899666593,0.24999082670796668,39.62427528813961,0.09197891422456679,2.54009990973376,0.002392066541248239,-0.08439501910135339,2.834427435741879,1.8525522745827845,0.22313621265365152,0.2231362126536428,9.547918011776346e-15,8.715250743307479e-15,False,2094,188,0.6666666666666666,-0.4063273384502323,-0.051870890100832234,0.05331851545588795,0.6666666666666666
aggressive_3__defensive,aggressive,3.0,False,False,0.03486160532074112,0.3596361828961476,0.09693575612998909,0.31152016524650916,0.2170851546564565,20.231749447815588,0.05005662991658652,1.0627599516120618,0.023160541190766493,-0.01507581692180937,1.5095020877316527,0.617928589319656,0.1964587825160083,0.19645878251600712,1.27675647831893e-15,1.1657341758564144e-15,False,2094,203,0.5,-0.13035076518962918,-0.015726440852995904,0.03156965009198576,0.5
