model,latest_available_date,current_asset,latest_decision_date,latest_period_start,latest_period_end,next_rebalance_date,latest_keep_reason,candidate_assets_loaded,matched_top_assets,failed_assets_count,suspended_assets_now
phase67_top100_production_soft_filters,2026-03-16,BASELINE,2026-03-14,2026-03-15,2026-03-16,2026-03-21,best_passed,91,100,0,0
