model,label,start_date,end_date,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,trade_count,cash_days_pct,btc_days_pct,base_days_pct,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,btc_fast_ma,btc_slow_ma,btc_ret_lb_days,btc_ret_min,btc_risk_ma,btc_risk_buffer,btc_vol_lb,btc_vol_cap,cooldown_days,source
phase61_restore_trx_sol_base,phase61_restore_trx_sol_base,2017-08-17,2026-03-17,3135,2986.787334369985,49.12079896911965,-34.98118559415004,1.1329831712965386,1.1216833036739635,0,0.0,0.0,100.0,535.5683935342543,42.63793078983751,-34.98118559415004,325.28235685214827,57.0092585650519,-24.682831440241248,102.22337784182724,79.18394866619177,-16.76173830884068,,,,,,,,,,phase62_rebuilt_base
phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v30_060_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,4263.45556111291,55.25729990939388,-49.19773550181436,1.190561769369192,1.2444241782799161,177,46.60287081339713,14.800637958532695,38.59649122807017,314.6576928287253,31.406806672289143,-49.19773550181436,288.14515872139214,52.60126175171174,-34.41463753921635,110.97050619635245,85.57975406544497,-17.497600379031585,20.0,100.0,20.0,0.12,200.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v20_045_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v20_045_cd0,2017-08-17,2026-03-17,3135,3764.1213175446524,53.074483612241785,-38.633982227794775,1.1836751852415224,1.2363775264067882,192,49.154704944178626,13.014354066985645,37.83094098883573,362.8417799716263,34.21039090402957,-38.48445903233769,288.145158721392,52.60126175171174,-34.41463753921632,110.97050619635213,85.57975406544476,-17.49760037903161,20.0,100.0,20.0,0.12,150.0,-0.03,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v30_060_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,4347.840909486021,55.604164445574675,-45.306240162767786,1.1939444365774705,1.2530313743316974,197,43.22169059011164,14.896331738437002,41.88197767145135,331.6471348055093,32.424024004694644,-45.306240162767786,288.14515872139145,52.60126175171167,-34.41463753921634,110.97050619635218,85.57975406544477,-17.497600379031596,20.0,100.0,20.0,0.12,200.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v20_060_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,4840.4349434803025,57.52003522168199,-45.30624016276775,1.2240786249841915,1.2965125434880445,185,44.91228070175438,14.864433811802233,40.22328548644338,347.0585138197368,33.31914718198716,-45.30624016276775,288.1451587213913,52.60126175171165,-34.41463753921633,110.97050619635213,85.57975406544476,-17.497600379031596,20.0,100.0,20.0,0.12,150.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v30_045_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,2462.301742247806,45.92024039565163,-42.86132838026696,1.092745867664379,1.1013405354130603,164,51.100478468899524,12.950558213716109,35.94896331738437,331.4909887366368,32.41482348918885,-42.86132838026696,288.1451587213914,52.60126175171165,-34.41463753921634,110.97050619635218,85.57975406544477,-17.497600379031596,20.0,100.0,20.0,0.12,200.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v20_060_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,4209.619804575983,55.03289934750995,-49.19773550181436,1.1932412522332967,1.246560847135935,172,46.698564593301434,14.44976076555024,38.85167464114833,329.5832146556532,32.30219490505386,-49.19773550181436,288.1451587213911,52.601261751711625,-34.414637539216365,110.97050619635218,85.57975406544477,-17.497600379031585,20.0,100.0,20.0,0.12,200.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v20_045_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v20_045_cd0,2017-08-17,2026-03-17,3135,3335.9213511993667,50.99412810916573,-38.48445903233769,1.1552971257220452,1.194225913077676,193,48.389154704944175,12.69537480063796,38.91547049441787,362.97189129335175,34.21763524814485,-38.48445903233769,288.14515872139117,52.601261751711625,-34.41463753921635,110.97050619635205,85.57975406544469,-17.497600379031585,20.0,100.0,20.0,0.12,200.0,-0.03,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v30_060_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,4902.150840674115,57.748035759377395,-45.306240162767764,1.2212400185340178,1.2939408310290876,188,44.81658692185008,15.21531100478469,39.96810207336523,331.52582683782157,32.41687647004126,-45.306240162767764,288.14515872139106,52.601261751711604,-34.414637539216365,110.970506196352,85.57975406544465,-17.497600379031585,20.0,100.0,20.0,0.12,150.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v30_045_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,2837.3554135100712,48.26118522854368,-38.48445903233772,1.1255864295775178,1.1516393863273544,179,49.059011164274324,13.365231259968102,37.57575757575757,349.04389550191325,33.43264149548632,-38.48445903233772,288.14515872139094,52.601261751711604,-34.41463753921635,110.97050619635213,85.57975406544476,-17.497600379031596,20.0,100.0,20.0,0.12,150.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v20_045_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,3270.7343478636053,50.6575400210562,-42.86132838026697,1.1517960777035472,1.1854586459650676,175,51.61084529505582,12.599681020733652,35.78947368421053,344.7495206350707,33.18664026128309,-42.86132838026697,288.14515872139077,52.60126175171158,-34.41463753921635,110.97050619635223,85.5797540654448,-17.497600379031574,20.0,100.0,20.0,0.12,200.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v20_060_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,4292.964017315498,55.37926254432146,-45.306240162767764,1.1966239859502827,1.2552301383858935,192,43.31738437001595,14.545454545454545,42.13716108452951,347.1841882437823,33.32634341897629,-45.306240162767764,288.1451587213907,52.60126175171156,-34.41463753921635,110.970506196352,85.57975406544465,-17.49760037903161,20.0,100.0,20.0,0.12,200.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v30_045_cd0,phase62_btcov_f20_s100_r20_m12_rm200_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,2511.85437825573,46.246244754440305,-38.4844590323377,1.0964073808995902,1.109930131102863,182,47.84688995215311,13.046251993620414,39.10685805422647,349.1701280446201,33.439843858617046,-38.4844590323377,288.14515872139054,52.60126175171153,-34.41463753921634,110.970506196352,85.57975406544465,-17.49760037903161,20.0,100.0,20.0,0.12,200.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v20_060_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,4327.274525981312,55.52016598233722,-49.19773550181434,1.1966042935420877,1.2624995352061419,173,47.910685805422645,14.70494417862839,37.38437001594897,299.5443811426557,30.473213730950533,-49.19773550181434,280.8256821233124,51.69855580733713,-34.414637539216365,106.99211396784696,82.67655971208798,-17.497600379031596,20.0,100.0,20.0,0.12,150.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v30_060_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,4382.580024914119,55.74527183262825,-49.19773550181432,1.1939566209608243,1.260219322423805,176,47.81499202551834,15.055821371610845,37.12918660287081,285.6625343243345,29.590203586262163,-49.19773550181432,280.8256821233123,51.69855580733711,-34.414637539216365,106.99211396784696,82.67655971208798,-17.497600379031574,20.0,100.0,20.0,0.12,150.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v30_045_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,2532.253828814795,46.378866047303745,-42.861328380267,1.0964895647117645,1.1170315162842515,167,52.05741626794258,13.205741626794259,34.73684210526316,301.31875311190714,30.584285307205118,-42.861328380267,280.82568212331216,51.69855580733711,-34.41463753921632,106.99211396784696,82.67655971208798,-17.497600379031596,20.0,100.0,20.0,0.12,150.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v20_045_cd0,phase62_btcov_f20_s100_r20_m12_rm150_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,3362.7570386374273,51.1310549514121,-42.86132838026696,1.15528221914143,1.201630848798709,180,52.121212121212125,12.854864433811802,35.02392344497608,313.65017515423875,31.345432276375675,-42.86132838026696,280.82568212331165,51.698555807337044,-34.41463753921634,106.99211396784696,82.67655971208798,-17.497600379031585,20.0,100.0,20.0,0.12,150.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v20_060_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,3869.801663712603,53.55644201037044,-52.46485781570992,1.1728226637001926,1.1886531929127506,184,43.31738437001595,14.003189792663475,42.67942583732057,244.13705887644838,26.78593033060239,-52.46485781570992,269.4361824754416,50.269839500288896,-29.396243120986064,96.78858264879457,75.18620926714432,-17.188694777085857,30.0,100.0,20.0,0.12,200.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v20_060_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,3869.801663712603,53.55644201037044,-52.46485781570992,1.1728226637001926,1.1886531929127506,168,46.698564593301434,14.003189792663475,39.29824561403509,244.13705887644838,26.78593033060239,-52.46485781570992,269.4361824754416,50.269839500288896,-29.396243120986064,96.78858264879457,75.18620926714432,-17.188694777085857,30.0,100.0,20.0,0.12,200.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v30_060_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,3919.392413142651,53.77870549130286,-54.11642793766296,1.1702852833959567,1.187573452800758,189,43.22169059011164,14.354066985645932,42.42424242424242,232.18029471881488,25.927874799629326,-54.11642793766296,269.4361824754414,50.269839500288846,-29.39624312098611,96.78858264879477,75.18620926714445,-17.188694777085857,30.0,100.0,20.0,0.12,200.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v30_060_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,3919.392413142651,53.77870549130286,-54.11642793766296,1.1702852833959567,1.187573452800758,173,46.60287081339713,14.354066985645932,39.04306220095693,232.18029471881488,25.927874799629326,-54.11642793766296,269.4361824754414,50.269839500288846,-29.39624312098611,96.78858264879477,75.18620926714445,-17.188694777085857,30.0,100.0,20.0,0.12,200.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v20_045_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v20_045_cd0,2017-08-17,2026-03-17,3135,3623.022920416482,52.412513254081205,-42.33525753904678,1.184898617269009,1.205061835178116,185,48.389154704944175,12.025518341307816,39.58532695374801,327.20955746950614,32.16149654350022,-42.33525753904678,269.4361824754414,50.269839500288846,-29.396243120985975,96.7885826487945,75.18620926714425,-17.188694777085868,30.0,100.0,20.0,0.12,200.0,-0.03,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v20_045_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,3623.022920416482,52.412513254081205,-42.33525753904678,1.184898617269009,1.205061835178116,171,51.61084529505582,12.025518341307816,36.36363636363637,327.20955746950614,32.16149654350022,-42.33525753904678,269.4361824754414,50.269839500288846,-29.396243120985975,96.7885826487945,75.18620926714425,-17.188694777085868,30.0,100.0,20.0,0.12,200.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v30_045_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,3197.6229981609963,50.27312333984986,-43.14105526034394,1.1656539192655364,1.1708376499741853,173,49.059011164274324,12.535885167464114,38.40510366826157,311.637982225086,31.222494254504916,-43.14105526034394,269.4361824754413,50.269839500288846,-29.39624312098609,96.7885826487945,75.18620926714425,-17.188694777085832,30.0,100.0,20.0,0.12,150.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v20_060_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,4525.603015209863,56.31622723764327,-52.79010481572441,1.209900029651913,1.2359837814859453,179,44.91228070175438,14.162679425837322,40.92503987240829,241.78238944978568,26.618877809553055,-52.79010481572441,269.4361824754412,50.269839500288825,-29.396243120985986,96.78858264879445,75.1862092671442,-17.188694777085843,30.0,100.0,20.0,0.12,150.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v30_060_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,4583.386032982992,56.542485337513206,-54.43037449335786,1.2071250987201803,1.2345342141131121,182,44.81658692185008,14.513556618819775,40.66985645933015,229.90743637955927,25.761952848346482,-54.43037449335786,269.4361824754409,50.2698395002888,-29.396243120986064,96.78858264879445,75.1862092671442,-17.188694777085843,30.0,100.0,20.0,0.12,150.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v20_045_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb-03_v20_045_cd0,2017-08-17,2026-03-17,3135,4238.057037909639,55.15173928083246,-42.3352575390468,1.2231713830206066,1.254705965124672,186,49.154704944178626,12.185007974481659,38.66028708133971,324.2864858101042,31.98736120272796,-42.3352575390468,269.43618247544083,50.26983950028878,-29.396243120986142,96.7885826487945,75.18620926714425,-17.188694777085868,30.0,100.0,20.0,0.12,150.0,-0.03,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v30_045_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,2730.097875098892,47.62002997150123,-42.74933227243255,1.1263487220386574,1.1214433052198052,174,47.84688995215311,12.376395534290271,39.77671451355662,314.4739135121209,31.39562048072657,-42.74933227243255,269.4361824754407,50.26983950028878,-29.396243120986043,96.78858264879446,75.18620926714424,-17.188694777085857,30.0,100.0,20.0,0.12,200.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v30_045_cd0,phase62_btcov_f30_s100_r20_m12_rm200_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,2730.097875098892,47.62002997150123,-42.74933227243255,1.1263487220386574,1.1214433052198052,160,51.100478468899524,12.376395534290271,36.52312599681021,314.4739135121209,31.39562048072657,-42.74933227243255,269.4361824754407,50.26983950028878,-29.396243120986043,96.78858264879446,75.18620926714424,-17.188694777085857,30.0,100.0,20.0,0.12,200.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_060_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,4266.8981963146725,55.27156629119696,-53.39676779029943,1.1949545643980881,1.2187133352802033,167,47.910685805422645,14.098883572567782,37.99043062200957,231.02800683840945,25.843871148080666,-53.39676779029943,262.46951180764154,49.380924980054864,-29.396243120986043,93.07762711295346,72.44561067064537,-17.188694777085832,30.0,100.0,20.0,0.12,150.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_060_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,4321.449474334286,55.496312308764686,-55.01595945287152,1.192291933099578,1.2174088346461909,170,47.81499202551834,14.44976076555024,37.73524720893142,219.5267061059028,24.992191238518878,-55.01595945287152,262.4695118076414,49.38092498005484,-29.39624312098609,93.07762711295355,72.44561067064544,-17.188694777085857,30.0,100.0,20.0,0.12,150.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_045_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,3995.434344898775,54.11486060442034,-42.335257539046786,1.2076562271205522,1.2365902049796882,174,52.121212121212125,12.121212121212121,35.75757575757576,310.9360635938409,31.17949521993093,-42.335257539046786,262.4695118076414,49.38092498005484,-29.396243120986163,93.07762711295358,72.44561067064545,-17.188694777085843,30.0,100.0,20.0,0.12,150.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_045_cd0,phase62_btcov_f30_s100_r20_m12_rm150_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,3013.19062086474,49.26884844128159,-43.87171175539264,1.1497717681269366,1.152808101248168,161,52.05741626794258,12.472089314194577,35.47049441786284,298.6855525655288,30.419309856241394,-43.87171175539264,262.46951180764125,49.38092498005482,-29.39624312098619,93.07762711295359,72.44561067064545,-17.188694777085843,30.0,100.0,20.0,0.12,150.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_060_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,1643.539668585034,39.51975929185405,-51.80681757807801,0.9703502295055565,0.9500381215337279,183,43.22169059011164,12.472089314194577,44.30622009569378,236.21723490863272,26.220329197253612,-51.80681757807801,258.58073182179993,48.879610725937475,-30.018785417720416,88.41128556107512,68.98655561803355,-19.403808062205595,50.0,150.0,20.0,0.12,200.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v30_060_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v30_060_cd0,2017-08-17,2026-03-17,3135,1643.539668585034,39.51975929185405,-51.80681757807801,0.9703502295055565,0.9500381215337279,169,46.60287081339713,12.472089314194577,40.92503987240829,236.21723490863272,26.220329197253612,-51.80681757807801,258.58073182179993,48.879610725937475,-30.018785417720416,88.41128556107512,68.98655561803355,-19.403808062205595,50.0,150.0,20.0,0.12,200.0,0.0,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_045_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,2209.59197316248,44.16560010366983,-39.86754410003176,1.0712601929987673,1.0580191291953733,169,47.84688995215311,11.004784688995215,41.14832535885167,319.51095642432847,31.700773149262517,-39.86754410003176,258.5807318217998,48.879610725937454,-30.018785417720252,88.41128556107466,68.98655561803322,-19.40380806220562,50.0,150.0,20.0,0.12,200.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v30_045_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v30_045_cd0,2017-08-17,2026-03-17,3135,2209.59197316248,44.16560010366983,-39.86754410003176,1.0712601929987673,1.0580191291953733,157,51.100478468899524,11.004784688995215,37.89473684210527,319.51095642432847,31.700773149262517,-39.86754410003176,258.5807318217998,48.879610725937454,-30.018785417720252,88.41128556107466,68.98655561803322,-19.40380806220562,50.0,150.0,20.0,0.12,200.0,0.0,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v20_060_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,1771.6005894423429,40.67663305857996,-50.07211348699854,0.9919291719573622,0.9677946357343042,179,43.31738437001595,12.312599681020734,44.370015948963314,248.31930793176906,27.080377472992943,-50.07211348699854,258.5807318217997,48.879610725937454,-30.018785417720327,88.41128556107482,68.98655561803334,-19.403808062205606,50.0,150.0,20.0,0.12,200.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v20_060_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v20_060_cd0,2017-08-17,2026-03-17,3135,1771.6005894423429,40.67663305857996,-50.07211348699854,0.9919291719573622,0.9677946357343042,165,46.698564593301434,12.312599681020734,40.98883572567783,248.31930793176906,27.080377472992943,-50.07211348699854,258.5807318217997,48.879610725937454,-30.018785417720327,88.41128556107482,68.98655561803334,-19.403808062205606,50.0,150.0,20.0,0.12,200.0,0.0,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_045_cd0,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_045_cd0,2017-08-17,2026-03-17,3135,2554.3138653878323,46.521265120455666,-39.86754410003179,1.1075260233807704,1.1003384521074395,163,49.059011164274324,11.004784688995215,39.93620414673046,319.51095642432784,31.700773149262474,-39.86754410003179,258.58073182179953,48.879610725937425,-30.018785417720363,88.41128556107472,68.98655561803326,-19.403808062205606,50.0,150.0,20.0,0.12,150.0,-0.03,30.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_045_cd0,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_045_cd0,2017-08-17,2026-03-17,3135,2303.721443430411,44.838131228721934,-39.86754410003178,1.0810847130892995,1.0695526091696446,177,49.154704944178626,10.62200956937799,40.22328548644338,332.40137486337835,32.46842787957056,-39.86754410003178,258.58073182179953,48.879610725937425,-30.018785417720338,88.41128556107472,68.98655561803326,-19.403808062205584,50.0,150.0,20.0,0.12,150.0,-0.03,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_060_cd0,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v20_060_cd0,2017-08-17,2026-03-17,3135,2050.949368005696,42.97528837536162,-50.07211348699854,1.0274831581623334,1.0080650934884332,169,44.91228070175438,12.312599681020734,42.77511961722488,248.31930793176915,27.080377472992968,-50.07211348699854,258.5807318217996,48.879610725937425,-30.018785417720295,88.41128556107466,68.98655561803322,-19.403808062205606,50.0,150.0,20.0,0.12,150.0,-0.03,20.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_060_cd0,phase62_btcov_f50_s150_r20_m12_rm150_rb-03_v30_060_cd0,2017-08-17,2026-03-17,3135,1903.7745069065415,41.7995112984205,-51.806817578078046,1.0058729937705388,0.9902212503729497,171,44.81658692185008,12.472089314194577,42.71132376395534,236.21723490863192,26.220329197253545,-51.806817578078046,258.580731821799,48.87961072593736,-30.018785417720395,88.41128556107478,68.98655561803331,-19.403808062205595,50.0,150.0,20.0,0.12,150.0,-0.03,30.0,0.06,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v20_045_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb-03_v20_045_cd0,2017-08-17,2026-03-17,3135,1991.5445697128316,42.50952644530261,-39.86754410003178,1.0446268202468367,1.0273494065130728,181,48.389154704944175,10.62200956937799,40.98883572567783,332.40137486337795,32.46842787957054,-39.86754410003178,258.5807318217989,48.87961072593734,-30.018785417720338,88.41128556107458,68.98655561803315,-19.40380806220564,50.0,150.0,20.0,0.12,200.0,-0.03,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v20_045_cd0,phase62_btcov_f50_s150_r20_m12_rm200_rb+00_v20_045_cd0,2017-08-17,2026-03-17,3135,1991.5445697128316,42.50952644530261,-39.86754410003178,1.0446268202468367,1.0273494065130728,169,51.61084529505582,10.62200956937799,37.76714513556619,332.40137486337795,32.46842787957054,-39.86754410003178,258.5807318217989,48.87961072593734,-30.018785417720338,88.41128556107458,68.98655561803315,-19.40380806220564,50.0,150.0,20.0,0.12,200.0,0.0,20.0,0.045,0.0,phase62_overlay
phase62_btcov_f50_s100_r30_m04_rm200_rb-03_v20_060_cd3,phase62_btcov_f50_s100_r30_m04_rm200_rb-03_v20_060_cd3,2017-08-17,2026-03-17,3135,7854.896257947472,66.50894246793852,-41.584309816726275,1.5163358615974942,1.4051978639953056,148,43.31738437001595,26.953748006379584,29.728867623604465,454.79892203227814,38.963216714883366,-41.584309816726275,257.46484848866663,48.73506827963594,-23.310545335163233,81.06395864751231,63.510083346770465,-15.335313457207022,50.0,100.0,30.0,0.04,200.0,-0.03,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f50_s100_r30_m04_rm200_rb+00_v20_060_cd3,phase62_btcov_f50_s100_r30_m04_rm200_rb+00_v20_060_cd3,2017-08-17,2026-03-17,3135,7854.896257947472,66.50894246793852,-41.584309816726275,1.5163358615974942,1.4051978639953056,131,46.698564593301434,26.953748006379584,26.347687400318982,454.79892203227814,38.963216714883366,-41.584309816726275,257.46484848866663,48.73506827963594,-23.310545335163233,81.06395864751231,63.510083346770465,-15.335313457207022,50.0,100.0,30.0,0.04,200.0,0.0,20.0,0.06,3.0,phase62_overlay
phase62_btcov_f50_s100_r30_m04_rm150_rb-03_v30_060_cd3,phase62_btcov_f50_s100_r30_m04_rm150_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,7240.579228195382,64.95708516355792,-41.584309816726226,1.4512933247505604,1.3280283840742593,142,44.81658692185008,27.687400318979265,27.49601275917065,435.52288158692016,38.022748349086875,-41.584309816726226,257.4648484886667,48.73506827963594,-23.31054533516326,81.06395864751232,63.510083346770486,-15.335313457207022,50.0,100.0,30.0,0.04,150.0,-0.03,30.0,0.06,3.0,phase62_overlay
phase62_btcov_f50_s100_r30_m04_rm200_rb-03_v30_060_cd3,phase62_btcov_f50_s100_r30_m04_rm200_rb-03_v30_060_cd3,2017-08-17,2026-03-17,3135,6602.788723549775,63.21943733515998,-41.5843098167262,1.4395656348647172,1.3089581215159571,152,43.22169059011164,27.464114832535884,29.31419457735247,435.52288158692,38.022748349086875,-41.5843098167262,257.46484848866646,48.73506827963592,-23.31054533516329,81.06395864751224,63.510083346770415,-15.335313457207011,50.0,100.0,30.0,0.04,200.0,-0.03,30.0,0.06,3.0,phase62_overlay
