ts,phase48_current_main,phase48_bnb_trend_loose,phase48_bnb_trend_base,phase48_bnb_trend_strict,phase48_bnb_trend_plus_gap
2022-04-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-04-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-05-31,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-06-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-07-31,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-08-31,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-09-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-10-31,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-11-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-13,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-14,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-15,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-16,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-17,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-18,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-19,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-20,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-21,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-22,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-23,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-24,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-25,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-26,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-27,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-28,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-29,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-30,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2022-12-31,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-01,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-02,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-03,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-04,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-05,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-06,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-07,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-08,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-09,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-10,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-11,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-12,27.295936477468853,23.729754985989636,25.35742440207298,26.698528107130898,23.026979110792773
2023-01-13,27.764634898262617,24.137218518040896,25.792836639438757,27.156968431083857,23.422375280980535
2023-01-14,27.61607640097,24.008069010943,25.654828519897134,27.011661336791857,23.29705064092975
2023-01-15,27.15459681363549,23.606881180383574,25.226122446427407,26.560281852395423,22.907744312261357
2023-01-16,27.50544773277337,23.91189384608286,25.552056515983153,26.90345392614887,23.20372378131746
2023-01-17,26.114687332587174,22.7028346306983,24.26006560963604,25.54313219235141,22.03047183190587
2023-01-18,26.617257568108997,23.139744665348626,24.72694414170238,26.034703000700944,22.454442422715964
2023-01-19,28.53587475654768,24.807696810208693,26.509304323867603,27.911328665280625,24.07299681656332
2023-01-20,27.786760631901934,24.156453551012916,25.813391040221543,27.178609913212444,23.441040652902984
2023-01-21,27.68245360188797,24.065774109859074,25.71649172224551,27.076585783177634,23.353046756697115
2023-01-22,28.41576363107706,24.70327805978912,26.39772329104672,27.79384633372539,23.971670511841413
2023-01-23,27.559181657326015,23.958607497586353,25.601974346455656,26.956011811318316,23.249053970271998
2023-01-24,28.251401038327778,24.560389243425487,26.24503345666024,27.63308103791296,23.833013463274586
2023-01-25,27.663488687339978,24.049286938740195,25.698873664431687,27.058035941353122,23.337047866477867
2023-01-26,28.0965209028525,24.425744012621298,26.101152651180676,27.481590663012785,23.702355859817388
2023-01-27,28.343064791976417,24.640077237166743,26.330187402760394,27.722738606731426,23.910341432667625
2023-01-28,29.977208262195198,26.060721815243603,27.848276717718257,29.321116643943444,25.288912473226247
2023-01-29,28.880404037502903,25.107213752201687,26.82936570748542,28.248317458425902,24.363643322213015
2023-01-30,29.74014683034528,25.8546321762576,27.628050995045456,29.08924362113706,25.08892634548564
