date,strategy_return,base_return,btc_return,equity,executed_regime,executed_position,base_strength_lb,baseline_is_weak,DOGE_close,DOGE_return,DOGE_fast_ma,DOGE_slow_ma,DOGE_risk_ma,DOGE_ret_lb,DOGE_vol,DOGE_trend_ok,DOGE_risk_off,DOGE_signal_raw,DOGE_signal,XRP_close,XRP_return,XRP_fast_ma,XRP_slow_ma,XRP_risk_ma,XRP_ret_lb,XRP_vol,XRP_trend_ok,XRP_risk_off,XRP_signal_raw,XRP_signal,DOGE_score,XRP_score,combo_signal_asset,combo_execute_asset,combo_execute,combo_candidate_return
2018-05-24,0.0,0.0,0.0097388012450096,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.62814,0.061083144700834646,0.7197845,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-25,0.0,0.0,-0.0155788573216405,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.60459,-0.037491641990639146,0.704874,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-26,0.0,0.0,-0.016499932948907,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.60852,0.006500272912221439,0.6920585,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-27,0.0,0.0,0.0006858504818678,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.60416,-0.007164924735423517,0.6810215,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-28,0.0,0.0,-0.0327006849716378,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.54689,-0.09479277012711873,0.6680325,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-29,0.0,0.0,0.0510339484434427,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.59998,0.09707619448152283,0.658291,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-30,0.0,0.0,-0.0114363602004479,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.60149,0.0025167505583518768,0.6510865,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-05-31,0.0,0.0,0.0147845161850119,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.6114,0.016475751882824463,0.6478515,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-06-01,0.0,0.0,0.0048096128128085,1.0,BASE,0.0,,False,,0.0,,,,,,False,False,False,False,0.62151,0.016535819430814502,0.644666,,,,,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-06-02,0.0,0.0,0.0158250022270944,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.64269,0.03407829318916833,0.640301,,,,0.04619214990840208,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-03,0.0,0.0,0.0097159304348282,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.6901,0.07376806858672147,0.638459,,,-0.22451960894482526,0.04854716969552419,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-04,0.0,0.0,-0.0294597278287224,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.65507,-0.05076075931024493,0.6367624999999999,,,-0.2744018608772707,0.04898388147219756,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-05,0.0,0.0,0.0184319487110993,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.67464,0.029874669882608007,0.6352019999999999,,,-0.21991605286588112,0.04908847142694562,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-06,0.0,0.0,0.0044380327868853,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.6741,-0.0008004268943436754,0.6359825,,,-0.18281003758031267,0.04855535679985005,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-07,0.0,0.0,0.0042095147568039,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.67756,0.005132769618750865,0.6359775,,,-0.16005305763199318,0.04849141668255438,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-08,0.0,0.0,-0.0113950186449758,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.6721,-0.008058326937835814,0.6359130000000001,,,-0.15438909928158928,0.04845998674098053,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-09,0.0,0.0,-0.0146920341319192,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.6574,-0.021871745276000665,0.633813,,,-0.11827033986963176,0.047395955231765756,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-10,0.0,0.0,-0.097005631543048,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.58201,-0.11467903863705498,0.6291075,,,-0.13916580387516642,0.048891605664135536,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-11,0.0,0.0,0.015818205200599,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.59989,0.030721121630212567,0.6272110000000001,,,-0.12452934823852191,0.04919131606529118,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-12,0.0,0.0,-0.04976717112922,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.5556,-0.07383020220373748,0.625392,,,-0.2388936834751162,0.049071478325654706,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-13,0.0,0.0,-0.0363277182235834,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.52862,-0.048560115190784736,0.620416,,,-0.2728148127768455,0.04960502826755487,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-14,0.0,0.0,0.0545386935503862,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.55769,0.05499224395596092,0.6180709999999999,,,-0.1905805515239477,0.050244012041209894,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-15,0.0,0.0,-0.0372333852724089,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.53258,-0.04502501389660918,0.6142740000000001,,,-0.24547708436636673,0.05039978478544401,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-16,0.0,0.0,0.0148820610746764,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.53275,0.0003192008712304961,0.6107035000000001,,,-0.1909520266063267,0.04920613337315834,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-17,0.0,0.0,-0.0053007566340426,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.52617,-0.012351008916001716,0.6096674999999999,,,-0.22354868223002688,0.04878632392113475,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-18,0.0,0.0,0.0407544022041643,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.5387,0.0238135963661934,0.6066035000000001,,,-0.20001782028245163,0.049103137991878494,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-19,0.0,0.0,0.0042830795267307,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.54834,0.01789493224429206,0.603946,,,-0.2159851301115241,0.04861101134957658,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-20,0.0,0.0,0.0030113288267239,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.53916,-0.016741437794069558,0.600334,,,-0.2025675915517956,0.04840171598206988,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-21,0.0,0.0,-0.0063107205343185,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.53457,-0.00851324282216781,0.595987,,,-0.1618795271393184,0.04749646375915068,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-22,0.0,0.0,-0.1002911216817189,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.48216,-0.09804141646557052,0.5879605000000001,,,-0.18551302408865167,0.04894015320902074,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-23,0.0,0.0,0.0173664185277087,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.49005,0.016363862618218095,0.577958,,,-0.21983952622026948,0.04754771893451735,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-24,0.0,0.0,-0.0021154540339967,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.47331,-0.034159779614325037,0.5688700000000001,,,-0.21713888751054422,0.047480414301526025,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-25,0.0,0.0,0.0187437774667302,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.48125,0.016775474847351646,0.5592005,,,-0.20914678235719442,0.047613268504316734,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-26,0.0,0.0,-0.0289859245041587,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.453,-0.0587012987012987,0.5481455,,,-0.25019862288135597,0.04852247517989471,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-27,0.0,0.0,0.0103693429839328,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4701,0.03774834437086083,0.5377725,,,-0.14041214869535001,0.046440095412927485,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-06-28,0.0,0.0,-0.0456084633656844,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44575,-0.051797489895766935,0.526455,,,-0.25705856861895393,0.04322409853546356,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-06-29,0.0,0.0,0.0587531901373084,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.45321,0.016735838474481346,0.5162455,,,-0.24652113917105845,0.04342414154229345,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-06-30,0.0,0.0,0.031002336267651,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.46796,0.03254561902870634,0.510543,,,-0.23460909388289186,0.043825229875024435,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-01,0.0,0.0,-0.0052049508064855,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.46222,-0.012266005641507705,0.5036595,,,-0.25629515212949106,0.04359457493325761,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-02,0.0,0.0,0.0406619043199338,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4899,0.05988490329280416,0.5003745,,,-0.23773514447089572,0.04467433062126141,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-03,0.0,0.0,-0.0153326611531769,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4844,-0.011226780975709283,0.4981635,,,-0.29807274308071297,0.04201579366730871,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-04,0.0,0.0,0.0112252949863829,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.49097,0.013563170933113211,0.4948275000000001,,,-0.25050757934266565,0.04156163458462659,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-05,0.0,0.0,-0.0087718499221191,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4769,-0.02865755545145332,0.49204349999999997,,,-0.29310447053243216,0.041077195318184025,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-06,0.0,0.0,0.0123414813453408,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.47698,0.0001677500524219777,0.489255,,,-0.2924195223260644,0.04108528195393557,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-07,0.0,0.0,0.0222700301674185,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.48494,0.01668833074762044,0.48719350000000006,,,-0.2842847865871658,0.04128460419579589,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-08,0.0,0.0,-0.0066420205476409,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.47915,-0.01193962139646132,0.484216,,,-0.28708525517036154,0.04128374370654964,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-09,0.0,0.0,-0.007446253780486,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.473,-0.012835229051445407,0.480449,,,-0.2804989351992698,0.041231426601358416,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-10,0.0,0.0,-0.0548188864805797,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44337,-0.06264270613107825,0.4756595,,,-0.2382089654816928,0.03773948589297749,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-11,0.0,0.0,0.01288886136216,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44872,0.012066671177571875,0.471367,,,-0.2519961993032056,0.03724178877705194,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-12,0.0,0.0,-0.0199903732633853,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.43675,-0.026675878053128876,0.4690964999999999,,,-0.21391288696904243,0.03541974474603448,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-13,0.0,0.0,-0.0057594747359041,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.43754,0.0018088151116197881,0.466471,,,-0.17229768075366048,0.034611194161068407,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-14,0.0,0.0,0.0060213337366865,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.43864,0.002514055857750108,0.4647374999999999,,,-0.21346984884075393,0.0327785220625643,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-15,0.0,0.0,0.0161580552752005,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44681,0.01862575232536945,0.4630155,,,-0.16104622779676303,0.032332902788766826,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-16,0.0,0.0,0.0582936277449586,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.48173,0.07815402520086834,0.464452,,,-0.09576724542468318,0.03563412545809949,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-17,0.0,0.0,0.0883622003911739,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.50728,0.053038008843127704,0.466311,,,-0.03590094456164372,0.03695296601942461,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-18,0.0,0.0,0.0088090917042025,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.48868,-0.03666614098722587,0.46845749999999997,,,-0.09285316502691654,0.03721885724937872,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-19,0.0,0.0,0.0114211788292988,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.47687,-0.024167144143406705,0.46964049999999996,,,-0.13033884086515668,0.03721479247454151,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-20,0.0,0.0,-0.0172349826752797,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44439,-0.06811080588000928,0.468462,,,-0.17577342532828844,0.03890748043364793,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-21,0.0,0.0,0.0083474956831521,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.45506,0.024010441279056716,0.46810399999999996,,,-0.14873636754774855,0.039264285297975626,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-22,0.0,0.0,-0.0005392780971997,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44859,-0.014217905331165182,0.46603849999999997,,,-0.06962419113987062,0.035295432922057814,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-23,0.0,0.0,0.0441148430178544,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44499,-0.008025145455761384,0.464068,,,-0.09194980104071016,0.03514875324400464,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-24,0.0,0.0,0.0875831011745871,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.45885,0.0311467673430863,0.46246199999999993,,,-0.030550801800088845,0.035148575345017544,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-25,0.0,0.0,-0.0263896232571654,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4598,0.0020703933747412417,0.46160700000000005,,,-0.044571428571428595,0.03500767611643092,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-26,0.0,0.0,-0.0312685000807276,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44968,-0.022009569377990368,0.46024199999999993,,,-0.007328918322295763,0.03357889351135824,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-27,0.0,0.0,0.0339103535353535,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4555,0.01294253691513969,0.45877,,,-0.03105722186768778,0.03294646413349191,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-28,0.0,0.0,0.0044537690952146,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.45641,0.001997804610318177,0.45763300000000007,,,0.023914750420639397,0.03154014000645791,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-29,0.0,0.0,-0.0017069825800239,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.45315,-0.007142700641966648,0.45664049999999995,,,-0.0001323889587608873,0.03144129842390233,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-30,0.0,0.0,-0.0045158933138472,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44534,-0.01723491117731435,0.45673899999999995,,,-0.0483374647405761,0.031016377841421115,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-07-31,0.0,0.0,-0.0541955389825199,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4353,-0.0225445726860376,0.45606800000000003,,,-0.05824066461857991,0.031193307891848616,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-01,0.0,0.0,-0.0163434412159986,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44642,0.02554560073512513,0.45655150000000005,,,-0.08875280669524399,0.02950354241214551,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-02,0.0,0.0,-0.010371381456964,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.42975,-0.03734151695712551,0.45616200000000007,,,-0.11281998348472333,0.03012226825206492,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-03,0.0,0.0,-0.0142086261628471,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.44033,0.024618964514252495,0.45624650000000005,,,-0.10314275821333285,0.030395516954693134,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-04,0.0,0.0,-0.0551222707776749,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.42985,-0.023800331569504674,0.4553985,,,-0.09865799958062482,0.03027195626040218,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-05,0.0,0.0,0.0020471223308948,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4345,0.010817727114109443,0.453037,,,-0.08906033795966295,0.030369296253859243,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-06,0.0,0.0,-0.0127231751988485,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.4129,-0.049712313003452246,0.4483180000000001,,,-0.1485544603456097,0.03128556398041511,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-07,0.0,0.0,-0.0309683596690324,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.37863,-0.08299830467425517,0.44281550000000003,,,-0.20978816654492327,0.034278851226796345,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-08,0.0,0.0,-0.0647404933884518,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.33171,-0.12392045004357821,0.4355575,,,-0.2987103594080338,0.04017714165083073,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-09,0.0,0.0,0.0389482895783612,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.3441,0.037351903771366546,0.430543,,,-0.22389877528926172,0.039895449930489664,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-10,0.0,0.0,-0.0590800010413811,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.31897,-0.07303109561174093,0.4237385000000001,,,-0.28915582100196124,0.04139374942448579,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-11,0.0,0.0,0.0143782318062632,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.29784,-0.06624447440198133,0.41620099999999993,0.5481757,,-0.3180538065254723,0.04250578977098308,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-12,0.0,0.0,0.0121912280279508,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.29547,-0.00795729250604349,0.408725,0.5422314,,-0.3247017415550578,0.042438038302658895,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-13,0.0,0.0,-0.0098251042668978,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.2743,-0.07164855992148111,0.39949749999999995,0.5359463999999999,,-0.37465803392303487,0.0436586164448904,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-14,0.0,0.0,-0.0093286479303914,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.2725,-0.006562158220925873,0.3901325,0.5300231,,-0.39012108054877903,0.04325288024326876,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-15,0.0,0.0,0.0127794081524479,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.28039,0.02895412844036671,0.381668,0.524578,,-0.41795196479355656,0.04052150527673493,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-16,0.0,0.0,0.0071148654254877,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.29142,0.03933806483826108,0.37346399999999996,0.5194255000000001,,-0.42552436524207526,0.039800084617067445,False,False,False,False,-999.0,-999.0,,,False,0.0
2018-08-17,0.0,0.0,0.0432114706697825,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.3672,0.2600370599135269,0.3690035,0.5151494,,-0.24858803306867472,0.0635707942582545,False,True,False,False,-999.0,-999.0,,,False,0.0
2018-08-18,0.0,0.0,-0.0298474141505263,1.0,BASE,0.0,0.0,True,,0.0,,,,,0.0,False,False,False,False,0.32829,-0.10596405228758166,0.3627605,0.5109765000000001,,-0.311573384779919,0.0659333635069611,False,True,False,False,-999.0,-999.0,,,False,0.0
