candidate_model,baseline_model,secondary_context_model,secondary_usage,compare_valid,compare_scope,research_status,strict_scoring_ready,score,primary_metric_value,strict_verdict,reference_event_count,selected_event_count,vetoed_event_count,coverage_ratio,selected_avg_forward_return_h3,reference_avg_forward_return_h3,vetoed_avg_forward_return_h3,raw_edge_h3,avoided_damage_h3,family_note
phase69_instability_veto_confirmed_divergence_selective_toxic_subset,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_with_phase68i_overlay_context_only,mechanism_scored_minimal_engine_v1,1,-0.0012109487652329463,-0.0012109487652329463,not_worthy_under_strict_scoring,130,78,52,0.4,0.05544061768546261,0.046651566450695556,0.033467989598544974,0.008789051234767052,0.013183576852150582,"Fragility vetoes are applied only when confirmed pre-expansion divergence falls into a deterministic selective toxic subset, while phase67j remains the only primary compare baseline and phase68i stays overlay-context only."
