ts,strategy_idx,btc_idx,strategy_ret,btc_ret,strategy_above_btc,rolling_90d_strategy,rolling_90d_btc,rolling_90d_diff,rolling_180d_strategy,rolling_180d_btc,rolling_180d_diff
2023-01-01,26.698528107130898,1.0,0.0,0.0,True,,,,,,
2023-01-02,26.698528107130898,1.0033773150586005,0.0,0.003377315058600505,True,,,,,,
2023-01-03,26.698528107130898,1.0035163314125808,0.0,0.0001385484322735664,True,,,,,,
2023-01-04,26.698528107130898,1.0140587058239428,0.0,0.010505433824402388,True,,,,,,
2023-01-05,26.698528107130898,1.0129447695849068,0.0,-0.001098492851191346,True,,,,,,
2023-01-06,26.698528107130898,1.0200941820753155,0.0,0.007058047689350921,True,,,,,,
2023-01-07,26.698528107130898,1.0196681059774022,0.0,-0.00041768309769840695,True,,,,,,
2023-01-08,26.698528107130898,1.0307569169663142,0.0,0.010874921873017529,True,,,,,,
2023-01-09,26.698528107130898,1.0337918064603486,0.0,0.0029443309514396443,True,,,,,,
2023-01-10,26.698528107130898,1.049583101388659,0.0,0.015275120995956515,True,,,,,,
2023-01-11,26.698528107130898,1.0798296899213142,0.0,0.02881771676071887,True,,,,,,
2023-01-12,26.698528107130898,1.1341941113635337,0.0,0.05034536644957499,True,,,,,,
2023-01-13,27.156968431083857,1.1993927813802336,0.017170996173025532,0.05748457813655716,True,,,,,,
2023-01-14,27.011661336791857,1.2610721109723622,-0.005350637522768653,0.05142546340920062,True,,,,,,
2023-01-15,26.560281852395423,1.2560518753667234,-0.016710541375758337,-0.003980926674976515,True,,,,,,
2023-01-16,26.90345392614887,1.2749574977056284,0.012920498195786223,0.015051625422226378,True,,,,,,
2023-01-17,25.54313219235141,1.2718979343132684,-0.05056308894507,-0.0023997375582055502,True,,,,,,
2023-01-18,26.034703000700944,1.2443751034347872,0.0192447349310092,-0.02163918199406578,True,,,,,,
2023-01-19,27.911328665280625,1.268093339551958,0.07208170051062823,0.019060358931726196,True,,,,,,
