asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,downside_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,reentry_blocked,persistence_passes,persistence_ok,core_asset_today,core_is_bnb,required_recent_delta_pct,promotion_ok,strict_entry_ok,bnb_pattern_deny,anti_flip_active,anti_flip_deny,recent_switches_in_window,incumbent_asset_before,selected_asset,keep_reason
XTZ,-54.74319515710633,0.0,-4.351156574860372,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-06-15,2024-06-22,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,83.94118265253056,0.0,2.1316282072803006e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-06-22,2024-06-29,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.179737917445166,0.0,2.1316282072803006e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-06-22,2024-06-29,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-3.933089176004188,0.0,-1.0658141036401503e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-06-22,2024-06-29,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-12.65140916062542,0.0,0.0,0.0,52,-1e+18,False,phase67k_no_neo_control_67j,2024-06-22,2024-06-29,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-23.907987552360368,0.0,-3.552713678800501e-14,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-06-22,2024-06-29,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-54.74319515710633,0.0,-4.351156574860372,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-06-22,2024-06-29,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,85.42938554814792,0.0,2.1316282072803006e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-06-29,2024-07-06,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.253840972407019,0.0,2.1316282072803006e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-06-29,2024-07-06,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.002819367019981,0.0,-1.0658141036401503e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-06-29,2024-07-06,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-12.875707450827264,0.0,0.0,0.0,52,-1e+18,False,phase67k_no_neo_control_67j,2024-06-29,2024-07-06,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-24.33185501740536,0.0,-3.552713678800501e-14,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-06-29,2024-07-06,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-55.71374356938434,0.0,-4.351156574860372,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-06-29,2024-07-06,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,86.2792328464007,0.0,-4.263256414560601e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-07-06,2024-07-13,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.296157971814111,0.0,-1.0658141036401503e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-06,2024-07-13,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.042639215923941,0.0,-4.263256414560601e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-07-06,2024-07-13,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-13.003794351136449,0.0,-5.684341886080802e-14,0.0,52,-1e+18,False,phase67k_no_neo_control_67j,2024-07-06,2024-07-13,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-24.573907106570744,0.0,-2.1316282072803006e-14,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-07-06,2024-07-13,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-56.26798113230495,0.0,-4.351156574860415,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-06,2024-07-13,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,86.26530375645069,0.0,3.552713678800501e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-07-13,2024-07-20,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.295464391576459,0.0,4.618527782440651e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-13,2024-07-20,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.041986564255367,0.0,3.552713678800501e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-07-13,2024-07-20,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-13.001694992863932,0.0,3.552713678800501e-14,0.0,52,-1e+18,False,phase67k_no_neo_control_67j,2024-07-13,2024-07-20,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-24.569939846417583,0.0,1.4210854715202004e-14,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-07-13,2024-07-20,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-56.25889711817276,0.0,-4.35115657486039,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-13,2024-07-20,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,82.50473576074876,0.0,1.0658141036401503e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-07-20,2024-07-27,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.108211982853078,0.0,2.1316282072803006e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-20,2024-07-27,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-3.865784028001457,0.0,1.0658141036401503e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-07-20,2024-07-27,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-12.434911408375669,0.0,0.0,0.0,52,-1e+18,False,phase67k_no_neo_control_67j,2024-07-20,2024-07-27,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-23.49886114595165,0.0,1.0658141036401503e-14,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-07-20,2024-07-27,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-53.80640001025796,0.0,-4.351156574860415,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-20,2024-07-27,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.23216689806004,0.0,1.0658141036401503e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-07-27,2024-08-03,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.393401687569025,0.0,-4.618527782440651e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-27,2024-08-03,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.134144524013507,0.0,-2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-07-27,2024-08-03,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.130138523882195,0.0,2.1316282072803006e-14,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-07-27,2024-08-03,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-28.54631832069201,0.0,0.0,0.0,52,-1e+18,False,phase67k_no_neo_control_67j,2024-07-27,2024-08-03,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.541609243568,0.0,-4.351156574860415,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-07-27,2024-08-03,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-08-03,2024-08-10,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-03,2024-08-10,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-08-03,2024-08-10,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-12.026448638012454,0.0,4.618527782440651e-14,0.0,45,-1e+18,False,phase67k_no_neo_control_67j,2024-08-03,2024-08-10,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-08-03,2024-08-10,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-03,2024-08-10,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-08-10,2024-08-17,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-10,2024-08-17,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-08-10,2024-08-17,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-12.184844937975782,0.0,0.0,0.0,41,-1e+18,False,phase67k_no_neo_control_67j,2024-08-10,2024-08-17,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-08-10,2024-08-17,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-10,2024-08-17,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-08-17,2024-08-24,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-17,2024-08-24,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-08-17,2024-08-24,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.085465290907763,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-08-17,2024-08-24,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-08-17,2024-08-24,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-17,2024-08-24,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-08-24,2024-08-31,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-24,2024-08-31,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-08-24,2024-08-31,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.085465290907763,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-08-24,2024-08-31,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-08-24,2024-08-31,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-24,2024-08-31,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-08-31,2024-09-07,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-31,2024-09-07,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-08-31,2024-09-07,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.085465290907763,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-08-31,2024-09-07,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-08-31,2024-09-07,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-08-31,2024-09-07,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-09-07,2024-09-14,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-07,2024-09-14,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-09-07,2024-09-14,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.085465290907763,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-09-07,2024-09-14,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-09-07,2024-09-14,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-07,2024-09-14,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-09-14,2024-09-21,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-14,2024-09-21,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-09-14,2024-09-21,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.085465290907763,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-09-14,2024-09-21,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-09-14,2024-09-21,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-14,2024-09-21,0.0,False,False,0,False,CASH,False,2.0,False,False,False,False,False,0,,,best_passed
STX,88.36471396901287,0.0,1.4210854715202004e-14,0.0,16,-1e+18,False,phase67k_no_neo_control_67j,2024-09-21,2024-09-28,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.400001690104247,0.0,3.552713678800501e-14,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-21,2024-09-28,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-4.140355056598423,0.0,2.4868995751603507e-14,0.0,25,-1e+18,False,phase67k_no_neo_control_67j,2024-09-21,2024-09-28,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.085465290907763,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-09-21,2024-09-28,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.16789035942155,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-09-21,2024-09-28,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-57.62805132054864,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-21,2024-09-28,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,6.523515586138018,0.9411708106466854,3.552713678800501e-14,-2.001599013550104,32,-1e+18,False,phase67k_no_neo_control_67j,2024-09-28,2024-10-05,0.9411708106466854,False,False,0,False,0.0431035690273421,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,-7.227372320467396,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-09-28,2024-10-05,0.0,False,False,0,False,0.0431035690273421,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.671950490203756,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-09-28,2024-10-05,0.0,False,False,0,False,0.0431035690273421,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-58.78222048890271,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-09-28,2024-10-05,0.0,False,False,0,False,0.0431035690273421,False,2.0,False,False,False,False,False,0,,,best_passed
APT,-7.088478950634993,-1.3793491575812888,2.4868995751603507e-14,-5.105954789392697,28,-1e+18,False,phase67k_no_neo_control_67j,2024-09-28,2024-10-05,-1.3793491575812888,True,False,0,False,0.0431035690273421,False,2.0,False,False,False,False,False,0,,,best_passed
STX,83.46807224979644,-2.220458878700493,-0.17051315061720018,-1.3426021861886794,18,-1e+18,False,phase67k_no_neo_control_67j,2024-09-28,2024-10-05,-2.220458878700493,True,False,0,False,0.0431035690273421,False,2.0,False,False,False,False,False,0,,,best_passed
APT,7.911291561389746,5.832220789036935,-4.5907763345039285,-10.81183647879025,35,-1e+18,False,phase67k_no_neo_control_67j,2024-10-05,2024-10-12,5.832220789036935,True,False,1,False,0.0,False,2.0,True,True,False,False,False,0,,,best_passed
DOGE,-7.1934752515649905,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-10-05,2024-10-12,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.551546581834387,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-10-05,2024-10-12,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-58.50652624073112,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-10-05,2024-10-12,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.145716235796158,-0.14859713173187572,3.552713678800501e-14,-3.088874758053739,33,-1e+18,False,phase67k_no_neo_control_67j,2024-10-05,2024-10-12,-0.14859713173187572,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,60.20431639788377,-9.828391761770494,-10.210145988935402,-13.601342174129472,25,-1e+18,False,phase67k_no_neo_control_67j,2024-10-05,2024-10-12,-9.828391761770494,True,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
APT,7.911291561389746,5.832220789036935,-4.5907763345039285,-10.81183647879025,35,-1e+18,False,phase67k_no_neo_control_67j,2024-10-12,2024-10-19,5.832220789036935,True,False,2,True,0.0,False,2.0,True,True,False,False,False,0,,,best_passed
DOGE,-7.1934752515649905,0.0,4.618527782440651e-14,0.0,39,-1e+18,False,phase67k_no_neo_control_67j,2024-10-12,2024-10-19,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
BCH,-25.551546581834387,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-10-12,2024-10-19,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-58.50652624073112,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-10-12,2024-10-19,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.145716235796158,-0.14859713173187572,3.552713678800501e-14,-3.088874758053739,33,-1e+18,False,phase67k_no_neo_control_67j,2024-10-12,2024-10-19,-0.14859713173187572,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
STX,37.148508343539945,-17.507867848918224,-12.520855134262618,-16.515915038451077,29,-1e+18,False,phase67k_no_neo_control_67j,2024-10-12,2024-10-19,-17.507867848918224,True,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,35.68016899840653,21.00512284687417,4.618527782440651e-14,0.0,43,-1e+18,False,phase67k_no_neo_control_67j,2024-10-19,2024-10-26,21.00512284687417,False,False,1,False,BTC,False,2.0,True,True,False,False,False,0,,,best_passed
APT,8.06507984127282,5.945593832627116,-4.5907763345039285,-10.81183647879025,35,-1e+18,False,phase67k_no_neo_control_67j,2024-10-19,2024-10-26,5.945593832627116,True,False,3,True,BTC,False,2.0,True,True,False,False,False,0,,,best_passed
BCH,-26.048245302476758,0.0,0.0,0.0,7,-1e+18,False,phase67k_no_neo_control_67j,2024-10-19,2024-10-26,0.0,False,False,0,False,BTC,False,2.0,False,False,False,False,False,0,,,best_passed
XTZ,-59.643839656963344,0.0,-4.351156574860369,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-10-19,2024-10-26,0.0,False,False,0,False,BTC,False,2.0,False,False,False,False,False,0,,,best_passed
ICP,4.226305171728967,-0.15148572420848883,3.552713678800501e-14,-3.088874758053739,33,-1e+18,False,phase67k_no_neo_control_67j,2024-10-19,2024-10-26,-0.15148572420848883,False,False,0,False,BTC,False,2.0,False,False,False,False,False,0,,,best_passed
STX,39.84784765256286,-17.18963287026536,-13.059442456921985,-17.195252807492686,34,-1e+18,False,phase67k_no_neo_control_67j,2024-10-19,2024-10-26,-17.18963287026536,True,False,0,False,BTC,False,2.0,False,False,False,False,False,0,,,best_passed
DOGE,20.198655914600735,14.836590991759955,3.552713678800501e-14,-6.987823910460788,50,97.14434783894087,True,phase67k_no_neo_control_67j,2024-10-26,2024-11-02,14.836590991759955,False,False,2,True,0.0,False,2.0,True,True,False,False,False,0,,DOGE,best_passed
APT,7.109782921945865,5.9723015476614405,-4.590776334503865,-9.620096363864883,35,39.803880573564555,True,phase67k_no_neo_control_67j,2024-10-26,2024-11-02,5.9723015476614405,False,False,4,True,0.0,False,2.0,True,True,False,False,False,0,,DOGE,best_passed
BCH,2.4158453015843406e-13,0.0,4.618527782440651e-14,0.0,1,-1e+18,False,phase67k_no_neo_control_67j,2024-10-26,2024-11-02,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,DOGE,best_passed
XTZ,-52.579114024664506,0.0,-4.351156574860358,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-10-26,2024-11-02,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,DOGE,best_passed
ICP,3.72570550127935,-0.1521662008215685,0.0,-1.897134643128373,33,-1e+18,False,phase67k_no_neo_control_67j,2024-10-26,2024-11-02,-0.1521662008215685,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,DOGE,best_passed
STX,48.802492509245255,-21.56699942395688,-13.790431286027495,-16.9255327614893,32,-1e+18,False,phase67k_no_neo_control_67j,2024-10-26,2024-11-02,-21.56699942395688,True,False,0,False,0.0,False,2.0,False,False,False,False,False,0,,DOGE,best_passed
DOGE,19.93037709131049,15.639017601029813,0.0,-1.410212669168688,57,101.00163604108498,True,phase67k_no_neo_control_67j,2024-11-02,2024-11-09,15.639017601029813,False,False,3,True,0.0,False,2.0,True,True,False,False,False,0,DOGE,DOGE,min_hold
APT,10.735312219789122,7.022352674503509,-4.590776334503932,-3.1948685813667623,33,49.14237902769772,True,phase67k_no_neo_control_67j,2024-11-02,2024-11-09,7.022352674503509,False,False,5,True,0.0,False,2.0,True,True,False,False,False,0,DOGE,DOGE,min_hold
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67k_no_neo_control_67j,2024-11-02,2024-11-09,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,DOGE,DOGE,min_hold
XTZ,-60.09370071796401,0.0,-4.3511565748603935,0.0,30,-1e+18,False,phase67k_no_neo_control_67j,2024-11-02,2024-11-09,0.0,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,DOGE,DOGE,min_hold
ICP,5.090863869880735,-0.1789200894799059,4.263256414560601e-14,-2.3092638912203256e-14,32,-1e+18,False,phase67k_no_neo_control_67j,2024-11-02,2024-11-09,-0.1789200894799059,False,False,0,False,0.0,False,2.0,False,False,False,False,False,0,DOGE,DOGE,min_hold
STX,55.77732591244363,-25.358913122051295,-13.790431286027562,-10.500304978991181,32,-1e+18,False,phase67k_no_neo_control_67j,2024-11-02,2024-11-09,-25.358913122051295,True,False,0,False,0.0,False,2.0,False,False,False,False,False,0,DOGE,DOGE,min_hold
