policy,neighbor,passed,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes,profitable_fold_fraction,worst_fold_return
aggressive_1.25__ensemble,vol_high,True,0.09613740537379911,0.42037934684589806,0.22869202803400568,0.5287256961092118,0.6925768962444465,10.301190089616666,0.03910930192971525,1.0967610375800096,0.0819042119102189,-0.02725251969810516,0.6101398434425334,0.5404357312909965,0.5262521582992206,0.5262521582992203,2.220446049250313e-16,2.220446049250313e-16,False,2094,73,0.5,-0.26032795149184296
aggressive_1.25__ensemble,structure,False,0.0027492876824062318,0.5000175785184815,0.005498382057991214,0.10392178729111744,0.015864732232889756,9.616331488797343,0.034918594249368946,1.1254278179246704,-0.009546736677489509,-0.07501329980082927,13.287010226897497,14.757093115994223,0.015740202726645308,0.01574020272664922,4.15639744844043e-15,3.913536161803677e-15,False,2094,72,0.6666666666666666,-0.37680229941019616
aggressive_1.25__regime_allocation,vol_low,True,0.12710386274516616,0.3827131036623369,0.33211264921127015,0.7117033565411307,0.9856941297445332,8.048228719793007,0.02863687012942037,1.1328870606163268,0.10881087269501899,8.419760219569028e-05,0.7327462642974798,0.37145504987996536,0.6859685405414513,0.6859685405414561,4.9960036108132044e-15,4.773959005888173e-15,False,2094,51,0.6666666666666666,0.0
aggressive_1.25__regime_allocation,vol_high,True,0.17859296685766268,0.48317221927023357,0.3696259009414971,0.722901882709362,1.5652705411674321,11.45187971791838,0.0410266143635228,1.1576801090132502,0.1536566650291824,-0.000380874647006757,0.7778057401476294,0.39899313713051315,0.9420639472000756,0.9420639472000756,6.661338147750939e-16,0.0,False,2094,51,0.6666666666666666,0.0
aggressive_1.25__regime_allocation,structure,True,0.1705452365637392,0.4071701695043469,0.41885493913109095,0.78308666925275,1.4664574880619026,7.474292223282594,0.030276148893290666,1.132887060616327,0.13882742163248296,0.01882831903566551,0.36502708525484534,0.36750257448446233,0.9027829058090427,0.902782905809043,1.1102230246251565e-16,2.220446049250313e-16,False,2094,38,0.5,-0.006802827065632178
aggressive_1.25__slow_hysteresis,vol_low,True,0.14173683427161032,0.4416701678650018,0.32091104309071816,0.6376327935113977,1.1381067106425315,3.31108865349129,0.03055511044458308,1.1662487278225786,0.11578668791383362,-0.03492224497518481,0.9758886876675783,0.49084730473498434,0.759920722789746,0.759920722789751,4.440892098500626e-15,4.9960036108132044e-15,False,2094,20,0.6666666666666666,-0.2752779143807492
aggressive_1.25__slow_hysteresis,vol_high,True,0.196381512122898,0.5283031001540252,0.371721294207139,0.7077309581524593,1.7953203619286535,4.038294676068658,0.038411558730950125,1.166248727822579,0.16880331832941575,-0.04482131815128143,0.9244376632612527,0.45184529836372495,1.0279467196912,1.0279467196911982,1.1102230246251565e-15,1.7763568394002505e-15,False,2094,20,0.5,-0.35467114471495775
aggressive_1.25__slow_hysteresis,structure,False,-0.0999136718521717,0.5687284007994264,-0.17567906176608944,-0.2164867744440493,-0.4530994049891609,5.1388626598655875,0.036899040853610815,1.1666973939961844,-0.12664208138868294,-0.20374668252040817,1000000.0,1000000.0,-0.6034882206599159,-0.6034882206599095,6.217248937900877e-15,6.439293542825908e-15,False,2094,31,0.3333333333333333,-0.421564672925997
aggressive_1.25__all_growth,vol_low,False,-0.040757762731337355,0.6521192370890154,-0.06250047600692671,-0.04141062463435907,-0.21224017304857046,5.982367846494769,0.034943003781786754,1.1256696064783085,-0.06639556987169715,-0.12459671272313111,1000000.0,1000000.0,-0.23856202371430513,-0.2385620237143033,2.0816681711721685e-15,1.8318679906315083e-15,False,2094,58,0.5,-0.5918192047644086
aggressive_1.25__all_growth,vol_high,False,-0.005474419018988486,0.7188515634331536,-0.00761550686882182,0.1450532610581515,-0.030981323067979072,7.989582662181684,0.04319491740312612,1.1662487278225784,-0.04387368262454394,-0.13540781113306344,1000000.0,1000000.0,-0.031471392837469636,-0.03147139283746789,1.6375789613221059e-15,1.7486012637846216e-15,False,2094,58,0.5,-0.620350839952265
