policy,fold,variant,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,asset_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes
aggressive_1.25__vol_adjusted,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__vol_adjusted,2024,vol_adjusted_180_monthly_v100,0.4685747899951731,0.3955486659453554,1.1846198213696064,0.9449984922939745,0.4697341018196297,6.660100606564977,0.08785130566318397,1.1590681517888215,0.2868235376444612,-0.2051800791503433,1.2089862306006687,1.2089862306006687,0.38508150131342445,"[0.0, 0.0, -0.16400885250519404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4655582327469635, 0.14963451264168534, -0.0661023915700297]",0.3850815013134251,6.661338147750939e-16,6.661338147750939e-16,False,366,4
aggressive_1.25__vol_adjusted,2025,vol_adjusted_90_monthly_v25,0.32049229043897265,0.13974349880356918,2.293432561678404,1.4442602613340147,0.3202410460684515,9.016743078393034,0.0449041868898249,0.9200661699288943,0.24957367597278113,0.04348411237882521,0.41078693073822076,0.41078693073822076,0.277814330584902,"[0.0, 0.0, 0.019944133000916787, 0.0490703043965365, 0.0, 0.0, 0.1141224961760653, 0.0, 0.0, 0.0, 0.04190349288644417, 0.052773904124939014]",0.2778143305849018,2.220446049250313e-16,2.220446049250313e-16,False,365,8
aggressive_1.25__vol_adjusted,2026,vol_adjusted_90_monthly_v25,0.09972548491582955,0.09874905111752308,1.0098880322115136,1.0074179191606805,0.07224023592395667,3.755008053413973,0.030325524863368872,0.5377690696194204,0.04511126978601365,-0.006505868138999893,1.0046239067498393,1.0046239067498393,0.06975013821713644,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07007265635204088, -0.0003225181349001111, 0.0]",0.06975013821714077,4.3298697960381105e-15,4.3298697960381105e-15,False,268,3
aggressive_1.25__ensemble,2021,ensemble_90_weekly_v25,0.6837956592264722,0.18100329149477457,3.7778078706718596,2.287542103582877,0.6831952579587204,7.148483516746136,0.02767428927089892,0.3724977719825614,0.60476870590913,0.07566345445077527,0.3729179194367954,0.3602306560785527,0.5206939262799078,"[-0.030934444113817242, 0.018804594579212606, 0.1628291349613693, 0.0, 0.006907194226516005, 0.0, 0.124642683571646, 0.0, 0.044268667403300266, 0.19417609565167937, 0.0, 0.0]",0.5206939262799063,1.5543122344752192e-15,1.5543122344752192e-15,False,365,20
aggressive_1.25__ensemble,2022,ensemble_90_weekly_v50,-0.23957387855944567,0.29991864777405364,-0.7987962080301548,-1.398699971386709,-0.23943131714482102,16.836304613573716,0.04154989164477596,0.5364407394870853,-0.2638501939193283,-0.33318274444579066,1000000.0,1000000.0,-0.2736888585991653,"[0.0, -0.021526663782896086, 0.0, 0.0, -0.1586739150376474, 0.0, -0.0177167681009832, -0.019071756427542594, 0.021317800278743998, 0.0, -0.035397659489037954, -0.04261989603980307]",-0.27368885859916636,9.992007221626409e-16,1.0547118733938987e-15,False,365,20
aggressive_1.25__ensemble,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__ensemble,2024,ensemble_90_monthly_v25,0.1175493573365034,0.2968594501645736,0.3959764705867916,0.6358934660325526,0.11780442225028298,8.396755237190956,0.036070702045741906,0.6804354811057606,0.04927039335549721,-0.26995855097685817,1.6096307759036954,2.1414520834336934,0.11136642405451336,"[0.0, 0.0, -0.05156715269948754, 0.0, 0.1792588235604863, 0.0, 0.0, 0.0448382559368154, 0.0, 0.02903533405733523, -0.009190851047174257, -0.08100798575346224]",0.1113664240545129,4.996003610813204e-16,4.579669976578771e-16,False,366,12
aggressive_1.25__ensemble,2025,ensemble_90_monthly_v25,-0.0059444821087617505,0.24506601858870514,-0.024256655994148207,0.0793222441861452,-0.005940425441647412,11.588254147668241,0.051871758823593406,0.9200661699288938,-0.05047077204121919,-0.19759732218277615,1000000.0,1000000.0,-0.00595813995821122,"[0.0, -0.09629627145993545, -0.046074600687599984, 0.09991338810743193, 0.0, 0.0, 0.11412249617606446, 0.0, -0.029699883235205053, 0.0, -0.025582282536488712, -0.02234098632248203]",-0.005958139958214783,3.625572064791527e-15,3.563122019656362e-15,False,365,12
aggressive_1.25__ensemble,2026,ensemble_90_weekly_v25,0.13446197665326398,0.10793974885388036,1.2457132620837126,0.8965712202636473,0.09698778962168753,11.97219844380183,0.05513585253097247,0.6633285523871009,0.05702024058513411,-0.07781157775644432,0.965870355713159,0.965870355713159,0.0925680505307703,"[0.0, -0.011675879080459726, -0.002364199781149239, 0.0, 0.0, 0.0, 0.05343395836248021, 0.08940873589382879, 0.0, 0.0, -0.036234564863928835, 0.0]",0.09256805053077122,8.881784197001252e-16,9.159339953157541e-16,False,268,9
aggressive_1.25__regime_allocation,2021,regime_allocation_90_weekly_v50,0.6761460296671598,0.2690612295677405,2.512982010650216,1.728077105929527,0.6755535781942612,15.562317414250696,0.0440794066290576,0.8573192037736533,0.5602287960677792,-0.17679660321841373,0.9674319528511567,0.611920610607284,0.5161436051201075,"[0.0, 0.03578276921686886, 0.0509997420127808, -0.05726336082814583, -0.02494480315418583, 0.0, 0.012235442019807249, 0.0, 0.0, 0.49933381585298187, 0.0, 0.0]",0.5161436051201074,3.3306690738754696e-16,1.1102230246251565e-16,False,365,19
aggressive_1.25__regime_allocation,2022,regime_allocation_180_weekly_v50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__regime_allocation,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__regime_allocation,2024,regime_allocation_90_weekly_v50,0.25290380166145243,0.4310412673505981,0.5867275846137183,0.7454415432061912,0.2534839864169922,24.823116269157847,0.09164901290814371,1.132887060616327,0.1250004953161601,-0.3573688014412435,0.6602953942669425,1.3041986054539692,0.22592686343847154,"[0.0, 0.14917846736959925, 0.027695452898328223, 0.055474334972946224, -0.11002868592427126, 0.0, 0.0, 0.0, 0.0, 0.11976852493295023, 0.0, -0.016161230811079123]",0.22592686343847357,2.0261570199409107e-15,2.0261570199409107e-15,False,366,18
aggressive_1.25__regime_allocation,2025,regime_allocation_180_weekly_v25,0.10490658093924665,0.15552025733553454,0.6745525164153438,0.5815735272326046,0.10483113768846608,13.75693980803069,0.05856572685297869,1.1284374440695724,0.04636225373296021,-0.1278702736550299,0.8143839550147555,1.1718709064794337,0.09969250672055183,"[0.0, 0.0, 0.0, -0.027155664162362383, 0.0, 0.0, 0.007258961187732599, 0.0, 0.0, 0.0, 0.03840123178676323, 0.08118797790841809]",0.0996925067205515,2.914335439641036e-16,3.3306690738754696e-16,False,365,11
aggressive_1.25__regime_allocation,2026,regime_allocation_180_weekly_v25,0.01841152809902802,0.06777739969342111,0.2716470118698749,0.29656833618270295,0.013476490522363438,3.016091455107692,0.00910048673663088,0.49688471288602787,-0.014373481131766064,-0.014244400797369772,0.944776413551329,1.7311586151088336,0.013386490313659762,"[0.0, 0.0, 0.0, 0.0007392500050809208, 0.0, 0.0, 0.0, 0.012647240308579076, 0.0, 0.0, 0.0, 0.0]",0.01338649031365999,2.3418766925686896e-16,2.2724877535296173e-16,False,268,3
aggressive_1.25__slow_hysteresis,2021,slow_hysteresis_180_monthly_v25,1.4990328746912853,0.15031888608619415,9.972352202182545,3.5396915423174407,1.4974667169748823,2.4031302296991375,0.019908710495587657,0.4250773472479689,1.2326841024507789,-0.016631126834201204,0.42264691034746543,0.42264691034746543,0.915276904915187,"[0.0, -0.016759497659003596, 0.0, 0.0, 0.3445540032972516, 0.0, 0.20064344330214273, 0.0, 0.0, 0.3868389559747947, 0.0, 0.0]",0.9152769049151853,1.6653345369377348e-15,1.6653345369377348e-15,False,365,4
aggressive_1.25__slow_hysteresis,2022,slow_hysteresis_180_monthly_v50,-0.32416712492103683,0.35780558174557375,-0.9059867745482619,-1.8748500687916423,-0.3239858564587459,3.514411624668712,0.024774980002790242,0.5241268675918513,-0.3501586610897338,-0.32470954050559375,1000000.0,1000000.0,-0.3915412807597395,"[0.0, -0.2011493186950035, 0.0, 0.0, -0.17440022253949494, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015991739525241203, 0.0]",-0.39154128075973965,1.6653345369377348e-16,1.6653345369377348e-16,False,365,4
aggressive_1.25__slow_hysteresis,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__slow_hysteresis,2024,slow_hysteresis_180_monthly_v100,0.30236471667342113,0.4641317494004551,0.6514631180995537,0.7414660448343285,0.3030713987367113,6.695325410277193,0.08637542828537832,1.166248727822578,0.1411836723811155,-0.22384045186316415,1.3939308502755934,1.3939308502755934,0.26472409229513605,"[0.0, 0.0, -0.18781510783791217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36900707906139363, 0.14963451264168623, -0.06610239157002938]",0.26472409229513827,2.220446049250313e-15,2.220446049250313e-15,False,366,4
aggressive_1.25__slow_hysteresis,2025,slow_hysteresis_180_monthly_v25,-0.0015232812970742415,0.19831356432766345,-0.007681175527446025,0.08880666472853914,-0.0015222394618185087,5.820437743974812,0.0463163939357914,0.911692868950107,-0.05514766515744629,-0.10374367292046771,1000000.0,1000000.0,-0.0015233992454356526,"[0.0, 0.0, 0.01600763132829007, 0.019552398587030364, 0.0, 0.0, -0.0997587989125179, 0.0, 0.0, 0.0, -0.00969506028103612, 0.07237043003279621]",-0.0015233992454373735,1.7208456881689926e-15,1.7208456881689926e-15,False,365,5
aggressive_1.25__slow_hysteresis,2026,slow_hysteresis_90_monthly_v25,0.09972548491582955,0.09874905111752308,1.0098880322115136,1.0074179191606805,0.07224023592395667,3.755008053413973,0.030325524863368872,0.5377690696194204,0.04511126978601365,-0.006505868138999893,1.0046239067498393,1.0046239067498393,0.06975013821713644,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07007265635204088, -0.0003225181349001111, 0.0]",0.06975013821714077,4.3298697960381105e-15,4.3298697960381105e-15,False,268,3
aggressive_1.25__all_growth,2021,breakout_55_daily_v25,0.5907359393065887,0.17951300518118307,3.2907695947174247,1.8028353669162616,0.5902306024267714,14.03222730962618,0.034044189151959246,0.40028779948607535,0.31390340548876594,0.005890449862722802,0.44046354602900367,0.4233161647622065,0.46387903868868535,"[-0.017381651577976175, -0.01748183331937705, 0.20432180630934374, -0.007800044740419344, 0.1548358441524548, 0.007583391932840677, 0.05363746522643802, 0.0, 0.049965173417028164, 0.07944886409003121, 0.0, -0.043249976801681175]",0.4638790386886831,2.4980018054066022e-15,2.275957200481571e-15,False,365,37
aggressive_1.25__all_growth,2022,cross_sectional_180_monthly_v100,-0.6182675984647994,0.6385244982250093,-0.9682754540874771,-2.4210167591122014,-0.6180158920874672,2.4436196497257767,0.05252054136105569,0.5114026085446407,-0.6428953635926788,-0.6182675984647996,1000000.0,1000000.0,-0.9623762735641761,"[0.0, -0.5103693420031626, 0.0, 0.0, -0.29497906671782703, 0.0, 0.0, 0.0, 0.0, 0.0, -0.15702786484318526, 0.0]",-0.9623762735641749,1.1102230246251565e-15,1.2212453270876722e-15,False,365,3
aggressive_1.25__all_growth,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__all_growth,2024,cross_sectional_180_monthly_v50,0.262121221016663,0.38123317151553293,0.6875614206776421,0.8186037875933032,0.26272467943167976,5.31920099566894,0.06363281417273867,1.166248727822579,0.16534025100616456,-0.15826131137158383,1.0986184898922737,1.0986184898922737,0.23327183023996548,"[0.0, 0.0, -0.1401196440704019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2562767458726377, 0.14963451264168454, -0.03251978420395851]",0.23327183023996184,3.635980405647388e-15,3.635980405647388e-15,False,366,4
aggressive_1.25__all_growth,2025,dual_momentum_30_monthly_v50,-0.04734337275587974,0.462007968068998,-0.10247306546195607,0.02426773216060956,-0.04731174693423945,15.153345260820993,0.04926625033383664,1.1256696064783083,-0.1277403316900133,-0.2668509780104199,1000000.0,1000000.0,-0.04846755049577075,"[0.0, -0.2027661023675983, -0.05640888614259028, 0.0, 0.0, 0.0, 0.1971956658686832, 0.02140852554335652, 0.0124398157348078, 0.02222847505861091, 0.06284082256142509, -0.10540586675246613]",-0.048467550495771186,4.2327252813834093e-16,4.371503159461554e-16,False,365,11
aggressive_1.25__all_growth,2026,vol_adjusted_90_monthly_v50,0.2022780681833125,0.11396401103284004,1.7749293513811457,1.225788161677678,0.14473018422989026,4.693532446270387,0.0354073974742338,0.7379923798444296,0.08821878376784142,-0.006505868138998894,1.0023860369235096,1.0023860369235096,0.13516896227629996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13549148041120368, -0.0003225181349001111, 0.0]",0.13516896227630357,3.608224830031759e-15,3.608224830031759e-15,False,268,3
aggressive_1.25__all_calmar,2021,breakout_55_daily_v25,0.5907359393065887,0.17951300518118307,3.2907695947174247,1.8028353669162616,0.5902306024267714,14.03222730962618,0.034044189151959246,0.40028779948607535,0.31390340548876594,0.005890449862722802,0.44046354602900367,0.4233161647622065,0.46387903868868535,"[-0.017381651577976175, -0.01748183331937705, 0.20432180630934374, -0.007800044740419344, 0.1548358441524548, 0.007583391932840677, 0.05363746522643802, 0.0, 0.049965173417028164, 0.07944886409003121, 0.0, -0.043249976801681175]",0.4638790386886831,2.4980018054066022e-15,2.275957200481571e-15,False,365,37
aggressive_1.25__all_calmar,2022,slow_hysteresis_180_monthly_v50,-0.32416712492103683,0.35780558174557375,-0.9059867745482619,-1.8748500687916423,-0.3239858564587459,3.514411624668712,0.024774980002790242,0.5241268675918513,-0.3501586610897338,-0.32470954050559375,1000000.0,1000000.0,-0.3915412807597395,"[0.0, -0.2011493186950035, 0.0, 0.0, -0.17440022253949494, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015991739525241203, 0.0]",-0.39154128075973965,1.6653345369377348e-16,1.6653345369377348e-16,False,365,4
aggressive_1.25__all_calmar,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__all_calmar,2024,cross_sectional_180_monthly_v50,0.262121221016663,0.38123317151553293,0.6875614206776421,0.8186037875933032,0.26272467943167976,5.31920099566894,0.06363281417273867,1.166248727822579,0.16534025100616456,-0.15826131137158383,1.0986184898922737,1.0986184898922737,0.23327183023996548,"[0.0, 0.0, -0.1401196440704019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2562767458726377, 0.14963451264168454, -0.03251978420395851]",0.23327183023996184,3.635980405647388e-15,3.635980405647388e-15,False,366,4
aggressive_1.25__all_calmar,2025,dual_momentum_30_monthly_v50,-0.04734337275587974,0.462007968068998,-0.10247306546195607,0.02426773216060956,-0.04731174693423945,15.153345260820993,0.04926625033383664,1.1256696064783083,-0.1277403316900133,-0.2668509780104199,1000000.0,1000000.0,-0.04846755049577075,"[0.0, -0.2027661023675983, -0.05640888614259028, 0.0, 0.0, 0.0, 0.1971956658686832, 0.02140852554335652, 0.0124398157348078, 0.02222847505861091, 0.06284082256142509, -0.10540586675246613]",-0.048467550495771186,4.2327252813834093e-16,4.371503159461554e-16,False,365,11
aggressive_1.25__all_calmar,2026,vol_adjusted_90_monthly_v25,0.09972548491582955,0.09874905111752308,1.0098880322115136,1.0074179191606805,0.07224023592395667,3.755008053413973,0.030325524863368872,0.5377690696194204,0.04511126978601365,-0.006505868138999893,1.0046239067498393,1.0046239067498393,0.06975013821713644,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07007265635204088, -0.0003225181349001111, 0.0]",0.06975013821714077,4.3298697960381105e-15,4.3298697960381105e-15,False,268,3
aggressive_1.25__all_calmar__cat4,2021,breakout_55_daily_v25,0.5669083326402564,0.17951300518118307,3.158034884815582,1.7471093527096393,0.5664267464810788,14.146293252321644,0.03417118498198132,0.40028779948607535,0.294222468653214,-0.009176766132403036,0.45526546624186337,0.43754184167035093,0.44879706777670136,"[-0.01738165157797331, -0.02039003428144167, 0.2043218063093411, -0.007800044740419299, 0.142662074202536, 0.007583391932840313, 0.05363746522643857, 0.0, 0.049965173417028164, 0.07944886409003132, 0.0, -0.043249976801681175]",0.44879706777670003,1.3877787807814457e-15,1.3322676295501878e-15,False,365,39
aggressive_1.25__all_calmar__cat4,2022,slow_hysteresis_180_monthly_v50,-0.3641205260068019,0.3957451664607933,-0.9200883721794629,-2.0088678753314024,-0.36392344410904676,4.213746132740967,0.026458167239742737,0.5241268675918513,-0.39553195193837765,-0.3646308754575488,1000000.0,1000000.0,-0.4524363519882842,"[0.0, -0.2620443899235435, 0.0, 0.0, -0.1744002225394965, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015991739525241105, 0.0]",-0.452436351988281,3.0531133177191805e-15,3.164135620181696e-15,False,365,5
aggressive_1.25__all_calmar__cat4,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__all_calmar__cat4,2024,cross_sectional_180_monthly_v50,0.07138351905430329,0.43502386489964806,0.16409104146681733,0.3709035611036819,0.07153521926748607,7.662329058218419,0.06388233393371508,1.1504734752445198,-0.01077145504859256,-0.2896980352120402,3.7091884074166157,3.7091884074166157,0.06909240451636425,"[0.0, 0.0, -0.3042990697939993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2562767458726377, 0.14963451264168542, -0.03251978420395958]",0.06909240451636449,1.3877787807814457e-17,2.3592239273284576e-16,False,366,6
aggressive_1.25__all_calmar__cat4,2025,dual_momentum_30_monthly_v50,-0.08668642473162513,0.26938441410541436,-0.32179450700404433,-0.10362807677004152,-0.08662973876786773,15.128064275502878,0.048593176704363465,1.1256696064783083,-0.16376312992104225,-0.29712874993076666,1000000.0,1000000.0,-0.09061393707949914,"[0.0, -0.1882041073519026, -0.05640888614259021, 0.0, 0.0, 0.0, 0.19719566586868462, 0.021408525543357475, 0.012439815734807656, 0.022228475058611325, 0.06284082256142456, -0.1621142483518914]",-0.09061393707949858,5.828670879282072e-16,5.551115123125783e-16,False,365,11
aggressive_1.25__all_calmar__cat4,2026,vol_adjusted_90_monthly_v25,0.09972548491582955,0.09874905111752308,1.0098880322115136,1.0074179191606805,0.07224023592395667,3.755008053413973,0.030325524863368872,0.5377690696194204,0.04511126978601365,-0.006505868138999893,1.0046239067498393,1.0046239067498393,0.06975013821713644,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07007265635204088, -0.0003225181349001111, 0.0]",0.06975013821714077,4.3298697960381105e-15,4.3298697960381105e-15,False,268,3
aggressive_1.25__all_calmar__trail3,2021,breakout_55_daily_v25,0.4961649235702612,0.17951300518118307,2.763949737621964,1.5853669826217947,0.495752377786129,14.943544156245538,0.034624216995926146,0.4002877994860753,0.23579039089839338,-0.053910852925753594,0.5074687423332307,0.4877128281736574,0.40262934298162983,"[-0.020716885858267683, -0.0492815596088483, 0.20432180630934269, -0.007800044740419118, 0.12342980192298646, 0.007583391932840195, 0.05363746522643849, 0.0, 0.049965173417028164, 0.08474017118221217, 0.0, -0.04324997680168162]",0.4026293429816314,1.609823385706477e-15,1.5543122344752192e-15,False,365,42
aggressive_1.25__all_calmar__trail3,2022,slow_hysteresis_180_monthly_v50,-0.32416712492103683,0.35780558174557375,-0.9059867745482619,-1.8748500687916423,-0.3239858564587459,3.514411624668712,0.024774980002790242,0.5241268675918513,-0.3501586610897338,-0.32470954050559375,1000000.0,1000000.0,-0.3915412807597395,"[0.0, -0.2011493186950035, 0.0, 0.0, -0.17440022253949494, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015991739525241203, 0.0]",-0.39154128075973965,1.6653345369377348e-16,1.6653345369377348e-16,False,365,4
aggressive_1.25__all_calmar__trail3,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__all_calmar__trail3,2024,cross_sectional_180_monthly_v50,-0.14676492363767346,0.41781304987851464,-0.35126936241064644,-0.2706138802294645,-0.1470429596955436,15.190002492005354,0.06969287115517991,1.1662487278225788,-0.24596392765099573,-0.3378486590263382,1000000.0,1000000.0,-0.15904609582500828,"[0.0, 0.0, -0.15044040742450973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021525922503826057, 0.04447290265624469, -0.07460451356056877]",-0.15904609582500767,5.551115123125783e-16,6.106226635438361e-16,False,366,13
aggressive_1.25__all_calmar__trail3,2025,dual_momentum_30_monthly_v50,-0.14111119878445377,0.481454655067618,-0.2930934352782099,-0.34301715372886926,-0.14102176868637173,14.697777970693567,0.04443691702330917,1.125669606478308,-0.20734441371800016,-0.2929807788155997,1000000.0,1000000.0,-0.15201169921232444,"[0.0, -0.20276610236759915, -0.05640888614259017, 0.0, 0.0, 0.0, 0.08315677091303986, 0.021408525543355764, 0.0124398157348078, 0.03272322129770244, 0.06284082256142445, -0.10540586675246613]",-0.15201169921232513,7.216449660063518e-16,6.938893903907228e-16,False,365,11
aggressive_1.25__all_calmar__trail3,2026,vol_adjusted_90_monthly_v25,0.14934299944283325,0.060641089538434056,2.462736085046432,1.6436453861555829,0.10752763684635491,6.496387417694615,0.02722782257282795,0.5381239348604453,0.09226469518372715,-0.02231682198924323,0.6861111816959184,0.6861111816959184,0.10213017688887473,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07007265635203902, 0.0320575205368362, 0.0]",0.10213017688887521,4.85722573273506e-16,4.85722573273506e-16,False,268,5
aggressive_1.25__all_calmar__tp25_trail3,2021,breakout_55_daily_v25,0.37856067804456073,0.14000820544868453,2.703846369799446,1.4651309441925953,0.3782577865633918,14.720099912716515,0.03383753746854753,0.4002877994860753,0.18259488237212396,-0.0653393710668233,0.5503902096520792,0.5255965400451464,0.3208202280732878,"[-0.020716885858266185, -0.05434819305355875, 0.17657631258988474, -0.007800044740419084, 0.08012916802617834, 0.0075833919328399, 0.0530688219514696, 0.0, 0.04592458576071547, 0.0836530482661286, 0.0, -0.043249976801681626]",0.320820228073291,3.219646771412954e-15,3.219646771412954e-15,False,365,42
aggressive_1.25__all_calmar__tp25_trail3,2022,slow_hysteresis_180_monthly_v50,-0.32416712492103683,0.35780558174557375,-0.9059867745482619,-1.8748500687916423,-0.3239858564587459,3.514411624668712,0.024774980002790242,0.5241268675918513,-0.3501586610897338,-0.32470954050559375,1000000.0,1000000.0,-0.3915412807597395,"[0.0, -0.2011493186950035, 0.0, 0.0, -0.17440022253949494, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015991739525241203, 0.0]",-0.39154128075973965,1.6653345369377348e-16,1.6653345369377348e-16,False,365,4
aggressive_1.25__all_calmar__tp25_trail3,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,False,365,0
aggressive_1.25__all_calmar__tp25_trail3,2024,cross_sectional_180_monthly_v50,-0.15391832092994806,0.4140215163865407,-0.3717640625861727,-0.3360700192338176,-0.15420864803573853,15.214958384572514,0.06776553586972575,1.1662487278225784,-0.2377255476336022,-0.30478912313273865,1000000.0,1000000.0,-0.1674825786776721,"[0.0, 0.0, -0.12508153916298542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03537244664926829, 0.05595339962748339, -0.06298199249290108]",-0.1674825786776714,6.938893903907228e-16,6.938893903907228e-16,False,366,13
aggressive_1.25__all_calmar__tp25_trail3,2025,dual_momentum_30_monthly_v50,-0.11988783520073953,0.4727335975636944,-0.25360548905049274,-0.3031768040968633,-0.11981090128850658,14.682147375765206,0.04237503893088986,1.125669606478308,-0.18775768994128283,-0.2692236816353776,1000000.0,1000000.0,-0.12761850969491406,"[0.0, -0.2027661023675979, -0.05640888614259021, 0.0, 0.0, 0.0, 0.09666414763064018, 0.021408525543356868, 0.0124398157348078, 0.04360903409751091, 0.06284082256142547, -0.10540586675246613]",-0.127618509694913,1.0547118733938987e-15,1.0547118733938987e-15,False,365,11
aggressive_1.25__all_calmar__tp25_trail3,2026,vol_adjusted_90_monthly_v25,0.12870920600046132,0.05481809238049695,2.3479329617506566,1.5850459594392399,0.09290339972538253,6.489943457906459,0.025206526122286646,0.5131172256821124,0.07579130457825034,-0.021267904939006876,0.6833247226740308,0.6833247226740308,0.08883782443348895,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06070508174397807, 0.02813274268951106, 0.0]",0.08883782443348913,1.8041124150158794e-16,1.8041124150158794e-16,False,268,5
aggressive_1.25__all_calmar__tp50_trail3,2021,breakout_55_daily_v25,0.23900995157065408,0.12986023504485167,1.8405168563579437,1.182382466119702,0.2388282157648074,14.64233759228666,0.032756402413676465,0.4002877994860753,0.10554515301429834,-0.08201073258286329,0.643169284887264,0.6060284093026866,0.2141659455485212,"[-0.02071688585826755, -0.06928918443363596, 0.1377449580456471, -0.007800044740419424, 0.039468925433984635, 0.007583391932840453, 0.050401234443878055, 0.0, 0.04186760549763641, 0.07815592202854052, 0.0, -0.0432499768016814]",0.21416594554852286,1.609823385706477e-15,1.6653345369377348e-15,False,365,42
