policy,partition,selector,overlay,feasible,pareto,cagr,max_drawdown,calmar,sharpe,total_return,turnover,cost_drag,max_realized_exposure,without_best_day_cagr,without_top_three_trades_cagr,asset_log_growth_share,trade_log_growth_share,net_log_growth,trade_log_growth_sum,log_reconciliation_error,trade_log_reconciliation_error,bankrupt,days,closed_episodes,profitable_fold_fraction,worst_fold_return,double_cost_cagr,delayed_entry_cagr,parameter_stability
aggressive_2.5__relative_strength,aggressive_2.5,relative_strength,,False,False,0.0765830289367262,0.46388335359197275,0.16509113410456172,0.4316301794467664,0.5266180549814288,3.753226280542087,0.03133441896863437,1.5040660798189531,0.06109032289760141,-0.08135569825619293,1.520170908443827,0.914394292405531,0.4230548672358055,0.42305486723580976,3.552713678800501e-15,4.274358644806853e-15,False,2094,23,0.6666666666666666,-0.3794875904328765,0.04308988293427607,0.05209939695938193,0.3333333333333333
aggressive_2.5__breakout,aggressive_2.5,breakout,,False,False,0.07092361070875675,0.4059920318149316,0.17469212484713675,0.40800547237877055,0.481177873677753,18.781047630762934,0.04940476990057173,1.198267723499605,0.03360050510837498,-0.040639992697449556,0.8849058164203768,0.5998358179389601,0.3928376318399872,0.3928376318399854,2.220446049250313e-15,1.8318679906315083e-15,False,2094,136,0.6666666666666666,-0.2360279378750305,0.01907391864221486,0.10687027030996066,0.6666666666666666
aggressive_2.5__vol_adjusted,aggressive_2.5,vol_adjusted,,True,True,0.1901492049187763,0.316066334328557,0.6016117006663309,1.0410656252221169,1.7128600500374662,4.396106522858278,0.027753306180396103,1.2937224355132324,0.16699765180442272,0.064864910021603,0.3210988612969109,0.319624578693532,0.9980034473987558,0.9980034473987546,1.3322676295501878e-15,1.2212453270876722e-15,False,2094,28,0.6666666666666666,-0.2379619005749457,0.15686636671549903,0.1689306001918498,0.6666666666666666
aggressive_2.5__ensemble,aggressive_2.5,ensemble,,False,False,0.08910847446442682,0.3781133069403526,0.23566606313192698,0.5343625199853661,0.6312894891770724,9.492153323131378,0.03551432201336863,1.325735702261104,0.07321844065660543,-0.014764884630804609,0.6671556786564911,0.4873316122504791,0.4893707997205005,0.4893707997204949,5.2735593669694936e-15,5.6066262743570405e-15,False,2094,73,0.5,-0.23943131714482102,0.048556780343733896,0.08974437532655255,0.6666666666666666
aggressive_2.5__regime_allocation,aggressive_2.5,regime_allocation,,False,False,0.16078918525254826,0.44608088607112073,0.3604484977348097,0.7280582055236987,1.3509036492583246,10.401894801641795,0.0366650578010855,1.5976510697322306,0.13748913509671956,0.0013209606849295952,0.7242659053500795,0.36948875659230584,0.8547997858420302,0.854799785842033,2.55351295663786e-15,2.7755575615628914e-15,False,2094,51,0.6666666666666666,0.0,0.11880239807615722,0.22133949598572156,1.0
aggressive_2.5__slow_hysteresis,aggressive_2.5,slow_hysteresis,,False,False,0.13873780145036885,0.3856871597901178,0.3597158939018525,0.7806785562919818,1.106108050182986,3.1213097454567036,0.026319062557632777,0.911692868950107,0.1165863362520081,-0.03212447985057365,0.7948214392901748,0.5193572627355035,0.7448417182755422,0.7448417182755417,1.3322676295501878e-15,5.551115123125783e-16,False,2094,20,0.5,-0.3239858564587459,0.10618418953440556,0.12346422916773347,0.6666666666666666
aggressive_2.5__all_growth,aggressive_2.5,all_growth,,False,False,-0.035607648762219,0.7044244408779294,-0.05054857085572006,0.02034172023565578,-0.1876824191833638,7.2750521705714775,0.03988313485223206,1.5389744177322393,-0.0672179280095987,-0.13775974784759226,1000000.0,1000000.0,-0.20786390590370607,-0.20786390590370168,4.385380947269368e-15,4.385380947269368e-15,False,2094,58,0.5,-0.6180158920874672,-0.07475482777428044,0.02116143612135546,0.3333333333333333
aggressive_2.5__all_calmar,aggressive_2.5,all_calmar,,False,False,0.0532715992868531,0.47690688090776134,0.11170230797562422,0.3296085064418598,0.34655874850034074,7.341582511339696,0.034396472122777105,1.5389744177322393,0.018748088877362346,-0.05829492717518736,1.438492644235832,0.8612831353566065,0.2975522628415668,0.2975522628415709,3.774758283725532e-15,4.107825191113079e-15,False,2094,59,0.5,-0.3239858564587459,0.01738317575027515,0.1134711346645394,0.3333333333333333
aggressive_2.5__all_calmar__cat4,aggressive_2.5,all_calmar,cat4,False,False,0.0024446293503814776,0.5107507263090618,0.0047863453235741475,0.13631513551153193,0.014096534704528318,7.888810188184754,0.03463802990700713,1.538974417732239,-0.030412904850434797,-0.10373811149525924,30.577482975980942,18.307963210236956,0.013998102515813432,0.013998102515818789,5.079270337660091e-15,5.35682609381638e-15,False,2094,64,0.5,-0.36392344410904676,-0.03190808054616934,0.05402534413237725,0.3333333333333333
aggressive_2.5__all_calmar__trail3,aggressive_2.5,all_calmar,trail3,False,False,-0.032575353906880156,0.6755586779989093,-0.04821987336965679,0.007355687397547655,-0.1729300367058927,9.873750482272484,0.03578428393573583,2.3845744995902804,-0.07095734423451683,-0.12637738690918876,1000000.0,1000000.0,-0.18986598863212684,-0.18986598863212195,4.524158825347513e-15,4.884981308350689e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.06710629002590596,0.00944719837728103,0.0
aggressive_2.5__all_calmar__tp25_trail3,aggressive_2.5,all_calmar,tp25_trail3,False,False,-0.046274907612285365,0.6712028927263259,-0.06894324817988134,-0.07157864591847177,-0.23786477971205555,9.838224768439112,0.034680038902215195,2.3845744995902804,-0.07856509119262822,-0.12017293827023523,1000000.0,1000000.0,-0.2716312845925487,-0.2716312845925447,3.7192471324942744e-15,3.9968028886505635e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.07913463701946877,-0.0049200363242390965,0.0
aggressive_2.5__all_calmar__tp50_trail3,aggressive_2.5,all_calmar,tp50_trail3,False,False,-0.057090580582604966,0.6527081737630007,-0.08746723708616316,-0.15099782116498375,-0.2861041750667038,9.826977461703887,0.03345264145231242,2.38457449959028,-0.08329740765385674,-0.11435432798605949,1000000.0,1000000.0,-0.33701823074226744,-0.33701823074227,2.7755575615628914e-15,2.55351295663786e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.08840247448365324,-0.030914312485548434,0.0
aggressive_3__cross_sectional,aggressive_3,cross_sectional,,False,False,-0.02409405803179787,0.6699694707828785,-0.03596291933070215,0.028034257703595012,-0.1304887267087973,2.6224820524736936,0.03605465155131771,1.5040660798189531,-0.03813795754940552,-0.1536908980377394,1000000.0,1000000.0,-0.139823980014571,-0.13982398001456703,3.0808688933348094e-15,3.969047313034935e-15,False,2094,17,0.5,-0.6180158920874672,-0.060127488697845344,-0.029781407625523282,0.3333333333333333
aggressive_3__dual_momentum,aggressive_3,dual_momentum,,False,False,-0.02965059444555096,0.5390913077372811,-0.055001062009333634,0.0009343148786366308,-0.1584919556097346,5.191187189689095,0.03077551010586592,1.5389744177322393,-0.04444914931528443,-0.12533282642507082,1000000.0,1000000.0,-0.1725597058125779,-0.17255970581256994,7.93809462606987e-15,7.965850201685498e-15,False,2094,27,0.5,-0.3794875904328765,-0.05952925475063786,-0.04944239885597557,0.3333333333333333
aggressive_3__relative_strength,aggressive_3,relative_strength,,False,False,0.0765830289367262,0.46388335359197275,0.16509113410456172,0.4316301794467664,0.5266180549814288,3.753226280542087,0.03133441896863437,1.5040660798189531,0.06109032289760141,-0.08135569825619293,1.520170908443827,0.914394292405531,0.4230548672358055,0.42305486723580976,3.552713678800501e-15,4.274358644806853e-15,False,2094,23,0.6666666666666666,-0.3794875904328765,0.04308988293427607,0.05209939695938193,0.3333333333333333
aggressive_3__breakout,aggressive_3,breakout,,False,False,0.07092361070875675,0.4059920318149316,0.17469212484713675,0.40800547237877055,0.481177873677753,18.781047630762934,0.04940476990057173,1.198267723499605,0.03360050510837498,-0.040639992697449556,0.8849058164203768,0.5998358179389601,0.3928376318399872,0.3928376318399854,2.220446049250313e-15,1.8318679906315083e-15,False,2094,136,0.6666666666666666,-0.2360279378750305,0.01907391864221486,0.10687027030996066,0.6666666666666666
aggressive_3__vol_adjusted,aggressive_3,vol_adjusted,,True,True,0.1901492049187763,0.316066334328557,0.6016117006663309,1.0410656252221169,1.7128600500374662,4.396106522858278,0.027753306180396103,1.2937224355132324,0.16699765180442272,0.064864910021603,0.3210988612969109,0.319624578693532,0.9980034473987558,0.9980034473987546,1.3322676295501878e-15,1.2212453270876722e-15,False,2094,28,0.6666666666666666,-0.2379619005749457,0.15686636671549903,0.1689306001918498,0.6666666666666666
aggressive_3__ensemble,aggressive_3,ensemble,,False,False,0.08910847446442682,0.3781133069403526,0.23566606313192698,0.5343625199853661,0.6312894891770724,9.492153323131378,0.03551432201336863,1.325735702261104,0.07321844065660543,-0.014764884630804609,0.6671556786564911,0.4873316122504791,0.4893707997205005,0.4893707997204949,5.2735593669694936e-15,5.6066262743570405e-15,False,2094,73,0.5,-0.23943131714482102,0.048556780343733896,0.08974437532655255,0.6666666666666666
aggressive_3__regime_allocation,aggressive_3,regime_allocation,,False,False,0.16078918525254826,0.44608088607112073,0.3604484977348097,0.7280582055236987,1.3509036492583246,10.401894801641795,0.0366650578010855,1.5976510697322306,0.13748913509671956,0.0013209606849295952,0.7242659053500795,0.36948875659230584,0.8547997858420302,0.854799785842033,2.55351295663786e-15,2.7755575615628914e-15,False,2094,51,0.6666666666666666,0.0,0.11880239807615722,0.22133949598572156,1.0
aggressive_3__slow_hysteresis,aggressive_3,slow_hysteresis,,False,False,0.13873780145036885,0.3856871597901178,0.3597158939018525,0.7806785562919818,1.106108050182986,3.1213097454567036,0.026319062557632777,0.911692868950107,0.1165863362520081,-0.03212447985057365,0.7948214392901748,0.5193572627355035,0.7448417182755422,0.7448417182755417,1.3322676295501878e-15,5.551115123125783e-16,False,2094,20,0.5,-0.3239858564587459,0.10618418953440556,0.12346422916773347,0.6666666666666666
aggressive_3__all_growth,aggressive_3,all_growth,,False,False,-0.035607648762219,0.7044244408779294,-0.05054857085572006,0.02034172023565578,-0.1876824191833638,7.2750521705714775,0.03988313485223206,1.5389744177322393,-0.0672179280095987,-0.13775974784759226,1000000.0,1000000.0,-0.20786390590370607,-0.20786390590370168,4.385380947269368e-15,4.385380947269368e-15,False,2094,58,0.5,-0.6180158920874672,-0.07475482777428044,0.02116143612135546,0.3333333333333333
aggressive_3__all_calmar,aggressive_3,all_calmar,,False,False,0.0532715992868531,0.47690688090776134,0.11170230797562422,0.3296085064418598,0.34655874850034074,7.341582511339696,0.034396472122777105,1.5389744177322393,0.018748088877362346,-0.05829492717518736,1.438492644235832,0.8612831353566065,0.2975522628415668,0.2975522628415709,3.774758283725532e-15,4.107825191113079e-15,False,2094,59,0.5,-0.3239858564587459,0.01738317575027515,0.1134711346645394,0.3333333333333333
aggressive_3__all_calmar__cat4,aggressive_3,all_calmar,cat4,False,False,0.0024446293503814776,0.5107507263090618,0.0047863453235741475,0.13631513551153193,0.014096534704528318,7.888810188184754,0.03463802990700713,1.538974417732239,-0.030412904850434797,-0.10373811149525924,30.577482975980942,18.307963210236956,0.013998102515813432,0.013998102515818789,5.079270337660091e-15,5.35682609381638e-15,False,2094,64,0.5,-0.36392344410904676,-0.03190808054616934,0.05402534413237725,0.3333333333333333
aggressive_3__all_calmar__trail3,aggressive_3,all_calmar,trail3,False,False,-0.03266103562774936,0.6757233814208736,-0.048334920066065414,0.0070333264449719945,-0.17334990077350942,9.885322946963788,0.035804905150173136,2.384706121610453,-0.07104128378918673,-0.12645476088263696,1000000.0,1000000.0,-0.1903737699503246,-0.19037376995031868,5.578870698741412e-15,5.9119376061289586e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.06720755975805048,0.009391474939974165,0.0
aggressive_3__all_calmar__tp25_trail3,aggressive_3,all_calmar,tp25_trail3,False,False,-0.04635942510565583,0.671369904374191,-0.06905198580336898,-0.07192939011759555,-0.23825190434369126,9.849797578410492,0.03470065974517646,2.3847061216104537,-0.0786481691499934,-0.12025090704598673,1000000.0,1000000.0,-0.27213936107834336,-0.27213936107833947,3.552713678800501e-15,3.885780586188048e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.0792346951068299,-0.004975037287822004,0.0
aggressive_3__all_calmar__tp50_trail3,aggressive_3,all_calmar,tp50_trail3,False,False,-0.05717418880497649,0.6528846835934919,-0.08757164969821082,-0.15138109894398386,-0.28646701007037423,9.838550498729978,0.033473261609834166,2.384706121610454,-0.08337987012911041,-0.11443285860497499,1000000.0,1000000.0,-0.33752660637222054,-0.337526606372223,2.6645352591003757e-15,2.4424906541753444e-15,False,2094,75,0.3333333333333333,-0.3239858564587459,-0.08850161992508454,-0.03096794675811143,0.0
