asset_concentration,cagr,calmar,cancelled_orders,costs,ending_nav,entry_fill_ratio,fee,fee_usd,fill_count,fold_count,fold_returns,funding,funding_usd,liquidations,mdd,median_holding,partial_fills,positive_profit_asset_share,positive_profit_trade_share,profitable_folds,sharpe,slippage,slippage_usd,status,total_log_growth,trade_concentration,trades,turnover,turnover_usd,without_best_day,without_three_trades,worst_fold,label,capital,double_cost_cagr,delayed_cagr,benchmark_pass,decision
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,B_deepseek,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,B_deepseek,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,B_deepseek,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,B_deepseek,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,B_deepseek,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_b665c17b4320,100,,,False,REJECT
,-0.11958800159810429,-0.12816981922291784,44.0,0.06793206791509984,600.8192104383407,0.9986784627963642,0.03396601698301691,38.280948773709056,136.0,4.0,"{'2022': -0.844433883552913, '2023': 0.15703949264306774, '2024': 0.8116756773188947, '2025': 0.8424688902986941}",0.0,0.0,0.0,0.9330433820001905,12.0,45.0,0.15866748781544293,0.12165520514118545,3.0,0.5185032675594115,0.03396605093208292,38.28062615449218,VALID,-0.5094612042791709,,68.0,33.96601698301691,38280.94877370905,-0.21185400981186156,-0.5076316433033923,-0.844433883552913,panel_B_b665c17b4320,1000,,,False,REJECT
,-0.10173632305234102,-0.10943684226925264,42.0,0.06792800360707205,6510.515151577756,0.998542030189343,0.033963985833657506,398.9624320452731,143.0,4.0,"{'2022': -0.8427612382866592, '2023': 0.2380780316254402, '2024': 0.8116756773188887, '2025': 0.8459811740656897}",0.0,0.0,0.0,0.929635038281115,12.166666666666666,65.0,0.15870610986924083,0.12165853487044975,3.0,0.5336409340485181,0.03396401777341453,398.95974048257415,VALID,-0.4291665075575495,,68.0,33.9639858336575,398962.43204527313,-0.19587316347002384,-0.4976151586713412,-0.8427612382866592,panel_B_b665c17b4320,10000,,,False,REJECT
,-0.07529623359081894,-0.08126557757367053,38.0,0.06595636086874762,73115.67710329322,0.976552005195353,0.03297817128014988,4380.990227416455,217.0,4.0,"{'2022': -0.820219412994182, '2023': 0.21430622449287617, '2024': 0.9664920794600509, '2025': 0.703128001702344}",0.0,0.0,0.0,0.9265452340206388,13.166666666666668,309.0,0.1581343782142764,0.11977395074951591,3.0,0.5503803411495568,0.03297818958859773,4380.972105055642,VALID,-0.31312738116847916,,68.0,32.97817128014988,4380990.227416456,-0.1722039602706807,-0.48595947136053497,-0.820219412994182,panel_B_b665c17b4320,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_b665c17b4320,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5f9293b3741f,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5f9293b3741f,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5f9293b3741f,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5f9293b3741f,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5f9293b3741f,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_4e2532a9a414,100,,,False,REJECT
,-0.20673210989320237,-0.21901507353121458,38.0,0.07192807191010586,395.9856984530311,0.9990583445291189,0.035964017982017996,35.60846769563486,144.0,4.0,"{'2022': -0.8654784962912369, '2023': 0.1570394926430645, '2024': 0.8116756773188942, '2025': 0.40429759246045144}",0.0,0.0,0.0,0.9439172681588895,8.0,38.0,0.13591083105578358,0.12027473084447875,3.0,0.4187477868584955,0.03596405392808786,35.60793489773379,VALID,-0.9263771833974157,,72.0,35.96401798201799,35608.46769563486,-0.2898655312881397,-0.5326958993003299,-0.8654784962912369,panel_B_4e2532a9a414,1000,,,False,REJECT
,-0.1944305292833288,-0.2064287643060391,36.0,0.07193705576337736,4211.259427957167,0.9989712551103109,0.03596851005585821,366.98662361198353,149.0,4.0,"{'2022': -0.8647434249845142, '2023': 0.22320689195311175, '2024': 0.8116756773189018, '2025': 0.4049900130170726}",0.0,0.0,0.0,0.9418771164811004,8.083333333333334,49.0,0.13601745205729188,0.1205097606178622,3.0,0.4306563854155453,0.035968545707519145,366.9815688395822,VALID,-0.8648233385028824,,72.0,35.96851005585821,366986.6236119835,-0.27885313998923983,-0.5254521149782473,-0.8647434249845142,panel_B_4e2532a9a414,10000,,,False,REJECT
,-0.16765642744736478,-0.17885361580367193,40.0,0.07039031880049205,47996.60520471261,0.9826478440129214,0.035195147923103895,4008.1121602390263,214.0,4.0,"{'2022': -0.8442987013946855, '2023': 0.19338128059813664, '2024': 0.9436615605370506, '2025': 0.3289799200418317}",0.0,0.0,0.0,0.9373946771722058,8.75,282.0,0.1334269727482784,0.12245612948068767,3.0,0.45065710440385054,0.03519517087738816,4008.0681730243314,VALID,-0.7340399024831508,,72.0,35.19514792310389,4008112.160239026,-0.25488492846871585,-0.5122755522483653,-0.8442987013946855,panel_B_4e2532a9a414,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_4e2532a9a414,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_a2d9dc36194b,100,-0.4376370035119252,,False,REJECT
,-0.3970397914708858,-0.4036595389863559,12.0,0.03496503495630156,132.17661022410013,0.9996303224910605,0.017482508741258732,8.24868990100137,70.0,4.0,"{'2022': -0.9680846932710193, '2023': 0.817446029698524, '2024': 0.3329785990766743, '2025': 0.7095070148629599}",0.0,0.0,0.0,0.9836006662146689,29.0,13.0,0.24385287755363452,0.21057733128103073,3.0,0.035360321183547254,0.017482526215042822,8.247838574139601,VALID,-2.023616294418458,,35.0,17.482508741258734,8248.689901001371,-0.4361352427425468,-0.6227813516842438,-0.9680846932710193,panel_B_a2d9dc36194b,1000,,,False,REJECT
,-0.3967767780571445,-0.4034040850860286,12.0,0.03496416939358233,1324.073848192588,0.9996301811512411,0.017482076176398048,82.61347541551817,71.0,4.0,"{'2022': -0.9680289705377969, '2023': 0.8174460296985333, '2024': 0.33297859907666266, '2025': 0.7095070148629534}",0.0,0.0,0.0,0.9835715420991069,29.0,13.0,0.2438528775536343,0.2105773312810314,3.0,0.03572341223501277,0.01748209321718428,82.60496470780178,VALID,-2.0218718604541683,,35.0,17.48207617639805,82613.47541551816,-0.43588928290540174,-0.6226168075517837,-0.9680289705377969,panel_B_a2d9dc36194b,10000,,,False,REJECT
,-0.40279915460922505,-0.40923911162033005,15.0,0.03493953619741112,12719.840201762378,0.9294081618017356,0.017469758159020014,810.1250715272007,80.0,4.0,"{'2022': -0.9690323891767385, '2023': 0.7804705759996324, '2024': 0.35511501455218486, '2025': 0.7024054333036212}",0.0,0.0,0.0,0.9842635837381065,29.0,38.0,0.2440369008815987,0.21062898671980113,3.0,0.024352529494396594,0.017469778038391108,810.0394115318409,VALID,-2.062007190909555,,35.0,17.469758159020014,810125.0715272006,-0.44152117344248343,-0.6263170136752677,-0.9690323891767385,panel_B_a2d9dc36194b,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_a2d9dc36194b,1000000,,,False,REJECT
5.235526579087473,0.03925239205956142,0.04251120946692314,57.0,0.07492507490636043,116.64983563806655,0.9984418972050136,0.03746251873126884,4.742503443590474,150.0,4.0,"{'2022': -0.8693352755605268, '2023': 0.5859866974596291, '2024': 1.1292748861989845, '2025': 1.6435924455357984}",0.0,0.0,0.0,0.9233421620267633,7.0,58.0,0.1485022719159739,0.1138612238878062,3.0,0.6155282950399813,0.03746255617509159,4.74252957845885,VALID,0.15400640346049443,5.301857699144143,75.0,37.46251873126884,4742.5034435904745,-0.04339688089551598,-0.4075156189438711,-0.8693352755605268,panel_B_fa9ed6bad977,100,-0.0339512254670446,-0.4377450951492352,False,REJECT
5.235526579087159,0.03925239205956275,0.04251120946692461,57.0,0.07492507490636033,1166.4983563806725,0.998441897205013,0.03746251873126879,47.425034435905005,150.0,4.0,"{'2022': -0.8693352755605255, '2023': 0.5859866974596193, '2024': 1.1292748861989965, '2025': 1.643592445535793}",0.0,0.0,0.0,0.9233421620267626,7.0,57.0,0.14850227191597418,0.1138612238878064,3.0,0.615528295039982,0.037462556175091546,47.42529578458876,VALID,0.15400640346049954,5.301857699143832,75.0,37.462518731268794,47425.03443590501,-0.04339688089551388,-0.4075156189438708,-0.8693352755605255,panel_B_fa9ed6bad977,1000,,,False,REJECT
3.9355843233758896,0.052553233136488395,0.05695031825203593,56.0,0.07492881394562026,12273.721891693864,0.9983824468124819,0.03746438769324939,489.1856556763591,162.0,4.0,"{'2022': -0.8685936213012312, '2023': 0.6580038662567118, '2024': 1.1302084513583077, '2025': 1.6445524748946632}",0.0,0.0,0.0,0.9227908596386054,7.0,72.0,0.14785598925956964,0.11334121313893081,3.0,0.625921635878189,0.03746442625237086,489.188907772785,VALID,0.204875452389099,3.981758276615966,75.0,37.4643876932494,489185.65567635914,-0.031153824099958517,-0.39982930152705276,-0.8685936213012312,panel_B_fa9ed6bad977,10000,,,False,REJECT
2.1349163452862427,0.0978394369666641,0.10762586925743611,48.0,0.07318311561754415,145263.10079726187,0.9769216399611511,0.03659153210244598,5468.088075887708,224.0,4.0,"{'2022': -0.8583308248359085, '2023': 0.864014454565287, '2024': 1.0975631414830462, '2025': 1.6225007817759463}",0.0,0.0,0.0,0.9090698885101376,7.5,341.0,0.15048068509530776,0.11397689970321474,3.0,0.6538887007695078,0.03659158351509817,5468.144275220542,VALID,0.3733764004942408,2.1409438554262117,75.0,36.59153210244598,5468088.075887708,0.010530875562357558,-0.3695322603935036,-0.8583308248359085,panel_B_fa9ed6bad977,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_fa9ed6bad977,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_f286c850dc97,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_f286c850dc97,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_f286c850dc97,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_f286c850dc97,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_f286c850dc97,1000000,,,False,REJECT
,-0.06327561555470952,-0.06694719583577773,50.0,0.07692307690386299,76.99230168366593,0.9988067899402453,0.03846151923076919,4.326364226491453,154.0,4.0,"{'2022': -0.8818253391817936, '2023': 0.5797914369226793, '2024': 1.1292748861989872, '2025': 0.9368297677563067}",0.0,0.0,0.0,0.9451570714018458,7.0,50.0,0.12973407710143173,0.11391487207577355,3.0,0.5070347162762657,0.03846155767309381,4.326349871506968,UNSAFE_EXECUTION,-0.26146474726675883,,77.0,38.461519230769184,4326.364226491453,-0.1377710797222417,-0.4374731789489869,-0.8818253391817936,panel_B_41999f301120,100,,-0.43755528604724586,False,REJECT
,-0.10431665661784241,-0.11036965153645963,50.0,0.07792207790261466,643.6028990136548,0.998832808282596,0.03896101948051955,38.54580208500724,156.0,4.0,"{'2022': -0.9012140790321518, '2023': 0.5797914369226782, '2024': 1.1292748861989912, '2025': 0.9368297677562907}",0.0,0.0,0.0,0.9451570714018458,7.0,50.0,0.12874850636635363,0.11304947751856448,3.0,0.4672668520358396,0.038961058422095116,38.54552277922872,VALID,-0.44067335950230513,,78.0,38.961019480519546,38545.80208500724,-0.17554822432374123,-0.46211936810049503,-0.9012140790321518,panel_B_41999f301120,1000,,,False,REJECT
,-0.09480178064558613,-0.10030845346147223,50.0,0.07792136599354557,6713.898384510631,0.998833526694912,0.038960662827876406,394.4455791466335,161.0,4.0,"{'2022': -0.900860383833681, '2023': 0.6400598443181436, '2024': 1.1292748861990036, '2025': 0.9392602855546772}",0.0,0.0,0.0,0.9451026047570241,7.0,55.0,0.12849211890481493,0.11289594738030219,3.0,0.4761773288832036,0.038960703165669165,394.4430819336546,VALID,-0.39840532941659346,,78.0,38.96066282787641,394445.5791466335,-0.16679004382543522,-0.4564087896372571,-0.900860383833681,panel_B_41999f301120,10000,,,False,REJECT
,-0.04763881903880279,-0.050842840255854976,46.0,0.07714740340116696,82263.41597362128,0.990198978653979,0.03857368237217032,4479.65695702004,214.0,4.0,"{'2022': -0.8875470133974476, '2023': 0.7685943433821747, '2024': 1.1353397525167637, '2025': 0.9370486505663136}",0.0,0.0,0.0,0.9369818601610634,7.25,276.0,0.1278674799094129,0.11434239202493005,3.0,0.5158950664665123,0.038573721028996644,4479.648179740883,VALID,-0.19524369750266612,,78.0,38.573682372170325,4479656.95702004,-0.12337784047236645,-0.4274050278639563,-0.8875470133974476,panel_B_41999f301120,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_41999f301120,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_22243dfe1c19,100,-0.4376370035119252,,False,REJECT
,-0.35170151307476655,-0.3583058011016934,13.0,0.033966033957549935,176.64446428480656,0.9995050379151842,0.0169830084915085,8.980142939140606,68.0,4.0,"{'2022': -0.9680846932710193, '2023': 1.0427136149304497, '2024': 0.5472105708322279, '2025': 0.7512336832183244}",0.0,0.0,0.0,0.9815680125562565,30.0,13.0,0.2255786391194711,0.2206737438435138,3.0,0.0636803700370157,0.016983025466041433,8.979337543084801,VALID,-1.733616242861279,,34.0,16.9830084915085,8980.142939140605,-0.393736661574708,-0.5831647466272172,-0.9680846932710193,panel_B_22243dfe1c19,1000,,,False,REJECT
,-0.35141872294075954,-0.35802964051136765,13.0,0.0339651683948307,1769.5287781321629,0.9995048619608767,0.016982575926647814,89.94077664785513,69.0,4.0,"{'2022': -0.9680289705377969, '2023': 1.0427136149304514, '2024': 0.5472105708322308, '2025': 0.751233683218332}",0.0,0.0,0.0,0.981535278584293,30.0,13.0,0.22557863911947143,0.22067374384351415,3.0,0.06406281889860682,0.01698259246818289,89.93272605013024,VALID,-1.731871808896976,,34.0,16.98257592664781,89940.77664785513,-0.393472207323812,-0.582982921589002,-0.9680289705377969,panel_B_22243dfe1c19,10000,,,False,REJECT
,-0.35548805299017733,-0.3619085237211899,16.0,0.033943630365185024,17255.354590465857,0.9340562853946466,0.016971805284545307,884.2083508905301,77.0,4.0,"{'2022': -0.9690323891767385, '2023': 1.0062669641662985, '2024': 0.5897208060980499, '2025': 0.7470551211190086}",0.0,0.0,0.0,0.98225941001611,30.083333333333336,37.0,0.2258160548398399,0.22090355137989306,3.0,0.05580577654495061,0.016971825080639717,884.1273745807911,VALID,-1.7570476796367531,,34.0,16.971805284545304,884208.35089053,-0.3972776853106809,-0.5851916266091017,-0.9690323891767385,panel_B_22243dfe1c19,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_22243dfe1c19,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_0260acb869d9,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_0260acb869d9,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_0260acb869d9,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_0260acb869d9,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_0260acb869d9,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_55244d77913e,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_55244d77913e,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_55244d77913e,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_55244d77913e,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_55244d77913e,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5bdbde016f85,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5bdbde016f85,1000,,,False,REJECT
,-0.4973068584673198,-0.5157386607612624,84.0,0.07103997255358978,638.5748940269065,0.9992737818907566,0.0355199847752874,205.65059858116285,457.0,4.0,"{'2022': -0.9033394403549527, '2023': -0.17994370224671022, '2024': 0.3140280675199915, '2025': -0.38692412777036606}",0.0,0.0,0.0,0.9642613523160429,10.0,86.0,0.18809127729909908,0.1320927275279919,1.0,-0.32471067552199534,0.03551998777830238,205.64164844829097,VALID,-2.7511014065508306,,121.0,35.519984775287405,205650.59858116286,-0.5298346401901812,-0.6480395135324937,-0.9033394403549527,panel_B_5bdbde016f85,10000,,,False,REJECT
,-0.48511852576050907,-0.503966588197019,72.0,0.07131839684458233,7027.956482806914,0.9990114047997104,0.035659200231642575,2134.1309747827854,529.0,4.0,"{'2022': -0.9002404475824514, '2023': -0.1335705239164512, '2024': 0.32158567635220137, '2025': -0.3847579224044634}",0.0,0.0,0.0,0.9626005713911702,10.0,165.0,0.18841420931337843,0.13240606862195342,1.0,-0.2982921830585834,0.03565919661293975,2134.042270912381,VALID,-2.6552742076563813,,121.0,35.65920023164257,2134130.9747827854,-0.5184349783306468,-0.6390768949834755,-0.9002404475824514,panel_B_5bdbde016f85,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_5bdbde016f85,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_23f6b8896b6b,100,,,False,REJECT
,-0.4108630443066808,-0.42945631236841164,13.0,0.030986766483139732,120.46615946107794,0.9981297806803134,0.01549344375213778,9.520683093056668,139.0,4.0,"{'2022': -0.9111790150834275, '2023': -0.023019413605275593, '2024': 0.30648381343478126, '2025': 0.06257480235641698}",0.0,0.0,0.0,0.95670510008529,25.0,14.0,0.2288455092352485,0.1807274919152466,2.0,-0.3231192049314704,0.015493322731001952,9.519822599721275,VALID,-2.1163863998406818,,59.0,15.493443752137779,9520.683093056668,-0.44668678668952677,-0.5631816993120786,-0.9111790150834275,panel_B_23f6b8896b6b,1000,,,False,REJECT
,-0.40423768462719634,-0.4226481849172488,15.0,0.03155004509977574,1259.7724738142708,0.9998898453474216,0.015775087016429584,96.91839230107071,169.0,4.0,"{'2022': -0.9105442858828867, '2023': -0.040792745460689755, '2024': 0.3622192945537567, '2025': 0.0777661656986495}",0.0,0.0,0.0,0.956440129291796,25.0,15.0,0.22791527926361518,0.17607822177474933,2.0,-0.29659629220630185,0.015774958083346162,96.9098459017772,VALID,-2.071653964674403,,59.0,15.775087016429584,96918.39230107072,-0.4440030070108704,-0.561520317046583,-0.9105442858828867,panel_B_23f6b8896b6b,10000,,,False,REJECT
,-0.40251254555886873,-0.42099948267139586,15.0,0.03156772271776246,12744.275844160185,0.9997221353143837,0.01578392834051362,972.2876645770805,175.0,4.0,"{'2022': -0.9101845298191321, '2023': -0.03927075669410151, '2024': 0.3658431401049904, '2025': 0.08133977814930894}",0.0,0.0,0.0,0.9560879814026831,25.166666666666668,53.0,0.22718135664739172,0.17577869462018428,2.0,-0.2928771524406184,0.01578379437724884,972.2023533428868,VALID,-2.0600879685926032,,59.0,15.78392834051362,972287.6645770804,-0.4423931984379212,-0.5601414753322578,-0.9101845298191321,panel_B_23f6b8896b6b,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_23f6b8896b6b,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_6611da298ff3,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_6611da298ff3,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_6611da298ff3,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_6611da298ff3,100000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_6611da298ff3,1000000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_2b2686ed519b,100,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_2b2686ed519b,1000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_2b2686ed519b,10000,,,False,REJECT
,,,,,,,,,,,,,,,,,,,,,,,,UNSAFE_EXECUTION,,,,,,,,,panel_B_2b2686ed519b,100000,,,False,REJECT
