asset_concentration,asset_dollar_pnl,asset_log_growth,cagr,calmar,cancelled_orders,candidate,candidate_id,capital_basis,capital_start,costs,ending_nav,entry_fill_ratio,fee,fee_usd,fill_count,fold_count,fold_returns,funding,funding_usd,initial_capital,label,liquidations,mdd,median_holding,partial_fills,positive_profit_asset_share,positive_profit_trade_share,profitable_folds,residual_positions,scope,sharpe,slippage,slippage_usd,stage,status,total_log_growth,trade_concentration,trades,turnover,turnover_usd,unfilled_quantity_by_asset,without_best_day,without_three_trades,worst_fold,year,reason
1.1548795399178085,"{'AVAXUSDT': 3.5568229641950637, 'BNBUSDT': 10.9055591955855, 'DOGEUSDT': 1.1114816496694182, 'INJUSDT': -2.693413774455081, 'PEOPLEUSDT': -22.611216114625282, 'PEPEUSDT': 14.967151806991005, 'SOLUSDT': -4.629106410742072, 'SUIUSDT': 19.813629058977835, 'TRXUSDT': -1.7430104511828652, 'XRPUSDT': -1.3498621343407748}","{'AVAXUSDT': 0.20948062374363394, 'BNBUSDT': 0.4738155975859257, 'DOGEUSDT': 0.03538251457965753, 'INJUSDT': -0.1544535485812043, 'PEOPLEUSDT': -0.8455196810722585, 'PEPEUSDT': 0.5315797505083105, 'SOLUSDT': -0.2441112476884572, 'SUIUSDT': 0.794304590667033, 'TRXUSDT': -0.10276422303351145, 'XRPUSDT': -0.009933042628552373}",0.986495331389575,1.4105607254610428,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,17.515503383436787,0.1354504103837412,34.84353917350961,0.9966110579170628,0.06772506987664008,1.7865258269965671,34.0,1.0,{'2024': 0.9892970479203458},0.0,0.0,100,panel_B_fa9ed6bad977,0.0,0.6993639575971735,14.0,13.0,0.4030912336359753,0.2990296173159657,1.0,{},outer_oos,1.1718815574297394,0.06772534050710113,1.7866094316807613,double,VALID,0.687781334080576,0.9456179320096447,17.0,33.86253493832003,893.2629134982835,"{'AVAXUSDT': 0.001892365912420202, 'BNBUSDT': 0.0003839327695297698, 'DOGEUSDT': 0.29145608916056176, 'INJUSDT': 0.001947788956939367, 'PEOPLEUSDT': 1.282254982601387, 'PEPEUSDT': 9946.868486173451, 'SOLUSDT': 0.0004611611249744768, 'SUIUSDT': 0.07122806161782691, 'TRXUSDT': 0.43276654537309867, 'XRPUSDT': 0.12911677481575623}",0.5833827743696958,-0.5812184636370002,0.9892970479203458,2024,
0.8435743511812595,"{'BNBUSDT': -3.4742860650711833, 'BTCUSDT': 2.8420967434618625, 'ENAUSDT': -1.0944217947571957, 'ETHUSDT': 12.938902804352633, 'PEPEUSDT': -10.251195627279497, 'TRXUSDT': 3.7480903116866777, 'XRPUSDT': 0.6596706447178775, 'ZECUSDT': 46.88320388044179}","{'BNBUSDT': -0.08217460496753304, 'BTCUSDT': 0.09342300481800166, 'ENAUSDT': -0.025436349847420464, 'ETHUSDT': 0.34099377265653175, 'PEPEUSDT': -0.31939691168077494, 'TRXUSDT': 0.11714329025403153, 'XRPUSDT': 0.018755379358365975, 'ZECUSDT': 0.772831055709173}",1.5011887741543983,2.5083357408006908,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,34.84353917350961,0.11185300609287566,87.09560007106258,0.9962869342968507,0.05592639130506107,2.0658522451744896,28.0,1.0,{'2025': 1.4996197899804153},0.0,0.0,100,panel_B_fa9ed6bad977,0.0,0.5984800000000003,10.5,13.0,0.5730348772309454,0.5730348772309454,1.0,{},outer_oos,1.3684251454768859,0.05592661478781458,2.0660777811381976,double,VALID,0.9161386363003774,0.8435743511812595,14.0,27.96319565253054,1032.9261225872447,"{'BNBUSDT': 0.00031732307529477866, 'BTCUSDT': 2.1451245343345597e-06, 'ENAUSDT': 0.2950835558077216, 'ETHUSDT': 4.189258864373442e-05, 'PEPEUSDT': 19824.177833825815, 'TRXUSDT': 1.8819195856191868, 'XRPUSDT': 0.0, 'ZECUSDT': 0.0006618477725415794}",0.8643703033170558,-0.2568289685044546,1.4996197899804153,2025,
,"{'CHZUSDT': -3.517385464363011, 'DOGEUSDT': -2.221758107254802, 'ETCUSDT': -9.005975486109845, 'LUNAUSDT@original': 62.99032842019219, 'MATICUSDT': 0.5459920639139604, 'SANDUSDT': -66.0483092044654, 'TRXUSDT': -6.683083017469404, 'UNFIUSDT': 1.407657095942504, 'WAVESUSDT': -38.72182488733307, 'ZILUSDT': -28.751787176574275}","{'CHZUSDT': -0.26310140279292776, 'DOGEUSDT': -0.19012026255264097, 'ETCUSDT': -0.4531878732151959, 'LUNAUSDT@original': 0.7273045725347793, 'MATICUSDT': 0.02231730698403944, 'SANDUSDT': -0.9623351328439793, 'TRXUSDT': -0.2570579590236571, 'UNFIUSDT': 0.059801772843481864, 'WAVESUSDT': -0.44622649315875423, 'ZILUSDT': -0.5405943870507766}",-0.9002189898097829,-0.9722260512005769,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,100.0,0.0719773377127845,9.993854236478699,0.9987588101994782,0.03598865087104697,1.3346476429699106,36.0,1.0,{'2022': -0.9000614576352132},0.0,0.0,100,panel_B_fa9ed6bad977,0.0,0.9259358856904992,7.166666666666666,13.0,0.9265118416575261,0.7020089208800924,0.0,{},outer_oos,-1.2979865714937793,0.03598868684173753,1.3345603060320101,delayed,VALID,-2.3031998582756343,,18.0,35.988650871046964,1334.6476429699105,"{'CHZUSDT': 0.4579825064501648, 'DOGEUSDT': 0.5230369665424917, 'ETCUSDT': 0.002451282635997254, 'LUNAUSDT@original': 0.0028610035322766403, 'MATICUSDT': 0.0, 'SANDUSDT': 0.02906383671435897, 'TRXUSDT': 0.6982039079198898, 'UNFIUSDT': 0.008152304681799727, 'WAVESUSDT': 0.004761676035952789, 'ZILUSDT': 0.0}",-0.9283869229117766,-0.9666486357024688,-0.9000614576352132,2022,
,{},{},0.0,0.0,0.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,9.993854236478699,0.0,9.993854236478699,1.0,0.0,0.0,0.0,1.0,{'2023': 0.0},0.0,0.0,100,panel_B_fa9ed6bad977,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,delayed,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2023,
,{},{},0.0,0.0,0.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,9.993854236478699,0.0,9.993854236478699,1.0,0.0,0.0,0.0,1.0,{'2024': 0.0},0.0,0.0,100,panel_B_fa9ed6bad977,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,delayed,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2024,
,{},{},0.0,0.0,0.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,9.993854236478699,0.0,9.993854236478699,1.0,0.0,0.0,0.0,1.0,{'2025': 0.0},0.0,0.0,100,panel_B_fa9ed6bad977,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,delayed,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2025,
,"{'CHZUSDT': -69.06172489152652, 'DOGEUSDT': -57.01006719937051, 'ETCUSDT': -102.37032532442169, 'LTCUSDT': 21.566156732901604, 'LUNAUSDT@original': 657.3306002611932, 'MASKUSDT': 34.881927921653485, 'MATICUSDT': 42.99418853111291, 'SANDUSDT': -667.8588605788268, 'TRXUSDT': -63.258193230658236, 'UNFIUSDT': 23.26172083216838, 'WAVESUSDT': -422.0275767951939, 'ZILUSDT': -267.78312181955647}","{'CHZUSDT': -0.4259838109084212, 'DOGEUSDT': -0.4203445384252434, 'ETCUSDT': -0.42682765389346844, 'LTCUSDT': 0.16248404981430437, 'LUNAUSDT@original': 0.758088200276649, 'MASKUSDT': 0.2707006834477097, 'MATICUSDT': 0.15321527940313903, 'SANDUSDT': -0.9722754715347024, 'TRXUSDT': -0.2372658302801573, 'UNFIUSDT': 0.09400453509867618, 'WAVESUSDT': -0.48561086479216264, 'ZILUSDT': -0.5053051701601871}",-0.8695172846174654,-0.9514456350026664,17.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,1000.0,0.09197104263300207,130.66472443947444,0.9987081989387988,0.04598549833522657,15.392548856522263,46.0,1.0,{'2022': -0.8693352755605255},0.0,0.0,1000,panel_B_fa9ed6bad977,0.0,0.9138906655607585,7.0,17.0,0.5986835026672902,0.45902891218867514,0.0,{},outer_oos,-1.0094408991346986,0.0459855442977755,15.391710305504871,nominal,VALID,-2.0351205919538686,,23.0,45.98549833522657,15392.548856522262,"{'CHZUSDT': 5.561878533651452, 'DOGEUSDT': 9.226763205359475, 'ETCUSDT': 0.02992657873586335, 'LTCUSDT': 0.003667424944925557, 'LUNAUSDT@original': 0.029065833443673306, 'MASKUSDT': 0.20524222643791745, 'MATICUSDT': 0.0, 'SANDUSDT': 0.29687547924245905, 'TRXUSDT': 7.138882363723951, 'UNFIUSDT': 0.08537350146509226, 'WAVESUSDT': 0.047572428202400374, 'ZILUSDT': 0.0}",-0.9063522333803117,-0.9645360684974777,-0.8693352755605255,2022,
0.975355973721238,"{'AVAXUSDT': 37.203167738952914, 'BCHUSDT': -52.71807297793694, 'BLZUSDT': 28.062751541709304, 'BTCUSDT': 0.8324173455047799, 'CFXUSDT': 75.48289394648833, 'FTMUSDT': -12.50565022192157, 'LTCUSDT': 50.434276447815904, 'RNDRUSDT': 19.01613892275236, 'RUNEUSDT': -43.17149310206068, 'SHIBUSDT': -21.029356848051236, 'SOLUSDT': -16.14671489974974, 'TRBUSDT': 81.09959158191452, 'XRPUSDT': -21.858634538053053, 'YGGUSDT': -48.13352458860501}","{'AVAXUSDT': 0.17730940962522615, 'BCHUSDT': -0.27246982336331077, 'BLZUSDT': 0.21885982179057697, 'BTCUSDT': 0.0001569416910296717, 'CFXUSDT': 0.4168296474360763, 'FTMUSDT': -0.08134705769428428, 'LTCUSDT': 0.3264091609341762, 'RNDRUSDT': 0.08238461286548643, 'RUNEUSDT': -0.20287467285446492, 'SHIBUSDT': -0.12343485218816258, 'SOLUSDT': -0.09957803774010587, 'TRBUSDT': 0.44984074478479547, 'XRPUSDT': -0.09530389362778986, 'YGGUSDT': -0.33557526595993753}",0.5864877819070677,0.7609237133945452,14.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,130.66472443947444,0.08397356066491486,207.23251478823406,0.9985825621430223,0.041986759349554585,7.559358589691205,42.0,1.0,{'2023': 0.5859866974596193},0.0,0.0,1000,panel_B_fa9ed6bad977,0.0,0.7707576614884244,7.0,14.0,0.2639803101384069,0.2639803101384069,1.0,{},outer_oos,0.9654321715465249,0.041986801315360284,7.559450276290054,nominal,VALID,0.4612067356993089,1.0306993195505607,21.0,41.98675934955458,7559.358589691205,"{'AVAXUSDT': 0.009695141082387337, 'BCHUSDT': 0.0014777707889125358, 'BLZUSDT': 0.0, 'BTCUSDT': 2.7600021597094793e-05, 'CFXUSDT': 1.5578043148768757, 'FTMUSDT': 0.7350789303786769, 'LTCUSDT': 0.0, 'RNDRUSDT': 0.18490699872856453, 'RUNEUSDT': 0.15213428714923793, 'SHIBUSDT': 0.0, 'SOLUSDT': 0.02052938174354546, 'TRBUSDT': 0.0, 'XRPUSDT': 0.9059191343563384, 'YGGUSDT': 1.035116031752068}",0.13986549339835094,-0.5313580836638139,0.5859866974596193,2023,
1.06684885301407,"{'AVAXUSDT': 43.14679211744041, 'BNBUSDT': 135.33775949339795, 'DOGEUSDT': 15.387660947492918, 'INJUSDT': -31.35189256282115, 'PEOPLEUSDT': -275.388059101199, 'PEPEUSDT': 183.14654380934655, 'SOLUSDT': -53.4789176711694, 'SUIUSDT': 250.49065565718337, 'TRXUSDT': -20.668966380196906, 'XRPUSDT': -12.599101755260534}","{'AVAXUSDT': 0.21348063307699217, 'BNBUSDT': 0.48581562558600067, 'DOGEUSDT': 0.03938252391301586, 'INJUSDT': -0.1504535392478462, 'PEOPLEUSDT': -0.8415196717389019, 'PEPEUSDT': 0.5355797598416683, 'SOLUSDT': -0.23611122902174075, 'SUIUSDT': 0.8063046186671098, 'TRXUSDT': -0.09876421370015366, 'XRPUSDT': 0.0020669853715222786}",1.1259797611308078,1.6100054183509436,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,207.23251478823406,0.06779286285789685,441.2549893424479,0.9983009831048046,0.03389641448919935,10.985699006946067,34.0,1.0,{'2024': 1.1292748861989965},0.0,0.0,1000,panel_B_fa9ed6bad977,0.0,0.6993639575971728,14.0,13.0,0.4001462276519165,0.29596982768720104,1.0,{},outer_oos,1.232754567909864,0.03389644836869749,10.985955001073947,nominal,VALID,0.7557814927476678,0.8658301088618312,17.0,33.896414489199344,10985.69900694607,"{'AVAXUSDT': 0.01124507305592548, 'BNBUSDT': 0.002329823136355713, 'DOGEUSDT': 1.809836321371904, 'INJUSDT': 0.011620805867298856, 'PEOPLEUSDT': 7.835953209548279, 'PEPEUSDT': 60301.68540663272, 'SOLUSDT': 0.002773456769014082, 'SUIUSDT': 0.44570208034676284, 'TRXUSDT': 2.6659099976029665, 'XRPUSDT': 0.8114387021299763}",0.6945621161255882,-0.5571483813508509,1.1292748861989965,2024,
0.799094832382699,"{'BNBUSDT': -41.590316521020895, 'BTCUSDT': 40.32801463249143, 'ENAUSDT': -12.22987895300787, 'ETHUSDT': 172.2195393812338, 'PEPEUSDT': -128.40111980768847, 'TRXUSDT': 54.6897996563813, 'XRPUSDT': 10.156042910652502, 'ZECUSDT': 630.0712857391848}","{'BNBUSDT': -0.07417458630081689, 'BTCUSDT': 0.10142302348471859, 'ENAUSDT': -0.02143634051406216, 'ETHUSDT': 0.34499378198989117, 'PEPEUSDT': -0.3113968930140592, 'TRXUSDT': 0.13314332758746505, 'XRPUSDT': 0.02275538869172414, 'ZECUSDT': 0.7768310650425334}",1.6453532636763248,2.7492201304577004,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,441.2549893424479,0.055982373776609674,1166.4983563806725,0.9981389823550068,0.02799117289970308,13.48742798274547,28.0,1.0,{'2025': 1.643592445535793},0.0,0.0,1000,panel_B_fa9ed6bad977,0.0,0.5984800000000001,10.5,13.0,0.5626506295242163,0.5626506295242163,1.0,{},outer_oos,1.419274892511522,0.02799120087690659,13.48818020171989,nominal,VALID,0.9721387669673913,0.799094832382699,14.0,27.991172899703084,13487.42798274547,"{'BNBUSDT': 0.002099911685688849, 'BTCUSDT': 1.3974993001238892e-05, 'ENAUSDT': 1.9534670333518989, 'ETHUSDT': 0.00027512110787963895, 'PEPEUSDT': 127088.96221457794, 'TRXUSDT': 12.101997153765979, 'XRPUSDT': 0.0, 'ZECUSDT': 0.004416655788334722}",0.9718296026050153,-0.22337590087993112,1.643592445535793,2025,
,"{'CHZUSDT': -692.1993961244007, 'DOGEUSDT': -571.4067256559006, 'ETCUSDT': -1026.0484730423714, 'LTCUSDT': 216.15563020885884, 'LUNAUSDT@original': 6577.618820784783, 'MASKUSDT': 354.04151686801265, 'MATICUSDT': 430.92684674237626, 'SANDUSDT': -6671.143203376265, 'TRXUSDT': -634.031125387583, 'UNFIUSDT': 233.15011517786343, 'WAVESUSDT': -4225.747318008636, 'ZILUSDT': -2677.2529011990628}","{'CHZUSDT': -0.42598381090841386, 'DOGEUSDT': -0.420344538425234, 'ETCUSDT': -0.42682765389346394, 'LTCUSDT': 0.16248404981430128, 'LUNAUSDT@original': 0.7573326925978702, 'MASKUSDT': 0.27407234797497787, 'MATICUSDT': 0.1532152794031383, 'SANDUSDT': -0.9702243124549181, 'TRXUSDT': -0.23726583028015497, 'UNFIUSDT': 0.09400453509867542, 'WAVESUSDT': -0.48561086479216137, 'ZILUSDT': -0.5043125241138124}",-0.868776154730671,-0.9507272713746102,16.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,10000.0,0.09196626547864258,1314.0637869876925,0.998739834213269,0.04598311219306903,154.20250938382804,50.0,1.0,{'2022': -0.8685936213012312},0.0,0.0,10000,panel_B_fa9ed6bad977,0.0,0.9138016557309332,7.0,19.0,0.5973801804203169,0.4579306843980949,0.0,{},outer_oos,-1.0058552275835866,0.045983153285573536,154.19413184424621,nominal,VALID,-2.029460629979196,,23.0,45.98311219306903,154202.50938382803,"{'CHZUSDT': 55.74620339094872, 'DOGEUSDT': 92.47900959644357, 'ETCUSDT': 0.29995138061867976, 'LTCUSDT': 0.03675826713342545, 'LUNAUSDT@original': 0.29052061160107456, 'MASKUSDT': 0.9490003290025584, 'MATICUSDT': 1.9554136088117957e-11, 'SANDUSDT': 2.9736343164688606, 'TRXUSDT': 71.55236955012515, 'UNFIUSDT': 0.8556908512236419, 'WAVESUSDT': 0.47574909569561896, 'ZILUSDT': 1.3096723705530167e-10}",-0.905820322632823,-0.9643076625038235,-0.8685936213012312,2022,
0.9614865328271143,"{'AVAXUSDT': 391.1325948596525, 'BCHUSDT': -529.2432565683678, 'BLZUSDT': 284.53777317943207, 'BTCUSDT': 8.371421545337626, 'CFXUSDT': 759.1133559391435, 'FTMUSDT': -125.76632415410472, 'LTCUSDT': 507.205418962943, 'RNDRUSDT': 191.2407471405263, 'RUNEUSDT': -467.7615104968004, 'SHIBUSDT': -211.487196840691, 'SOLUSDT': -167.02413723146947, 'TRBUSDT': 911.4514756773059, 'XRPUSDT': -219.82704362384447, 'YGGUSDT': -467.2842660432162}","{'AVAXUSDT': 0.177309409625226, 'BCHUSDT': -0.27192071343969065, 'BLZUSDT': 0.21743759590912012, 'BTCUSDT': 0.00015694169102965956, 'CFXUSDT': 0.41682964743607653, 'FTMUSDT': -0.08134705769428427, 'LTCUSDT': 0.3264091609341761, 'RNDRUSDT': 0.08238461286548625, 'RUNEUSDT': -0.20877980074331026, 'SHIBUSDT': -0.12343485218816251, 'SOLUSDT': -0.09931031405555843, 'TRBUSDT': 0.48614142543308186, 'XRPUSDT': -0.09530389362778971, 'YGGUSDT': -0.32095777355521193}",0.6585781510416844,0.855158799318398,14.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,1314.0637869876925,0.08398796410583258,2178.7228393335386,0.9981671846420391,0.04199395621100784,77.53917737784907,43.0,1.0,{'2023': 0.6580038662567118},0.0,0.0,10000,panel_B_fa9ed6bad977,0.0,0.7701238080770523,7.166666666666667,26.0,0.26651597704220964,0.2598754378555986,1.0,{},outer_oos,0.9997477199714367,0.041994007894824735,77.54019711627235,nominal,VALID,0.5056143885901851,0.9375300365994,21.0,41.99395621100784,77539.17737784906,"{'AVAXUSDT': 0.10192910764197194, 'BCHUSDT': 0.014861586304259156, 'BLZUSDT': 1.2732925824820995e-11, 'BTCUSDT': 0.0002775667959077771, 'CFXUSDT': 15.666464274690952, 'FTMUSDT': 7.392512456077384, 'LTCUSDT': 0.0, 'RNDRUSDT': 1.8595653266961563, 'RUNEUSDT': 4.976822417345886, 'SHIBUSDT': 8.940696716308594e-08, 'SOLUSDT': 0.24960945891215047, 'TRBUSDT': 0.008475426593223645, 'XRPUSDT': 9.11061140261063, 'YGGUSDT': 0.0}",0.191661243179746,-0.5094070559987904,0.6580038662567118,2023,
1.0662304486551228,"{'AVAXUSDT': 453.6204249912478, 'BNBUSDT': 1422.976100897654, 'DOGEUSDT': 161.84790004900924, 'INJUSDT': -329.61567084562535, 'PEOPLEUSDT': -2896.0063413969733, 'PEPEUSDT': 1926.6764899081581, 'SOLUSDT': -562.2464190625658, 'SUIUSDT': 2634.66856583033, 'TRXUSDT': -216.97074837032014, 'XRPUSDT': -132.53933581875026}","{'AVAXUSDT': 0.21348063307699228, 'BNBUSDT': 0.4858156255860007, 'DOGEUSDT': 0.03938252391301597, 'INJUSDT': -0.1504535392478463, 'PEOPLEUSDT': -0.8415196717389045, 'PEPEUSDT': 0.53583376822307, 'SOLUSDT': -0.23611122902174075, 'SUIUSDT': 0.8063046186671103, 'TRXUSDT': -0.0985798754088273, 'XRPUSDT': 0.0020669853715222196}",1.126909971065722,1.611335498239689,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,2178.7228393335386,0.06779278649632503,4641.133805515692,0.9983013259076151,0.03389637632751338,115.5288545823168,35.0,1.0,{'2024': 1.1302084513583077},0.0,0.0,10000,panel_B_fa9ed6bad977,0.0,0.6993639575971733,14.0,14.0,0.4001002617924179,0.295935828847339,1.0,{},outer_oos,1.2331506500338418,0.03389641016881165,115.5315480536784,nominal,VALID,0.7562198394203895,0.8653282260394278,17.0,33.89637632751339,115528.85458231681,"{'AVAXUSDT': 0.11822419624618163, 'BNBUSDT': 0.024463930365275388, 'DOGEUSDT': 19.03591514303116, 'INJUSDT': 0.12217443377750214, 'PEOPLEUSDT': 82.40360987251916, 'PEPEUSDT': 633977.0541314483, 'SOLUSDT': 0.029158520865950166, 'SUIUSDT': 4.687908448054941, 'TRXUSDT': 28.03495650406694, 'XRPUSDT': 8.534737697060791}",0.695303561808452,-0.5570669066301568,1.1302084513583077,2024,
0.7988645118072103,"{'BNBUSDT': -435.76880597280706, 'BTCUSDT': 424.27898183686557, 'ENAUSDT': -128.63416854360275, 'ETHUSDT': 1810.290605047594, 'PEPEUSDT': -1350.869783081951, 'TRXUSDT': 575.3750271747026, 'XRPUSDT': 108.02667013953305, 'ZECUSDT': 6629.889559577821}","{'BNBUSDT': -0.07387701915301259, 'BTCUSDT': 0.10142302348471831, 'ENAUSDT': -0.021436340514062034, 'ETHUSDT': 0.3447393674204914, 'PEPEUSDT': -0.31139689301405893, 'TRXUSDT': 0.13314332758746497, 'XRPUSDT': 0.02300916943309226, 'ZECUSDT': 0.7768972191130872}",1.6463145905940184,2.7547879083192264,13.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,4641.133805515692,0.055987790461815894,12273.721891693864,0.9981403499426686,0.027993881415012065,141.9151143323652,34.0,1.0,{'2025': 1.6445524748946632},0.0,0.0,10000,panel_B_fa9ed6bad977,0.0,0.5976193614115582,10.5,13.0,0.5626718422814173,0.5626718422814173,1.0,{},outer_oos,1.4201886453350692,0.027993909046803832,141.92303075858803,nominal,VALID,0.9725018543577203,0.7988645118072103,14.0,27.993881415012073,141915.11433236522,"{'BNBUSDT': 0.022065919809124424, 'BTCUSDT': 0.00014702672213796203, 'ENAUSDT': 20.54661444960948, 'ETHUSDT': 0.0028944669009096646, 'PEPEUSDT': 1337064.9654467702, 'TRXUSDT': 127.23781526271887, 'XRPUSDT': 4.547473508864641e-13, 'ZECUSDT': 0.04636172473121647}",0.9736483152585387,-0.22294729931699825,1.6445524748946632,2025,
,"{'CHZUSDT': -5932.0060575358575, 'DOGEUSDT': -6243.578237616304, 'ETCUSDT': -9716.517807069753, 'LTCUSDT': 3137.8323399388646, 'LUNAUSDT@original': 64336.17032302912, 'MASKUSDT': 3121.078235751217, 'MATICUSDT': 2498.038690391899, 'SANDUSDT': -66342.78416833667, 'TRXUSDT': -6510.518941519703, 'UNFIUSDT': 1064.4614068640722, 'WAVESUSDT': -32181.84448775501, 'ZILUSDT': -33063.41377973268}","{'CHZUSDT': -0.35793923482897844, 'DOGEUSDT': -0.42477310633400617, 'ETCUSDT': -0.3951697969383209, 'LTCUSDT': 0.20761157434614302, 'LUNAUSDT@original': 0.7474017923341544, 'MASKUSDT': 0.22666784792792927, 'MATICUSDT': 0.08754967356823734, 'SANDUSDT': -0.961851070949566, 'TRXUSDT': -0.22242339835127295, 'UNFIUSDT': 0.040540138058533515, 'WAVESUSDT': -0.3468246358708081, 'ZILUSDT': -0.5550504748039934}",-0.8585203270897153,-0.9443941966846275,15.0,"{'absolute': False, 'blend': False, 'cadence': 'weekly', 'lookback': 90, 'top_k': 1, 'vol_adjusted': True}",B_fa9ed6bad977,chronological compounded NAV,100000.0,0.08852006538484,14166.9175164092,0.9757562726068981,0.0442600111287084,1560.4634128010905,60.0,1.0,{'2022': -0.8583308248359085},0.0,0.0,100000,panel_B_fa9ed6bad977,0.0,0.9090698885101376,7.166666666666667,102.0,0.6389318582535339,0.4839390004054574,0.0,{},outer_oos,-0.9994484189568912,0.04426005425613161,1560.3807005626172,nominal,VALID,-1.9542606918419563,,23.0,44.2600111287084,1560463.4128010906,"{'CHZUSDT': 321.2634869155445, 'DOGEUSDT': 360.64715281760436, 'ETCUSDT': 6.731459897978112, 'LTCUSDT': 1.0667732306347233, 'LUNAUSDT@original': 17.08403879317357, 'MASKUSDT': 2926.40139956437, 'MATICUSDT': 2065.839602246924, 'SANDUSDT': 108.49139045118591, 'TRXUSDT': 780.1649216279038, 'UNFIUSDT': 1411.532633499552, 'WAVESUSDT': 0.0, 'ZILUSDT': 15422.235533346073}",-0.8984596898425241,-0.9608126255861992,-0.8583308248359085,2022,
