asset_concentration,asset_dollar_pnl,asset_log_growth,cagr,calmar,cancelled_orders,candidate,candidate_id,capital_basis,capital_start,costs,ending_nav,entry_fill_ratio,fee,fee_usd,fill_count,fold_count,fold_returns,funding,funding_usd,initial_capital,label,liquidations,mdd,median_holding,partial_fills,positive_profit_asset_share,positive_profit_trade_share,profitable_folds,residual_positions,scope,sharpe,slippage,slippage_usd,stage,status,total_log_growth,trade_concentration,trades,turnover,turnover_usd,unfilled_quantity_by_asset,without_best_day,without_three_trades,worst_fold,year,reason
1.0,{'BTCUSDT': 139.95936240221704},{'BTCUSDT': 0.5599253949596087},0.7485344970805996,2.378625576935692,0.0,,BTC_SMA200,chronological compounded NAV,186.4777477652013,0.023926892773375494,326.4371101674175,1.0,0.011963440407952709,2.850353150399445,12.0,1.0,{'2024': 0.7505418961754251},0.0,0.0,100,BTC_SMA200,0.0,0.3146920239733203,12.5,0.0,1.0,0.5967870830738579,1.0,{},outer_oos,1.414002233484624,0.011963452365422785,2.8504988106136806,delayed,VALID,0.5599253949596043,0.656380332843461,6.0,11.96344040795271,2850.3531503994454,{'BTCUSDT': 0.0},0.5855742276539297,-0.05426964254216894,0.7505418961754251,2024,
,{'BTCUSDT': -59.112113031084846},{'BTCUSDT': -0.19977217606257355},-0.18119474420840723,-0.5422386992579559,0.0,,BTC_SMA200,chronological compounded NAV,326.4371101674175,0.03598866885639236,267.3249971363314,1.0,0.017994325435523387,5.0775245092614245,18.0,1.0,{'2025': -0.18108269920895304},0.0,0.0,100,BTC_SMA200,0.0,0.33416048035001755,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.42850261766148556,0.017994343420868975,5.077475552148259,delayed,VALID,-0.19977217606257855,,9.0,17.99432543552339,5077.524509261425,{'BTCUSDT': 0.0},-0.25251199579744876,-0.2745532840616094,-0.18108269920895304,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,1000.0,0.0,1000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,1000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,nominal,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 861.0886304967465},{'BTCUSDT': 0.6211616017258266},0.86188060498257,3.8173704331080334,0.0,,BTC_SMA200,chronological compounded NAV,1000.0,0.011996222952130688,1861.088630496743,0.9999999999999998,0.005998108478507795,7.852033640954752,6.0,1.0,{'2023': 0.8610886304967416},0.0,0.0,1000,BTC_SMA200,0.0,0.22577861386138587,72.83333333333333,0.0,1.0,0.6416204538857401,1.0,{},outer_oos,1.7152188824917762,0.005998114473622893,7.852910434528905,nominal,VALID,0.6211616017258265,0.652329462785762,3.0,5.998108478507795,7852.033640954752,{'BTCUSDT': 2.0816681711721685e-17},0.6884989563667863,-0.010321009168896193,0.8610886304967416,2023,
1.0,{'BTCUSDT': 1485.7909100719241},{'BTCUSDT': 0.5868668295864059},0.7961836750759363,2.683342146909167,0.0,,BTC_SMA200,chronological compounded NAV,1861.088630496743,0.023926892773375487,3346.879540568661,1.0,0.011963440407952709,29.179377141449102,12.0,1.0,{'2024': 0.7983450576855888},0.0,0.0,1000,BTC_SMA200,0.0,0.29671343849796716,12.5,0.0,1.0,0.5707253853821816,1.0,{},outer_oos,1.4720240200542192,0.011963452365422778,29.180921292656336,nominal,VALID,0.5868668295863987,0.6347397484219793,6.0,11.963440407952708,29179.377141449106,{'BTCUSDT': 6.938893903907228e-18},0.6287825879833613,-0.06357884471379348,0.7983450576855888,2024,
,{'BTCUSDT': -490.82659669140367},{'BTCUSDT': -0.15858784923456257},-0.14674469264373785,-0.4446684175482894,0.0,,BTC_SMA200,chronological compounded NAV,3346.879540568661,0.03598866885639191,2856.0529438772433,0.9999999999999999,0.017994325435523387,52.22766595492037,18.0,1.0,{'2025': -0.14665200547015025},0.0,0.0,1000,BTC_SMA200,0.0,0.3300092537554725,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.3070861059702386,0.017994343420868524,52.227279583265954,nominal,VALID,-0.15858784923456382,,9.0,17.994325435523386,52227.66595492036,{'BTCUSDT': 4.163336342344337e-17},-0.2210625148535896,-0.2546203240402112,-0.14665200547015025,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,1000.0,0.0,1000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,1000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,double,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 838.8889794337554},{'BTCUSDT': 0.6091615737257512},0.8396563864377269,3.718936758789831,0.0,,BTC_SMA200,chronological compounded NAV,1000.0,0.02396850130561622,1838.888979433756,0.9999999999999993,0.011984226708227373,15.601768984760076,6.0,1.0,{'2023': 0.8388889794337546},0.0,0.0,1000,BTC_SMA200,0.0,0.22577861386138687,72.83333333333333,0.0,1.0,0.6434374761136887,1.0,{},outer_oos,1.6853470728971456,0.011984274597388848,15.605249368751355,double,VALID,0.6091615737257531,0.6586134482675315,3.0,5.992113354113686,7800.884492380038,{'BTCUSDT': 7.632783294297951e-17},0.6683442967615392,-0.01427452807420618,0.8388889794337546,2023,
1.0,{'BTCUSDT': 1389.6456116354314},{'BTCUSDT': 0.562866773586257},0.7536746002481405,2.4288205816803066,0.0,,BTC_SMA200,chronological compounded NAV,1838.888979433756,0.047806027194261844,3228.5345910691813,0.9999999999999996,0.02390296583881417,56.94927329260718,12.0,1.0,{'2024': 0.7556984827128221},0.0,0.0,1000,BTC_SMA200,0.0,0.3103047651740226,12.5,0.0,1.0,0.5751716916762267,1.0,{},outer_oos,1.4214589638481379,0.023903061355447675,56.95528749329725,double,VALID,0.5628667735862498,0.6546978996248212,6.0,11.951482919407086,28474.636646303592,{'BTCUSDT': 1.0408340855860843e-16},0.5902352824535584,-0.07472601863108279,0.7556984827128221,2024,
,{'BTCUSDT': -570.8895332044376},{'BTCUSDT': -0.1945879332347863},-0.1769359140635468,-0.515433409827207,0.0,,BTC_SMA200,chronological compounded NAV,3228.5345910691813,0.07190550391684844,2657.645057864749,0.9999999999999992,0.03595268012468211,98.97399626116788,18.0,1.0,{'2025': -0.17682620926027198},0.0,0.0,1000,BTC_SMA200,0.0,0.343275990050514,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.41478796439080223,0.03595282379216632,98.97250448903823,double,VALID,-0.19458793323478268,,9.0,17.976340062341055,49486.99813058393,{'BTCUSDT': 1.7694179454963432e-16},-0.2486241061891417,-0.27811075402763635,-0.17682620926027198,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,1000.0,0.0,1000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,1000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,delayed,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 864.7774776520187},{'BTCUSDT': 0.6231417310452924},0.8655735520913421,3.8337269296140883,0.0,,BTC_SMA200,chronological compounded NAV,1000.0,0.011996222952130592,1864.7774776520212,0.9999999999999978,0.005998108478507781,7.878383405238664,6.0,1.0,{'2023': 0.8647774776520232},0.0,0.0,1000,BTC_SMA200,0.0,0.22577861386138753,72.83333333333333,0.0,1.0,0.635581433980639,1.0,{},outer_oos,1.7201613282878156,0.0059981144736228125,7.87926394036314,delayed,VALID,0.6231417310452985,0.6461961093188064,3.0,5.998108478507781,7878.383405238664,{'BTCUSDT': 2.706168622523819e-16},0.6918480096424873,-0.010360012737803504,0.8647774776520232,2023,
1.0,{'BTCUSDT': 1399.5936240221754},{'BTCUSDT': 0.5599253949596081},0.7485344970805996,2.3786255769356837,0.0,,BTC_SMA200,chronological compounded NAV,1864.7774776520212,0.023926892773375494,3264.3711016741913,1.0,0.011963440407952709,28.503531503994562,12.0,1.0,{'2024': 0.7505418961754227},0.0,0.0,1000,BTC_SMA200,0.0,0.3146920239733214,12.5,0.0,1.0,0.596787083073858,1.0,{},outer_oos,1.414002233484624,0.011963452365422785,28.50498810613692,delayed,VALID,0.5599253949596041,0.6563803328434611,6.0,11.963440407952708,28503.531503994564,{'BTCUSDT': 0.0},0.5855742276539289,-0.054269642542168525,0.7505418961754227,2024,
,{'BTCUSDT': -591.1211303108503},{'BTCUSDT': -0.19977217606257336},-0.18119474420840612,-0.542238699257954,0.0,,BTC_SMA200,chronological compounded NAV,3264.3711016741913,0.03598866885639236,2673.2499713633283,1.0,0.017994325435523387,50.77524509261448,18.0,1.0,{'2025': -0.18108269920895223},0.0,0.0,1000,BTC_SMA200,0.0,0.33416048035001666,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.4285026176614815,0.017994343420868975,50.77475552148283,delayed,VALID,-0.1997721760625772,,9.0,17.994325435523386,50775.24509261448,{'BTCUSDT': 0.0},-0.25251199579744776,-0.2745532840616085,-0.18108269920895223,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,10000.0,0.0,10000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,10000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,nominal,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 8610.88630496747},{'BTCUSDT': 0.6211616017258262},0.861880604982572,3.817370433108031,0.0,,BTC_SMA200,chronological compounded NAV,10000.0,0.011996222952130662,18610.886304967487,0.9999999999999983,0.005998108478507783,78.52033640954754,6.0,1.0,{'2023': 0.8610886304967469},0.0,0.0,10000,BTC_SMA200,0.0,0.22577861386138653,72.83333333333333,0.0,1.0,0.6416204538857401,1.0,{},outer_oos,1.715218882491781,0.00599811447362288,78.52910434528906,nominal,VALID,0.6211616017258276,0.6523294627857619,3.0,5.998108478507784,78520.33640954753,{'BTCUSDT': 2.275957200481571e-15},0.6884989563667885,-0.010321009168894653,0.8610886304967469,2023,
1.0,{'BTCUSDT': 14857.90910071932},{'BTCUSDT': 0.5868668295864061},0.7961836750759417,2.683342146909183,0.0,,BTC_SMA200,chronological compounded NAV,18610.886304967487,0.023926892773375476,33468.79540568685,1.0,0.011963440407952705,291.7937714144926,12.0,1.0,{'2024': 0.7983450576855939},0.0,0.0,10000,BTC_SMA200,0.0,0.2967134384979674,12.5,0.0,1.0,0.5707253853821814,1.0,{},outer_oos,1.4720240200542267,0.011963452365422773,291.8092129265649,nominal,VALID,0.5868668295864017,0.634739748421979,6.0,11.963440407952701,291793.77141449257,{'BTCUSDT': 1.1102230246251565e-16},0.6287825879833662,-0.06357884471379079,0.7983450576855939,2024,
,{'BTCUSDT': -4908.265966914078},{'BTCUSDT': -0.15858784923456248},-0.14674469264373677,-0.4446684175482878,0.0,,BTC_SMA200,chronological compounded NAV,33468.79540568685,0.035988668856391855,28560.529438772817,0.9999999999999991,0.01799432543552336,522.2766595492083,18.0,1.0,{'2025': -0.14665200547014776},0.0,0.0,10000,BTC_SMA200,0.0,0.3300092537554713,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.3070861059702365,0.0179943434208685,522.2727958326641,nominal,VALID,-0.15858784923456254,,9.0,17.99432543552336,522276.65954920824,{'BTCUSDT': 3.2751579226442118e-15},-0.22106251485358863,-0.2546203240402101,-0.14665200547014776,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,10000.0,0.0,10000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,10000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,double,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 8388.889794337536},{'BTCUSDT': 0.6091615737257515},0.8396563864377342,3.7189367587898636,0.0,,BTC_SMA200,chronological compounded NAV,10000.0,0.02396850130561624,18388.88979433753,1.0,0.011984226708227384,156.01768984760054,6.0,1.0,{'2023': 0.8388889794337573},0.0,0.0,10000,BTC_SMA200,0.0,0.22577861386138687,72.83333333333333,0.0,1.0,0.643437476113689,1.0,{},outer_oos,1.6853470728971538,0.011984274597388858,156.05249368751333,double,VALID,0.6091615737257571,0.6586134482675318,3.0,5.992113354113691,78008.84492380026,{'BTCUSDT': 0.0},0.6683442967615463,-0.014274528074202564,0.8388889794337573,2023,
1.0,{'BTCUSDT': 13896.456116354308},{'BTCUSDT': 0.5628667735862554},0.7536746002481554,2.4288205816803674,0.0,,BTC_SMA200,chronological compounded NAV,18388.88979433753,0.047806027194261774,32285.34591069186,0.9999999999999984,0.02390296583881413,569.492732926071,12.0,1.0,{'2024': 0.7556984827128386},0.0,0.0,10000,BTC_SMA200,0.0,0.31030476517402095,12.5,0.0,1.0,0.575171691676227,1.0,{},outer_oos,1.4214589638481574,0.023903061355447636,569.5528749329717,double,VALID,0.5628667735862583,0.6546978996248215,6.0,11.951482919407066,284746.3664630355,{'BTCUSDT': 3.6637359812630166e-15},0.5902352824535719,-0.07472601863107338,0.7556984827128386,2024,
,{'BTCUSDT': -5708.89533204438},{'BTCUSDT': -0.19458793323478601},-0.1769359140635506,-0.5154334098272174,0.0,,BTC_SMA200,chronological compounded NAV,32285.34591069186,0.07190550391684838,26576.45057864758,0.9999999999999986,0.035952680124682085,989.7399626116802,18.0,1.0,{'2025': -0.1768262092602748},0.0,0.0,10000,BTC_SMA200,0.0,0.34327599005051446,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.41478796439081744,0.0359528237921663,989.7250448903835,double,VALID,-0.1945879332347873,,9.0,17.976340062341045,494869.98130584013,{'BTCUSDT': 3.3861802251067274e-15},-0.24862410618914502,-0.27811075402763974,-0.1768262092602748,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,10000.0,0.0,10000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,10000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,delayed,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 8647.774776520182},{'BTCUSDT': 0.623141731045293},0.8655735520913295,3.833726929614038,0.0,,BTC_SMA200,chronological compounded NAV,10000.0,0.011996222952130623,18647.774776520124,1.0,0.005998108478507797,78.78383405238654,6.0,1.0,{'2023': 0.8647774776520087},0.0,0.0,10000,BTC_SMA200,0.0,0.2257786138613872,72.83333333333333,0.0,1.0,0.6355814339806402,1.0,{},outer_oos,1.7201613282877959,0.005998114473622828,78.79263940363131,delayed,VALID,0.6231417310452916,0.6461961093188077,3.0,5.998108478507798,78783.83405238653,{'BTCUSDT': 0.0},0.6918480096424751,-0.01036001273781109,0.8647774776520087,2023,
1.0,{'BTCUSDT': 13995.936240221687},{'BTCUSDT': 0.5599253949596089},0.7485344970805952,2.378625576935661,0.0,,BTC_SMA200,chronological compounded NAV,18647.774776520124,0.023926892773375494,32643.711016741774,1.0,0.011963440407952709,285.03531503994407,12.0,1.0,{'2024': 0.7505418961754173},0.0,0.0,10000,BTC_SMA200,0.0,0.3146920239733225,12.5,0.0,1.0,0.5967870830738569,1.0,{},outer_oos,1.4140022334846185,0.011963452365422785,285.0498810613676,delayed,VALID,0.5599253949596017,0.6563803328434599,6.0,11.963440407952707,285035.315039944,{'BTCUSDT': 0.0},0.5855742276539251,-0.054269642542171564,0.7505418961754173,2024,
,{'BTCUSDT': -5911.211303108506},{'BTCUSDT': -0.1997721760625737},-0.1811947442084072,-0.5422386992579566,0.0,,BTC_SMA200,chronological compounded NAV,32643.711016741774,0.035988668856392354,26732.499713633235,1.0,0.017994325435523383,507.7524509261427,18.0,1.0,{'2025': -0.1810826992089529},0.0,0.0,10000,BTC_SMA200,0.0,0.334160480350017,3.0,0.0,1.0,1.0,0.0,{},outer_oos,-0.4285026176614857,0.01799434342086897,507.74755521482626,delayed,VALID,-0.19977217606257852,,9.0,17.994325435523386,507752.45092614274,{'BTCUSDT': 0.0},-0.25251199579744915,-0.27455328406160956,-0.1810826992089529,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,100000.0,0.0,100000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,100000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,nominal,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 86222.36675756559},{'BTCUSDT': 0.6217712938618617},0.8630169030601016,3.822403230759217,0.0,,BTC_SMA200,chronological compounded NAV,100000.0,0.011997922667114701,186222.36675756573,0.9999999999999988,0.00599895791085848,785.4683596707113,6.0,1.0,{'2023': 0.8622236675756643},0.0,0.0,100000,BTC_SMA200,0.0,0.22577861386138653,72.83333333333333,1.0,1.0,0.6416204538857404,1.0,{},outer_oos,1.716737103695996,0.005998964756256222,785.556153061941,nominal,VALID,0.6217712938618687,0.6516898061346897,3.0,5.99895791085848,785468.3596707113,{'BTCUSDT': 1.5987211554602254e-14},0.6895294403370793,-0.009717012150158124,0.8622236675756643,2023,
1.0,{'BTCUSDT': 149143.73797800564},{'BTCUSDT': 0.5882813052062439},0.7987209171617784,2.7020121764655443,2.0,,BTC_SMA200,chronological compounded NAV,186222.36675756573,0.023933535807430645,335366.1047355709,0.9998798733003971,0.011966760601486166,2921.1323956236124,12.0,1.0,{'2024': 0.8008905727858573},0.0,0.0,100000,BTC_SMA200,0.0,0.2956022641639504,12.666666666666668,11.0,1.0,0.5707151520157799,1.0,{},outer_oos,1.4750490890875951,0.011966775205944483,2921.28738178124,nominal,VALID,0.5882813052062394,0.6322995300769234,6.0,11.966760601486166,2921132.3956236127,{'BTCUSDT': 0.003066120381321147},0.6310833636714284,-0.06138492436054677,0.8008905727858573,2024,
,{'BTCUSDT': -50957.52167420127},{'BTCUSDT': -0.16481090804182147},-0.15204167735762186,-0.4596670880244978,3.0,,BTC_SMA200,chronological compounded NAV,335366.1047355709,0.03597313419705239,284408.5830613699,0.9993361701725331,0.01798655922414332,5224.927451970409,18.0,1.0,{'2025': -0.15194595087175097},0.0,0.0,100000,BTC_SMA200,0.0,0.3307647671949897,3.0,16.0,1.0,1.0,0.0,{},outer_oos,-0.3261377251706194,0.017986574972909064,5224.886944262835,nominal,VALID,-0.164810908041822,,9.0,17.98655922414332,5224927.451970409,{'BTCUSDT': 0.016882673743372267},-0.22589813663797165,-0.2582156218216501,-0.15194595087175097,2025,
,{},{},0.0,0.0,0.0,,BTC_SMA200,chronological compounded NAV,100000.0,0.0,100000.0,1.0,0.0,0.0,0.0,1.0,{'2022': 0.0},0.0,0.0,100000,BTC_SMA200,0.0,0.0,0.0,0.0,,,0.0,{},outer_oos,0.0,0.0,0.0,double,VALID,0.0,,0.0,0.0,0.0,{},0.0,0.0,0.0,2022,
1.0,{'BTCUSDT': 83999.75943545345},{'BTCUSDT': 0.6097642642040265},0.8407662238780738,3.723852359170965,0.0,,BTC_SMA200,chronological compounded NAV,100000.0,0.023973763128109244,183999.7594354532,0.9999999999999998,0.011986854985929109,1560.6959606221808,6.0,1.0,{'2023': 0.8399975943545366},0.0,0.0,100000,BTC_SMA200,0.0,0.2257786138613863,72.83333333333333,1.0,1.0,0.6434374761136887,1.0,{},outer_oos,1.686855167233167,0.011986908142180137,1561.0444466215608,double,VALID,0.6097642642040304,0.6579624752974237,3.0,5.993427492964554,780347.9803110904,{'BTCUSDT': 8.881784197001252e-16},0.6693507841564603,-0.013679854502167922,0.8399975943545366,2023,
1.0,{'BTCUSDT': 139410.9488906557},{'BTCUSDT': 0.5639886081099117},0.7556390009416425,2.44601339520595,2.0,,BTC_SMA200,chronological compounded NAV,183999.7594354532,0.047828879632287304,323410.7083261094,0.9998862685403924,0.023914385078835667,5700.795878307398,12.0,1.0,{'2024': 0.7576691910815292},0.0,0.0,100000,BTC_SMA200,0.0,0.30892676320687895,12.583333333333334,9.0,1.0,0.5751033929741343,1.0,{},outer_oos,1.4238578862625257,0.02391449455345164,5701.399130883025,double,VALID,0.5639886081099126,0.6524266606850291,6.0,11.957192539417834,2850397.939153699,{'BTCUSDT': 0.0028502118469735382},0.5920166045364812,-0.07288112550425864,0.7576691910815292,2024,
,{'BTCUSDT': -58629.41795949836},{'BTCUSDT': -0.20001889245062524},-0.1813968702964672,-0.5273173196361114,3.0,,BTC_SMA200,chronological compounded NAV,323410.7083261094,0.07189534077247789,264781.2903666086,0.9994307188359954,0.035947604089344186,9900.429310515967,18.0,1.0,{'2025': -0.18128471460624052},0.0,0.0,100000,BTC_SMA200,0.0,0.3439994544871856,3.0,14.0,1.0,1.0,0.0,{},outer_oos,-0.43143444649103446,0.0359477366831337,9900.273995657339,double,VALID,-0.20001889245063167,,9.0,17.973802044672087,4950214.655257983,{'BTCUSDT': 0.013767292823872568},-0.2526965168726285,-0.28112847805833446,-0.18128471460624052,2025,
