date,strategy_return,base_return,btc_return,equity,executed_regime,executed_position,base_strength_lb,baseline_is_weak,candidate_close,candidate_return,cand_fast_ma,cand_slow_ma,cand_risk_ma,cand_ret_lb,cand_vol,candidate_trend_ok,candidate_risk_off,candidate_signal_raw,candidate_signal,candidate_execute
2018-05-04,0.0,0.0,-0.0036933333333333,1.0,CASH,CASH,,False,785.99,0.0,,,,,,False,False,False,False,False
2018-05-05,0.0,0.0,0.0154426759755774,1.0,BASE,0.0,,False,819.5,0.04263413020521889,,,,,,False,False,False,False,False
2018-05-06,0.0,0.0,-0.0207816301703163,1.0,BASE,0.0,,False,794.3,-0.030750457596095182,,,,,,False,False,False,False,False
2018-05-07,0.0,0.0,-0.0304389373238044,1.0,BASE,0.0,,False,752.49,-0.05263754249024288,,,,,,False,False,False,False,False
2018-05-08,0.0,0.0,-0.0189471436198612,1.0,BASE,0.0,,False,748.99,-0.004651224600991322,,,,,,False,False,False,False,False
2018-05-09,0.0,0.0,0.0133267156894758,1.0,BASE,0.0,,False,751.75,0.003684962416053539,,,,,,False,False,False,False,False
2018-05-10,0.0,0.0,-0.0330612244897958,1.0,BASE,0.0,,False,722.52,-0.03888260724975057,,,,,,False,False,False,False,False
2018-05-11,0.0,0.0,-0.0668947590588967,1.0,BASE,0.0,,False,676.96,-0.06305707800476101,,,,,,False,False,False,False,False
2018-05-12,0.0,0.0,0.0078500000000001,1.0,BASE,0.0,,False,684.11,0.010561923895060277,,,,,,False,False,False,False,False
2018-05-13,0.0,0.0,0.0252505923736761,1.0,BASE,0.0,,False,729.08,0.06573504261010665,,,,,,False,False,False,False,False
2018-05-14,0.0,0.0,-0.0018860077122391,1.0,BASE,0.0,,False,727.49,-0.0021808306358699348,,,,,,False,False,False,False,False
2018-05-15,0.0,0.0,-0.0232404592224245,1.0,BASE,0.0,,False,704.91,-0.03103822732958539,,,,,,False,False,False,False,False
2018-05-16,0.0,0.0,-0.0155991491373197,1.0,BASE,0.0,,False,706.29,0.0019576967272416645,,,,,,False,False,False,False,False
2018-05-17,0.0,0.0,-0.0346386554621849,1.0,BASE,0.0,,False,667.62,-0.05475088136601103,,,,,,False,False,False,False,False
2018-05-18,0.0,0.0,0.0246659188754281,1.0,BASE,0.0,,False,692.6,0.037416494412989554,,,,,,False,False,False,False,False
2018-05-19,0.0,0.0,-0.0007670079771256,1.0,BASE,0.0,,False,697.0,0.006352873231302292,,,,,,False,False,False,False,False
2018-05-20,0.0,0.0,0.0356458804225181,1.0,BASE,0.0,,False,716.16,0.027489239598278203,,,,,,False,False,False,False,False
2018-05-21,0.0,0.0,-0.017091631503768,1.0,BASE,0.0,,False,696.7,-0.027172698838248355,,,,,,False,False,False,False,False
2018-05-22,0.0,0.0,-0.0482184020502932,1.0,BASE,0.0,,False,640.99,-0.07996268121142536,,,,,,False,False,False,False,False
2018-05-23,0.0,0.0,-0.0595654315911401,1.0,BASE,0.0,,False,577.19,-0.09953353406449394,714.632,,,,,False,False,False,False,False
2018-05-24,0.0,0.0,0.0097388012450096,1.0,BASE,0.0,,False,602.18,0.04329596839862071,705.4415,,,,,False,False,False,False,False
2018-05-25,0.0,0.0,-0.0155788573216405,1.0,BASE,0.0,,False,585.55,-0.02761632734398356,693.744,,,,,False,False,False,False,False
2018-05-26,0.0,0.0,-0.016499932948907,1.0,BASE,0.0,,False,586.0,0.0007685082401163168,683.3290000000001,,,,,False,False,False,False,False
2018-05-27,0.0,0.0,0.0006858504818678,1.0,BASE,0.0,,False,570.4,-0.02662116040955631,674.2245,,,,,False,False,False,False,False
2018-05-28,0.0,0.0,-0.0327006849716378,1.0,BASE,0.0,,False,511.5,-0.1032608695652174,662.35,,,,,False,False,False,False,False
2018-05-29,0.0,0.0,0.0510339484434427,1.0,BASE,0.0,,False,567.36,0.10920821114369494,653.1305,,,,,False,False,False,False,False
2018-05-30,0.0,0.0,-0.0114363602004479,1.0,BASE,0.0,,False,557.19,-0.01792512690355319,644.864,,,,,False,False,False,False,False
2018-05-31,0.0,0.0,0.0147845161850119,1.0,BASE,0.0,,False,577.81,0.037007125038137634,639.9064999999999,,,,,False,False,False,False,False
2018-06-01,0.0,0.0,0.0048096128128085,1.0,BASE,0.0,,False,579.0,0.002059500527855196,634.651,,,,,False,False,False,False,False
2018-06-02,0.0,0.0,0.0158250022270944,1.0,BASE,0.0,0.0,True,590.85,0.020466321243523433,627.7394999999999,,,,0.046417564635647675,False,True,False,False,False
2018-06-03,0.0,0.0,0.0097159304348282,1.0,BASE,0.0,0.0,True,619.66,0.04876026064144856,622.348,,,-0.21161846842835152,0.047523065505493484,False,True,False,False,False
2018-06-04,0.0,0.0,-0.0294597278287224,1.0,BASE,0.0,0.0,True,591.02,-0.04621889423232095,616.6535,,,-0.27880414887126304,0.047119792354730926,False,True,False,False,False
2018-06-05,0.0,0.0,0.0184319487110993,1.0,BASE,0.0,0.0,True,609.05,0.030506581841561964,611.7915,,,-0.23322422258592468,0.04748987162112738,False,True,False,False,False
2018-06-06,0.0,0.0,0.0044380327868853,1.0,BASE,0.0,0.0,True,607.4,-0.0027091371808554143,608.7805000000001,,,-0.19281319353081106,0.04675415675248831,False,True,False,False,False
2018-06-07,0.0,0.0,0.0042095147568039,1.0,BASE,0.0,0.0,True,605.16,-0.0036878498518274627,604.4085,,,-0.19203193634093918,0.046755410047837086,False,True,False,False,False
2018-06-08,0.0,0.0,-0.0113950186449758,1.0,BASE,0.0,0.0,True,598.68,-0.010707911957168359,599.4925,,,-0.20361822414366482,0.046727628594720495,False,True,False,False,False
2018-06-09,0.0,0.0,-0.0146920341319192,1.0,BASE,0.0,0.0,True,592.87,-0.009704683637335343,593.328,,,-0.17944139954603333,0.04634470332236596,False,True,False,False,False
2018-06-10,0.0,0.0,-0.097005631543048,1.0,BASE,0.0,0.0,True,524.11,-0.11597820770151968,584.6985000000001,,,-0.2257888206097849,0.04940841792296248,False,True,False,False,False
2018-06-11,0.0,0.0,0.015818205200599,1.0,BASE,0.0,0.0,True,531.69,0.014462612810288045,579.2334999999999,,,-0.22280042683194212,0.049460224505227184,False,True,False,False,False
2018-06-12,0.0,0.0,-0.04976717112922,1.0,BASE,0.0,0.0,True,493.0,-0.07276796629615012,575.024,,,-0.3238053437208537,0.04890532935083027,False,True,False,False,False
2018-06-13,0.0,0.0,-0.0363277182235834,1.0,BASE,0.0,0.0,True,475.47,-0.0355578093306288,568.6885,,,-0.34642400582825883,0.049054720454643916,False,True,False,False,False
2018-06-14,0.0,0.0,0.0545386935503862,1.0,BASE,0.0,0.0,True,519.29,0.09216144025911199,565.3754999999999,,,-0.26332439602218727,0.052402707607738845,False,True,False,False,False
2018-06-15,0.0,0.0,-0.0372333852724089,1.0,BASE,0.0,0.0,True,487.48,-0.06125671590055648,560.4495,,,-0.3098019227229608,0.05319505318588323,False,True,False,False,False
2018-06-16,0.0,0.0,0.0148820610746764,1.0,BASE,0.0,0.0,True,496.74,0.018995651103635103,556.7665,,,-0.2559539858003056,0.0528120849367227,False,True,False,False,False
2018-06-17,0.0,0.0,-0.0053007566340426,1.0,BASE,0.0,0.0,True,497.14,0.0008052502315094578,556.0485,,,-0.2822119549523535,0.05215842935280512,False,True,False,False,False
2018-06-18,0.0,0.0,0.0407544022041643,1.0,BASE,0.0,0.0,True,517.95,0.041859435973770065,553.5780000000001,,,-0.2568866571018651,0.052904762771504875,False,True,False,False,False
2018-06-19,0.0,0.0,0.0042830795267307,1.0,BASE,0.0,0.0,True,537.97,0.0386523795733178,552.617,,,-0.24881311438784626,0.053194540612106246,False,True,False,False,False
2018-06-20,0.0,0.0,0.0030113288267239,1.0,BASE,0.0,0.0,True,536.49,-0.002751082774132385,550.551,,,-0.22995550452131486,0.05308250669082045,False,True,False,False,False
2018-06-21,0.0,0.0,-0.0063107205343185,1.0,BASE,0.0,0.0,True,526.18,-0.019217506384089256,547.9100000000001,,,-0.17911355871386458,0.051401898132849774,False,True,False,False,False
2018-06-22,0.0,0.0,-0.1002911216817189,1.0,BASE,0.0,0.0,True,462.09,-0.12180242502565664,541.472,,,-0.1994144042689584,0.05289760019443804,False,True,False,False,False
2018-06-23,0.0,0.0,0.0173664185277087,1.0,BASE,0.0,0.0,True,473.41,0.02449739228288883,534.1595,,,-0.21383971569962457,0.05241960129931876,False,True,False,False,False
