date,strategy_return,base_return,btc_return,equity,executed_regime,executed_position,base_strength_lb,baseline_is_weak,candidate_close,candidate_return,cand_fast_ma,cand_slow_ma,cand_risk_ma,cand_ret_lb,cand_vol,candidate_trend_ok,candidate_risk_off,candidate_signal_raw,candidate_signal,candidate_execute
2018-05-04,0.0,0.0,-0.0036933333333333,1.0,CASH,CASH,,False,14.3622,0.0,,,,,,False,False,False,False,False
2018-05-05,0.0,0.0,0.0154426759755774,1.0,BASE,0.0,,False,14.4468,0.00589046246396796,,,,,,False,False,False,False,False
2018-05-06,0.0,0.0,-0.0207816301703163,1.0,BASE,0.0,,False,14.012,-0.030096630395658464,,,,,,False,False,False,False,False
2018-05-07,0.0,0.0,-0.0304389373238044,1.0,BASE,0.0,,False,13.71,-0.02155295461033402,,,,,,False,False,False,False,False
2018-05-08,0.0,0.0,-0.0189471436198612,1.0,BASE,0.0,,False,13.4981,-0.015455871626549933,,,,,,False,False,False,False,False
2018-05-09,0.0,0.0,0.0133267156894758,1.0,BASE,0.0,,False,14.6417,0.08472303509382795,,,,,,False,False,False,False,False
2018-05-10,0.0,0.0,-0.0330612244897958,1.0,BASE,0.0,,False,13.7957,-0.057780175799258315,,,,,,False,False,False,False,False
2018-05-11,0.0,0.0,-0.0668947590588967,1.0,BASE,0.0,,False,12.9884,-0.05851823394246036,,,,,,False,False,False,False,False
2018-05-12,0.0,0.0,0.0078500000000001,1.0,BASE,0.0,,False,12.9319,-0.004350035416217479,,,,,,False,False,False,False,False
2018-05-13,0.0,0.0,0.0252505923736761,1.0,BASE,0.0,,False,13.1515,0.01698126338743733,,,,,,False,False,False,False,False
2018-05-14,0.0,0.0,-0.0018860077122391,1.0,BASE,0.0,,False,12.8388,-0.023776755503174485,,,,,,False,False,False,False,False
2018-05-15,0.0,0.0,-0.0232404592224245,1.0,BASE,0.0,,False,12.5389,-0.02335888089229532,,,,,,False,False,False,False,False
2018-05-16,0.0,0.0,-0.0155991491373197,1.0,BASE,0.0,,False,12.2901,-0.019842250915152015,,,,,,False,False,False,False,False
2018-05-17,0.0,0.0,-0.0346386554621849,1.0,BASE,0.0,,False,12.3777,0.007127688139233923,,,,,,False,False,False,False,False
2018-05-18,0.0,0.0,0.0246659188754281,1.0,BASE,0.0,,False,15.1363,0.22286854585262206,,,,,,False,False,False,False,False
2018-05-19,0.0,0.0,-0.0007670079771256,1.0,BASE,0.0,,False,14.33,-0.05326929302405481,,,,,,False,False,False,False,False
2018-05-20,0.0,0.0,0.0356458804225181,1.0,BASE,0.0,,False,14.1666,-0.01140265177948352,,,,,,False,False,False,False,False
2018-05-21,0.0,0.0,-0.017091631503768,1.0,BASE,0.0,,False,14.6996,0.03762370646450086,,,,,,False,False,False,False,False
2018-05-22,0.0,0.0,-0.0482184020502932,1.0,BASE,0.0,,False,13.888,-0.05521238673161177,,,,,,False,False,False,False,False
2018-05-23,0.0,0.0,-0.0595654315911401,1.0,BASE,0.0,,False,12.4998,-0.09995679723502304,13.615205,,,,,False,False,False,False,False
2018-05-24,0.0,0.0,0.0097388012450096,1.0,BASE,0.0,,False,13.0288,0.042320677130833984,13.548535000000001,,,,,False,False,False,False,False
2018-05-25,0.0,0.0,-0.0155788573216405,1.0,BASE,0.0,,False,13.0129,-0.001220373326783708,13.47684,,,,,False,False,False,False,False
2018-05-26,0.0,0.0,-0.016499932948907,1.0,BASE,0.0,,False,12.7888,-0.017221372637920784,13.41568,,,,,False,False,False,False,False
2018-05-27,0.0,0.0,0.0006858504818678,1.0,BASE,0.0,,False,12.6046,-0.014403227824346332,13.360409999999998,,,,,False,False,False,False,False
2018-05-28,0.0,0.0,-0.0327006849716378,1.0,BASE,0.0,,False,11.9179,-0.05448011043587264,13.2814,,,,,False,False,False,False,False
2018-05-29,0.0,0.0,0.0510339484434427,1.0,BASE,0.0,,False,12.6073,0.05784576141769948,13.17968,,,,,False,False,False,False,False
2018-05-30,0.0,0.0,-0.0114363602004479,1.0,BASE,0.0,,False,12.6199,0.0009994209703900747,13.12089,,,,,False,False,False,False,False
2018-05-31,0.0,0.0,0.0147845161850119,1.0,BASE,0.0,,False,14.2,0.12520701431865544,13.18147,,,,,False,False,False,False,False
2018-06-01,0.0,0.0,0.0048096128128085,1.0,BASE,0.0,,False,14.2888,0.006253521126760697,13.249315000000001,,,,,False,False,False,False,False
2018-06-02,0.0,0.0,0.0158250022270944,1.0,BASE,0.0,0.0,True,14.6732,0.02690218912714859,13.325400000000002,,,,0.060391908858906926,False,True,False,False,False
2018-06-03,0.0,0.0,0.0097159304348282,1.0,BASE,0.0,0.0,True,14.6995,0.0017923833928523702,13.418434999999999,,,0.023485259918397006,0.06039036368325694,False,True,False,False,False
2018-06-04,0.0,0.0,-0.0294597278287224,1.0,BASE,0.0,0.0,True,14.2636,-0.02965406986632202,13.50467,,,-0.012681008943156935,0.060660063017023216,False,True,False,False,False
