asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,suspended_until_rebalance_idx,incumbent_asset_before,selected_asset,keep_reason
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
NEO,-17.736205708177955,-17.736205708177955,-12.732407641013255,7,-1e+18,False,phase67d_weekly_challenger_base,2019-05-04,2019-05-11,-17.736205708177955,True,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
NEO,-20.440631736876718,-20.440631736876718,-12.732407641013255,7,-1e+18,False,phase67d_weekly_challenger_base,2019-05-11,2019-05-18,-20.124625225077963,True,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,0.0,False,-1,,,best_passed
NEO,-21.546427781668463,-21.546427781668463,-11.239371623814309,7,-1e+18,False,phase67d_weekly_challenger_base,2019-05-18,2019-05-25,-17.403944697963517,True,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,0.0,False,-1,,,best_passed
NEO,-21.546427781668463,-21.546427781668463,-11.239371623814309,7,-1e+18,False,phase67d_weekly_challenger_base,2019-05-25,2019-06-01,-5.009417011121563,True,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,-1,,,best_passed
NEO,-21.546427781668463,-17.403944697963425,-11.239371623814309,7,-100.8854204643564,False,phase67d_weekly_challenger_base,2019-06-01,2019-06-08,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,-1,,,best_passed
NEO,-21.546427781668463,-18.987115768930508,-11.239371623814309,7,-107.21810474822473,False,phase67d_weekly_challenger_base,2019-06-08,2019-06-15,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,-1,,,best_passed
NEO,-24.034715008786712,4.973799150320701e-14,-11.239371623814309,7,-35.00207251317987,False,phase67d_weekly_challenger_base,2019-06-15,2019-06-22,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,-1,,,best_passed
NEO,-27.50369564716695,0.0,-11.239371623814309,7,-40.20554347075043,False,phase67d_weekly_challenger_base,2019-06-22,2019-06-29,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-06-29,2019-07-06,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,-1,,,best_passed
BCH,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,-1,,,best_passed
ICP,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,-1,,,best_passed
STX,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,-1,,,best_passed
XTZ,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,-1,,,best_passed
NEO,-28.529907817433497,0.0,-7.744952557087492,7,-41.74486172615025,False,phase67d_weekly_challenger_base,2019-07-06,2019-07-13,0.0,False,3,,,best_passed
APT,0.0,0.0,0.0,0,0.0,False,phase67d_weekly_challenger_base,2019-07-13,2019-07-20,0.0,False,-1,,,best_passed
