date,base_return,btc_return,btc_close,base_selected_symbol,base_strength_lb,base_is_weak,signal_regime,signal_position,executed_regime,executed_position,strategy_return,equity,btc_fast_ma,btc_slow_ma,btc_risk_ma,btc_ret_lb,btc_vol,btc_trend_ok,risk_off,btc_preference
2018-05-04,0.0,-0.0036933333333333263,9713.99,0.0,,False,BASE,0.0,CASH,CASH,0.0,1.0,,,,,,False,False,False
2018-05-05,0.0,0.015442675975577469,9864.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-06,0.0,-0.020781630170316312,9659.01,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-07,0.0,-0.030438937323804427,9365.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-08,0.0,-0.018947143619861273,9187.56,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-09,0.0,0.013326715689475854,9310.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-10,0.0,-0.03306122448979587,9002.2,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-11,0.0,-0.06689475905889675,8400.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-12,0.0,0.007850000000000135,8465.94,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-13,0.0,0.025250592373676106,8679.71,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-14,0.0,-0.0018860077122391239,8663.34,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-15,0.0,-0.02324045922242457,8462.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-16,0.0,-0.015599149137319746,8330.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-17,0.0,-0.03463865546218492,8041.46,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-18,0.0,0.024665918875428128,8239.81,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-19,0.0,-0.0007670079771256999,8233.49,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-20,0.0,0.03564588042251815,8526.98,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-21,0.0,-0.017091631503768023,8381.24,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-22,0.0,-0.04821840205029326,7977.11,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,,,,,,False,False,False
2018-05-23,0.0,-0.05956543159114014,7501.95,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8700.2395,,,,0.02761750936516439,False,False,False
2018-05-24,0.0,0.009738801245009698,7575.01,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8593.2905,,,,0.027987560645199194,False,False,False
2018-05-25,0.0,-0.015578857321640549,7457.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8472.9405,,,,0.02727646709872242,False,False,False
2018-05-26,0.0,-0.01649993294890706,7333.96,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8356.688,,,,0.027235338288986007,False,False,False
2018-05-27,0.0,0.0006858504818678668,7338.99,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8255.3875,,,,0.02710031334537344,False,False,False
2018-05-28,0.0,-0.032700684971637806,7099.0,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8150.9595,,,,0.0274467255043577,False,False,False
2018-05-29,0.0,0.05103394844344278,7461.29,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,8058.524,,,,0.03029814030324372,False,False,False
2018-05-30,0.0,-0.011436360200447915,7375.96,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,7977.2119999999995,,,,0.02985792715690733,False,False,False
2018-05-31,0.0,0.014784516185011976,7485.01,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,7931.4625,,,,0.027189855332766737,False,False,False
2018-06-01,0.0,0.004809612812808561,7521.01,0.0,,False,BASE,0.0,BASE,0.0,0.0,1.0,7884.2159999999985,,,,0.027123889639267453,False,False,False
2018-06-02,0.0,0.015825002227094487,7640.03,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7832.231999999999,,,,0.02666294237160941,False,False,False
2018-06-03,0.0,0.009715930434828213,7714.26,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7784.778,,,-0.2058608254692459,0.02687156819986678,False,False,False
2018-06-04,0.0,-0.029459727828722415,7487.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7736.028,,,-0.24097729115977295,0.02711089262967503,False,False,False
2018-06-05,0.0,0.018431948711099322,7625.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7700.778,,,-0.21058162275429881,0.027503340989370913,False,False,False
2018-06-06,0.0,0.004438032786885371,7658.84,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7681.647,,,-0.182184730379071,0.026633830996628367,False,False,False
2018-06-07,0.0,0.004209514756803978,7691.08,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7654.210500000001,,,-0.1628811131573562,0.02597174146987433,False,False,False
2018-06-08,0.0,-0.01139501864497583,7603.44,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7622.7080000000005,,,-0.18330397422126754,0.026027240457462256,False,False,False
2018-06-09,0.0,-0.014692034131919218,7491.73,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7570.9455,,,-0.16778898491479877,0.024496211436944023,False,False,False
2018-06-10,0.0,-0.09700563154304809,6764.99,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7490.132999999999,,,-0.19464404761904763,0.031477993838352675,False,False,False
2018-06-11,0.0,0.015818205200599067,6872.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7434.8775,,,-0.18827678911024648,0.030689262519594813,False,False,False
2018-06-12,0.0,-0.04976717112922002,6530.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7386.279999999999,,,-0.24767071710921207,0.02991369952339891,False,False,False
2018-06-13,0.0,-0.036327718223583494,6292.78,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7322.1685,,,-0.2736311861245202,0.030348706714758138,False,False,False
2018-06-14,0.0,0.05453869355038621,6635.98,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7281.1175,,,-0.21579059324036876,0.03326759474420429,False,False,False
2018-06-15,0.0,-0.037233385272408936,6388.9,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7233.864499999999,,,-0.23302521008403365,0.03391869234268092,False,False,False
2018-06-16,0.0,0.01488206107467649,6483.98,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7191.114,,,-0.19368124693774524,0.03420450737072448,False,False,False
2018-06-17,0.0,-0.005300756634042614,6449.61,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7158.644499999999,,,-0.21726229124215246,0.03363464288352766,False,False,False
2018-06-18,0.0,0.040754402204164375,6712.46,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7121.2029999999995,,,-0.18473697059205751,0.03285610736257944,False,False,False
2018-06-19,0.0,0.004283079526730793,6741.21,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7089.4655,,,-0.2094258459618763,0.03287406444626878,False,False,False
2018-06-20,0.0,0.003011328826723947,6761.51,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7053.2905,,,-0.19325660642100684,0.0326381634867989,False,False,False
2018-06-21,0.0,-0.006310720534318581,6718.84,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,7013.182000000001,,,-0.15773506946751392,0.032569084627762035,False,False,False
2018-06-22,0.0,-0.10029112168171894,6045.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6933.4305,,,-0.19420950552856253,0.03818971231127645,False,False,False
2018-06-23,0.0,0.017366418527708705,6149.98,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6855.2164999999995,,,-0.18812252393066153,0.03843169291857389,False,False,False
2018-06-24,0.0,-0.002115454033996711,6136.97,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6787.714999999999,,,-0.177018908408207,0.03821876496359535,False,False,False
2018-06-25,0.0,0.018743777466730283,6252.0,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6719.065,,,-0.14752739311367935,0.038230069829188126,False,False,False
2018-06-26,0.0,-0.02898592450415871,6070.78,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6639.661999999999,,,-0.17280443221751218,0.0383312947686105,False,False,False
2018-06-27,0.0,0.010369342983932883,6133.73,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6561.794500000001,,,-0.1359726722073532,0.03847506277009015,False,False,False
2018-06-28,0.0,-0.04560846336568447,5853.98,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6474.3215,,,-0.21541985367141614,0.039230763203675426,False,False,False
2018-06-29,0.0,0.0587531901373084,6197.92,0.0,0.0,True,BASE,0.0,BASE,0.0,0.0,1.0,6409.630999999999,,,-0.1597134474698887,0.042153614093075886,False,False,False
