model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,mode,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,delta_vs_phase66f_soft_filters_cagr_pct,delta_vs_phase66f_soft_filters_max_drawdown_pct,delta_vs_phase66f_soft_filters_since2021_cagr_pct,delta_vs_phase66f_soft_filters_since2023_cagr_pct,delta_vs_phase66f_soft_filters_since2025_cagr_pct,unique_selected_assets,selected_days_pct,decision_count,selection_count,switch_count,asset_suspensions_total,delta_vs_phase66g_core_cagr_pct,delta_vs_phase66g_core_max_drawdown_pct,delta_vs_phase66g_core_since2021_cagr_pct,delta_vs_phase66g_core_since2023_cagr_pct,delta_vs_phase66g_core_since2025_cagr_pct,weak_base_lb,weak_base_threshold,cooldown_days,candidate_risk_buffer,candidate_ret_min,candidate_assets_loaded,failed_assets_count,switch_count_change_pct,passes_success_rule
phase66g_production_soft_filters,2874,39296.1912742702,113.7225092735274,-23.60003299555694,1.6083883573961415,2.1563792516361047,41.8580375782881,8.350730688935283,48.8517745302714,0.9394572025052192,839,1982.7255932256917,79.20755577328669,-23.600032995556877,1478.713121197864,136.46465018842804,-23.600032995556894,149.9093451554409,113.89699075216568,-20.80923724935961,baseline_66g,12.131486702039451,9.858122034397478,10.98791017562246,10.786120933123655,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4.0,9.394572025052192,359.0,45.0,14.0,444.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,False
phase66i_core_permission_F,2874,34159.943276685655,109.96173849452377,-23.60003299555694,1.582065915786725,2.1106729646661506,41.8580375782881,8.350730688935283,49.02574808629088,0.7654836464857342,840,1711.1918532443276,74.46162126349027,-23.600032995556873,1272.8896178276561,126.38269195713998,-23.600032995556898,149.9093451554409,113.89699075216568,-20.80923724935961,phase66i_core_permission_F,,,,,,,,,,,4.0,10.647181628392484,359.0,51.0,14.0,342.0,-3.7607707790036216,0.0,-4.745934509796413,-10.081958231288056,0.0,30.0,0.02,3.0,0.12,0.12,9.0,0.0,0.0,False
phase66i_core_permission_C,2874,34132.68944875333,109.94050432269526,-25.866176348777405,1.5863924681182469,2.1156839213388396,41.8580375782881,8.455114822546973,49.373695198329855,0.31315240083507306,845,1962.0271442969479,78.86398156002099,-25.86617634877737,1463.0236261349892,135.7291275849739,-25.866176348777348,149.9093451554409,113.89699075216568,-20.80923724935961,phase66i_core_permission_C,,,,,,,,,,,3.0,4.175365344467641,359.0,20.0,7.0,294.0,-3.782004950832132,-2.266143353220464,-0.3435742132656969,-0.7355226034541431,0.0,30.0,0.02,3.0,0.07,0.16999999999999998,9.0,0.0,-50.0,False
phase66i_core_permission_E,2874,33450.72626684047,109.40430454705692,-25.866176348777405,1.5814977965313062,2.1107073477045586,41.8580375782881,8.350730688935283,49.373695198329855,0.41753653444676403,846,1920.9486717854481,78.17378330901138,-25.86617634877737,1431.8860035102823,134.25421425252094,-25.866176348777348,149.9093451554409,113.89699075216568,-20.80923724935961,phase66i_core_permission_E,,,,,,,,,,,3.0,4.801670146137787,359.0,23.0,7.0,312.0,-4.318204726470469,-2.266143353220464,-1.0337724642753017,-2.2104359359070997,0.0,30.0,0.02,3.0,0.020000000000000004,0.16999999999999998,9.0,0.0,-50.0,False
phase66i_core_permission_D,2874,29669.629012047426,106.24628364060689,-25.866176348777405,1.5597777222955986,2.0698617233678394,41.8580375782881,8.455114822546973,49.54766875434934,0.13917884481558804,846,1693.1919486018423,74.12714588932423,-25.86617634877737,1259.2456285609821,125.67852925530438,-25.866176348777348,149.9093451554409,113.89699075216568,-20.80923724935961,phase66i_core_permission_D,,,,,,,,,,,2.0,2.5052192066805845,359.0,12.0,6.0,264.0,-7.476225632920503,-2.266143353220464,-5.08040988396246,-10.786120933123655,0.0,30.0,0.02,3.0,0.12,0.16999999999999998,9.0,0.0,-57.14285714285714,False
phase66i_core_permission_A,2874,32842.626662143484,108.91809555996805,-25.866176348777405,1.5771370538485499,2.107261788269918,41.8580375782881,8.350730688935283,49.33890048712596,0.4523312456506611,848,1884.3194173647976,77.54871484182564,-25.86617634877737,1404.1209034118037,132.92154906921914,-25.866176348777348,145.3797927162347,110.67378596686241,-20.80923724935961,phase66i_core_permission_A,,,,,,,,,,,4.0,4.592901878914405,359.0,22.0,10.0,390.0,-4.804413713559342,-2.266143353220464,-1.658840931461043,-3.543101119208899,-3.223204785303267,30.0,0.02,3.0,0.020000000000000004,0.13999999999999999,9.0,0.0,-28.57142857142857,False
phase66i_core_permission_B,2874,32842.626662143484,108.91809555996805,-25.866176348777405,1.5771370538485499,2.107261788269918,41.8580375782881,8.350730688935283,49.33890048712596,0.4523312456506611,848,1884.3194173647976,77.54871484182564,-25.86617634877737,1404.1209034118037,132.92154906921914,-25.866176348777348,145.3797927162347,110.67378596686241,-20.80923724935961,phase66i_core_permission_B,,,,,,,,,,,4.0,7.515657620041753,359.0,36.0,12.0,354.0,-4.804413713559342,-2.266143353220464,-1.658840931461043,-3.543101119208899,-3.223204785303267,30.0,0.02,3.0,0.07,0.13999999999999999,9.0,0.0,-14.285714285714285,False
