candidate_id,run_dir,final_score,promotion_recommendation,cagr_uplift_pct,since2023_uplift_pct,since2025_uplift_pct,max_drawdown_worsening_pct,switch_count_over_baseline,complexity_level,robustness_level,suspicious_uplift_flag,suspicious_uplift_hard_fail,reason_codes,applied_scoring_overrides,applied_promotion_overrides,executed_at
phase70_golden_path_harness,C:\Users\benda\Desktop\market_regime_v1\research_os\runs\run_20260330_111240_phase70_golden_path_harness,3.5908,promote_to_precheck,12.5,0.0,10.1,3.2,0.0,low,strong,1,0,warning_suspicious_instability|promotion_recommendation:promote_to_precheck,golden_path_harness,golden_path_harness,2026-03-31 07:46:31 UTC
