asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,downside_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,reentry_blocked,persistence_passes,persistence_ok,core_asset_today,core_is_bnb,required_recent_delta_pct,promotion_ok,suspended_until_rebalance_idx,reentry_blocked_until_rebalance_idx,incumbent_asset_before,selected_asset,keep_reason,dropped_assets
DOGE,-2.891303798640976,-1.3416351641835633,-1.9244747918184313,-3.4282604752403523,7,-1e+18,False,phase67h_drop_xtz,2019-12-07,2019-12-14,-1.3416351641835633,True,False,0,False,CASH,False,2.0,False,31,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-14,2019-12-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-14,2019-12-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-14,2019-12-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-14,2019-12-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,-28.529907817433497,0.0,-7.744952557087492,0.0,7,-1e+18,False,phase67h_drop_xtz,2019-12-14,2019-12-21,0.0,False,False,0,False,CASH,False,2.0,False,3,-1,,,best_passed,XTZ
DOGE,-2.891303798640976,-1.3416351641835633,-1.9244747918184313,-3.4282604752403523,7,-1e+18,False,phase67h_drop_xtz,2019-12-14,2019-12-21,-1.3416351641835633,True,False,0,False,CASH,False,2.0,False,35,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-21,2019-12-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-21,2019-12-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-21,2019-12-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-21,2019-12-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,-28.529907817433497,0.0,-7.744952557087492,0.0,7,-1e+18,False,phase67h_drop_xtz,2019-12-21,2019-12-28,0.0,False,False,0,False,CASH,False,2.0,False,3,-1,,,best_passed,XTZ
DOGE,-2.891303798640976,-3.428260475240341,-1.9244747918184313,-3.428260475240341,7,-1e+18,False,phase67h_drop_xtz,2019-12-21,2019-12-28,-1.3416351641835633,True,False,0,False,CASH,False,2.0,False,35,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-28,2020-01-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-28,2020-01-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-28,2020-01-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2019-12-28,2020-01-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,-2.891303798640976,0.0,-1.9244747918184313,0.0,7,-1e+18,False,phase67h_drop_xtz,2019-12-28,2020-01-04,0.0,True,False,0,False,CASH,False,2.0,False,35,-1,,,best_passed,XTZ
NEO,-28.529907817433497,0.0,-7.744952557087492,0.0,7,-1e+18,False,phase67h_drop_xtz,2019-12-28,2020-01-04,0.0,False,False,0,False,CASH,False,2.0,False,3,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-04,2020-01-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-04,2020-01-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-04,2020-01-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-04,2020-01-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,-2.891303798640976,0.0,-1.9244747918184313,0.0,7,-1e+18,False,phase67h_drop_xtz,2020-01-04,2020-01-11,0.0,True,False,0,False,CASH,False,2.0,False,35,-1,,,best_passed,XTZ
NEO,-28.529907817433497,0.0,-7.744952557087492,0.0,7,-1e+18,False,phase67h_drop_xtz,2020-01-04,2020-01-11,0.0,False,False,0,False,CASH,False,2.0,False,3,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-11,2020-01-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-11,2020-01-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-11,2020-01-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-11,2020-01-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,-2.891303798640976,0.0,-1.9244747918184313,0.0,7,-1e+18,False,phase67h_drop_xtz,2020-01-11,2020-01-18,0.0,False,False,0,False,CASH,False,2.0,False,35,-1,,,best_passed,XTZ
NEO,-28.529907817433497,0.0,-7.744952557087492,0.0,7,-1e+18,False,phase67h_drop_xtz,2020-01-11,2020-01-18,0.0,False,False,0,False,CASH,False,2.0,False,3,-1,,,best_passed,XTZ
NEO,-20.92765665800441,4.065895548545373,-7.744952557087492,-1.2355415352260812,10,-1e+18,False,phase67h_drop_xtz,2020-01-18,2020-01-25,4.065895548545373,False,False,0,False,0.0,False,2.0,True,3,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-18,2020-01-25,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-18,2020-01-25,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-18,2020-01-25,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-18,2020-01-25,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,-2.891303798640976,0.0,-1.9244747918184313,0.0,7,-1e+18,False,phase67h_drop_xtz,2020-01-18,2020-01-25,0.0,False,False,0,False,0.0,False,2.0,False,35,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-25,2020-02-01,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-25,2020-02-01,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-25,2020-02-01,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-01-25,2020-02-01,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,-2.7713148737451974,0.0,-1.111062452369218,0.0,7,-1e+18,False,phase67h_drop_xtz,2020-01-25,2020-02-01,0.0,False,False,0,False,BTC,False,2.0,False,35,-1,,,best_passed,XTZ
NEO,-36.986403942543845,-5.156000011455797,-4.454765035890198,-8.322788556738614,17,-1e+18,False,phase67h_drop_xtz,2020-01-25,2020-02-01,-5.156000011455797,True,False,0,False,BTC,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,-2.2435943707527315,0.41136351641035684,-1.111062452369218,0.0,10,-1e+18,False,phase67h_drop_xtz,2020-02-01,2020-02-08,0.41136351641035684,False,False,0,False,BTC,False,2.0,False,35,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-01,2020-02-08,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-01,2020-02-08,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-01,2020-02-08,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-01,2020-02-08,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,-45.27898874317728,-7.760379652096416,-4.454765035890198,-8.322788556738614,24,-1e+18,False,phase67h_drop_xtz,2020-02-01,2020-02-08,-7.760379652096416,True,False,0,False,BTC,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,56.91965556678787,28.317648573217504,-1.111062452369218,0.0,17,-1e+18,False,phase67h_drop_xtz,2020-02-08,2020-02-15,28.317648573217504,False,False,1,False,BTC,False,2.0,True,35,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-08,2020-02-15,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-08,2020-02-15,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-08,2020-02-15,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-08,2020-02-15,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,-37.17817689638551,-2.5327741635958745,-4.454765035890198,-8.322788556738614,31,-1e+18,False,phase67h_drop_xtz,2020-02-08,2020-02-15,-2.5327741635958745,True,False,0,False,BTC,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,29.748941156223538,15.548788452707864,-1.111062452369218,-0.7162908960180445,24,110.41856554516676,True,phase67h_drop_xtz,2020-02-15,2020-02-22,15.548788452707864,False,False,2,True,0.0480623480130599,False,2.0,True,35,-1,,DOGE,best_passed,XTZ
NEO,1.1246825246096535,18.070061518146833,-4.454765035890198,-3.626228406019404,38,-1e+18,False,phase67h_drop_xtz,2020-02-15,2020-02-22,18.070061518146833,True,False,1,False,0.0480623480130599,False,2.0,True,41,-1,,DOGE,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-15,2020-02-22,0.0,False,False,0,False,0.0480623480130599,False,2.0,False,-1,-1,,DOGE,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-15,2020-02-22,0.0,False,False,0,False,0.0480623480130599,False,2.0,False,-1,-1,,DOGE,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-15,2020-02-22,0.0,False,False,0,False,0.0480623480130599,False,2.0,False,-1,-1,,DOGE,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-15,2020-02-22,0.0,False,False,0,False,0.0480623480130599,False,2.0,False,-1,-1,,DOGE,best_passed,XTZ
DOGE,5.834906591658665,4.298858839945186,-1.8926939628039037,-9.71926020094902,30,30.447795247268743,True,phase67h_drop_xtz,2020-02-22,2020-02-29,4.298858839945186,False,False,3,True,0.0,False,2.0,True,35,-1,DOGE,DOGE,min_hold,XTZ
NEO,-16.691659471231787,8.51518302944476,-4.454765035890198,-6.5856897328448465,44,-1e+18,False,phase67h_drop_xtz,2020-02-22,2020-02-29,8.51518302944476,False,False,0,False,0.0,False,2.0,True,41,-1,DOGE,DOGE,min_hold,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-22,2020-02-29,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,min_hold,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-22,2020-02-29,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,min_hold,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-22,2020-02-29,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,min_hold,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-22,2020-02-29,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,min_hold,XTZ
DOGE,5.834906591658665,4.298858839945186,-1.8926939628039037,-9.71926020094902,30,30.447795247268743,True,phase67h_drop_xtz,2020-02-29,2020-03-07,4.298858839945186,False,False,4,True,0.0,False,2.0,True,35,-1,DOGE,DOGE,incumbent_best,XTZ
NEO,-16.691659471231787,10.339290078930663,-4.454765035890198,-6.5856897328448465,44,-1e+18,False,phase67h_drop_xtz,2020-02-29,2020-03-07,10.051744621074963,False,False,0,False,0.0,False,2.0,True,41,-1,DOGE,DOGE,incumbent_best,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-29,2020-03-07,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-29,2020-03-07,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-29,2020-03-07,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-02-29,2020-03-07,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
DOGE,5.834906591658665,4.342121876674554,-1.8926939628039037,-9.71926020094902,30,30.620847394186214,True,phase67h_drop_xtz,2020-03-07,2020-03-14,4.450864530937057,False,False,5,True,0.0,False,2.0,True,35,-1,DOGE,DOGE,incumbent_best,XTZ
NEO,-16.691659471231787,14.36101854756473,-4.454765035890198,-6.585689732844868,44,-1e+18,False,phase67h_drop_xtz,2020-03-07,2020-03-14,13.620716005503006,False,False,0,False,0.0,False,2.0,True,41,-1,DOGE,DOGE,incumbent_best,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-07,2020-03-14,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-07,2020-03-14,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-07,2020-03-14,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-07,2020-03-14,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,DOGE,DOGE,incumbent_best,XTZ
NEO,-16.691659471231787,10.05634798244066,-4.454765035890198,-6.5856897328448465,44,-1e+18,False,phase67h_drop_xtz,2020-03-14,2020-03-21,14.885619384195838,False,False,0,False,CASH,False,2.0,True,41,-1,DOGE,,best_passed,XTZ
DOGE,5.834906591658665,1.905559413826662,-1.8926939628039037,-9.71926020094903,30,-1e+18,False,phase67h_drop_xtz,2020-03-14,2020-03-21,5.137115326944165,False,False,0,False,CASH,False,2.0,False,35,-1,DOGE,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-14,2020-03-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,DOGE,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-14,2020-03-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,DOGE,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-14,2020-03-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,DOGE,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-14,2020-03-21,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,DOGE,,best_passed,XTZ
NEO,-16.691659471231787,0.7206366235140704,-4.454765035890198,-6.5856897328448465,44,-1e+18,False,phase67h_drop_xtz,2020-03-21,2020-03-28,6.749691316645623,False,False,0,False,CASH,False,2.0,False,41,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-21,2020-03-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-21,2020-03-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-21,2020-03-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-21,2020-03-28,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,5.834906591658665,-15.833842840358159,-1.8926939628039037,-9.71926020094902,30,-1e+18,False,phase67h_drop_xtz,2020-03-21,2020-03-28,-2.440485152379268,True,False,0,False,CASH,False,2.0,False,49,45,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-28,2020-04-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-28,2020-04-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-28,2020-04-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-03-28,2020-04-04,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,5.836836124261708,-3.782428602572452,-1.892693962803925,-7.781234532984516,30,-1e+18,False,phase67h_drop_xtz,2020-03-28,2020-04-04,-2.757305551522837,True,False,0,False,CASH,False,2.0,False,49,45,,,best_passed,XTZ
NEO,-16.697179199893355,-4.157264957264973,-4.4547650358902295,-9.567741935483888,44,-1e+18,False,phase67h_drop_xtz,2020-03-28,2020-04-04,1.9358290824794668,False,False,0,False,CASH,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,4.713096419881381,0.0,-1.8926939628039037,0.0,30,-1e+18,False,phase67h_drop_xtz,2020-04-04,2020-04-11,-0.18469656992083916,True,False,0,False,CASH,False,2.0,False,49,45,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-04,2020-04-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-04,2020-04-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-04,2020-04-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-04,2020-04-11,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,-13.482546680044763,0.0,-4.454765035890219,0.0,44,-1e+18,False,phase67h_drop_xtz,2020-04-04,2020-04-11,-0.0926585887384146,False,False,0,False,CASH,False,2.0,False,41,-1,,,best_passed,XTZ
NEO,10.852342127173998,0.0,-4.454765035890208,0.0,42,-1e+18,False,phase67h_drop_xtz,2020-04-11,2020-04-18,0.0,False,False,0,False,CASH,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,5.149553318027515,0.0,-1.892693962803893,0.0,30,-1e+18,False,phase67h_drop_xtz,2020-04-11,2020-04-18,0.0,True,False,0,False,CASH,False,2.0,False,49,45,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-11,2020-04-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-11,2020-04-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-11,2020-04-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-11,2020-04-18,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,15.965157643104533,0.0,-4.4547650358902295,0.0,37,-1e+18,False,phase67h_drop_xtz,2020-04-18,2020-04-25,0.0,False,False,0,False,CASH,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,5.07637664852659,0.0,-1.8926939628039037,0.0,30,-1e+18,False,phase67h_drop_xtz,2020-04-18,2020-04-25,0.0,False,False,0,False,CASH,False,2.0,False,49,45,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-18,2020-04-25,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-18,2020-04-25,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-18,2020-04-25,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-18,2020-04-25,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,15.810605272185,0.0,-4.454765035890208,0.0,37,-1e+18,False,phase67h_drop_xtz,2020-04-25,2020-05-02,0.0,False,False,0,False,CASH,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,5.027234255807883,0.0,-1.8926939628039285,0.0,30,-1e+18,False,phase67h_drop_xtz,2020-04-25,2020-05-02,0.0,False,False,0,False,CASH,False,2.0,False,49,45,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-25,2020-05-02,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-25,2020-05-02,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-25,2020-05-02,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-04-25,2020-05-02,0.0,False,False,0,False,CASH,False,2.0,False,-1,-1,,,best_passed,XTZ
NEO,13.697258076264774,0.0,-4.454765035890208,0.0,37,-1e+18,False,phase67h_drop_xtz,2020-05-02,2020-05-09,0.0,False,False,0,False,0.0,False,2.0,False,41,-1,,,best_passed,XTZ
DOGE,4.35526178955223,0.0,-1.8926939628039037,0.0,30,-1e+18,False,phase67h_drop_xtz,2020-05-02,2020-05-09,0.0,False,False,0,False,0.0,False,2.0,False,49,45,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-05-02,2020-05-09,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
BCH,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-05-02,2020-05-09,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
ICP,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-05-02,2020-05-09,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
STX,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-05-02,2020-05-09,0.0,False,False,0,False,0.0,False,2.0,False,-1,-1,,,best_passed,XTZ
DOGE,19.31065553492091,9.612977120518085,-1.892693962803893,2.316625278948847,33,-1e+18,False,phase67h_drop_xtz,2020-05-09,2020-05-16,9.612977120518085,False,False,1,False,BTC,False,2.0,True,49,45,,,best_passed,XTZ
NEO,11.353039373247789,0.0,-4.454765035890187,0.0,37,-1e+18,False,phase67h_drop_xtz,2020-05-09,2020-05-16,0.0,False,False,0,False,BTC,False,2.0,False,41,-1,,,best_passed,XTZ
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_drop_xtz,2020-05-09,2020-05-16,0.0,False,False,0,False,BTC,False,2.0,False,-1,-1,,,best_passed,XTZ
