model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,mode,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,delta_vs_phase66f_soft_filters_cagr_pct,delta_vs_phase66f_soft_filters_max_drawdown_pct,delta_vs_phase66f_soft_filters_since2021_cagr_pct,delta_vs_phase66f_soft_filters_since2023_cagr_pct,delta_vs_phase66f_soft_filters_since2025_cagr_pct,unique_selected_assets,selected_days_pct,decision_count,selection_count,switch_count,asset_suspensions_total,delta_vs_phase66g_core_cagr_pct,delta_vs_phase66g_core_max_drawdown_pct,delta_vs_phase66g_core_since2021_cagr_pct,delta_vs_phase66g_core_since2023_cagr_pct,delta_vs_phase66g_core_since2025_cagr_pct,candidate_fast_ma,candidate_slow_ma,candidate_ret_lb,candidate_risk_ma,candidate_risk_buffer,candidate_ret_min,weak_base_lb,weak_base_threshold,cooldown_days,candidate_assets_loaded,failed_assets_count,switch_count_change_pct,passes_success_rule
phase66g_production_soft_filters,2874,39296.1912742702,113.7225092735274,-23.60003299555694,1.6083883573961415,2.1563792516361047,41.8580375782881,8.350730688935283,48.8517745302714,0.9394572025052192,839,1982.7255932256917,79.20755577328669,-23.600032995556877,1478.713121197864,136.46465018842804,-23.600032995556894,149.9093451554409,113.89699075216568,-20.80923724935961,baseline_66g,12.131486702039451,9.858122034397478,10.98791017562246,10.786120933123655,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0.0,4.0,9.394572025052192,359.0,45.0,14.0,444.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,False
phase66j_core_reaction_A,2874,24450.57856366243,101.25533737749576,-32.70284610579137,1.5125078678740296,2.0108982539227793,41.78844815588031,8.315935977731385,49.13013221990257,0.7654836464857342,847,1333.1853277091489,66.78883797631443,-32.70284610579134,986.3593789417233,110.4425226236903,-32.70284610579137,149.9093451554409,113.89699075216568,-20.80923724935961,phase66j_core_reaction_A,,,,,,,,,,,6.0,7.933194154488518,359.0,38.0,18.0,408.0,-12.46717189603163,-9.102813110234433,-12.41871779697226,-26.022127564737744,0.0,18.0,100.0,25.0,145.0,-0.03,0.12,30.0,0.02,3.0,9.0,0.0,28.57142857142857,False
phase66j_core_reaction_B,2874,30083.14114394163,106.60818167448554,-32.70284610579137,1.5560474373219075,2.0853617926835772,41.78844815588031,8.315935977731385,49.199721642310365,0.6958942240779402,846,1661.996562300906,73.54099224615629,-32.70284610579135,1235.5994190774497,124.44654733653664,-32.702846105791394,149.9093451554409,113.89699075216568,-20.80923724935961,phase66j_core_reaction_B,,,,,,,,,,,5.0,7.724425887265135,359.0,37.0,14.0,402.0,-7.114327599041857,-9.102813110234433,-5.666563527130393,-12.018102851891399,0.0,18.0,95.0,25.0,145.0,-0.03,0.12,30.0,0.02,3.0,9.0,0.0,0.0,False
phase66j_core_reaction_C,2874,33048.61623656544,109.08366656236299,-21.66377403676246,1.5848509757268539,2.1166076216582326,41.8580375782881,8.420320111343075,49.33890048712596,0.3827418232428671,848,1835.1116431294263,76.69415615018451,-21.66377403676245,1366.8212422836123,131.10433192805377,-21.663774036762508,149.9093451554409,113.89699075216568,-20.80923724935961,phase66j_core_reaction_C,,,,,,,,,,,4.0,5.6367432150313155,359.0,27.0,11.0,336.0,-4.638842711164401,1.936258958794479,-2.513399623102174,-5.360318260374271,0.0,16.0,95.0,20.0,145.0,-0.03,0.12,30.0,0.02,3.0,9.0,0.0,-21.428571428571427,False
phase66j_core_reaction_D,2874,33048.61623656544,109.08366656236299,-21.66377403676246,1.5848509757268539,2.1166076216582326,41.8580375782881,8.420320111343075,49.33890048712596,0.3827418232428671,848,1835.1116431294263,76.69415615018451,-21.66377403676245,1366.8212422836123,131.10433192805377,-21.663774036762508,149.9093451554409,113.89699075216568,-20.80923724935961,phase66j_core_reaction_D,,,,,,,,,,,5.0,7.515657620041753,359.0,36.0,13.0,324.0,-4.638842711164401,1.936258958794479,-2.513399623102174,-5.360318260374271,0.0,18.0,100.0,20.0,140.0,-0.03,0.12,30.0,0.02,3.0,9.0,0.0,-7.142857142857142,False
phase66j_core_reaction_E,2874,33048.61623656544,109.08366656236299,-21.66377403676246,1.5848509757268539,2.1166076216582326,41.8580375782881,8.420320111343075,49.33890048712596,0.3827418232428671,848,1835.1116431294263,76.69415615018451,-21.66377403676245,1366.8212422836123,131.10433192805377,-21.663774036762508,149.9093451554409,113.89699075216568,-20.80923724935961,phase66j_core_reaction_E,,,,,,,,,,,4.0,6.8893528183716075,359.0,33.0,13.0,306.0,-4.638842711164401,1.936258958794479,-2.513399623102174,-5.360318260374271,0.0,20.0,95.0,20.0,140.0,-0.03,0.12,30.0,0.02,3.0,9.0,0.0,-7.142857142857142,False
phase66j_core_reaction_F,2874,23765.21618754703,100.53246447456918,-37.56791859471661,1.504404182661799,2.009927431086423,41.78844815588031,8.315935977731385,49.02574808629088,0.8698677800974253,850,1293.1760342798582,65.88396724126476,-37.567918594716645,956.0321977172158,108.59222008407995,-37.56791859471661,149.9093451554409,113.89699075216568,-20.80923724935961,phase66j_core_reaction_F,,,,,,,,,,,6.0,4.592901878914405,359.0,22.0,18.0,348.0,-13.190044798958212,-13.967885599159668,-13.32358853202193,-27.872430104348084,0.0,16.0,90.0,20.0,140.0,-0.03,0.12,30.0,0.02,3.0,9.0,0.0,28.57142857142857,False
