model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,asset,trigger_days,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,delta_vs_phase66g_cagr_pct,delta_vs_phase66g_max_drawdown_pct,delta_vs_phase66g_since2021_cagr_pct,delta_vs_phase66g_since2023_cagr_pct,delta_vs_phase66g_since2025_cagr_pct,forensic_score,keep_candidate,file,history_days,start_date,end_date,cg_rank,name
asset_TAO,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,TAO,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TAOUSDT_1d.csv,717,2024-04-11,2026-03-28,35,Bittensor
asset_WLFI,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,WLFI,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WLFIUSDT_1d.csv,209,2025-09-01,2026-03-28,36,World Liberty Financial
asset_SKY,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,SKY,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SKYUSDT_1d.csv,193,2025-09-17,2026-03-28,49,Sky
asset_NEAR,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,NEAR,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\NEARUSDT_1d.csv,1992,2020-10-14,2026-03-28,51,NEAR Protocol
asset_PEPE,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,PEPE,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PEPEUSDT_1d.csv,1059,2023-05-05,2026-03-28,54,Pepe
asset_ONDO,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,ONDO,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ONDOUSDT_1d.csv,352,2025-04-11,2026-03-28,56,Ondo
asset_BFUSD,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,BFUSD,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\BFUSDUSDT_1d.csv,228,2025-08-13,2026-03-28,57,BFUSD
asset_PUMP,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,PUMP,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PUMPUSDT_1d.csv,199,2025-09-11,2026-03-28,66,Pump.fun
asset_POL,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,POL,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\POLUSDT_1d.csv,562,2024-09-13,2026-03-28,67,POL (ex-MATIC)
asset_RENDER,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,RENDER,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\RENDERUSDT_1d.csv,611,2024-07-26,2026-03-28,70,Render
asset_WLD,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,WLD,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WLDUSDT_1d.csv,979,2023-07-24,2026-03-28,74,Worldcoin
asset_ENA,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,ENA,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ENAUSDT_1d.csv,726,2024-04-02,2026-03-28,77,Ethena
asset_TRUMP,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,TRUMP,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TRUMPUSDT_1d.csv,434,2025-01-19,2026-03-28,82,Official Trump
asset_JUP,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,JUP,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\JUPUSDT_1d.csv,788,2024-01-31,2026-03-28,97,Jupiter
asset_BONK,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,BONK,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\BONKUSDT_1d.csv,835,2023-12-15,2026-03-28,98,Bonk
asset_ZRO,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,ZRO,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ZROUSDT_1d.csv,647,2024-06-20,2026-03-28,99,LayerZero
asset_VIRTUAL,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,VIRTUAL,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\VIRTUALUSDT_1d.csv,352,2025-04-11,2026-03-28,104,Virtuals Protocol
asset_PENGU,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,PENGU,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PENGUUSDT_1d.csv,467,2024-12-17,2026-03-28,107,Pudgy Penguins
asset_SEI,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,SEI,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SEIUSDT_1d.csv,957,2023-08-15,2026-03-28,113,Sei
asset_ETHFI,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,ETHFI,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETHFIUSDT_1d.csv,741,2024-03-18,2026-03-28,114,Ether.fi
asset_CRV,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,CRV,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\CRVUSDT_1d.csv,2052,2020-08-15,2026-03-28,123,Curve DAO
asset_CFX,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,CFX,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\CFXUSDT_1d.csv,1826,2021-03-29,2026-03-28,129,Conflux
asset_FLOKI,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,FLOKI,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FLOKIUSDT_1d.csv,1059,2023-05-05,2026-03-28,135,FLOKI
asset_KAIA,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,KAIA,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\KAIAUSDT_1d.csv,514,2024-10-31,2026-03-28,136,Kaia
asset_TIA,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,TIA,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TIAUSDT_1d.csv,880,2023-10-31,2026-03-28,137,Celestia
asset_LDO,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,LDO,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\LDOUSDT_1d.csv,1420,2022-05-09,2026-03-28,138,Lido DAO
asset_JASMY,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,JASMY,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\JASMYUSDT_1d.csv,1588,2021-11-22,2026-03-28,139,JasmyCoin
asset_GRT,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,GRT,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\GRTUSDT_1d.csv,1928,2020-12-17,2026-03-28,143,The Graph
asset_SYRUP,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,SYRUP,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SYRUPUSDT_1d.csv,327,2025-05-06,2026-03-28,148,Maple Finance
asset_XPL,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,XPL,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\XPLUSDT_1d.csv,185,2025-09-25,2026-03-28,158,Plasma
asset_STRK,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,STRK,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\STRKUSDT_1d.csv,768,2024-02-20,2026-03-28,171,Starknet
asset_WIF,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,WIF,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WIFUSDT_1d.csv,754,2024-03-05,2026-03-28,183,dogwifhat
asset_ZK,2888,24774.6433083277,100.9070697434174,-33.45815502995442,1.52202514444748,2.0027980750254213,42.1398891966759,8.414127423822714,49.445983379501385,0.0,844,1398.3394682810722,67.58123847636142,-33.45815502995444,1259.2456285609821,123.5187637877011,-25.866176348777348,149.9093451554409,108.94027003726592,-20.80923724935961,ZK,0,0.0,0.0,0.0,0.0,0.0,-12.029997054854931,-9.858122034397478,-10.863646317347147,-10.553751737065866,0.0,-39.05237374962515,False,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ZKUSDT_1d.csv,650,2024-06-17,2026-03-28,187,ZKsync
