asset,selected_days,selected_days_pct,profile
LINK,90,3.1055900621118013,phase67b_top100_pruned_soft_filters
DOGE,60,2.070393374741201,phase67b_top100_pruned_soft_filters
STX,42,1.4492753623188406,phase67b_top100_pruned_soft_filters
NEO,36,1.2422360248447204,phase67b_top100_pruned_soft_filters
HBAR,24,0.8281573498964804,phase67b_top100_pruned_soft_filters
