ts,main_selected,main_gross_exposure,main_strategy_ret,leader_selected,leader_gross_exposure,leader_strategy_ret,ret_diff_main_minus_leader,same_selection,main_in_market,leader_in_market,main_cash_leader_in,leader_cash_main_in
2025-08-15,ETHUSDT,1.0,-0.0039374069427207,ETHUSDT,1.0,-0.0039374069427207,0.0,True,True,True,False,False
2025-08-16,ETHUSDT,1.0,0.0113840148892241,ETHUSDT,1.0,0.0113840148892241,0.0,True,True,True,False,False
2025-08-17,ETHUSDT,1.0,-0.0356279612640391,ETHUSDT,1.0,-0.0356279612640391,0.0,True,True,True,False,False
2025-08-18,ETHUSDT,1.0,-0.0550430211987507,ETHUSDT,1.0,-0.0550430211987507,0.0,True,True,True,False,False
2025-08-19,ETHUSDT,1.0,0.0639343015367099,ETHUSDT,1.0,0.0639343015367099,0.0,True,True,True,False,False
2025-08-20,ETHUSDT,1.0,-0.0255663997638462,ETHUSDT,1.0,-0.0255663997638462,0.0,True,True,True,False,False
2025-08-21,ETHUSDT,1.0,0.143604004449388,ETHUSDT,1.0,0.143604004449388,0.0,True,True,True,False,False
2025-08-22,ETHUSDT,1.0,-0.0111070410817724,ETHUSDT,1.0,-0.0111070410817724,0.0,True,True,True,False,False
2025-08-23,ETHUSDT,1.0,0.0003662313745187,ETHUSDT,1.0,0.0003662313745187,0.0,True,True,True,False,False
2025-08-24,ETHUSDT,1.0,-0.0845099003169355,ETHUSDT,1.0,-0.0845099003169355,0.0,True,True,True,False,False
2025-08-25,ETHUSDT,1.0,0.0512890237604486,ETHUSDT,1.0,0.0512890237604486,0.0,True,True,True,False,False
2025-08-26,ETHUSDT,1.0,-0.0204145953923702,ETHUSDT,1.0,-0.0204145953923702,0.0,True,True,True,False,False
2025-08-27,ETHUSDT,1.0,0.0009985111089907,ETHUSDT,1.0,0.0009985111089907,0.0,True,True,True,False,False
2025-08-28,ETHUSDT,1.0,-0.0334788227548705,ETHUSDT,1.0,-0.0334788227548705,0.0,True,True,True,False,False
2025-08-29,ETHUSDT,1.0,0.0031007894169505,BNBUSDT,1.0,-0.0033479067609879,0.0064486961779384,False,True,True,False,False
2025-08-30,ETHUSDT,1.0,0.0041452317259986,BNBUSDT,1.0,-0.005046403712297,0.0091916354382956,False,True,True,False,False
2025-08-31,ETHUSDT,1.0,-0.0176076942868917,BNBUSDT,1.0,-0.0139567422608289,-0.003650952026062802,False,True,True,False,False
2025-09-01,TRXUSDT,1.0,-0.0006282241328193,BNBUSDT,1.0,0.0072367798694541,-0.0078650040022734,False,True,True,False,False
2025-09-02,ETHUSDT,1.0,0.0256513347971801,BNBUSDT,1.0,0.0034749941300775,0.0221763406671026,False,True,True,False,False
2025-09-03,SOLUSDT,1.0,-0.0430910945580491,SOLUSDT,1.0,-0.0430910945580491,0.0,True,True,True,False,False
