candidate_model,baseline_model,secondary_context_model,secondary_usage,compare_valid,compare_scope,research_status,strict_scoring_ready,score,primary_metric_value,strict_verdict,reference_event_count,selected_event_count,vetoed_event_count,coverage_ratio,selected_avg_forward_return_h3,reference_avg_forward_return_h3,vetoed_avg_forward_return_h3,raw_edge_h3,avoided_damage_h3,family_note
phase69_pre_move_compression_release_quality,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_with_phase68i_overlay_context_only,mechanism_scored_minimal_engine_v1,1,-0.00915831721891205,-0.00915831721891205,not_worthy_under_strict_scoring,130,14,0,0.1076923076923077,0.05446719227508366,0.046651566450695556,0.0,0.007815625824388106,0.0,"Compression-release quality is scored from tight pre-trigger return structure plus clean release alignment, with phase67j as the only primary compare baseline."
