candidate_model,baseline_model,secondary_context_model,secondary_usage,compare_valid,compare_scope,research_status,strict_scoring_ready,score,primary_metric_value,strict_verdict,reference_event_count,selected_event_count,vetoed_event_count,coverage_ratio,selected_avg_forward_return_h3,reference_avg_forward_return_h3,vetoed_avg_forward_return_h3,raw_edge_h3,avoided_damage_h3,family_note
phase69_micro_acceleration_before_expansion,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_with_phase68i_overlay_context_only,mechanism_scored_minimal_engine_v1,1,-0.012063610968762684,-0.012063610968762684,not_worthy_under_strict_scoring,130,27,0,0.2076923076923077,0.03671566178628263,0.046651566450695556,0.0,-0.009935904664412923,0.0,"Micro-acceleration is scored from pre-trigger trend build and acceleration evidence, with phase67j retained as the only primary compare baseline."
