date,strategy_return,equity,executed_regime,executed_position,selected_asset,selected_score,selected_return
2026-03-07,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-08,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-09,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-10,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-11,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-12,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-13,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-14,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-15,0.0,1099.2470845178598,CASH,CASH,,,
2026-03-16,0.0,1099.2470845178598,CASH,CASH,,,
