funding_time,date,funding_rate,mark_price
1581321600000,2020-02-10 08:00:00,0.00000000,
1581350400009,2020-02-10 16:00:00,0.00304635,
1581379200000,2020-02-11 00:00:00,0.00161571,
1581408000000,2020-02-11 08:00:00,0.00261274,
1581436800000,2020-02-11 16:00:00,0.00155591,
1581465600000,2020-02-12 00:00:00,0.00326618,
1581494400001,2020-02-12 08:00:00,0.00222329,
1581523200000,2020-02-12 16:00:00,0.00123233,
1581552000001,2020-02-13 00:00:00,0.00066404,
1581580800000,2020-02-13 08:00:00,0.00339783,
1581609600000,2020-02-13 16:00:00,0.00051288,
1581638400000,2020-02-14 00:00:00,0.00000000,
1581667200000,2020-02-14 08:00:00,0.00083110,
1581696000000,2020-02-14 16:00:00,0.00045706,
1581724800000,2020-02-15 00:00:00,0.00205219,
1581753600000,2020-02-15 08:00:00,0.00121877,
1581782400000,2020-02-15 16:00:00,0.00231415,
1581811200000,2020-02-16 00:00:00,0.00000000,
1581840000000,2020-02-16 08:00:00,0.00000000,
1581868800000,2020-02-16 16:00:00,0.00000000,
1581897600000,2020-02-17 00:00:00,0.00000000,
1581926400000,2020-02-17 08:00:00,0.00030250,
1581955200000,2020-02-17 16:00:00,0.00110646,
1581984000000,2020-02-18 00:00:00,0.00007369,
1582012800000,2020-02-18 08:00:00,0.00000000,
1582041600000,2020-02-18 16:00:00,0.00017557,
1582070400000,2020-02-19 00:00:00,0.00002421,
1582099200001,2020-02-19 08:00:00,0.00137686,
1582128000000,2020-02-19 16:00:00,0.00000000,
1582156800004,2020-02-20 00:00:00,0.00046778,
1582185600000,2020-02-20 08:00:00,0.00072738,
1582214400000,2020-02-20 16:00:00,0.00020171,
1582243200000,2020-02-21 00:00:00,0.00000000,
1582272000000,2020-02-21 08:00:00,0.00024140,
1582300800000,2020-02-21 16:00:00,0.00042486,
1582329600000,2020-02-22 00:00:00,0.00064889,
1582358400001,2020-02-22 08:00:00,0.00049596,
1582387200000,2020-02-22 16:00:00,0.00052603,
1582416000000,2020-02-23 00:00:00,0.00075795,
1582444800000,2020-02-23 08:00:00,0.00081155,
1582473600000,2020-02-23 16:00:00,0.00020372,
1582502400015,2020-02-24 00:00:00,0.00043004,
1582531200000,2020-02-24 08:00:00,0.00015968,
