funding_time,date,funding_rate,mark_price
1580515200000,2020-02-01 00:00:00,0.00072010,
1580544000000,2020-02-01 08:00:00,0.00070775,
1580572800000,2020-02-01 16:00:00,0.00052861,
1580601600000,2020-02-02 00:00:00,0.00035200,
1580630400000,2020-02-02 08:00:00,0.00016128,
1580659200000,2020-02-02 16:00:00,0.00010000,
1580688000000,2020-02-03 00:00:00,0.00010000,
1580716800000,2020-02-03 08:00:00,0.00010000,
1580745600000,2020-02-03 16:00:00,0.00010000,
1580774400000,2020-02-04 00:00:00,0.00036575,
1580803200001,2020-02-04 08:00:00,0.00014722,
1580832000000,2020-02-04 16:00:00,0.00039381,
1580860800002,2020-02-05 00:00:00,0.00010000,
1580889600000,2020-02-05 08:00:00,0.00010000,
1580918400000,2020-02-05 16:00:00,0.00095515,
1580947200000,2020-02-06 00:00:00,0.00112654,
1580976000000,2020-02-06 08:00:00,0.00077325,
1581004800000,2020-02-06 16:00:00,0.00053238,
1581033600000,2020-02-07 00:00:00,0.00032775,
1581062400000,2020-02-07 08:00:00,0.00014913,
1581091200001,2020-02-07 16:00:00,0.00045718,
1581120000000,2020-02-08 00:00:00,0.00026524,
1581148800000,2020-02-08 08:00:00,0.00027312,
1581177600000,2020-02-08 16:00:00,0.00029946,
1581206400000,2020-02-09 00:00:00,0.00097062,
1581235200000,2020-02-09 08:00:00,0.00063224,
1581264000000,2020-02-09 16:00:00,0.00136228,
1581292800000,2020-02-10 00:00:00,0.00130685,
1581321600000,2020-02-10 08:00:00,0.00193444,
1581350400009,2020-02-10 16:00:00,0.00295694,
1581379200000,2020-02-11 00:00:00,0.00118120,
1581408000000,2020-02-11 08:00:00,0.00150902,
1581436800000,2020-02-11 16:00:00,0.00107512,
1581465600000,2020-02-12 00:00:00,0.00284470,
1581494400001,2020-02-12 08:00:00,0.00367190,
1581523200000,2020-02-12 16:00:00,0.00148984,
1581552000001,2020-02-13 00:00:00,0.00119193,
1581580800000,2020-02-13 08:00:00,0.00141789,
1581609600000,2020-02-13 16:00:00,0.00178950,
1581638400000,2020-02-14 00:00:00,0.00133922,
1581667200000,2020-02-14 08:00:00,0.00081527,
1581696000000,2020-02-14 16:00:00,0.00097804,
1581724800000,2020-02-15 00:00:00,0.00084363,
1581753600000,2020-02-15 08:00:00,0.00099519,
1581782400000,2020-02-15 16:00:00,0.00116429,
1581811200000,2020-02-16 00:00:00,0.00191229,
1581840000000,2020-02-16 08:00:00,0.00042143,
1581868800000,2020-02-16 16:00:00,0.00063291,
1581897600000,2020-02-17 00:00:00,0.00065370,
1581926400000,2020-02-17 08:00:00,0.00052153,
1581955200000,2020-02-17 16:00:00,0.00088411,
1581984000000,2020-02-18 00:00:00,0.00024205,
1582012800000,2020-02-18 08:00:00,0.00012422,
1582041600000,2020-02-18 16:00:00,0.00023619,
1582070400000,2020-02-19 00:00:00,0.00071740,
1582099200001,2020-02-19 08:00:00,0.00095567,
1582128000000,2020-02-19 16:00:00,0.00068394,
1582156800004,2020-02-20 00:00:00,0.00019490,
1582185600000,2020-02-20 08:00:00,0.00010000,
1582214400000,2020-02-20 16:00:00,0.00053851,
1582243200000,2020-02-21 00:00:00,0.00069899,
1582272000000,2020-02-21 08:00:00,0.00053530,
1582300800000,2020-02-21 16:00:00,0.00057420,
1582329600000,2020-02-22 00:00:00,0.00051605,
1582358400001,2020-02-22 08:00:00,0.00056424,
1582387200000,2020-02-22 16:00:00,0.00045883,
1582416000000,2020-02-23 00:00:00,0.00077311,
1582444800000,2020-02-23 08:00:00,0.00043317,
1582473600000,2020-02-23 16:00:00,0.00048157,
1582502400015,2020-02-24 00:00:00,0.00054128,
1582531200000,2020-02-24 08:00:00,0.00037142,
1582560000000,2020-02-24 16:00:00,0.00020954,
1582588800001,2020-02-25 00:00:00,0.00031422,
1582617600000,2020-02-25 08:00:00,0.00040545,
1582646400001,2020-02-25 16:00:00,0.00052084,
1582675200000,2020-02-26 00:00:00,0.00047129,
1582704000001,2020-02-26 08:00:00,0.00079802,
1582732800000,2020-02-26 16:00:00,0.00071497,
1582761600001,2020-02-27 00:00:00,0.00010000,
1582790400001,2020-02-27 08:00:00,0.00025833,
1582819200000,2020-02-27 16:00:00,0.00010335,
1582848000000,2020-02-28 00:00:00,0.00012465,
1582876800000,2020-02-28 08:00:00,0.00025289,
1582905600000,2020-02-28 16:00:00,0.00030522,
1582934400000,2020-02-29 00:00:00,0.00040998,
1582963200000,2020-02-29 08:00:00,0.00055451,
1582992000000,2020-02-29 16:00:00,0.00047771,
1583020800000,2020-03-01 00:00:00,0.00032216,
1583049600000,2020-03-01 08:00:00,0.00018986,
1583078400001,2020-03-01 16:00:00,0.00015628,
1583107200000,2020-03-02 00:00:00,0.00014747,
1583136000000,2020-03-02 08:00:00,0.00015638,
1583164800004,2020-03-02 16:00:00,0.00010000,
1583193600000,2020-03-03 00:00:00,0.00010000,
1583222400003,2020-03-03 08:00:00,0.00010000,
1583251200000,2020-03-03 16:00:00,0.00031403,
1583280000002,2020-03-04 00:00:00,0.00030731,
1583308800000,2020-03-04 08:00:00,0.00030432,
1583337600001,2020-03-04 16:00:00,0.00032821,
1583366400000,2020-03-05 00:00:00,0.00029022,
1583395200000,2020-03-05 08:00:00,0.00039893,
1583424000000,2020-03-05 16:00:00,0.00036018,
1583452800003,2020-03-06 00:00:00,0.00037380,
1583481600000,2020-03-06 08:00:00,0.00010000,
1583510400000,2020-03-06 16:00:00,0.00010000,
1583539200000,2020-03-07 00:00:00,0.00010000,
1583568000001,2020-03-07 08:00:00,0.00010000,
1583596800000,2020-03-07 16:00:00,0.00013739,
1583625600001,2020-03-08 00:00:00,0.00032347,
1583654400000,2020-03-08 08:00:00,0.00045820,
1583683200006,2020-03-08 16:00:00,0.00037933,
1583712000000,2020-03-09 00:00:00,0.00010000,
1583740800000,2020-03-09 08:00:00,0.00011432,
1583769600000,2020-03-09 16:00:00,0.00016188,
1583798400000,2020-03-10 00:00:00,0.00025018,
1583827200000,2020-03-10 08:00:00,0.00010000,
1583856000000,2020-03-10 16:00:00,0.00025409,
1583884800001,2020-03-11 00:00:00,0.00010000,
1583913600000,2020-03-11 08:00:00,0.00016304,
1583942400000,2020-03-11 16:00:00,0.00037247,
