candidate_model,baseline_model,secondary_context_model,secondary_usage,compare_valid,compare_scope,research_status,strict_scoring_ready,score,primary_metric_value,strict_verdict,reference_event_count,selected_event_count,vetoed_event_count,coverage_ratio,selected_avg_forward_return_h3,reference_avg_forward_return_h3,vetoed_avg_forward_return_h3,raw_edge_h3,avoided_damage_h3,family_note
phase69_compression_release_quality_context_gate,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_with_phase68i_overlay_context_only,mechanism_scored_minimal_engine_v1,1,-0.010468401088521996,-0.010468401088521996,not_worthy_under_strict_scoring,130,26,0,0.2,0.04430956100808558,0.046651566450695556,0.0,-0.0023420054426099776,0.0,"Compression-release approvals require both clean release structure and explicit pre-expansion context confirmation, while phase67j remains the only primary compare baseline and phase68i stays overlay-context only."
