date,model_asset,model_exposure,canonical_gross_return,same_day_asset_return,asset_times_exposure,residual,covered
2023-12-09,LINK,1.25,0.077236890356,-0.04307237813884779,-0.053840472673559736,0.13107736302955975,True
2023-12-10,BASE,1.0,0.031531789559,,,,False
2023-12-11,LINK,1.0,-0.075888474377,-0.09769658459094521,-0.09769658459094521,0.021808110213945214,True
2023-12-12,LINK,1.0,0.002793219468,-0.01658992416034677,-0.01658992416034677,0.01938314362834677,True
2023-12-13,LINK,1.25,0.041472665228,0.01700750533636297,0.021259381670453714,0.020213283557546285,True
2023-12-14,LINK,1.25,0.004467969068,0.04062288422478,0.050778605280975,-0.046310636212975,True
2023-12-15,LINK,1.25,-0.031436051941,-0.07085230969420941,-0.08856538711776177,0.05712933517676177,True
2023-12-16,LINK,1.25,0.010065795905,0.0027309011973950525,0.0034136264967438157,0.0066521694082561835,True
2023-12-17,BASE,1.0,-0.0213675992,,,,False
2023-12-18,LINK,1.0,0.031012951167,0.047170484550060676,0.047170484550060676,-0.016157533383060675,True
2023-12-19,LINK,1.0,-0.008950531907,-0.03911680523374672,-0.03911680523374672,0.03016627332674672,True
2023-12-20,LINK,1.25,0.041185907178,0.010851063829787178,0.013563829787233972,0.027622077390766026,True
2023-12-21,LINK,1.25,0.005520801632,0.0738090226618957,0.09226127832736963,-0.08674047669536963,True
2023-12-22,LINK,1.25,0.003056190124,0.011368833714472393,0.014211042143090491,-0.011154852019090491,True
2023-12-23,LINK,1.25,-0.007587156781,0.013114542283093389,0.016393177853866736,-0.023980334634866735,True
2023-12-24,BASE,1.0,-0.016261438794,,,,False
2023-12-25,BASE,1.0,0.013598734634,,,,False
2023-12-26,BASE,1.25,-0.036930615908,,,,False
2023-12-27,BASE,1.25,0.07887994872,,,,False
2023-12-28,BASE,1.25,-0.02864963469,,,,False
2023-12-29,BASE,1.25,-0.014590170135,,,,False
2023-12-30,BASE,1.25,0.009797975773,,,,False
2023-12-31,BASE,1.25,-0.020892462945,,,,False
2024-01-01,BASE,1.25,0.006815266196,,,,False
2024-01-02,BASE,1.25,-0.005183413078,,,,False
2024-01-10,BASE,1.25,0.014747072219,,,,False
2024-01-11,BASE,1.25,-0.008435237801,,,,False
2024-01-16,BASE,1.25,-0.00905511811,,,,False
2024-01-31,BTC,0.5,-0.004204596529,-0.008409193057467013,-0.004204596528733506,-2.6649342454998504e-13,True
2024-02-01,BTC,0.5,0.005905824331,0.011811648661343321,0.005905824330671661,3.2833891855377217e-13,True
2024-02-02,BASE,1.25,0.007026115531,,,,False
2024-02-03,BASE,1.25,0.010211540115,,,,False
2024-02-04,BASE,1.25,0.012687649266,,,,False
2024-02-05,BASE,1.25,0.005805116947,,,,False
2024-02-06,BASE,1.25,0.021327113801,,,,False
2024-02-07,BASE,1.25,0.026753987274,,,,False
2024-02-08,BASE,1.25,-0.01729368932,,,,False
2024-02-09,BASE,1.25,0.013958104546,,,,False
2024-02-10,BASE,1.25,0.020445810735,,,,False
2024-02-11,BASE,1.25,-0.017773598752,,,,False
2024-02-12,BASE,1.25,0.035587865055,,,,False
2024-02-13,BASE,1.25,-0.037527459116,,,,False
2024-02-14,BASE,1.25,0.078007045798,,,,False
2024-02-15,BASE,1.25,-0.02277173913,,,,False
2024-02-16,BASE,1.25,-0.023893738712,,,,False
2024-02-17,BASE,1.25,0.030752902665,,,,False
2024-02-18,BASE,1.25,0.005428813898,,,,False
2024-02-19,BASE,1.25,0.023842669721,,,,False
2024-02-20,BASE,1.25,0.02971763787,,,,False
2024-02-21,BASE,1.25,-0.019449816075,,,,False
2024-02-22,BASE,1.25,0.00147410627,,,,False
2024-02-23,BASE,1.25,-0.020680487312,,,,False
2024-02-24,BASE,1.25,0.030105330158,,,,False
2024-02-25,BASE,1.25,0.0501107725,,,,False
2024-02-26,BASE,1.25,0.025441031424,,,,False
2024-02-27,BASE,1.25,0.02614186666,,,,False
2024-02-28,BASE,1.25,0.054258318015,,,,False
2024-02-29,BASE,1.25,-0.015891490054,,,,False
2024-03-01,BASE,1.25,0.034931693457,,,,False
2024-03-02,BASE,1.25,-0.004379731056,,,,False
2024-03-03,BASE,1.25,0.024262728708,,,,False
2024-03-04,BASE,1.25,0.050156831938,,,,False
2024-03-05,BASE,1.25,-0.025535730037,,,,False
2024-03-06,BASE,1.25,0.093192914328,,,,False
2024-03-07,BASE,1.25,0.01642294669,,,,False
2024-03-08,BASE,1.25,0.004717273752,,,,False
2024-03-09,BASE,1.25,0.007033213506,,,,False
2024-03-10,BASE,1.25,0.100182009011,,,,False
2024-03-11,BASE,1.25,-0.013944034789,,,,False
2024-03-12,BASE,1.25,-0.014607840315,,,,False
2024-03-13,BASE,1.25,0.028347697986,,,,False
2024-03-14,BASE,1.25,-0.028797975871,,,,False
2024-03-15,BASE,1.25,-0.03307742768,,,,False
2024-04-04,BASE,1.25,0.0,,,,False
2024-04-06,BTC,0.5,0.007928119796,0.01585623959202964,0.00792811979601482,-1.482147737874584e-14,True
2024-04-07,BTC,0.5,0.003370224686,0.006740449372967916,0.003370224686483958,-4.839579258175686e-13,True
2024-04-08,BTC,0.5,0.016288907833,0.03257781566683815,0.016288907833419075,-4.1907449732647706e-13,True
2024-04-09,BTC,0.5,-0.017271711812,-0.034543423624685876,-0.017271711812342938,3.42937483965855e-13,True
2024-05-17,BTC,0.5,0.013710310736,0.027420621471134998,0.013710310735567499,4.3250125703053754e-13,True
2024-05-18,BTC,0.5,-0.000811649558,-0.0016232991167343114,-0.0008116495583671557,3.671557415735327e-13,True
2024-05-19,BTC,0.5,-0.004791063914,-0.009582127827459264,-0.004791063913729632,-2.7036792943357923e-13,True
2024-05-20,BTC,0.5,0.039024422998,0.07804884599558704,0.03902442299779352,2.064806658985674e-13,True
2024-05-21,BTC,0.5,-0.009085664234,-0.018171328468722492,-0.009085664234361246,3.612457555313142e-13,True
2024-05-22,BTC,0.5,-0.006997457103,-0.013994914206095221,-0.006997457103047611,4.761035315992146e-14,True
2024-05-23,BTC,0.5,-0.008652801019,-0.017305602037514634,-0.008652801018757317,-2.426826101187274e-13,True
2024-05-24,BTC,0.5,0.004269111287,0.008538222574340226,0.004269111287170113,-1.7011305558645162e-13,True
2024-05-25,BTC,0.5,0.005401751335,0.010803502670095222,0.005401751335047611,-4.761122052165945e-14,True
2024-05-26,BTC,0.5,-0.005649397891,-0.011298795781301996,-0.005649397890650998,-3.490020772378699e-13,True
2024-05-27,BTC,0.5,0.006778511078,0.01355702215532939,0.006778511077664695,3.3530470067155704e-13,True
2024-05-28,BTC,0.5,-0.007474750646,-0.014949501292044975,-0.007474750646022488,2.248808778082534e-14,True
2024-06-23,BASE,1.25,0.0,,,,False
2024-06-24,BASE,1.25,0.0,,,,False
2024-06-26,BASE,1.0,0.0,,,,False
2024-06-27,BASE,1.0,0.0,,,,False
2024-06-28,BASE,1.25,0.0,,,,False
2024-07-01,BASE,1.0,0.0,,,,False
2024-07-02,BASE,1.0,0.0,,,,False
2024-07-03,BASE,1.25,0.0,,,,False
2024-07-13,BTC,0.5,0.011357233054,0.02271446610847283,0.011357233054236415,-2.364150542000232e-13,True
2024-07-14,BTC,0.5,0.013460994709,0.026921989418961845,0.013460994709480922,-4.809225934154782e-13,True
2024-07-15,BTC,0.5,0.032289185599,0.06457837119729937,0.03228918559864968,3.5031699763266033e-13,True
2024-07-16,BTC,0.5,0.002470870992,0.0049417419837483045,0.0024708709918741523,1.2584768296908244e-13,True
2024-07-17,BTC,0.5,-0.007348872663,-0.014697745325894074,-0.007348872662947037,-5.29628424450479e-14,True
2024-07-18,BTC,0.5,-0.000780723502,-0.001561447004345129,-0.0007807235021725645,1.7256443669844135e-13,True
2024-07-19,BTC,0.5,0.020879566018,0.041759132036171875,0.020879566018085938,-8.593820099989102e-14,True
2024-07-20,BTC,0.5,0.003600060006,0.007200120012001321,0.0036000600060006605,-6.604959634781693e-16,True
2024-07-21,BTC,0.5,0.007636138002,0.015272276003738927,0.0076361380018694636,1.3053620684377876e-13,True
2024-07-22,BTC,0.5,-0.004645542735,-0.009291085469536275,-0.004645542734768138,-2.3186227243732205e-13,True
2024-07-23,BTC,0.5,-0.011816618519,-0.023633237038257815,-0.011816618519128907,1.2890730149983654e-13,True
2024-07-24,BTC,0.5,-0.004246617288,-0.00849323457697837,-0.004246617288489185,4.891850813315557e-13,True
2024-07-25,BTC,0.5,0.003242397822,0.006484795643661334,0.003242397821830667,1.6933286370313105e-13,True
2024-07-26,BTC,0.5,0.016018553206,0.0320371064111753,0.01601855320558765,4.1235070913359095e-13,True
2024-07-27,BTC,0.5,-8.4599765e-05,-0.00016919953012906053,-8.459976506453026e-05,6.453026318593152e-14,True
2024-07-28,BTC,0.5,0.002602343272,0.005204686544961978,0.002602343272480989,-4.809893802693033e-13,True
2024-07-29,BTC,0.5,-0.010734011547,-0.02146802309396001,-0.010734011546980005,-1.9996157507584655e-14,True
2024-09-27,BTC,0.5,0.004572069318,0.009144138635673427,0.004572069317836713,1.6328691870848289e-13,True
2024-09-28,BTC,0.5,0.000669378645,0.0013387572896133015,0.0006693786448066508,1.9334924286629196e-13,True
2024-09-29,BTC,0.5,-0.001943499651,-0.0038869993015275828,-0.0019434996507637914,-2.3620862210638194e-13,True
2024-10-16,BTC,0.5,0.004069153924,0.008138307848598592,0.004069153924299296,-2.9929617811896847e-13,True
2024-10-17,BTC,0.5,-0.00146576435,-0.0029315286998625734,-0.0014657643499312867,-6.871326424517932e-14,True
2024-10-18,BTC,0.5,0.007462128707,0.014924257413553965,0.007462128706776983,2.230177847950543e-13,True
2024-10-19,BTC,0.5,-0.000365347519,-0.000730695037119311,-0.0003653475185596555,-4.4034448396651493e-13,True
2024-10-20,BTC,0.5,0.004782166779,0.00956433355757702,0.00478216677878851,2.1148967993545043e-13,True
2024-10-21,BTC,0.5,-0.011983502142,-0.023967004283086846,-0.011983502141543423,-4.565774841536197e-13,True
2024-10-22,DOGE,1.0,-0.027632769541,-0.02763276954131,-0.02763276954131,3.099985546040074e-13,True
2024-10-23,DOGE,1.25,0.002415891195,0.0019327129563351253,0.0024158911954189066,-4.189066628301763e-13,True
2024-10-24,DOGE,1.25,-0.001875,0.013645781238836863,0.01705722654854608,-0.01893222654854608,True
2024-10-26,BTC,0.5,0.002956820658,0.005913641316056761,0.0029568206580283807,-2.8380509747849558e-14,True
2024-10-27,BTC,0.5,0.006922803593,0.013845607186230069,0.0069228035931150345,-1.1503471786245e-13,True
2024-10-28,BTC,0.5,0.014263904019,0.028527808037729363,0.014263904018864682,1.3531883946704681e-13,True
2024-10-29,BTC,0.5,0.019826489186,0.03965297837218107,0.019826489186090535,-9.053521821122956e-14,True
2024-10-30,BTC,0.5,-0.002692461356,-0.00538492271134583,-0.002692461355672915,-3.2708514716150994e-13,True
2024-10-31,BTC,0.5,-0.014187140627,-0.028374281253896405,-0.014187140626948203,-5.179710826919148e-14,True
2024-11-01,BTC,0.5,-0.005662094454,-0.011324188908526045,-0.0056620944542630225,2.6302224287455545e-13,True
2024-11-10,BTC,1.0,0.048156915996,0.04815691599591321,0.04815691599591321,8.679168495007161e-14,True
2024-11-11,DOGE,1.0,0.102998369666,0.2648858809129526,0.2648858809129526,-0.1618875112469526,True
2024-11-12,DOGE,1.0,-0.007851052235,0.08108492714025495,0.08108492714025495,-0.08893597937525495,True
2024-11-13,DOGE,1.25,0.030689093547,0.05049361590101342,0.06311701987626678,-0.032427926329266776,True
2024-11-14,DOGE,1.25,-0.042179851331,-0.09144675838909366,-0.11430844798636708,0.07212859665536708,True
2024-11-15,DOGE,1.25,0.053055467475,0.05229767749765557,0.06537209687206946,-0.012316629397069463,True
2024-11-16,DOGE,1.25,-0.006112543634,-0.045321100917431245,-0.056651376146789056,0.05053883251278905,True
2024-11-17,BASE,1.0,-0.008068824947,,,,False
2024-11-18,DOGE,1.0,0.006769655114,0.011143199651264313,0.011143199651264313,-0.004373544537264313,True
2024-11-19,DOGE,1.0,0.017413737696,0.05265001481960496,0.05265001481960496,-0.03523627712360496,True
2024-11-20,DOGE,1.25,0.02675432092,-0.032994599022192705,-0.04124324877774088,0.06799756969774089,True
2024-11-21,DOGE,1.25,0.05343497525,0.023452803218804608,0.02931600402350576,0.024118971226494243,True
2024-11-22,DOGE,1.25,0.007309001728,0.06758224705152083,0.08447780881440103,-0.07716880708640103,True
2024-11-23,DOGE,1.25,-0.015415807143,0.042105773190880935,0.05263221648860117,-0.06804802363160117,True
2024-11-24,BASE,1.0,0.002330648167,,,,False
2024-11-25,DOGE,1.0,-0.049949213504,-0.08737187085977272,-0.08737187085977272,0.037422657355772715,True
2024-11-26,DOGE,1.0,-0.0112337371,-0.014236960065199589,-0.014236960065199589,0.0030032229651995885,True
2024-11-27,DOGE,1.25,0.052981340977,0.0358609998708177,0.044826249838522125,0.008155091138477871,True
2024-11-28,DOGE,1.25,-0.002857329582,0.0016711146584191816,0.002088893323023977,-0.004946222905023977,True
2024-11-29,DOGE,1.25,0.023734112696,0.06165338645418328,0.0770667330677291,-0.0533326203717291,True
2024-11-30,DOGE,1.25,-0.013492843218,-0.011164274322169154,-0.013955342902711443,0.0004624996847114437,True
2024-12-01,BASE,1.0,0.008224987799,,,,False
2024-12-02,DOGE,1.0,0.066602316602,-0.03605403564536269,-0.03605403564536269,0.10265635224736269,True
2024-12-03,DOGE,1.0,0.961085972851,-0.042984666839390395,-0.042984666839390395,1.0040706396903905,True
2024-12-04,DOGE,1.25,0.073470010458,0.06502264225241183,0.08127830281551479,-0.00780829235751479,True
2024-12-05,DOGE,1.25,-0.017132211163,-0.013680269908027953,-0.01710033738503494,-3.1873777965058664e-05,True
2024-12-06,DOGE,1.25,0.07056100074,0.01839182793683536,0.0229897849210442,0.047571215818955806,True
2024-12-07,DOGE,1.25,-0.000828359011,0.04173280879747843,0.05216601099684803,-0.052994370007848034,True
2024-12-08,BASE,1.0,0.001984375235,,,,False
2024-12-09,DOGE,1.0,-0.07296180213,-0.11219041492441295,-0.11219041492441295,0.03922861279441295,True
2024-12-10,DOGE,1.0,-0.022561961207,-0.04857135956331671,-0.04857135956331671,0.02600939835631671,True
2024-12-12,DOGE,1.25,0.01624558629,-0.019105357229119324,-0.023881696536399155,0.04012728282639916,True
2024-12-13,DOGE,1.25,0.008111969003,0.0071409224101843805,0.008926153012730476,-0.0008141840097304759,True
2024-12-14,DOGE,1.25,-0.011681555237,-0.026234077406420253,-0.032792596758025316,0.021111041521025317,True
2024-12-15,BASE,1.0,0.022944017115,,,,False
2024-12-16,DOGE,1.0,0.006857636477,-0.011411987505841381,-0.011411987505841381,0.01826962398284138,True
2024-12-17,DOGE,1.0,-0.023387954564,-0.019405398681427988,-0.019405398681427988,-0.003982555882572011,True
2024-12-22,BASE,1.0,-0.021643302804,,,,False
2024-12-23,DOGE,1.0,-0.003202142494,0.0395048301452241,0.0395048301452241,-0.0427069726392241,True
2024-12-24,DOGE,1.0,0.039861418673,0.037326522448225985,0.037326522448225985,0.0025348962247740137,True
2024-12-29,BASE,1.0,-0.016388247639,,,,False
2024-12-30,BASE,1.0,-0.00140308895,,,,False
2025-01-04,BTC,0.5,0.000235907242,0.0004718144831972193,0.00023590724159860965,4.013903467416091e-13,True
2025-01-05,BTC,0.5,0.000728513905,0.0014570278098766654,0.0007285139049383327,6.166735958684777e-14,True
2025-01-06,BTC,0.5,0.019682024684,0.039364049367443865,0.019682024683721933,2.780657648582263e-13,True
2025-01-15,BASE,1.25,0.222884564916,,,,False
2025-01-16,BASE,1.25,0.028310623725,,,,False
2025-01-17,BASE,1.25,0.049552429668,,,,False
2025-01-18,BASE,1.25,0.241788528996,,,,False
2025-01-19,BASE,1.25,-0.04230174388,,,,False
2025-01-20,BASE,1.25,0.01145299535,,,,False
2025-01-21,BASE,1.25,0.047474692209,,,,False
2025-01-22,BASE,1.25,-0.028701152832,,,,False
2025-01-23,BASE,1.25,0.002455001443,,,,False
2025-01-24,BASE,1.25,0.011550342343,,,,False
2025-01-25,BASE,1.25,-0.001473841547,,,,False
2025-01-26,BASE,1.25,-0.025380834841,,,,False
2025-01-27,BASE,1.25,-0.023149958547,,,,False
2025-03-19,BTC,0.5,0.024970733856,0.04994146771149088,0.02497073385574544,2.5455679231178863e-13,True
2025-04-23,BTC,0.5,0.001327493908,0.0026549878166355345,0.0013274939083177673,-3.17767296850735e-13,True
2025-04-24,BTC,0.5,0.001544383948,0.0030887678955136,0.0015443839477568,2.4319999139543746e-13,True
2025-04-25,BTC,0.5,0.003501844585,0.007003689170739236,0.003501844585369618,-3.696179647072473e-13,True
2025-04-26,BTC,0.5,-5.6425132e-05,-0.0001128502637609552,-5.64251318804776e-05,-1.1952240006095696e-13,True
2025-04-27,BTC,0.5,-0.00464291753,-0.009285835059390402,-0.004642917529695201,-3.047995883465049e-13,True
2025-04-28,BTC,0.5,0.006730076918,0.013460153835815225,0.0067300769179076125,9.23870355218348e-14,True
2025-04-29,BTC,0.5,-0.003969848601,-0.007939697201950202,-0.003969848600975101,-2.48993534124331e-14,True
2025-04-30,BTC,0.5,-0.000449940917,-0.0008998818334843284,-0.0004499409167421642,-2.5783579915214516e-13,True
2025-05-01,BTC,0.5,0.012306789704,0.024613579407891883,0.012306789703945942,5.405745295838926e-14,True
2025-05-02,BTC,0.5,0.002058401754,0.004116803508263045,0.0020584017541315225,-1.3152239713987157e-13,True
2025-05-03,BTC,0.5,-0.005319178582,-0.010638357164841517,-0.005319178582420758,4.2075804645991255e-13,True
2025-05-13,BTC,0.75,0.009575711257,0.012767615008738131,0.009575711256553598,4.464015962435397e-13,True
2025-05-14,BTC,0.75,-0.004293074253,-0.005724099004339123,-0.004293074253254342,2.543416866007675e-13,True
2025-05-15,BTC,0.75,0.001854135272,0.0024721803627976158,0.0018541352720982118,-9.821180327329593e-14,True
2025-05-16,BTC,0.75,-0.002167014846,-0.002889353127408567,-0.0021670148455564253,-4.435748643394355e-13,True
2025-05-17,BTC,0.75,-0.00244469327,-0.00325959102643536,-0.00244469326982652,-1.734801538533226e-13,True
2025-05-18,BTC,0.75,0.024200412793,0.0322672170578604,0.0242004127933953,-3.9529837736473894e-13,True
2025-05-19,BTC,0.75,-0.006203509376,-0.008271345834351629,-0.006203509375763722,-2.36278011045421e-13,True
2025-05-20,BTC,0.75,0.009066530181,0.012088706907607882,0.009066530180705912,2.940876708823481e-13,True
2025-05-21,BTC,0.75,0.019611606889,0.02614880918566298,0.019611606889247235,-2.472362592431665e-13,True
2025-05-22,BTC,0.75,0.014037841928,0.018717122570968137,0.014037841928226102,-2.2610212313534106e-13,True
2025-05-23,BTC,0.5,-0.019597397262,-0.03919479452346686,-0.01959739726173343,-2.66571487106404e-13,True
2025-05-24,BTC,0.5,0.002066795691,0.004133591381898505,0.0020667956909492524,5.0747600566225515e-14,True
2025-05-25,BTC,0.5,0.005764003255,0.011528006509906819,0.005764003254953409,4.6590335756047097e-14,True
2025-05-26,BTC,0.5,0.001975153432,0.003950306864350717,0.0019751534321753583,-1.753584256969365e-13,True
2025-05-27,BTC,0.5,-0.002269022493,-0.004538044985511469,-0.0022690224927557345,-2.442655452905562e-13,True
2025-06-24,BTC,0.5,0.003555691884,0.007111383767794521,0.0035556918838972607,1.027394315455954e-13,True
2025-06-25,BTC,0.5,0.005927339913,0.01185467982617383,0.005927339913086915,-8.691571767860395e-14,True
2025-06-26,BTC,0.5,-0.001833043943,-0.0036660878858676416,-0.0018330439429338208,-6.61792669276462e-14,True
2025-06-27,BTC,0.5,0.000469998895,0.0009399977895605538,0.0004699988947802769,2.1972311123330535e-13,True
2025-06-28,BTC,0.5,0.001163968287,0.002327936574751499,0.0011639682873757495,-3.757495616735218e-13,True
2025-06-29,BTC,0.5,0.00494022235,0.009880444699230884,0.004940222349615442,3.8455783696322854e-13,True
2025-06-30,BTC,0.5,-0.005585383418,-0.011170766835125301,-0.0055853834175626504,-4.373498091458927e-13,True
2025-07-10,BASE,1.25,0.051795757473,,,,False
2025-07-11,BASE,1.25,0.016352685113,,,,False
2025-07-12,BASE,1.25,-0.001145049599,,,,False
2025-07-13,BASE,1.25,0.017742292625,,,,False
2025-07-14,BASE,1.25,0.01374225277,,,,False
2025-07-15,BASE,1.25,0.051545151678,,,,False
2025-07-16,BASE,1.25,0.093000391983,,,,False
2025-07-17,BASE,1.25,0.039123793139,,,,False
2025-07-18,BASE,1.25,0.025184289318,,,,False
2025-07-19,BASE,1.25,0.015890547292,,,,False
2025-07-20,BASE,1.25,0.057307746916,,,,False
2025-07-21,BASE,1.25,0.001876652053,,,,False
2025-07-22,BASE,1.25,-0.005355723714,,,,False
2025-07-23,BASE,1.25,-0.039346432795,,,,False
2025-07-24,BASE,1.25,0.027096097611,,,,False
2025-07-25,BASE,1.25,0.006076440406,,,,False
2025-07-26,BASE,1.25,0.005416165543,,,,False
2025-07-27,BASE,1.25,0.043770548769,,,,False
2025-07-28,BASE,1.25,-0.023598305829,,,,False
2025-07-29,BASE,1.25,-0.001714266912,,,,False
2025-07-30,BASE,1.25,0.005340965103,,,,False
2025-07-31,BASE,1.25,-0.036617454068,,,,False
2025-08-09,BASE,1.25,0.074539063474,,,,False
2025-08-10,BASE,1.25,-0.002948514535,,,,False
2025-08-11,BASE,1.25,-0.008043038934,,,,False
2025-08-12,BASE,1.25,0.10871444064,,,,False
2025-08-13,BASE,1.25,0.043235842562,,,,False
2025-08-14,BASE,1.25,-0.05328680016,,,,False
2025-08-15,BASE,1.25,-0.029517752989,,,,False
2025-08-16,BASE,1.25,-0.004921758678,,,,False
2025-08-17,BASE,1.25,0.014230018612,,,,False
2025-08-22,BASE,1.25,0.179505005562,,,,False
2025-08-23,BASE,1.25,-0.013883801352,,,,False
2025-08-24,BASE,1.25,0.000457789218,,,,False
2025-09-10,BASE,1.25,0.039477924589,,,,False
2025-09-11,BASE,1.25,0.025996340429,,,,False
2025-09-12,BASE,1.25,0.073503694312,,,,False
2025-09-13,BASE,1.25,0.001032290032,,,,False
2025-09-14,BASE,1.25,-0.013511840911,,,,False
2025-09-15,BASE,1.25,-0.047146531875,,,,False
2025-09-16,BASE,1.25,0.007640415937,,,,False
2025-09-17,BASE,1.25,0.058390442675,,,,False
2025-09-18,BASE,1.25,0.128635292269,,,,False
2025-09-19,BASE,1.25,-0.051150895141,,,,False
2025-09-20,BASE,1.25,-0.021481481481,,,,False
2025-09-21,BASE,1.25,-0.004899005125,,,,False
2025-09-22,BASE,1.25,0.031023002421,,,,False
2025-09-23,BASE,1.25,0.025306299728,,,,False
2025-09-24,BASE,1.25,0.003088151342,,,,False
2025-09-29,BASE,1.25,0.046298627406,,,,False
2025-09-30,BASE,1.25,-0.025830509133,,,,False
2025-10-01,BASE,1.25,0.02229774618,,,,False
2025-10-02,BASE,1.25,0.077593765222,,,,False
2025-10-03,BASE,1.25,0.113715580342,,,,False
2025-10-04,BASE,1.25,-0.040619219775,,,,False
2025-10-05,BASE,1.25,0.018064305887,,,,False
2025-10-06,BASE,1.25,0.059759889667,,,,False
2025-10-07,BASE,1.25,0.083020626395,,,,False
2025-10-08,BASE,1.25,0.002846070698,,,,False
2025-10-09,BASE,1.25,-0.049764800367,,,,False
2025-10-21,BASE,1.0,0.0,,,,False
2025-10-24,BASE,1.0,0.0,,,,False
2025-10-25,BASE,1.0,0.0,,,,False
2025-10-29,BASE,1.25,0.0,,,,False
2025-10-30,BASE,1.25,0.0,,,,False
2026-01-06,BTC,0.5,-0.000595250081,-0.0011905001624232803,-0.0005952500812116401,2.1164016719699141e-13,True
2026-01-07,BTC,0.5,-0.012713928632,-0.02542785726453589,-0.012713928632267946,2.679453880993776e-13,True
2026-02-26,BTC,0.5,-0.003698150439,-0.007396300878801609,-0.0036981504394008047,4.008048233583583e-13,True
2026-04-11,BTC,0.5,0.000551377622,0.0011027552434326182,0.0005513776217163091,2.8369093098973286e-13,True
2026-05-02,BTC,0.5,0.002912651268,0.005825302536215382,0.002912651268107691,-1.0769119970777119e-13,True
2026-05-03,BTC,0.5,-0.000751586828,-0.0015031736560809916,-0.0007515868280404958,4.049581850407158e-14,True
2026-05-04,BTC,0.5,0.008224917419,0.01644983483853646,0.00822491741926823,-2.682298827494378e-13,True
2026-05-05,BTC,0.5,0.006539549149,0.013079098298406366,0.006539549149203183,-2.0318295657073548e-13,True
2026-05-06,BTC,0.5,0.003346434211,0.006692868422327525,0.0033464342111637624,-1.6376223294090053e-13,True
2026-05-07,BTC,0.5,-0.008846303873,-0.017692607745821376,-0.008846303872910688,-8.931223816066591e-14,True
2026-05-08,BTC,0.5,0.001169724771,0.0023394495412842886,0.0011697247706421443,3.5785567217838654e-13,True
2026-07-22,BTC,0.5,-0.003318024958,-0.006636049916341258,-0.003318024958170629,1.7062913582055472e-13,True
2026-07-23,BTC,0.5,-0.007680010842,-0.015360021683597735,-0.007680010841798868,-2.011325134221309e-13,True
