asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,suspended_until_rebalance_idx,incumbent_asset_before,selected_asset,keep_reason
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,0.0,False,-1,,,best_passed
BNB,-3.851063452838922,-3.851063452838922,0.0,2,-1e+18,False,phase66g_production_soft_filters,2019-05-05,2019-05-12,-3.851063452838922,True,5,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,0.0,False,-1,,,best_passed
BNB,-8.95301155577129,-8.95301155577129,0.0,3,-1e+18,False,phase66g_production_soft_filters,2019-05-12,2019-05-19,-8.951554597015267,True,5,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,0.0,False,-1,,,best_passed
BNB,-9.437351027015971,-9.437351027015971,1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-05-19,2019-05-26,-7.741379500231169,True,5,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,0.0,False,-1,,,best_passed
BNB,-9.437351027015971,-9.583980943799375,1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-05-26,2019-06-02,-8.45827094123625,True,5,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,0.0,False,-1,,,best_passed
BNB,-9.437351027015971,-7.741379500231236,1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-06-02,2019-06-09,-8.334049037516976,True,5,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,0.0,False,-1,,,best_passed
BNB,-9.437351027015971,-8.445583534824408,1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-06-09,2019-06-16,-8.24713441459695,True,5,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,0.0,False,-1,,,best_passed
BNB,-10.382392473882312,-9.16902602694391,1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-06-16,2019-06-23,-8.352219367595186,True,11,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,False,-1,,,best_passed
BNB,-11.880904873916833,-10.569879152119782,1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-06-23,2019-06-30,0.0,True,11,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,False,-1,,,best_passed
BNB,-12.34271680013326,-10.43504028618986,-1.0658141036401503e-14,3,-1e+18,False,phase66g_production_soft_filters,2019-06-30,2019-07-07,0.0,True,11,,,best_passed
ADA,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
AVAX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
DOGE,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
DOT,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
ETH,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
LINK,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
TRX,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
XRP,0.0,0.0,0.0,0,0.0,False,phase66g_production_soft_filters,2019-07-07,2019-07-14,0.0,False,-1,,,best_passed
