model,total_return_pct_gross,total_return_pct_net,cagr_pct_gross,cagr_pct_net,max_drawdown_pct_gross,max_drawdown_pct_net,since2023_cagr_pct_gross,since2023_cagr_pct_net,since2025_cagr_pct_gross,since2025_cagr_pct_net,trading_fees_total_pct,funding_total_pct,borrow_cost_total_pct,tradable_slippage_cost_total_pct,trade_count,cash_days_pct,btc_days_pct,annual_borrow_cost_pct,tradable_transition_slippage_bps,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,latest_available_date,switch_count
phase66g_production_soft_filters,36538.8,30163.1,110.45,105.44,-26.62,-29.29,134.74,127.07,110.7,106.98,7.38,0.0,0.0,11.8,118,42.3594,8.3822,0.0,10.0,taker,4.5,1.5,0.0,0.0,4.5,2026-04-11,23
