model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,mode,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,delta_vs_phase66f_soft_filters_cagr_pct,delta_vs_phase66f_soft_filters_max_drawdown_pct,delta_vs_phase66f_soft_filters_since2021_cagr_pct,delta_vs_phase66f_soft_filters_since2023_cagr_pct,delta_vs_phase66f_soft_filters_since2025_cagr_pct,unique_selected_assets,selected_days_pct,decision_count,selection_count,switch_count,asset_suspensions_total
phase63_btcpref_f20_s100_r30_m12_rm150_rb-03_v30_045_wb30_wt+02_cd3,2899,27622.691745004035,103.13138813167267,-33.356834391728874,1.5442911747919414,2.050556188685572,42.35943428768541,8.382200758882373,49.25836495343221,0.0,849,1779.9335200392736,74.38342884247635,-33.35683439172886,1378.1030615245797,127.46845405844329,-24.39112010730812,156.24627443249972,109.07643867520301,-20.8092372493596,baseline,,,,,,,,,,,,,,,,
phase66g_production_soft_filters,2899,36538.804978508146,110.3949820767769,-26.62118277039961,1.5925734396792108,2.152651349899736,42.35943428768541,8.382200758882373,48.46498792687133,0.7933770265608829,845,2384.5537456041593,83.84847396365336,-26.621182770399578,1534.9328312166442,134.57663308956978,-26.621182770399578,156.24627443249972,109.07643867520301,-20.8092372493596,phase66g_production_soft_filters,7.263593945104233,6.735651621329264,9.465045121177013,7.108179031126497,0.0,-3.327527196750495,-3.0211497748426694,4.640918190366676,-1.8880170988582563,-4.82055207696267,5.0,9.313556398758193,362.0,45.0,23.0,348.0
