profile,decision_date,period_start,period_end,incumbent_asset_before,incumbent_hold_periods_before,selected_asset,selected,keep_reason,best_passed_asset,best_passed_score
phase66g_production_soft_filters,2020-04-12,2020-04-13,2020-04-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-04-19,2020-04-20,2020-04-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-04-26,2020-04-27,2020-05-02,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-05-03,2020-05-04,2020-05-09,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-05-10,2020-05-11,2020-05-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-05-17,2020-05-18,2020-05-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-05-24,2020-05-25,2020-05-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-05-31,2020-06-01,2020-06-06,,0,ADA,True,best_passed,ADA,236.55637261434953
phase66g_production_soft_filters,2020-06-07,2020-06-08,2020-06-13,ADA,1,ADA,True,min_hold,ADA,243.20750273938032
phase66g_production_soft_filters,2020-06-14,2020-06-15,2020-06-20,ADA,2,ADA,True,min_hold,ADA,223.04681009870404
phase66g_production_soft_filters,2020-06-21,2020-06-22,2020-06-27,ADA,3,ADA,True,incumbent_best,ADA,215.65723060791527
phase66g_production_soft_filters,2020-06-28,2020-06-29,2020-07-04,ADA,4,ADA,True,incumbent_best,ADA,218.55771093807013
phase66g_production_soft_filters,2020-07-05,2020-07-06,2020-07-11,ADA,5,ADA,True,incumbent_best,ADA,225.5352363532776
phase66g_production_soft_filters,2020-07-12,2020-07-13,2020-07-18,ADA,6,ADA,True,incumbent_best,ADA,276.2757041751629
phase66g_production_soft_filters,2020-07-19,2020-07-20,2020-07-25,ADA,7,ADA,True,incumbent_best,ADA,287.38624508473765
phase66g_production_soft_filters,2020-07-26,2020-07-27,2020-08-01,ADA,8,ADA,True,incumbent_best,ADA,211.26000955672626
phase66g_production_soft_filters,2020-08-02,2020-08-03,2020-08-08,ADA,9,ETH,True,best_passed,ETH,24.388776299010516
phase66g_production_soft_filters,2020-08-09,2020-08-10,2020-08-15,ETH,1,LINK,True,best_passed,LINK,5.927971930342105
phase66g_production_soft_filters,2020-08-16,2020-08-17,2020-08-22,LINK,1,LINK,True,min_hold,LINK,6.010251333501104
phase66g_production_soft_filters,2020-08-23,2020-08-24,2020-08-29,LINK,2,LINK,True,min_hold,LINK,5.638856159022092
phase66g_production_soft_filters,2020-08-30,2020-08-31,2020-09-05,LINK,3,,False,best_passed,,
phase66g_production_soft_filters,2020-09-06,2020-09-07,2020-09-12,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-09-13,2020-09-14,2020-09-19,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-09-20,2020-09-21,2020-09-26,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-09-27,2020-09-28,2020-10-03,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-10-04,2020-10-05,2020-10-10,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-10-11,2020-10-12,2020-10-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-10-18,2020-10-19,2020-10-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-10-25,2020-10-26,2020-10-31,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-11-01,2020-11-02,2020-11-07,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-11-08,2020-11-09,2020-11-14,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-11-15,2020-11-16,2020-11-21,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-11-22,2020-11-23,2020-11-28,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-11-29,2020-11-30,2020-12-05,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-12-06,2020-12-07,2020-12-12,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-12-13,2020-12-14,2020-12-19,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-12-20,2020-12-21,2020-12-26,,0,,False,best_passed,,
phase66g_production_soft_filters,2020-12-27,2020-12-28,2021-01-02,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-01-03,2021-01-04,2021-01-09,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-01-10,2021-01-11,2021-01-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-01-17,2021-01-18,2021-01-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-01-24,2021-01-25,2021-01-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-01-31,2021-02-01,2021-02-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-02-07,2021-02-08,2021-02-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-02-14,2021-02-15,2021-02-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-02-21,2021-02-22,2021-02-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-02-28,2021-03-01,2021-03-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-03-07,2021-03-08,2021-03-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-03-14,2021-03-15,2021-03-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-03-21,2021-03-22,2021-03-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-03-28,2021-03-29,2021-04-03,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-04-04,2021-04-05,2021-04-10,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-04-11,2021-04-12,2021-04-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-04-18,2021-04-19,2021-04-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-04-25,2021-04-26,2021-05-01,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-05-02,2021-05-03,2021-05-08,,0,ETH,True,best_passed,ETH,204.02449415513564
phase66g_production_soft_filters,2021-05-09,2021-05-10,2021-05-15,ETH,1,ETH,True,min_hold,ETH,611.2106357210362
phase66g_production_soft_filters,2021-05-16,2021-05-17,2021-05-22,ETH,2,,False,best_passed,,
phase66g_production_soft_filters,2021-05-23,2021-05-24,2021-05-29,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-05-30,2021-05-31,2021-06-05,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-06-06,2021-06-07,2021-06-12,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-06-13,2021-06-14,2021-06-19,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-06-20,2021-06-21,2021-06-26,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-06-27,2021-06-28,2021-07-03,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-07-04,2021-07-05,2021-07-10,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-07-11,2021-07-12,2021-07-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-07-18,2021-07-19,2021-07-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-07-25,2021-07-26,2021-07-31,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-08-01,2021-08-02,2021-08-07,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-08-08,2021-08-09,2021-08-14,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-08-15,2021-08-16,2021-08-21,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-08-22,2021-08-23,2021-08-28,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-08-29,2021-08-30,2021-09-04,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-09-05,2021-09-06,2021-09-11,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-09-12,2021-09-13,2021-09-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-09-19,2021-09-20,2021-09-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-09-26,2021-09-27,2021-10-02,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-10-03,2021-10-04,2021-10-09,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-10-10,2021-10-11,2021-10-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-10-17,2021-10-18,2021-10-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-10-24,2021-10-25,2021-10-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-10-31,2021-11-01,2021-11-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-11-07,2021-11-08,2021-11-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-11-14,2021-11-15,2021-11-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-11-21,2021-11-22,2021-11-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-11-28,2021-11-29,2021-12-04,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-12-05,2021-12-06,2021-12-11,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-12-12,2021-12-13,2021-12-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-12-19,2021-12-20,2021-12-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2021-12-26,2021-12-27,2022-01-01,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-01-02,2022-01-03,2022-01-08,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-01-09,2022-01-10,2022-01-15,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-01-16,2022-01-17,2022-01-22,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-01-23,2022-01-24,2022-01-29,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-01-30,2022-01-31,2022-02-05,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-02-06,2022-02-07,2022-02-12,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-02-13,2022-02-14,2022-02-19,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-02-20,2022-02-21,2022-02-26,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-02-27,2022-02-28,2022-03-05,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-03-06,2022-03-07,2022-03-12,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-03-13,2022-03-14,2022-03-19,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-03-20,2022-03-21,2022-03-26,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-03-27,2022-03-28,2022-04-02,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-04-03,2022-04-04,2022-04-09,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-04-10,2022-04-11,2022-04-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-04-17,2022-04-18,2022-04-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-04-24,2022-04-25,2022-04-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-05-01,2022-05-02,2022-05-07,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-05-08,2022-05-09,2022-05-14,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-05-15,2022-05-16,2022-05-21,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-05-22,2022-05-23,2022-05-28,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-05-29,2022-05-30,2022-06-04,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-06-05,2022-06-06,2022-06-11,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-06-12,2022-06-13,2022-06-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-06-19,2022-06-20,2022-06-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-06-26,2022-06-27,2022-07-02,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-07-03,2022-07-04,2022-07-09,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-07-10,2022-07-11,2022-07-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-07-17,2022-07-18,2022-07-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-07-24,2022-07-25,2022-07-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-07-31,2022-08-01,2022-08-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-08-07,2022-08-08,2022-08-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-08-14,2022-08-15,2022-08-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-08-21,2022-08-22,2022-08-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-08-28,2022-08-29,2022-09-03,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-09-04,2022-09-05,2022-09-10,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-09-11,2022-09-12,2022-09-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-09-18,2022-09-19,2022-09-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-09-25,2022-09-26,2022-10-01,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-10-02,2022-10-03,2022-10-08,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-10-09,2022-10-10,2022-10-15,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-10-16,2022-10-17,2022-10-22,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-10-23,2022-10-24,2022-10-29,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-10-30,2022-10-31,2022-11-05,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-11-06,2022-11-07,2022-11-12,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-11-13,2022-11-14,2022-11-19,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-11-20,2022-11-21,2022-11-26,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-11-27,2022-11-28,2022-12-03,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-12-04,2022-12-05,2022-12-10,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-12-11,2022-12-12,2022-12-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-12-18,2022-12-19,2022-12-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2022-12-25,2022-12-26,2022-12-31,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-01-01,2023-01-02,2023-01-07,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-01-08,2023-01-09,2023-01-14,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-01-15,2023-01-16,2023-01-21,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-01-22,2023-01-23,2023-01-28,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-01-29,2023-01-30,2023-02-04,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-02-05,2023-02-06,2023-02-11,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-02-12,2023-02-13,2023-02-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-02-19,2023-02-20,2023-02-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-02-26,2023-02-27,2023-03-04,,0,TRX,True,best_passed,TRX,4.0554647272351305
phase66g_production_soft_filters,2023-03-05,2023-03-06,2023-03-11,TRX,1,,False,best_passed,,
phase66g_production_soft_filters,2023-03-12,2023-03-13,2023-03-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-03-19,2023-03-20,2023-03-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-03-26,2023-03-27,2023-04-01,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-04-02,2023-04-03,2023-04-08,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-04-09,2023-04-10,2023-04-15,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-04-16,2023-04-17,2023-04-22,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-04-23,2023-04-24,2023-04-29,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-04-30,2023-05-01,2023-05-06,,0,TRX,True,best_passed,TRX,15.12330654652512
phase66g_production_soft_filters,2023-05-07,2023-05-08,2023-05-13,TRX,1,,False,best_passed,,
phase66g_production_soft_filters,2023-05-14,2023-05-15,2023-05-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-05-21,2023-05-22,2023-05-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-05-28,2023-05-29,2023-06-03,,0,TRX,True,best_passed,TRX,24.998222021004413
phase66g_production_soft_filters,2023-06-04,2023-06-05,2023-06-10,TRX,1,,False,best_passed,,
phase66g_production_soft_filters,2023-06-11,2023-06-12,2023-06-17,,0,TRX,True,best_passed,TRX,23.86736112876471
phase66g_production_soft_filters,2023-06-18,2023-06-19,2023-06-24,TRX,1,TRX,True,min_hold,TRX,24.197950296516492
phase66g_production_soft_filters,2023-06-25,2023-06-26,2023-07-01,TRX,2,TRX,True,min_hold,TRX,24.234946829503297
phase66g_production_soft_filters,2023-07-02,2023-07-03,2023-07-08,TRX,3,TRX,True,incumbent_best,TRX,24.45077546166002
phase66g_production_soft_filters,2023-07-09,2023-07-10,2023-07-15,TRX,4,TRX,True,incumbent_best,TRX,23.688170805610305
phase66g_production_soft_filters,2023-07-16,2023-07-17,2023-07-22,TRX,5,,False,best_passed,,
phase66g_production_soft_filters,2023-07-23,2023-07-24,2023-07-29,,0,LINK,True,best_passed,LINK,37.01180344639334
phase66g_production_soft_filters,2023-07-30,2023-07-31,2023-08-05,LINK,1,LINK,True,min_hold,LINK,35.08078683849977
phase66g_production_soft_filters,2023-08-06,2023-08-07,2023-08-12,LINK,2,LINK,True,min_hold,LINK,36.887910831577585
phase66g_production_soft_filters,2023-08-13,2023-08-14,2023-08-19,LINK,3,LINK,True,incumbent_best,LINK,36.887910831577585
phase66g_production_soft_filters,2023-08-20,2023-08-21,2023-08-26,LINK,4,LINK,True,incumbent_best,LINK,36.887910831577585
phase66g_production_soft_filters,2023-08-27,2023-08-28,2023-09-02,LINK,5,LINK,True,incumbent_best,LINK,36.887910831577585
phase66g_production_soft_filters,2023-09-03,2023-09-04,2023-09-09,LINK,6,,False,best_passed,,
phase66g_production_soft_filters,2023-09-10,2023-09-11,2023-09-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-09-17,2023-09-18,2023-09-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-09-24,2023-09-25,2023-09-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-10-01,2023-10-02,2023-10-07,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-10-08,2023-10-09,2023-10-14,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-10-15,2023-10-16,2023-10-21,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-10-22,2023-10-23,2023-10-28,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-10-29,2023-10-30,2023-11-04,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-11-05,2023-11-06,2023-11-11,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-11-12,2023-11-13,2023-11-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2023-11-19,2023-11-20,2023-11-25,,0,TRX,True,best_passed,TRX,22.6221351427088
phase66g_production_soft_filters,2023-11-26,2023-11-27,2023-12-02,TRX,1,TRX,True,min_hold,TRX,18.89735020921347
phase66g_production_soft_filters,2023-12-03,2023-12-04,2023-12-09,TRX,2,LINK,True,best_passed,LINK,14.434661818747669
phase66g_production_soft_filters,2023-12-10,2023-12-11,2023-12-16,LINK,1,LINK,True,min_hold,LINK,26.68848098284846
phase66g_production_soft_filters,2023-12-17,2023-12-18,2023-12-23,LINK,2,LINK,True,min_hold,LINK,24.83745562976849
phase66g_production_soft_filters,2023-12-24,2023-12-25,2023-12-30,LINK,3,,False,best_passed,,
phase66g_production_soft_filters,2023-12-31,2024-01-01,2024-01-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-01-07,2024-01-08,2024-01-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-01-14,2024-01-15,2024-01-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-01-21,2024-01-22,2024-01-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-01-28,2024-01-29,2024-02-03,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-02-04,2024-02-05,2024-02-10,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-02-11,2024-02-12,2024-02-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-02-18,2024-02-19,2024-02-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-02-25,2024-02-26,2024-03-02,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-03-03,2024-03-04,2024-03-09,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-03-10,2024-03-11,2024-03-16,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-03-17,2024-03-18,2024-03-23,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-03-24,2024-03-25,2024-03-30,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-03-31,2024-04-01,2024-04-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-04-07,2024-04-08,2024-04-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-04-14,2024-04-15,2024-04-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-04-21,2024-04-22,2024-04-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-04-28,2024-04-29,2024-05-04,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-05-05,2024-05-06,2024-05-11,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-05-12,2024-05-13,2024-05-18,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-05-19,2024-05-20,2024-05-25,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-05-26,2024-05-27,2024-06-01,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-06-02,2024-06-03,2024-06-08,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-06-09,2024-06-10,2024-06-15,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-06-16,2024-06-17,2024-06-22,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-06-23,2024-06-24,2024-06-29,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-06-30,2024-07-01,2024-07-06,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-07-07,2024-07-08,2024-07-13,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-07-14,2024-07-15,2024-07-20,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-07-21,2024-07-22,2024-07-27,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-07-28,2024-07-29,2024-08-03,,0,TRX,True,best_passed,TRX,18.847662628072705
phase66g_production_soft_filters,2024-08-04,2024-08-05,2024-08-10,TRX,1,,False,best_passed,,
phase66g_production_soft_filters,2024-08-11,2024-08-12,2024-08-17,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-08-18,2024-08-19,2024-08-24,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-08-25,2024-08-26,2024-08-31,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-09-01,2024-09-02,2024-09-07,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-09-08,2024-09-09,2024-09-14,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-09-15,2024-09-16,2024-09-21,,0,,False,best_passed,,
phase66g_production_soft_filters,2024-09-22,2024-09-23,2024-09-28,,0,,False,best_passed,,
