candidate_model,baseline_model,secondary_context_model,secondary_usage,compare_valid,compare_scope,research_status,strict_scoring_ready,score,primary_metric_value,strict_verdict,reference_event_count,selected_event_count,vetoed_event_count,coverage_ratio,selected_avg_forward_return_h3,reference_avg_forward_return_h3,vetoed_avg_forward_return_h3,raw_edge_h3,avoided_damage_h3,family_note
instability_veto_confirmed_divergence,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_with_phase68i_overlay_context_only,mechanism_scored_minimal_engine_v1,1,-0.0015064949440875518,-0.0015064949440875518,not_worthy_under_strict_scoring,130,75,55,0.4230769230769231,0.055145071506608,0.046651566450695556,0.035069514101724035,0.008493505055912447,0.01158205234897152,"Fragility vetoes are applied only when deterministic instability aligns with confirmed pre-expansion divergence, while phase67j remains the only primary compare baseline and phase68i stays overlay-context only."
