candidate_model,baseline_model,secondary_model,secondary_usage,compare_valid,compare_scope,strict_scoring_ready,verdict,research_status,note
phase69_micro_acceleration_before_expansion,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_plus_optional_overlay_context_only,0,infrastructure_unblocked_not_scored,mechanism_contract_captured,Micro-acceleration remains mechanism-first; this runner only unblocks research execution and preserves phase67j as the primary compare.
