ablation,asset_concentration,attribution_valid,cagr,calmar,candidate_id,costs,delayed_cagr,delayed_mdd,double_cost_cagr,double_cost_mdd,fee,fold_count,funding,generation,liquidations,mdd,median_holding,origin,profitable_folds,scope,sharpe,slippage,status,total_log_growth,trade_concentration,trades,turnover,without_best_day,without_three_trades,worst_fold,year,family,pareto_rank,development_feasible
,1.0,True,0.1090491940717687,0.19618509340981782,A_caa74b7ab493,0.00799748196808708,0.05701553366921025,0.5673838625967993,0.10020614654874625,0.5558485212939831,0.003998738985671857,1,0.0,2,0,0.5558485212939807,136.41666666666666,2022,1,development,0.5056526963793074,0.003998742982415223,VALID,0.10343222234308513,3.548361701551568,2,3.9987389856718565,-0.07231933686194456,-0.23184462126090186,0.10897062738709597,2021,A,0,False
,1.0,True,0.09483285162873481,0.16533863786966857,A_66839718c176,0.01199622295213054,0.14918005813348856,0.5540357393683916,0.08176444944463104,0.5769652530874514,0.005998108478507789,1,0.0,2,0,0.5735673938688709,63.0,2022,1,development,0.4673695195828412,0.005998114473622753,VALID,0.09053969121520702,2.006092880876947,3,5.998108478507788,-0.08421080755183528,-0.13860572358057743,0.09476495933091662,2021,A,0,False
,1.0,True,0.1090491940717687,0.19618509340981782,A_2d90e7af8802,0.00799748196808708,0.05701553366921025,0.5673838625967993,0.10020614654874625,0.5558485212939831,0.003998738985671857,1,0.0,3,0,0.5558485212939807,136.41666666666666,2022,1,development,0.5056526963793074,0.003998742982415223,VALID,0.10343222234308513,3.548361701551568,2,3.9987389856718565,-0.07231933686194456,-0.23184462126090186,0.10897062738709597,2021,A,0,False
,,False,-0.00037705013392476486,-0.0006364834262537711,A_20f44ef40197,0.011996222952130526,0.037928561017665424,0.577132593740983,-0.01230898542603083,0.5956436721812922,0.005998108478507792,1,0.0,3,0,0.5923958399734228,70.0,2022,0,development,0.3658851907446218,0.0059981144736227345,VALID,-0.00037686310978191084,,3,5.998108478507792,-0.16385054335130741,-0.17715959517721722,-0.0003767921058011928,2021,A,0,False
,,False,-0.04065016641503546,-0.06720970521919509,A_02d668f3f26f,0.007997481968087054,-0.06649702021219274,0.6179026797983986,-0.048299580178600664,0.6064033831265911,0.003998738985671854,1,0.0,3,0,0.6048258399952895,105.91666666666666,2022,0,development,0.26213256947263547,0.003998742982415199,VALID,-0.04147107579805348,,2,3.9987389856718543,-0.197537589352514,-0.231844621260901,-0.04062291584331227,2021,A,0,False
,,False,-0.04420126297326393,-0.0729047776923603,A_5e5e1045df99,0.007997481968087134,-0.005143890589413701,0.5928076287814643,-0.051822361928248864,0.6078593115490999,0.003998738985671862,1,0.0,0,0,0.606287603808108,115.91666666666667,2022,0,development,0.26501588232806517,0.003998742982415271,VALID,-0.04517697108625071,,2,3.9987389856718614,-0.200507956787623,-0.18545388479290995,-0.04417168711026747,2021,A,1,False
,,False,-0.04420126297326393,-0.0729047776923603,A_b06a157c5648,0.007997481968087134,-0.005143890589413701,0.5928076287814643,-0.051822361928248864,0.6078593115490999,0.003998738985671862,1,0.0,0,0,0.606287603808108,115.91666666666667,2022,0,development,0.26501588232806517,0.003998742982415271,VALID,-0.04517697108625071,,2,3.9987389856718614,-0.200507956787623,-0.18545388479290995,-0.04417168711026747,2021,A,1,False
,,False,-0.12537801357297926,-0.19488809571285026,A_3689f31e7697,0.007997481968087087,-0.12369157353644718,0.6429376555654138,-0.13235184650302018,0.6447571810281163,0.003998738985671857,1,0.0,2,0,0.6433333606877265,124.0,2022,0,development,0.1698746199449953,0.00399874298241523,VALID,-0.13387180846259072,,2,3.998738985671857,-0.2684094549630622,-0.2516303421101602,-0.12529781316527602,2021,A,1,False
,,False,-0.11374622024670249,-0.1791516978999786,A_d184944db5c7,0.011996222952130564,-0.1172198038980588,0.6386504882189354,-0.12432493170367927,0.6378246994775407,0.005998108478507786,1,0.0,0,0,0.6349156696812757,60.83333333333333,2022,0,development,0.1678932174469293,0.005998114473622779,VALID,-0.12066928606512578,,3,5.998108478507786,-0.25867986875166193,-0.2903729338218943,-0.1136729681710511,2021,A,2,False
,,False,-0.1762432491928333,-0.2667750083957585,A_077b5b9e7b67,0.011996222952130533,-0.2007207597643918,0.6728077856584347,-0.1860759688681737,0.6633478027074194,0.0059981084785077875,1,0.0,3,0,0.6606437771388911,60.83333333333333,2022,0,development,0.11002421772177078,0.005998114473622746,VALID,-0.19374729435917132,,3,5.998108478507787,-0.3109564364339725,-0.2903729338218946,-0.17613392643123169,2021,A,2,False
,,False,-0.19401290819382538,-0.28281528660236777,A_ed07fbb41efd,0.011996222952130724,-0.23032263750012655,0.7012280379153832,-0.20363352147305883,0.6885076725922208,0.005998108478507786,1,0.0,0,0,0.6860057337233096,56.0,2022,0,development,0.0603294133004022,0.005998114473622939,VALID,-0.2155399216492465,,3,5.9981084785077865,-0.3258201315107039,-0.31634456742984823,-0.19389391146877422,2021,A,3,False
,,False,-0.19535950378595965,-0.2907772650929755,A_c0630710ce1d,0.011996222952130731,-0.1564207650951228,0.6562646005150866,-0.20496404351318964,0.6744674565198484,0.005998108478507788,1,0.0,2,0,0.6718527451707539,63.0,2022,0,development,0.033995194895149836,0.005998114473622943,VALID,-0.21721091526842956,,3,5.998108478507787,-0.32694651138507497,-0.31427321993718205,-0.19523978481304602,2021,A,3,False
,,False,-0.43026581894612254,-0.5154343166943247,B_a4ae3b5e6f6e,0.023992445904261257,-0.48613056402869564,0.8511592424872851,-0.4437858351680938,0.836734617059711,0.011996216957015589,1,0.0,0,0,0.8347636255683946,45.0,2022,0,development,0.08406088963384625,0.01199622894724567,VALID,-0.5622003072527559,,6,11.996216957015589,-0.5703263145128699,-0.7030188046755393,-0.43004638989871197,2021,B,0,False
,,False,-0.5735216163464881,-0.6973812486316433,B_76de29c602ad,0.0359886688563921,-0.6191966070326806,0.8402619115581424,-0.5886119453495866,0.8252123301676302,0.017994325435523383,1,0.0,0,0,0.8223932281973675,31.0,2022,0,development,-0.25041388100532125,0.017994343420868714,VALID,-0.8516103017178029,,9,17.994325435523383,-0.6783648498216579,-0.7967763533749966,-0.5732727811889757,2021,B,0,False
,,False,-0.8019154483337101,-0.8867051988795535,B_c2b13a189167,0.039987409840435466,-0.8142174287973039,0.9095806793668576,-0.8096876865823979,0.9066442632108095,0.01999369492835932,1,0.0,0,0,0.9043766173323623,29.0,2022,0,development,-1.0146627326588484,0.019993714912076146,VALID,-1.617953123749686,,10,19.993694928359318,-0.8365372046301016,-0.8795250716167938,-0.8016958119179358,2021,B,1,False
,,False,-0.6868161791071642,-0.7878999721047455,B_6fdd4a4d5d58,0.039987409840435494,-0.7077131897918817,0.8823394547526584,-0.6991045642999363,0.8732351348784786,0.019993694928359326,1,0.0,1,0,0.8717047892163868,31.0,2022,0,development,-0.4849802084741365,0.019993714912076164,VALID,-1.1601703364133402,,10,19.993694928359325,-0.7638076649902801,-0.8286830545974149,-0.6865672126815145,2021,B,1,False
,,False,-0.69160267998839,-0.7810231407093906,B_9b9f0e5be89a,0.06797859672874057,-0.7363387213989634,0.9016208334033472,-0.7118900386356417,0.8913099882395427,0.03398928137821083,1,0.0,1,0,0.8855085642663783,14.0,2022,0,development,-0.36784516949947216,0.03398931535052975,VALID,-1.1755611484372523,,17,33.989281378210826,-0.768460264994781,-0.8819979896344631,-0.6913542649872908,2021,B,1,False
,,False,-0.69160267998839,-0.7810231407093906,B_385a8b9988c5,0.06797859672874057,-0.7363387213989634,0.9016208334033472,-0.7118900386356417,0.8913099882395427,0.03398928137821083,1,0.0,2,0,0.8855085642663783,14.0,2022,0,development,-0.36784516949947216,0.03398931535052975,VALID,-1.1755611484372523,,17,33.989281378210826,-0.768460264994781,-0.8819979896344631,-0.6913542649872908,2021,B,1,False
,,False,-0.6868161791071642,-0.7878999721047455,B_e754a3fb52aa,0.039987409840435494,-0.7077131897918817,0.8823394547526584,-0.6991045642999363,0.8732351348784786,0.019993694928359326,1,0.0,3,0,0.8717047892163868,31.0,2022,0,development,-0.4849802084741365,0.019993714912076164,VALID,-1.1601703364133402,,10,19.993694928359325,-0.7638076649902801,-0.8286830545974149,-0.6865672126815145,2021,B,1,False
,,False,-0.6868161791071642,-0.7878999721047455,B_7a6225c2e515,0.039987409840435494,-0.7077131897918817,0.8823394547526584,-0.6991045642999363,0.8732351348784786,0.019993694928359326,1,0.0,3,0,0.8717047892163868,31.0,2022,0,development,-0.4849802084741365,0.019993714912076164,VALID,-1.1601703364133402,,10,19.993694928359325,-0.7638076649902801,-0.8286830545974149,-0.6865672126815145,2021,B,1,False
,1.0,True,0.3438763380987886,1.0016877061925273,C_10955a30c91d,0.059981114760653334,0.2708224282899002,0.3974804693168781,0.2655628849342566,0.3614296390590145,0.029990542392538972,1,0.0,0,0,0.34329695370414637,4.166666666666667,2022,1,development,0.8925618413457127,0.02999057236811436,VALID,0.2953559289431154,0.9363190462375868,15,29.990542392538963,0.12410531396351358,-0.325492496065247,0.34360450131894726,2021,C,0,True
,1.0,True,0.07238805043533557,0.21343470986433344,C_1818fbc5bc25,0.10796600656917592,0.11951205342724255,0.2978467202359476,-0.03746633834396717,0.37856018513278045,0.05398297630657014,1,0.0,0,0,0.33915781777644294,3.3333333333333335,2022,1,development,0.37423594357316453,0.053983030262605765,VALID,0.06984014877505351,2.3026581490475184,27,53.982976306570144,-0.022542239898124226,-0.24483113581468371,0.07233675320953478,2021,C,0,False
,1.0,True,0.25625786247438737,0.6927162653032977,C_4b22a9af4001,0.20793453117026472,0.2712619597721142,0.3863644862821609,0.020195626987959472,0.4164520004032676,0.10396721362746841,1,0.0,0,0,0.3699319264030676,0.75,2022,1,development,0.7071288955020134,0.1039673175427963,VALID,0.22798119998490385,1.5503662285202218,52,103.96721362746841,0.050815539258415365,-0.4664598559699002,0.2560617112312379,2021,C,0,False
,1.0,True,0.1365206940090713,0.408720501831516,C_76a90be84068,0.05998111476065322,0.09183718350021879,0.3919947830536067,0.07029074589738925,0.35240853323168986,0.029990542392538972,1,0.0,1,0,0.33401968679650007,5.5,2022,1,development,0.50948058293494,0.02999057236811425,VALID,0.12788398091989156,2.162486495176104,15,29.990542392538966,-0.04934039290214584,-0.3159571324759133,0.13642114851214138,2021,C,0,True
,1.0,True,0.04051353939229402,0.13556867985420556,C_de11f65a3990,0.16394838034578565,-0.009691597643350943,0.3227174522670041,-0.11697196797953799,0.3410536035342673,0.08197414920627318,1,0.0,1,0,0.2988414391573587,1.5,2022,1,development,0.28964356542847197,0.08197423113951248,VALID,0.03968719614631212,4.000184609311981,41,81.97414920627317,-0.05159514491308232,-0.3138762589866069,0.040485255485667726,2021,C,0,False
,1.0,True,0.23753267664697472,0.8297064672479268,C_8fb14cbd98a1,0.2279282360904825,-0.15570970235577494,0.3699633051904869,-0.01492458399215166,0.3352230593816343,0.11396406109164808,1,0.0,2,0,0.2862851936478843,1.3333333333333333,2022,1,development,0.7323174057938442,0.11396417499883439,VALID,0.2129737480532119,0.7454257281115794,57,113.96406109164806,0.12647386532574184,-0.20662099387987673,0.23735216791395713,2021,C,0,False
,1.0,True,0.25304563255954177,0.7575770008841085,C_ca70af357aff,0.059981114760653265,0.1970999144464821,0.3919947830536067,0.18002527519741748,0.35240853323168986,0.029990542392538972,1,0.0,2,0,0.33401968679650007,5.5,2022,1,development,0.7338368823756172,0.029990572368114296,VALID,0.22542269478766008,1.2267947641613084,15,29.990542392538966,0.04812862185792124,-0.3159571324759124,0.2528521783690347,2021,C,0,True
,1.0,True,0.029599393600551523,0.08109135109497731,C_56c5cc4c4187,0.09996852460108896,-0.027086309659389993,0.3758422845796481,-0.0684439680033762,0.3923466956956503,0.049984237320898274,1,0.0,2,0,0.3650129539201237,3.5,2022,1,development,0.26297809015425844,0.04998428728019068,VALID,0.029149822701565742,5.60691602104502,25,49.98423732089828,-0.061543145074676085,-0.26694431091203824,0.02957883720317516,2021,C,0,False
,1.0,True,0.019457025803495776,0.061534942901648224,C_0274311a3d6f,0.0879723016489584,0.010553312037861296,0.30555019852006104,-0.06647760089434994,0.33773016264921607,0.04398612884239049,1,0.0,3,0,0.316194748642151,3.583333333333333,2022,1,development,0.2322212650229097,0.043986172806567914,VALID,0.01925696821163103,4.648948560737476,22,43.986128842390485,-0.07078768682895525,-0.21450950780046654,0.019443579555499826,2021,C,0,False
,1.0,True,0.08588119902547482,0.23614908194393197,C_e6e5ca2c9603,0.06797859672874032,0.013691656769616605,0.43548254813111087,0.014448472787432467,0.38617401638784143,0.033989281378210834,1,0.0,0,0,0.3636736519088619,4.333333333333333,2022,1,development,0.40143868960833573,0.033989315350529486,VALID,0.08233542823640005,3.358789619635219,17,33.98928137821083,-0.0916985502665513,-0.34643575511881447,0.08581996342781471,2021,C,1,False
,1.0,True,0.24263522985901542,0.6209740091747487,C_9687060255ed,0.08797230164895813,0.23318324056448203,0.3427424344204274,0.13788790663039296,0.39800083460781577,0.04398612884239048,1,0.0,1,0,0.3907333097265514,3.166666666666667,2022,1,development,0.6968346535384647,0.04398617280656765,VALID,0.21708562119336516,1.5297747981470409,22,43.98612884239048,0.03942068596798741,-0.4084770249049338,0.2424504776762951,2021,C,1,False
,1.0,True,0.30443183323551587,0.8336449536018541,C_3aa0dfaf822e,0.0599811147606534,0.22621463385325374,0.42146268892732897,0.22841698098881624,0.38517428803146225,0.029990542392538972,1,0.0,3,0,0.3651816422809073,4.166666666666667,2022,1,development,0.8256324278132066,0.029990572368114428,VALID,0.2655856611525331,1.041273766394348,15,29.990542392538966,0.09111137228418238,-0.3452901617916239,0.30419456824728675,2021,C,1,False
,1.0,True,0.2270007138557009,0.637397078986496,C_8e60cfe40ec1,0.20793453117026467,0.24641485465611834,0.3733372137243407,-0.0035638383021848446,0.4008657307734328,0.1039672136274684,1,0.0,3,0,0.35613704759464415,0.75,2022,1,development,0.6578340686070291,0.10396731754279627,VALID,0.20443272510363786,1.728951923009993,52,103.96721362746842,0.026342962949635892,-0.47888554002267814,0.22682891828110607,2021,C,1,False
,1.0,True,0.2393802783905245,0.6070606575037248,C_108d2cc004d7,0.07197733771278388,0.15107271914892292,0.4542189670262783,0.15322457406576823,0.41807562737339954,0.03598865087104676,1,0.0,0,0,0.3943267866754414,4.083333333333334,2022,1,development,0.7014281183291764,0.03598868684173712,VALID,0.21446458564422474,1.2894780779675972,18,35.98865087104676,0.03669803348971042,-0.3779403102030792,0.23919823479023025,2021,C,2,False
,,False,-0.06815477069357223,-0.15228760888020132,C_efd665779933,0.3438917246277452,0.17781936284194982,0.3963235666752216,-0.3395441236907402,0.5907277268615325,0.1719457763838901,1,0.0,0,0,0.44753983068436587,0.3333333333333333,2022,0,development,0.13278819664460803,0.17194594824385506,VALID,-0.07054022583928682,,86,171.94577638389003,-0.22054422392999812,-0.6155549421552033,-0.0681097472957018,2021,C,2,False
,1.0,True,0.11524505171865371,0.30079138747381245,C_d5294cd71137,0.07197733771278396,0.03713880870231009,0.45469386159180536,0.03771862613255522,0.4073269692809206,0.03598865087104676,1,0.0,1,0,0.3831394664805261,4.25,2022,1,development,0.4623034236473967,0.0359886868417372,VALID,0.10899950089833421,2.5371435594605534,18,35.98865087104676,-0.06713671975055203,-0.39118304765056033,0.11516179376219982,2021,C,2,False
,1.0,True,0.07215292257739281,0.17231668112533766,C_630864623ed2,0.4478589902128788,-0.2366979312484574,0.46987154853718494,-0.315207352712722,0.5745161338962598,0.22392938319762426,1,0.0,2,0,0.41872279634326914,0.6666666666666666,2022,1,development,0.3800567452795226,0.22392960701525447,VALID,0.06962101850373353,2.9845299529894747,112,223.92938319762428,-0.11114065933800062,-0.3533596543537537,0.07210179750975138,2021,C,2,False
,1.0,True,0.1901242266273036,0.5063568630981764,C_60203ba3f290,0.20393579018622113,0.15401716939569285,0.4126545940687082,-0.029634533207951803,0.41653085528459854,0.10196784413463247,1,0.0,3,0,0.3754747698372577,0.8333333333333334,2022,1,development,0.5963460333801998,0.10196794605158865,VALID,0.17393855780025066,2.032064412078296,51,101.96784413463249,-0.004502922254648262,-0.49454720224575893,0.1899824484348441,2021,C,2,False
,,False,-0.22345927736317386,-0.46438207433419765,C_fbbc8a86a58a,0.1439546754255683,-0.09893562340440593,0.3947258712878482,-0.32766944380561114,0.5267972457750922,0.07197730174209352,1,0.0,0,0,0.4811970351860717,2.25,2022,0,development,-0.3852717915483257,0.07197737368347479,VALID,-0.2527330890793453,,36,71.97730174209352,-0.2922004725170579,-0.45316494782906214,-0.22332484275825926,2021,C,3,False
,1.0,True,0.06436378391736922,0.14892974807516926,C_24cfc5a0fa5e,0.2879093508511354,-0.0872955185404455,0.4457953469012942,-0.20213885311841137,0.5406502282932693,0.14395460348418704,1,0.0,0,0,0.4321754703088795,0.9166666666666667,2022,1,development,0.3736767518699165,0.14395474736694835,VALID,0.06233453977194586,4.06591471519221,72,143.95460348418703,-0.11759817907038111,-0.4159020476532265,0.06431834199250004,2021,C,3,False
,,False,-0.21352261013757892,-0.3688651580662344,C_510b7bb20be1,0.29990557380326627,-0.34522662915284075,0.5814885929491775,-0.4174833350651755,0.664723266774899,0.14995271196269483,1,0.0,0,0,0.5788635913919478,0.8333333333333334,2022,0,development,-0.24468707670614895,0.14995286184057144,VALID,-0.24002690269982546,,75,149.95271196269482,-0.3479775510771688,-0.5081415821259958,-0.21339330106200666,2021,C,4,False
,,False,-0.15300021711100234,-0.282903075979392,C_f54d98e0eadc,0.4558564721809661,-0.4946206680917831,0.6479247948341476,-0.4633280334482552,0.6665686114529441,0.22792812218329614,1,0.0,0,0,0.5408220344770928,0.6666666666666666,2022,0,development,-0.1327248199586157,0.22792834999766992,VALID,-0.16594118231546445,,114,227.92812218329618,-0.2978019714298488,-0.4891547457120313,-0.15290394304719485,2021,C,4,False
,,False,0.0,0.0,A_f1446811c14e,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
,1.0,True,0.00886434377106297,0.5611780310778722,A_3852dcc423fe,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,0,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,,False,0.0,0.0,A_b62337fcf507,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
,1.0,True,0.00886434377106297,0.5611780310778722,A_361cb805de85,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,0,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,,False,0.0,0.0,A_a582f9838a3d,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
,1.0,True,0.00886434377106297,0.5611780310778722,A_3fb44a548ab1,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,0,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,1.0,True,0.00886434377106297,0.5611780310778722,A_092758979371,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,0,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,,False,0.0,0.0,A_922773bcd35f,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
,1.0,True,0.00886434377106297,0.5611780310778722,A_02d668f3f26f,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,1,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,,False,0.0,0.0,A_948fdef0e339,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
,1.0,True,0.00886434377106297,0.5611780310778722,A_232e9a399c22,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,2,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,1.0,True,0.00886434377106297,0.5611780310778722,A_d99f6bffa222,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,2,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,,False,0.0,0.0,A_7c88e125f612,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
,1.0,True,0.00886434377106297,0.5611780310778722,A_8231eddf79f3,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,2,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,1.0,True,0.00886434377106297,0.5611780310778722,A_0a4e0aeecf06,0.003998740984043567,0.0041281214758322375,0.020277759378242943,0.0048341842011961665,0.015795956506060915,0.001999369492835931,1,0.0,3,0,0.015795956506060915,0.16666666666666666,2023,1,development,1.000342407132103,0.001999371491207636,VALID,0.008819245540612397,1.0,1,1.9993694928359311,0.0,-3.9925967783047016e-17,0.008858249664561463,2022,A,0,True
,,False,0.0,0.0,A_bdf07b95efe5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3,0,0.0,0.0,2023,0,development,0.0,0.0,VALID,0.0,,0,0.0,0.0,0.0,0.0,2022,A,0,False
