ts,main_selected,main_strategy_ret,main_gross_exposure,main_turnover,prev_selected,prev_strategy_ret,prev_gross_exposure,prev_turnover,ret_diff_main_minus_prev,same_selection,different_selection,main_in_market,prev_in_market,main_cash_prev_in,prev_cash_main_in,pair,month
2023-01-21,LTCUSDT,-0.0037538391536798,1.0,0.0,LTCUSDT,-0.0037538391536798,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-22,LTCUSDT,0.0264900662251656,1.0,0.0,LTCUSDT,0.0264900662251656,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-23,LTCUSDT,-0.0301446051167965,1.0,0.0,LTCUSDT,-0.0301446051167965,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-24,LTCUSDT,0.0251175593531367,1.0,0.0,LTCUSDT,0.0251175593531367,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-25,LTCUSDT,-0.0208100246140076,1.0,0.0,LTCUSDT,-0.0208100246140076,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-26,LTCUSDT,0.0156535648994515,1.0,0.0,LTCUSDT,0.0156535648994515,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-27,LTCUSDT,0.0087748903138711,1.0,0.0,LTCUSDT,0.0087748903138711,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-28,LTCUSDT,0.0576558492249359,1.0,0.0,LTCUSDT,0.0576558492249359,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-29,LTCUSDT,-0.0365879375790805,1.0,0.0,LTCUSDT,-0.0365879375790805,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-30,LTCUSDT,0.0297690708109883,1.0,0.0,LTCUSDT,0.0297690708109883,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-01-31,LTCUSDT,0.0663194813476457,1.0,0.0,LTCUSDT,0.0663194813476457,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-01
2023-02-01,LTCUSDT,-0.0168444134356623,1.0,0.0,LTCUSDT,-0.0168444134356623,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-02,LTCUSDT,0.0123682076236819,1.0,0.0,LTCUSDT,0.0123682076236819,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-03,LTCUSDT,-0.0135189264970958,1.0,0.0,LTCUSDT,-0.0135189264970958,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-04,LTCUSDT,-0.0190843569180795,1.0,0.0,LTCUSDT,-0.0190843569180795,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-05,LTCUSDT,-0.0072441270826864,1.0,0.0,LTCUSDT,-0.0072441270826864,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-06,LTCUSDT,0.0513916397373084,1.0,0.0,LTCUSDT,0.0513916397373084,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-07,LTCUSDT,-0.0162601626016259,1.0,0.0,LTCUSDT,-0.0162601626016259,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-08,LTCUSDT,-0.0722636565208627,1.0,0.0,LTCUSDT,-0.0722636565208627,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-09,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-02
2023-02-10,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-02
2023-02-11,LTCUSDT,-0.0202738650827322,1.0,1.0,LTCUSDT,-0.0202738650827322,1.0,1.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-12,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-02
2023-02-13,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-02
2023-02-14,LTCUSDT,0.0715536422458776,1.0,1.0,LTCUSDT,0.0715536422458776,1.0,1.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-15,LTCUSDT,-0.0415288854308499,1.0,0.0,LTCUSDT,-0.0415288854308499,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-16,LTCUSDT,0.0159309994926433,1.0,0.0,LTCUSDT,0.0159309994926433,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-17,LTCUSDT,-0.0040950858969237,1.0,0.0,LTCUSDT,-0.0040950858969237,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-18,LTCUSDT,-0.0228663123056863,1.0,0.0,LTCUSDT,-0.0228663123056863,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-19,LTCUSDT,-0.015703582058914,1.0,0.0,LTCUSDT,-0.015703582058914,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-20,LTCUSDT,-0.0218978102189781,1.0,0.0,LTCUSDT,-0.0218978102189781,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-21,LTCUSDT,0.0157782515991471,1.0,0.0,LTCUSDT,0.0157782515991471,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-22,LTCUSDT,-0.007241813602015,1.0,0.0,LTCUSDT,-0.007241813602015,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-23,LTCUSDT,-0.0321387038799028,1.0,0.0,LTCUSDT,-0.0321387038799028,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-24,LTCUSDT,0.0174767886400875,1.0,0.0,LTCUSDT,0.0174767886400875,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-25,LTCUSDT,0.0227589908749328,1.0,0.0,LTCUSDT,0.0227589908749328,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-26,LTCUSDT,-0.0125957804135614,1.0,0.0,LTCUSDT,-0.0125957804135614,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-27,LTCUSDT,-0.002870203040289,1.0,0.0,LTCUSDT,-0.002870203040289,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-02-28,LTCUSDT,0.0424307036247335,1.0,0.0,LTCUSDT,0.0424307036247335,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-02
2023-03-01,LTCUSDT,-0.0244426263039476,1.0,0.0,LTCUSDT,-0.0244426263039476,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-03
2023-03-02,LTCUSDT,-0.0506342383897683,1.0,0.0,LTCUSDT,-0.0506342383897683,1.0,0.0,0.0,True,False,True,True,False,False,LTCUSDT -> LTCUSDT,2023-03
2023-03-03,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-04,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-05,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-06,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-07,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-08,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-09,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-10,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-11,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-12,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-13,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-14,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-15,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-16,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-03
2023-03-17,BTCUSDT,-0.0193002440579767,1.0,1.0,BTCUSDT,-0.0193002440579767,1.0,1.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-18,BTCUSDT,0.0395941799105006,1.0,0.0,BTCUSDT,0.0395941799105006,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-19,BTCUSDT,-0.0091467196608714,1.0,0.0,BTCUSDT,-0.0091467196608714,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-20,BTCUSDT,0.0140152202564418,1.0,0.0,BTCUSDT,0.0140152202564418,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-21,BTCUSDT,-0.0304033342975584,1.0,0.0,BTCUSDT,-0.0304033342975584,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-22,BTCUSDT,0.0383267091042998,1.0,0.0,BTCUSDT,0.0383267091042998,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-23,BTCUSDT,-0.0297200146596213,1.0,0.0,BTCUSDT,-0.0297200146596213,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-24,BTCUSDT,0.0003088750210802,1.0,0.0,BTCUSDT,0.0003088750210802,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-25,BTCUSDT,0.0183920518371114,1.0,0.0,BTCUSDT,0.0183920518371114,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-26,BTCUSDT,-0.0301465422151347,1.0,0.0,BTCUSDT,-0.0301465422151347,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-27,BTCUSDT,0.0050197401576632,1.0,0.0,BTCUSDT,0.0050197401576632,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-28,BTCUSDT,0.0398931516627922,1.0,0.0,BTCUSDT,0.0398931516627922,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-29,BTCUSDT,-0.011290504645732,1.0,0.0,BTCUSDT,-0.011290504645732,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-30,BTCUSDT,0.015585191231934,1.0,0.0,BTCUSDT,0.015585191231934,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-03-31,BTCUSDT,-0.0004436971814163,1.0,0.0,BTCUSDT,-0.0004436971814163,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-03
2023-04-01,BTCUSDT,-0.0098711090289052,1.0,0.0,BTCUSDT,-0.0098711090289052,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-02,BTCUSDT,-0.0132000467132639,1.0,0.0,BTCUSDT,-0.0132000467132639,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-03,BTCUSDT,0.0131464028776979,1.0,0.0,BTCUSDT,0.0131464028776979,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-04,BTCUSDT,0.000161190280155,1.0,0.0,BTCUSDT,0.000161190280155,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-05,ETHUSDT,-0.0220078011620535,1.0,2.0,ETHUSDT,-0.0220078011620535,1.0,2.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-06,ETHUSDT,-0.0046410775417777,1.0,0.0,BTCUSDT,-0.0075477212880726,1.0,2.0,0.0029066437462948996,False,True,True,True,False,False,BTCUSDT -> ETHUSDT,2023-04
2023-04-07,ETHUSDT,-0.0079947631618484,1.0,0.0,ETHUSDT,-0.0109947631618484,1.0,2.0,0.003000000000000001,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-08,ETHUSDT,0.0054629439318052,1.0,0.0,ETHUSDT,0.0054629439318052,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-09,BTCUSDT,0.0433773171358605,1.0,2.0,BTCUSDT,0.0433773171358605,1.0,2.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-10,BTCUSDT,0.0189990059836677,1.0,0.0,BTCUSDT,0.0189990059836677,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-11,BTCUSDT,-0.0103425713947024,1.0,0.0,BTCUSDT,-0.0103425713947024,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-12,BTCUSDT,0.0162529731762539,1.0,0.0,BTCUSDT,0.0162529731762539,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-13,ETHUSDT,0.0407274168617451,1.0,2.0,ETHUSDT,0.0407274168617451,1.0,2.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-14,ETHUSDT,-0.0044714498640469,1.0,0.0,ETHUSDT,-0.0044714498640469,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-15,ETHUSDT,0.0134267674351862,1.0,0.0,ETHUSDT,0.0134267674351862,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-16,ETHUSDT,-0.0210839819320611,1.0,0.0,ETHUSDT,-0.0210839819320611,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-17,ETHUSDT,0.0142237222757954,1.0,0.0,ETHUSDT,0.0142237222757954,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-18,ETHUSDT,-0.0807083432374613,1.0,0.0,ETHUSDT,-0.0807083432374613,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-19,ETHUSDT,0.0047835013161092,1.0,0.0,ETHUSDT,0.0047835013161092,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-20,ETHUSDT,-0.0484822283296791,1.0,0.0,ETHUSDT,-0.0484822283296791,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-21,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-04
2023-04-22,ETHUSDT,-0.0079882400648824,1.0,1.0,ETHUSDT,-0.0079882400648824,1.0,1.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-23,ETHUSDT,-0.0108270676691729,1.0,0.0,ETHUSDT,-0.0108270676691729,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-04
2023-04-24,BTCUSDT,0.0257107705919065,1.0,2.0,BTCUSDT,0.0257107705919065,1.0,2.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-25,BTCUSDT,0.0040458234558116,1.0,0.0,BTCUSDT,0.0040458234558116,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-26,BTCUSDT,0.037215175351017,1.0,0.0,BTCUSDT,0.037215175351017,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-27,BTCUSDT,-0.00546504451397,1.0,0.0,BTCUSDT,-0.00546504451397,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-28,BTCUSDT,-0.0027719306624999,1.0,0.0,BTCUSDT,-0.0027719306624999,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-29,BTCUSDT,9.442208382015592e-05,1.0,0.0,BTCUSDT,9.442208382015592e-05,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-04-30,BTCUSDT,-0.0398502251377799,1.0,0.0,BTCUSDT,-0.0398502251377799,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-04
2023-05-01,ETHUSDT,0.0184941580680929,1.0,2.0,ETHUSDT,0.0184941580680929,1.0,2.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-05
2023-05-02,ETHUSDT,0.0187371663244353,1.0,0.0,ETHUSDT,0.0187371663244353,1.0,0.0,0.0,True,False,True,True,False,False,ETHUSDT -> ETHUSDT,2023-05
2023-05-03,BTCUSDT,-0.0094769159957775,1.0,2.0,BTCUSDT,-0.0094769159957775,1.0,2.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-05
2023-05-04,BTCUSDT,0.0231446805205326,1.0,0.0,BTCUSDT,0.0231446805205326,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-05
2023-05-05,BTCUSDT,-0.0222808476083022,1.0,0.0,BTCUSDT,-0.0222808476083022,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-05
2023-05-06,BTCUSDT,-0.0144931052890648,1.0,0.0,BTCUSDT,-0.0144931052890648,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-05
2023-05-07,BTCUSDT,-0.0267783089049985,1.0,0.0,BTCUSDT,-0.0267783089049985,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-05
2023-05-08,BTCUSDT,-0.0014644659199046,1.0,0.0,BTCUSDT,-0.0014644659199046,1.0,0.0,0.0,True,False,True,True,False,False,BTCUSDT -> BTCUSDT,2023-05
2023-05-09,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-10,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-11,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-12,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-13,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-14,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-15,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-16,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-17,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-18,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-19,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-20,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-21,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-22,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-23,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-24,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-25,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-26,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-05
2023-05-27,TRXUSDT,0.001869621565578,1.0,1.0,TRXUSDT,0.001869621565578,1.0,1.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-05
2023-05-28,TRXUSDT,-0.0170498579178507,1.0,0.0,TRXUSDT,-0.0170498579178507,1.0,0.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-05
2023-05-29,TRXUSDT,0.0032851511169513,1.0,0.0,TRXUSDT,0.0032851511169513,1.0,0.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-05
2023-05-30,TRXUSDT,-0.014800261951539,1.0,0.0,TRXUSDT,-0.014800261951539,1.0,0.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-05
2023-05-31,TRXUSDT,-0.0059824514756712,1.0,0.0,TRXUSDT,-0.0059824514756712,1.0,0.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-05
2023-06-01,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-06
2023-06-02,TRXUSDT,-0.012266997338495,1.0,1.0,TRXUSDT,-0.012266997338495,1.0,1.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-06
2023-06-03,TRXUSDT,-0.0047694753577106,1.0,0.0,TRXUSDT,-0.0047694753577106,1.0,0.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-06
2023-06-04,TRXUSDT,-0.037601376259523,1.0,0.0,TRXUSDT,-0.037601376259523,1.0,0.0,0.0,True,False,True,True,False,False,TRXUSDT -> TRXUSDT,2023-06
2023-06-05,CASH,-0.0015,0.0,1.0,CASH,-0.0015,0.0,1.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-06
2023-06-06,CASH,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,True,False,False,False,False,False,CASH -> CASH,2023-06
