model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,asset,asset_file,signal_days_pct,trigger_days,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,raw_rows,daily_rows,history_days,data_start,data_end,non_na_close_ratio,max_gap_days
phase63_btcpref_f20_s100_r30_m12_rm150_rb-03_v30_045_wb30_wt+02_cd3,2874,24774.6433083277,101.59102257148795,-33.45815502995442,1.5257513002131136,2.012554224312254,41.8580375782881,8.455114822546973,49.68684759916493,0.0,844,1398.3394682810722,68.21964559766423,-33.45815502995444,1259.2456285609821,125.67852925530438,-25.866176348777348,149.9093451554409,113.89699075216568,-20.80923724935961,,C:\Users\benda\Desktop\market_regime_v1\outputs\phase63_btc_participation_overlay\phase63_btcpref_f20_s100_r30_m12_rm150_rb-03_v30_045_wb30_wt+02_cd3_paper.csv,0.0,0,,,,,,,,,,,,
add_DOGE,2874,38689.57104275464,113.30144006585398,-33.45815502995445,1.620023110191789,2.1780978548359835,41.8580375782881,8.1419624217119,48.67780097425191,1.3221990257480862,845,1965.0360178505484,78.91409852152115,-33.45815502995444,1773.3346077471087,149.42796298337674,-28.456440894775536,149.9093451554409,113.89699075216568,-20.80923724935961,DOGE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv\DOGEUSDT_1d.csv,1.3221990257480862,22,11.710417494366027,-2.842170943040401e-14,10.694452923856929,23.74943372807236,0.0,2448.0,2448.0,2448.0,2019-07-05,2026-03-17,100.0,1.0
