date,mechanism_family,event_kind,family_logic_label,selected_for_family,vetoed_by_family,mechanism_signal,forward_baseline_return_h3,pre_mean_abs_base_ret,pre_abs_range,trend_accel,trend_build,trend_gate_pass,stress_active,trend_block,stress_block,leverage_eligible,target_leverage,baseline_regime_on_event,baseline_asset_on_event,overlay_trend_score,overlay_equity_curve
2023-12-04,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.6666666666666667,0.18224730593212102,0.0116595211191664,0.014511249318921799,0.1632943187867904,0.5941168637580893,0,0,0,0,0,1.0,CANDIDATE,ICP,0.0831279573725087,132.44371782513093
2023-12-09,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,-0.04256129279280263,0.08773435760533856,0.1873175042325414,0.0,0.8543988916503106,1,0,0,0,0,1.0,BASE,,1.0,197.44184402485882
2024-01-07,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.5,-0.013032299178037166,0.0026780809676808666,0.0031109216991961996,0.0558024975233883,-0.9843551081710283,0,0,1,0,0,1.0,BASE,STX,0.0156448918289717,198.08284302720696
2024-01-09,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.8333333333333334,-0.06841521063424905,0.029200067448902467,0.0678994233729121,0.7692922524420776,0.41691017838855204,1,0,0,0,1,1.0,BASE,STX,0.3767525726941354,197.38739666252053
2024-01-14,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,0,1,0.33333333333333337,-0.009664318422265117,0.03385431945785793,0.0678133500840832,0.4174661976495353,0.6460924277498484,0,1,1,0,0,1.0,BASE,STX,0.0029200030175555,192.8487469346221
2024-02-01,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,1.0,0.023131825608392775,0.013520977325153167,0.0283239181219219,0.48482970547781457,0.732027766907221,1,0,0,0,1,1.0,BASE,,0.3037986963763304,193.21404270652047
2024-06-22,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,1.0,0.0,0.0,0.0,0.4245977048280094,0.5437522479374381,1,0,0,0,1,1.0,BASE,,0.3412685203902681,296.92345758969435
2024-09-28,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.5,-0.004690095846645259,0.004066386728037766,0.0115548302872061,0.0760404189434108,0.1668992128408374,0,0,1,0,0,1.0,BASE,,0.0002325461741708,302.5469725060245
2024-10-20,participation_divergence_instability_filter,cross_up+asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,0.010476957070707282,0.006195493716845233,0.014193562376434599,0.079093890526551,0.079093890526551,0,0,0,0,0,1.0,BASE,,0.0394595313403931,309.8515477968946
2024-10-26,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,0.2792609296573798,0.0055502227622517665,0.012150668286756,-0.0970755289894061,-0.2276328549513835,0,0,0,0,0,1.0,BASE,,-0.0987057726940963,308.1941283800691
2024-10-27,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,0.16650492166920872,0.005050222762251867,0.0136506682867557,0.005416695182016304,-0.1044255384988701,0,0,0,0,0,1.0,CANDIDATE,DOGE,-0.09328907751208,323.416636066842
2024-10-29,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,0,1,0.33333333333333337,-0.09496190151256678,0.056207254767638326,0.1192291695549701,0.17440398822446768,0.19867360767789038,0,0,1,0,0,1.0,CANDIDATE,DOGE,0.0999678349837941,394.2607071864331
2024-11-02,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,0,1,0.33333333333333337,0.06543403321842689,0.027520171328597003,0.0431024678721708,0.0,-0.012858246442458005,0,1,0,0,0,1.0,BASE,,0.0593060485299724,362.3808751826172
2024-11-03,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,0.2977079067309596,0.0131526820378734,0.0394580461136202,0.0,0.0,0,1,0,0,0,1.0,CANDIDATE,DOGE,0.0593060485299724,362.3808751826172
2024-11-09,participation_divergence_instability_filter,cross_up+asset_transition,participation_divergence_instability_filter,1,0,0.8333333333333334,0.18449947567722336,0.009548649103403634,0.0124860830712547,0.4297526548720158,0.4481339377964706,1,1,0,0,0,1.0,BTC,,0.3681866609984339,361.69989667622514
2024-11-10,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.8333333333333334,0.09194515514050572,0.004856110594282833,0.0064019536011350004,0.5091175852413069,0.9151775556513826,1,0,0,0,0,1.0,BTC,DOGE,0.8773042462397408,379.1182482161926
2024-11-16,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,0.04622486589230945,0.027026096650792267,0.0375543390727033,-0.07403358106396285,0.2562961891347434,1,0,0,0,0,1.0,BASE,,0.6012281884008228,434.6948681947098
2024-11-17,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,0.08361317825005687,0.0184677446116714,0.0375543390727033,0.061612175952296955,-0.05750923651908402,1,0,0,0,0,1.0,BASE,DOGE,0.6628403643531198,437.63760253235733
2024-11-23,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,-0.020806222346793524,0.020309275765693264,0.036900778817306995,0.0,0.0,1,0,0,0,0,1.0,BASE,,1.0,485.00059837326444
2024-11-24,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,0.028319209943101997,0.006836831754624466,0.010001997547788199,-0.148991516081325,-0.148991516081325,1,0,0,0,0,1.0,BASE,DOGE,0.851008483918675,460.7751999356008
2024-11-30,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.8333333333333334,1.214640550318269,0.0106891427987513,0.0167014264912961,0.03508874640964199,0.0,1,0,0,0,0,1.0,BASE,,1.0,492.31605380158584
2024-12-01,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,1.0478927944113532,0.0126688508432645,0.0107623023577565,0.0,0.0,1,0,0,0,0,1.0,BASE,DOGE,1.0,525.1054434852822
2024-12-07,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,-0.04304034564139658,0.023605752243677003,0.055786113382641805,0.0,0.0,1,0,0,0,0,1.0,BASE,,1.0,1190.8807627615909
2024-12-08,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,0.0456923491379313,0.0196986210118371,0.055786113382641805,0.0,0.0,1,0,0,0,0,1.0,BASE,DOGE,1.0,1103.9919561882114
2024-12-14,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,-0.07457847398653394,0.0096104294744223,0.006506893829564,0.0,0.0,1,0,0,0,0,1.0,BASE,,1.0,1182.6654903306826
2024-12-15,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.6666666666666667,-0.10603375083534416,0.012926278835552434,0.0164544419129544,0.0,0.0,1,0,0,0,0,1.0,BASE,DOGE,1.0,1190.7757803373452
2024-12-21,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,0.04457922345313037,0.016256617839672166,0.0191159633022904,0.0,0.0,1,1,0,0,0,1.0,BASE,,1.0,1046.4689370737055
2024-12-22,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,0.009592283930677015,0.014349161676431167,0.0133935948125674,0.0,0.0,1,1,0,0,0,1.0,BASE,,1.0,1043.117994421787
2024-12-28,participation_divergence_instability_filter,asset_transition,participation_divergence_instability_filter,1,0,0.5,-0.0007617628284293243,0.02092832672879197,0.025973852577336497,0.0,0.0,1,1,0,0,0,1.0,BASE,,1.0,1030.5489911223804
2025-01-14,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.8333333333333334,0.26884165614171485,0.03180156599699923,0.0496836834808605,1.2687207071259599,1.2687207071259599,1,0,0,0,1,1.0,BASE,,0.2687207071259598,1300.3045172172276
2025-07-09,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,1.0,0.026520472373071646,0.0,0.0,0.345305049817357,0.345305049817357,1,0,0,0,1,1.0,BASE,,0.1786383831506904,1678.208315059724
2025-08-21,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.8333333333333334,-0.09434672924854104,0.04818124083310227,0.0383679017728637,1.255350675033656,1.569658553771011,1,0,0,0,1,1.0,BASE,,1.0,3031.9665708484813
2025-08-29,participation_divergence_instability_filter,cross_up,participation_divergence_instability_filter,1,0,0.5,-0.009356017388764237,0.01829730975207713,0.0324803116458798,0.27917282304993163,-0.026993905039788713,1,1,0,1,0,1.0,BASE,,0.1445629643944014,2728.537829597745
