candidate_model,baseline_model,secondary_context_model,secondary_usage,compare_valid,compare_scope,research_status,strict_scoring_ready,score,primary_metric_value,strict_verdict,reference_event_count,selected_event_count,vetoed_event_count,coverage_ratio,selected_avg_forward_return_h3,reference_avg_forward_return_h3,vetoed_avg_forward_return_h3,raw_edge_h3,avoided_damage_h3,family_note
phase69_participation_divergence_instability_filter,phase67j_no_neo_main,phase68i_dynamic_ladder_candidate,overlay_context_suitability_only,1,primary_baseline_with_phase68i_overlay_context_only,mechanism_scored_minimal_engine_v1,1,-0.008039244802730126,-0.008039244802730126,not_worthy_under_strict_scoring,130,112,18,0.13846153846153847,0.048612321647965424,0.046651566450695556,0.03445131188990523,0.0019607551972698686,0.012200254560790325,"Participation-divergence instability is scored as a veto on blocked or incoherent pre-trigger context, with phase67j retained as the only primary compare baseline."
