ts,always_daily,phase20_btc_3d_neg_k05,phase23_btc1d_pos,phase23_btc2d_pos,phase23_breadth1d_50,phase23_breadth1d_60,phase23_btc1d_and_breadth50,phase23_btc1d_and_breadth60,phase23_btc2d_and_breadth50,phase23_btc1d_or_breadth60
2021-08-30 20:00:00,5.621149581559313,6.365266715202644,5.359887871032929,6.581454187011108,5.635565785119273,5.768984120089342,5.592146180826523,5.883841428012925,6.2673820088195225,5.255258557144884
2021-08-31 00:00:00,5.830073331982395,6.483557055575907,5.459494531522539,6.703762095032177,5.740295567034853,5.876193311110899,5.696069064932401,5.993185095193381,6.383853287124618,5.352920815662575
2021-08-31 04:00:00,5.954778276247726,6.552898517956944,5.517883673691262,6.775458644185596,5.80168786846841,5.939039035137601,5.756988365156053,6.057282043096931,6.452128420475147,5.410170154904329
2021-08-31 08:00:00,5.879569892764863,6.511517220299851,5.483038454264696,6.7326718880424865,5.765050436660068,5.901534236087737,5.720633208961567,6.019030544079897,6.411383482039459,5.37600514213294
2021-08-31 12:00:00,5.927608119241568,6.538117953401148,5.505437664398294,6.760176078217104,5.788601717074872,5.925643077666614,5.744003036916194,6.043619379464141,6.437575150593157,5.397967101703784
2021-08-31 16:00:00,5.953476192046153,6.552384121796671,5.517450525189603,6.774926777271879,5.801232441613491,5.938572826349686,5.756536447168669,6.056806552347896,6.451621934669518,5.409745461809132
2021-08-31 20:00:00,5.975958845926651,6.564756303993287,5.527868550428901,6.787719163508562,5.812186302589651,5.949786012821929,5.767405913369362,6.06824298720922,6.463803858158082,5.419960118832699
2021-09-01 00:00:00,6.1056637935260225,6.635998542633575,5.647847941043064,6.861381046155414,5.9383366559055935,6.078922893265235,5.89258433260961,6.199950912074319,6.5339505377395914,5.537597415428719
2021-09-01 04:00:00,6.130195059883659,6.649329562265776,5.6705398000897524,6.875164835413754,5.96219563719798,6.10334672033877,5.9162594907392405,6.224861004141562,6.547076553716663,5.559846311170945
2021-09-01 08:00:00,6.2162541450463005,6.696003054176191,5.75014598925779,6.923423527861404,6.045896253097744,6.18902889358967,5.999315229485583,6.312249062441161,6.59303230334605,5.637898523622622
2021-09-01 12:00:00,6.446375826270994,6.819943890921149,5.963012650024854,7.051573843540799,6.269711396077643,6.41814271373102,6.221405973298928,6.545924413008272,6.715067185013794,5.84660985629298
2021-09-01 16:00:00,6.643789152352169,6.924370614050364,6.145623498729667,7.159547275751133,6.461714564001024,6.614691431107653,6.411929839606099,6.746386307485723,6.817888039985491,6.025655994640369
2021-09-01 20:00:00,6.533528662162956,6.866912100493633,6.04363057813128,7.100137263327899,6.354475788213372,6.504913847424688,6.305517292344043,6.634423112355455,6.761313120153949,5.925654057726794
2021-09-02 00:00:00,6.481618905326906,6.8123535677645295,5.995613126928449,7.043725725566326,6.303988630347668,6.453231439109136,6.255419116259403,6.58171173565265,6.707593585411235,5.87857394571741
2021-09-02 04:00:00,6.52885852015998,6.8620036572481045,6.039310613457848,7.095062111602862,6.349933632539166,6.500264159184928,6.30101013202071,6.629680851374499,6.756480158667063,5.9214184222316355
2021-09-02 08:00:00,6.521375876281607,6.854139199854713,6.032389034371421,7.08693054880178,6.342656052258191,6.492814286949477,6.293788622357674,6.6220826562711865,6.748736640448299,5.914631957925267
2021-09-02 12:00:00,6.569257852654124,6.9044644283720595,6.076680716785269,7.138965004034695,6.389225811921606,6.540486555221815,6.3399995821039745,6.670704053243204,6.798287970488568,5.958059031143287
2021-09-02 16:00:00,6.5726085493328394,6.9079860995482205,6.079780170993346,7.142606283896898,6.392484681977821,6.543822576895696,6.343233343971646,6.674106493277868,6.801755485607413,5.961097981517137
2021-09-02 20:00:00,6.609084268099574,6.946323048465893,6.113520861621153,7.182245294210296,6.427960775180443,6.580138543407727,6.378436109173595,6.71114549075365,6.8395028911239475,5.994180026778579
2021-09-03 00:00:00,6.593615507784885,6.930064970652639,6.099211982349674,7.165435033292048,6.412915939843205,6.56473753143142,6.363507187805229,6.695437853080675,6.82349482909861,5.98015046831692
2021-09-03 04:00:00,6.863685132313843,7.213915316851275,6.349031203390221,7.458925963532525,6.675584243441493,6.833624335363433,6.62415174538806,6.969678045719074,7.10298014095736,6.225093017620587
2021-09-03 08:00:00,6.890282372271311,7.241869722249598,6.373634124876086,7.487829801609692,6.701452579846262,6.8601050877177565,6.649820777415374,6.996686015320645,7.130504665113159,6.2492156703290735
2021-09-03 12:00:00,6.846966371165644,7.196343454972303,6.333566051046299,7.44075729769159,6.65932366383458,6.816978797166819,6.608016446535381,6.952701103991717,7.0856784981622996,6.209929757465057
2021-09-03 16:00:00,6.837001086742938,7.185869676448388,6.324347985163214,7.429927791780171,6.6496314803513314,6.8070571575771455,6.598398937146557,6.942581930002617,7.075365784803665,6.200891635627804
2021-09-03 20:00:00,6.801671202073588,7.148737029590957,6.291667211518479,7.391533985979236,6.6152698193959125,6.771882006767064,6.564302017971896,6.906706461243352,7.038804161659378,6.168848816919078
2021-09-04 00:00:00,6.799917728682137,7.14689408249877,6.290045217347413,7.389628445740468,6.613564400350951,6.770136213041355,6.562609738445291,6.904925909722622,7.036989555301848,6.167258485376286
2021-09-04 04:00:00,6.748077416336838,7.092408537773319,6.242092003537496,7.333292374919044,6.563144783833563,6.718522945071377,6.512578583332002,6.852285049911729,6.9833418861574525,6.120241356794341
2021-09-04 08:00:00,6.801601757582839,7.148664041587308,6.291602974125566,7.391458519039088,6.615202278047598,6.771812866421493,6.564234997000546,6.906635944351444,7.038732296061061,6.168785833491642
2021-09-04 12:00:00,6.698632938922435,7.040441079173827,6.196354979783095,7.279559913532771,6.515055343833055,6.6692950190236555,6.464859651730312,6.802077022871735,6.932173580155029,6.075397156458982
2021-09-04 16:00:00,6.745698942528633,7.089908698648275,6.239891872830211,7.3307076322189335,6.560831492653765,6.716154888235516,6.510283115063242,6.84986984636381,6.980880489415062,6.118084174404614
2021-09-04 20:00:00,6.675351673398308,7.015971850949838,6.174819393808849,7.254259621847732,6.4924121068103435,6.646115718170427,6.442390871084993,6.778436234858873,6.908080638318916,6.054281962410627
2021-09-05 00:00:00,6.719987119828235,7.062884890296501,6.216107978103992,7.302765997628669,6.5358243084400165,6.690555675287244,6.485468600420648,6.823760967134093,6.954272251637818,6.094764560395952
2021-09-05 04:00:00,6.8134767655011865,7.161144990211624,6.302587568313772,7.404363365804612,6.626751848609519,6.783635865514416,6.575695583101513,6.918694332868072,7.051021313373441,6.17955599958342
2021-09-05 08:00:00,6.7841711904044475,7.130344052670914,6.275479388504282,7.372516317061625,6.598249399620454,6.754458639682761,6.547412733191523,6.888936204482008,7.0206940308832415,6.15297699320488
2021-09-05 12:00:00,6.820264964472055,7.168279567568507,6.308866773471066,7.411740259204203,6.633354015407343,6.790394334294142,6.582246883051043,6.925587359052285,7.058046175609028,6.185712629615417
2021-09-05 16:00:00,6.8581469341764905,7.208094523560114,6.343908271305374,7.452907475055626,6.6701978209133514,6.82811039280402,6.618806822922846,6.964054323589249,7.097248859491504,6.2200700892824665
2021-09-05 20:00:00,6.779483687278785,7.125417362424474,6.271143364482622,7.36742229860155,6.59369035860917,6.749791666356607,6.542888817625353,6.884176314278077,7.015843102996776,6.148725611852863
2021-09-06 00:00:00,6.846810121061461,7.196179231964094,6.333421516912248,7.44058749707626,6.659171695800876,6.816823231389287,6.607865649349847,6.952542440984925,7.085516800566089,6.209788044753328
2021-09-06 04:00:00,6.779119103702345,7.1250341754053075,6.270806118169827,7.367026097165768,6.593335766530516,6.749428679542352,6.542536957525763,6.88380610059555,7.015465808605607,6.148394948858818
2021-09-06 08:00:00,6.81420593265407,7.1619113642499626,6.303262060939367,7.405155768676183,6.627461032766833,6.784361839142931,6.576399303300699,6.919434760233131,7.051775902155783,6.180217325571515
2021-09-06 12:00:00,6.836462891939628,7.1853040194201006,6.32385014536814,7.429342922994022,6.649108034901895,6.806521319898964,6.5978795246185955,6.942035424090321,7.074808826416707,6.200403514065171
2021-09-06 16:00:00,6.817313573615159,7.165177577413345,6.306136684272246,7.408532914247863,6.630483508103945,6.7874558696073075,6.579398491768643,6.92259039114611,7.054991887680515,6.183035833949336
2021-09-06 20:00:00,6.794570502894349,7.1412740062176505,6.285098938093079,7.383817491348981,6.608363716530676,6.764812406432267,6.557449123651292,6.89949610904555,7.0314559042313665,6.162408761463619
2021-09-07 00:00:00,6.742799635039801,7.08686144949585,6.237209961676076,7.327556887467707,6.558011641361604,6.713268278807861,6.507484989509353,6.846925766126567,6.977880100685288,6.115454616309111
2021-09-07 04:00:00,6.508997395805328,6.841129088203935,6.020938719084597,7.0734785667201825,6.330616806920994,6.480490020351161,6.281842134214421,6.609513020288221,6.735926597548122,5.903405161984576
2021-09-07 08:00:00,5.994274830362121,6.300142005142918,5.544811162809838,6.514117606333858,5.830000333207826,5.968021778966722,5.785082694563113,6.086841817450519,6.203258782815016,5.4365719978192955
2021-09-07 12:00:00,5.923441449796543,6.225694241418926,5.479289022038082,6.437141327381612,5.761108157926198,5.897498626482625,5.71672130378541,6.014914587702212,6.129955872530644,5.372328901833248
2021-09-07 16:00:00,5.962799114929426,6.267060192488114,5.5156955644718,6.479912215711205,5.799387217083906,5.9366839173359205,5.754705439298412,6.054880036192264,6.170685700377377,5.408024759333338
2021-09-07 20:00:00,5.955420637787179,6.259305217100199,5.508870341474743,6.4718938533203465,5.792210948825403,5.929337755618827,5.747584461092402,6.047387616426816,6.163049980556089,5.401332770168125
2021-09-08 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-08 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-08 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-08 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-08 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-08 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-09 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-09 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-09 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-09 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-09 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-09 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-10 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-10 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-10 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-10 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-10 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-10 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-11 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-11 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-11 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-11 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-11 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-11 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-12 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-12 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-12 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-12 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-12 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-12 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-13 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-13 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-13 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-13 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-13 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-13 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-14 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-14 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-14 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-14 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-14 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-14 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-15 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-15 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-15 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-15 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-15 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-15 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-16 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-16 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-16 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-16 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-16 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-16 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-17 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-17 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-17 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-17 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-17 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-17 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-18 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-18 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-18 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-18 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-18 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-18 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-19 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-19 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-19 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-19 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-19 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-19 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-20 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-20 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-20 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-20 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-20 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-20 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-21 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-21 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-21 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-21 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-21 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-21 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-22 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-22 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-22 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-22 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-22 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-22 20:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-23 00:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-23 04:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-23 08:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-23 12:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
2021-09-23 16:00:00,5.946487506830499,6.254610738187373,5.5047386887186365,6.467039932930356,5.7878667906137835,5.9248907523021135,5.743273772746583,6.042852075714496,6.158427693070672,5.3972817705904985
