ts,selected,market_score,normal_candidate_count,override_candidate_count
2018-12-02,CASH,-58.35177690358152,0,0
2018-12-03,CASH,-59.40153352103217,0,0
2018-12-04,CASH,-58.376017848377344,0,0
2018-12-05,CASH,-59.13528530841174,0,0
2018-12-06,CASH,-61.44202761716609,0,0
2018-12-07,CASH,-60.79412312297512,0,0
2018-12-08,CASH,-60.78923763661042,0,0
2018-12-09,CASH,-60.35936894053053,0,0
2018-12-10,CASH,-61.751410824742486,0,0
2018-12-11,CASH,-60.798383070724626,0,0
2018-12-12,CASH,-60.40561480367249,0,0
2018-12-13,CASH,-62.096652954872724,0,0
2018-12-14,CASH,-63.88780963255252,0,0
2018-12-15,CASH,-63.2488637194556,0,0
2018-12-16,CASH,-63.67740155849866,0,0
2018-12-17,CASH,-59.527629725632295,0,0
2018-12-18,CASH,-53.70029594344048,0,0
2018-12-19,CASH,-53.35521945402528,0,0
2018-12-20,CASH,-48.36771486759088,0,0
2018-12-21,CASH,-50.19772515012624,0,0
2018-12-22,CASH,-45.768476914255636,0,0
2018-12-23,CASH,-42.32697532798199,0,0
2018-12-24,CASH,-41.97213380971986,0,0
2018-12-25,CASH,-44.62432436635878,0,0
2018-12-26,CASH,-40.50766196447397,0,0
2018-12-27,CASH,-46.762049501979774,0,0
2018-12-28,CASH,-37.84357266564838,0,0
2018-12-29,CASH,-41.28018613609362,0,0
2018-12-30,CASH,-37.59975799742986,0,0
2018-12-31,CASH,-39.61977417068454,0,0
2019-01-01,CASH,-38.50049362172727,0,0
2019-01-02,CASH,-35.13738263052962,0,0
2019-01-03,CASH,-38.20384238043513,0,0
2019-01-04,CASH,-37.35206336697099,0,0
2019-01-05,CASH,-37.460799519906274,0,0
2019-01-06,CASH,-35.58995658357221,0,0
2019-01-07,CASH,-38.806461829366654,0,0
2019-01-08,CASH,-37.3116658383245,0,0
2019-01-09,CASH,-37.378659263175805,0,0
2019-01-10,CASH,-49.83208586058514,0,0
2019-01-11,CASH,-50.899325253031634,0,0
2019-01-12,CASH,-51.48235399762037,0,0
2019-01-13,CASH,-54.20199427078338,0,1
2019-01-14,CASH,-50.08007962022184,0,0
2019-01-15,CASH,-52.55652603913421,0,1
2019-01-16,CASH,-49.62455249131976,0,0
2019-01-17,CASH,-51.084658879002994,0,1
2019-01-18,CASH,-51.12251840182263,0,1
2019-01-19,CASH,-47.51683126168958,0,1
2019-01-20,CASH,-50.81778183810773,0,1
2019-01-21,CASH,-49.758493951534824,0,1
2019-01-22,CASH,-48.6815267266688,0,1
2019-01-23,CASH,-49.11168622791482,0,1
2019-01-24,CASH,-49.259534408683685,0,1
2019-01-25,CASH,-48.721051415250706,0,1
2019-01-26,CASH,-45.73329140599456,0,1
2019-01-27,CASH,-46.0149799726909,0,1
2019-01-28,CASH,-48.468883302846365,0,1
2019-01-29,CASH,-48.04481932121212,0,2
2019-01-30,CASH,-45.479365888638036,0,2
2019-01-31,CASH,-47.26943910823727,0,2
2019-02-01,CASH,-45.03554071476637,0,1
2019-02-02,CASH,-42.3456343589151,0,1
2019-02-03,CASH,-43.891978617091674,0,2
2019-02-04,CASH,-42.376180754088836,0,2
2019-02-05,CASH,-39.18905376087043,0,2
2019-02-06,CASH,-41.165546983137354,0,1
2019-02-07,CASH,-41.612388410245295,0,1
2019-02-08,CASH,-28.39762558667501,0,0
2019-02-09,CASH,-24.231266618269853,0,0
2019-02-10,CASH,-19.96625142948771,0,1
2019-02-11,CASH,-22.880351617222527,0,0
2019-02-12,CASH,-21.14086403436976,0,0
2019-02-13,CASH,-22.722288051394912,0,0
2019-02-14,CASH,-21.917623711827574,0,0
2019-02-15,CASH,-18.1836557270959,0,0
2019-02-16,CASH,-16.662312583174636,0,0
2019-02-17,CASH,-10.160142781564558,0,1
2019-02-18,CASH,-1.2401824917594482,0,1
2019-02-19,CASH,-1.4828260514405909,0,1
2019-02-20,ETHUSDT,6.180747761606423,0,1
2019-02-21,ETHUSDT,1.0155313716962908,0,1
2019-02-22,CASH,2.965005948065297,0,0
2019-02-23,ETHUSDT,9.999139764307094,0,1
2019-02-24,CASH,-12.538904330213713,0,0
2019-02-25,CASH,-8.111634850075143,0,0
2019-02-26,CASH,-8.18827152080016,0,0
2019-02-27,CASH,-7.759684255993342,0,0
2019-02-28,CASH,-10.658760112450882,0,0
2019-03-01,CASH,-7.875889982801513,0,0
2019-03-02,CASH,-8.47151280954144,0,0
2019-03-03,CASH,-9.553332399297675,0,0
2019-03-04,CASH,-12.56956740686939,0,0
2019-03-05,CASH,-2.2955969650450934,0,0
2019-03-06,CASH,-1.3395757219406619,0,0
2019-03-07,CASH,-2.0410305447904444,0,0
2019-03-08,CASH,-5.822912562729172,0,0
2019-03-09,CASH,-1.744041449766058,0,0
2019-03-10,CASH,-4.526065201820368,0,0
2019-03-11,CASH,-5.713808723458264,0,2
2019-03-12,CASH,-3.9997099897839754,0,1
2019-03-13,CASH,-4.585329617314131,0,1
2019-03-14,CASH,-3.00711840958529,0,1
2019-03-15,ADAUSDT,2.1487993732665087,0,1
2019-03-16,CASH,9.63025777805956,0,0
2019-03-17,ADAUSDT,7.037325031665236,0,1
2019-03-18,ADAUSDT,7.355735332211019,0,1
2019-03-19,ADAUSDT,9.174340610447562,0,1
2019-03-20,ADAUSDT,11.413103402018308,0,2
2019-03-21,ADAUSDT,5.980691138887629,0,2
2019-03-22,ADAUSDT,9.312884428861555,0,2
2019-03-23,ADAUSDT,14.591437289962428,0,2
2019-03-24,ADAUSDT,13.045676898828697,0,1
2019-03-25,LTCUSDT,7.5585197975195095,1,0
2019-03-26,LTCUSDT,8.644034241519263,1,0
2019-03-27,LTCUSDT,14.787598048908807,1,0
2019-03-28,BNBUSDT,14.67484918503526,2,1
2019-03-29,BNBUSDT,18.24797137818359,2,1
2019-03-30,BNBUSDT,20.55731712225793,2,1
2019-03-31,BNBUSDT,20.546992657241816,2,1
2019-04-01,BNBUSDT,23.562946928575997,2,1
2019-04-02,LTCUSDT,37.42809370814795,2,1
2019-04-03,BNBUSDT,31.615225910705757,1,0
2019-04-04,CASH,29.813199128971977,0,0
2019-04-05,BNBUSDT,36.75783157551599,1,0
2019-04-06,BNBUSDT,37.91500035290522,1,0
2019-04-07,BNBUSDT,43.857215209831466,1,0
2019-04-08,BNBUSDT,44.221905616188685,2,0
2019-04-09,ETHUSDT,42.35597379190274,1,0
2019-04-10,BNBUSDT,46.55987939311392,2,0
2019-04-11,BTCUSDT,34.67226101910797,0,1
2019-04-12,BTCUSDT,33.58633652101019,0,1
2019-04-13,BTCUSDT,32.78732296100683,0,1
2019-04-14,CASH,36.157975847584105,0,0
2019-04-15,BTCUSDT,31.438554065030946,0,1
2019-04-16,BTCUSDT,32.70256898190403,1,1
2019-04-17,BTCUSDT,32.92392660914915,1,0
2019-04-18,BTCUSDT,34.72931211607702,1,0
2019-04-19,BTCUSDT,33.51728806103277,1,0
2019-04-20,BTCUSDT,32.164012989886245,1,0
2019-04-21,BTCUSDT,26.281164590794308,1,0
2019-04-22,BTCUSDT,23.22655882869827,1,1
2019-04-23,BTCUSDT,21.23887340854097,2,1
2019-04-24,BTCUSDT,18.605706202626042,2,1
2019-04-25,BTCUSDT,13.641432741674729,2,1
2019-04-26,BTCUSDT,15.811862266960977,2,1
2019-04-27,BTCUSDT,15.254202778192864,2,1
2019-04-28,BTCUSDT,14.94151152752754,2,0
2019-04-29,BTCUSDT,11.027820838655828,2,1
2019-04-30,BTCUSDT,17.165006218852557,2,0
2019-05-01,BTCUSDT,16.40738041390391,2,1
2019-05-02,BTCUSDT,18.637249761953708,2,1
2019-05-03,BTCUSDT,21.414713228636174,2,1
2019-05-04,BTCUSDT,19.208545881923857,2,1
2019-05-05,BTCUSDT,17.958236602723797,2,1
2019-05-06,BTCUSDT,20.588832174511122,2,1
2019-05-07,BTCUSDT,17.68470625789512,2,1
2019-05-08,BTCUSDT,19.509931281172744,2,1
2019-05-09,BTCUSDT,18.512561246832167,2,2
2019-05-10,BTCUSDT,20.547497065734543,2,2
2019-05-11,BTCUSDT,29.270588098924925,1,1
2019-05-12,BTCUSDT,26.71987971300025,1,1
2019-05-13,BTCUSDT,33.11821070775448,1,1
2019-05-14,BTCUSDT,44.729906864333664,1,0
2019-05-15,BTCUSDT,53.051262630383484,1,0
2019-05-16,BTCUSDT,47.421384465953416,1,0
2019-05-17,CASH,41.85605170195972,0,0
2019-05-18,CASH,40.35135639248487,0,0
2019-05-19,CASH,49.625517650579454,0,0
2019-05-20,CASH,45.66271096223064,0,0
2019-05-21,CASH,47.33844568488122,0,0
2019-05-22,CASH,41.23613281365361,0,0
2019-05-23,CASH,42.395708858058775,0,0
2019-05-24,CASH,46.10173110256411,0,0
2019-05-25,CASH,46.670323747676505,0,0
2019-05-26,CASH,51.56175546144891,0,0
2019-05-27,CASH,55.66324000432853,0,0
2019-05-28,CASH,56.19011193797521,0,0
2019-05-29,CASH,56.169940141511724,0,0
2019-05-30,CASH,49.19487059677026,0,0
2019-05-31,CASH,50.94992282056324,0,0
2019-06-01,CASH,51.62805018757205,0,0
2019-06-02,CASH,52.249434502851784,0,0
2019-06-03,CASH,41.97539166043147,0,0
2019-06-04,CASH,37.86516398817844,0,0
2019-06-05,CASH,38.5969736682491,0,0
2019-06-06,BTCUSDT,40.12330953726898,1,0
2019-06-07,BTCUSDT,41.2671995611496,1,0
2019-06-08,BTCUSDT,38.01835255732631,1,0
2019-06-09,CASH,32.87528263895697,0,0
2019-06-10,BTCUSDT,37.19156574050755,1,0
2019-06-11,BTCUSDT,37.26752193800674,1,0
2019-06-12,BTCUSDT,42.03321785409162,1,0
2019-06-13,BTCUSDT,38.763535070664965,1,0
2019-06-14,BTCUSDT,38.85768952485169,1,0
2019-06-15,CASH,39.35745526228195,0,0
2019-06-16,BTCUSDT,40.46117344200262,0,1
2019-06-17,BTCUSDT,44.03292272244152,0,1
2019-06-18,BTCUSDT,42.693061582594275,0,1
2019-06-19,CASH,46.49372216254811,0,0
2019-06-20,BNBUSDT,46.080512524007574,2,2
2019-06-21,BTCUSDT,49.97454784081914,3,1
2019-06-22,BTCUSDT,54.121266016159375,2,1
2019-06-23,BTCUSDT,56.68428053900681,3,1
2019-06-24,BTCUSDT,58.99470737739576,4,1
2019-06-25,BTCUSDT,58.71558034410034,4,1
2019-06-26,BTCUSDT,57.155887735989445,4,2
2019-06-27,CASH,43.34639448621572,0,0
2019-06-28,CASH,46.50057570709676,0,0
2019-06-29,CASH,49.40835669481398,0,0
2019-06-30,CASH,38.307577270775845,0,0
2019-07-01,CASH,38.757337988282025,0,0
2019-07-02,CASH,36.040527972046355,0,0
2019-07-03,CASH,37.91557591443354,0,0
2019-07-04,BNBUSDT,32.30113187641318,1,0
2019-07-05,CASH,31.301042341437295,0,0
2019-07-06,CASH,31.910502193354915,0,0
2019-07-07,CASH,34.71311599205084,0,0
2019-07-08,CASH,35.37020198456752,0,0
2019-07-09,CASH,33.608120552474766,0,0
2019-07-10,CASH,27.700223990065478,0,0
2019-07-11,CASH,22.021400596752667,0,0
2019-07-12,CASH,25.70983231986637,0,0
2019-07-13,CASH,22.336136934043388,0,0
2019-07-14,CASH,14.203814976118815,0,0
2019-07-15,CASH,15.696021445765329,0,0
2019-07-16,CASH,6.05347677083991,0,0
2019-07-17,CASH,10.305874239073516,0,0
2019-07-18,CASH,16.065172252155,0,0
2019-07-19,CASH,16.582738995050768,0,0
2019-07-20,CASH,18.64174120140949,0,0
2019-07-21,CASH,18.074501211848023,0,0
2019-07-22,CASH,13.878318602005828,0,0
2019-07-23,CASH,8.970166262633006,0,0
2019-07-24,CASH,9.302873395242372,0,0
2019-07-25,CASH,8.557138711713089,0,0
2019-07-26,CASH,9.357868265685173,0,0
2019-07-27,CASH,4.874026818434793,0,0
2019-07-28,CASH,5.495796666201641,0,0
2019-07-29,CASH,4.967589640109644,0,0
2019-07-30,CASH,5.2678946252272425,0,0
2019-07-31,CASH,7.356995072591125,0,0
2019-08-01,CASH,8.391139756818783,0,0
2019-08-02,CASH,6.474061628717522,0,0
2019-08-03,CASH,6.865117371468446,0,0
2019-08-04,CASH,5.319805496199466,0,0
2019-08-05,BTCUSDT,11.116187569395484,1,1
2019-08-06,CASH,-2.0462971589751695,1,2
2019-08-07,CASH,-1.3247400111839913,1,2
2019-08-08,CASH,-0.8493593543857111,2,2
2019-08-09,CASH,-5.982607137201744,2,2
2019-08-10,CASH,-6.333103547386828,2,2
2019-08-11,CASH,-3.6131763175025284,2,0
2019-08-12,CASH,-6.555722551473148,2,1
2019-08-13,CASH,-8.586547259859525,2,0
2019-08-14,CASH,-19.010662033154023,1,1
2019-08-15,CASH,-16.965589018150492,1,1
2019-08-16,CASH,-19.73171650467801,1,2
2019-08-17,CASH,-20.898285444133997,1,2
2019-08-18,CASH,-18.876131605145464,1,0
2019-08-19,CASH,-16.98951565496783,1,1
2019-08-20,CASH,-20.294226904700082,1,1
2019-08-21,CASH,-24.89414362196207,1,0
2019-08-22,CASH,-25.048279606726883,1,0
2019-08-23,CASH,-23.56868963077331,1,1
2019-08-24,CASH,-25.273035357394583,1,0
2019-08-25,CASH,-24.60580014704869,1,0
2019-08-26,CASH,-24.306731121813108,0,0
2019-08-27,CASH,-23.956151105160256,0,0
2019-08-28,CASH,-29.1333043559219,0,2
2019-08-29,CASH,-31.342348037716068,0,2
2019-08-30,CASH,-31.132734319368986,0,2
2019-08-31,CASH,-30.22205598508666,0,2
2019-09-01,CASH,-29.935766471297363,0,2
2019-09-02,CASH,-26.178733135803203,0,1
2019-09-03,CASH,-26.904087307970418,0,1
2019-09-04,CASH,-29.3059495173053,0,1
2019-09-05,CASH,-30.88141427248146,0,1
2019-09-06,CASH,-34.190181991930125,0,1
2019-09-07,CASH,-28.478916047735876,0,0
2019-09-08,CASH,-25.719224762893113,0,0
2019-09-09,CASH,-26.294945720704533,0,0
2019-09-10,CASH,-27.76634586505478,0,1
2019-09-11,CASH,-29.191449444163208,0,1
2019-09-12,CASH,-26.782871913479077,0,1
2019-09-13,CASH,-26.841010863018237,0,2
2019-09-14,CASH,-25.655253631755954,0,1
2019-09-15,CASH,-24.46595305452404,0,2
2019-09-16,CASH,-22.365091971594108,0,1
2019-09-17,CASH,-16.731898159648093,0,1
2019-09-18,CASH,-10.722501101554075,0,2
2019-09-19,CASH,-12.519982039267122,0,2
2019-09-20,CASH,-14.375514445854387,0,2
2019-09-21,CASH,-16.921433921744626,0,1
2019-09-22,CASH,-23.541287115446796,0,1
2019-09-23,CASH,-30.624354650536354,0,1
2019-09-24,CASH,-40.34277871399528,0,0
2019-09-25,CASH,-39.525729644932305,0,0
2019-09-26,CASH,-42.16132806027019,0,0
2019-09-27,CASH,-41.119444012906094,0,0
2019-09-28,CASH,-41.589354903635254,0,0
2019-09-29,CASH,-43.83000380790094,0,0
2019-09-30,CASH,-42.31348831713763,0,0
2019-10-01,CASH,-44.11003737064526,0,0
2019-10-02,CASH,-43.392999647741206,0,0
2019-10-03,CASH,-35.82004363171175,0,0
2019-10-04,CASH,-35.56471977771992,0,0
2019-10-05,CASH,-35.58456692447968,0,0
2019-10-06,CASH,-35.49697140646858,0,0
2019-10-07,CASH,-30.916803180082788,0,0
2019-10-08,CASH,-28.179761809288053,0,0
2019-10-09,CASH,-24.86063563522331,0,0
2019-10-10,CASH,-25.65343574052301,0,0
2019-10-11,CASH,-26.190384869151934,0,0
2019-10-12,CASH,-24.742622173722644,0,0
2019-10-13,CASH,-20.64333674571708,0,0
2019-10-14,CASH,-13.923690890351233,0,2
2019-10-15,CASH,-19.344894650848193,0,2
2019-10-16,CASH,-24.214666543307622,0,2
2019-10-17,CASH,-22.53879494112082,0,2
2019-10-18,CASH,-25.333615740524998,0,1
2019-10-19,CASH,-25.730347424970702,0,2
2019-10-20,CASH,-24.951306754525916,0,1
2019-10-21,CASH,-25.707612986793393,0,0
2019-10-22,CASH,-27.771083565649725,0,0
2019-10-23,CASH,-33.176715823929854,0,1
2019-10-24,CASH,-32.60597297892407,0,1
2019-10-25,CASH,-19.91612981288021,0,0
2019-10-26,CASH,-22.50731730305069,0,0
2019-10-27,CASH,-18.995778198319282,0,0
2019-10-28,CASH,-20.57626543938336,0,0
2019-10-29,CASH,-15.669782731755163,0,0
2019-10-30,CASH,-20.142855368427387,0,0
2019-10-31,CASH,-18.122182735192983,0,0
2019-11-01,CASH,-17.97133959273566,0,0
2019-11-02,CASH,-17.197369056892768,0,1
2019-11-03,CASH,-17.429316222668717,0,0
2019-11-04,CASH,-12.179340111639206,0,0
2019-11-05,CASH,-9.418326104540123,0,0
2019-11-06,CASH,-7.668317394980244,0,0
2019-11-07,CASH,-11.068947593354034,0,0
2019-11-08,CASH,-15.633451968253663,0,0
2019-11-09,CASH,-14.462068472039785,0,0
2019-11-10,CASH,-11.669066149089714,0,0
2019-11-11,CASH,-14.199715454072459,0,1
2019-11-12,CASH,-10.888787257812428,0,1
2019-11-13,CASH,-9.97722913012813,0,1
2019-11-14,CASH,-16.583082258117287,0,2
2019-11-15,CASH,-20.13795467542917,1,2
2019-11-16,CASH,-20.754836485860167,1,2
2019-11-17,CASH,-18.86349393714949,1,2
2019-11-18,CASH,-23.030160948622648,1,2
2019-11-19,CASH,-24.42443276422727,1,2
2019-11-20,CASH,-27.993813720147237,0,1
2019-11-21,CASH,-30.9921554631006,1,1
2019-11-22,CASH,-31.9411267282807,0,1
2019-11-23,CASH,-32.42091707930235,0,1
2019-11-24,CASH,-36.581891946605054,0,2
2019-11-25,CASH,-34.838345048667556,0,1
2019-11-26,CASH,-33.8750559279301,0,0
