model,override_mode,kill_day_pct,override_used_pct,start_ts,end_ts,bars,days,years,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,avg_exposure
phase26b_lag2_gt_3pct,lag_selected_2bar_gt_0p03,46.74080774756558,0.4842228489331134,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,3023.2951117582643,49.344318867994154,-27.331201945985473,1.3681587797064145,1.0192160972831716,0.23295908050870004
phase26b_lag3_gt_5pct,lag_selected_3bar_gt_0p05,46.74080774756558,0.23412972915447242,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2816.6522223707943,48.157633472067516,-28.77544955504806,1.3473974616910784,0.9998646700017152,0.23295908050870004
phase26b_lag_turnover_and_lag1_gt_0,lag_turnover_gt_0_and_lag_selected_1bar_gt_0,46.74080774756558,0.12238599478529238,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2022.3701865972175,42.76886598073999,-29.982503124350977,1.3403180669710375,0.9162954225637646,0.23295908050870004
phase20_btc_3d_neg_k05,none,46.74080774756558,0.0,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,1995.0880996465526,42.55375617520434,-29.96416580605632,1.3385847285615025,0.9132155580241283,0.23295908050870004
phase26b_lag_turnover_only,lag_turnover_gt_0,46.74080774756558,0.4044058958122705,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,1889.9150702374786,41.70064604234835,-31.044842137378502,1.3106314983036353,0.8878843988644701,0.23295908050870004
phase26b_lag1_gt_2pct,lag_selected_1bar_gt_0p02,46.74080774756558,0.5906454530942372,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2389.4136973638547,45.4478243342062,-31.605790236062493,1.2867844360905962,0.9462062292088661,0.23295908050870004
always_daily,none,0.0,0.0,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2986.787334369976,49.13981315558009,-35.407137398124675,1.2614084971983677,0.911496729354042,0.23295908050870004
phase26b_lag1_gt_0,lag_selected_1bar_gt_0,46.74080774756558,4.6134198903847174,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2317.7917347508605,44.953817791940494,-30.957127100793393,1.2345743725916747,0.9065469122471267,0.23295908050870004
