start_ts,end_ts,selected_mode,bars,days,sum_selected_ret_next,sum_best_available_next,sum_leader_gap_ret,compound_selected_ret_next,compound_best_available_next,compound_gap_approx,pain_bars_gt_2pct_gap,turnover_sum,cost_sum
2019-05-04,2019-05-05,BTCUSDT,2,2,-0.014052677608748065,0.06928509526285609,0.08333777287160415,-0.014008182590124263,0.0697892084316627,0.08379739102178696,1,0.0,0.0
2025-09-29,2025-09-30,BNBUSDT,2,2,-0.0028262103623375445,0.07827327759813452,0.08109948796047206,-0.0031948261295993152,0.0783782267991,0.08157305292869932,2,0.0,0.0
2023-02-28,2023-03-02,LTCUSDT,3,3,-0.03264616106898244,0.046206033262631174,0.07885219433161361,-0.034541577825159764,0.04614877540601192,0.08069035323117169,2,0.0,0.0
2023-10-23,2023-10-23,SOLUSDT,1,1,-0.053638644918444056,0.02578591647593509,0.07942456139437915,-0.053638644918444056,0.02578591647593509,0.07942456139437915,1,1.0,0.0015
2019-04-29,2019-04-29,BTCUSDT,1,1,0.01578231967835908,0.0950346250184173,0.07925230534005823,0.01578231967835908,0.0950346250184173,0.07925230534005823,1,0.0,0.0
2021-11-26,2021-11-26,ETHUSDT,1,1,0.013384638226269452,0.08871199769828331,0.07532735947201386,0.013384638226269452,0.08871199769828331,0.07532735947201386,1,1.0,0.0015
2020-10-30,2020-10-31,BTCUSDT,2,2,0.014888821815228881,0.08832747022156395,0.07343864840633507,0.014852397843673648,0.09012158242300816,0.07526918457933451,1,0.0,0.0
2019-04-09,2019-04-09,ETHUSDT,1,1,0.014432989690721598,0.07951254826254828,0.06507955857182668,0.014432989690721598,0.07951254826254828,0.06507955857182668,1,2.0,0.003
2020-02-09,2020-02-09,LINKUSDT,1,1,-0.030991558162827282,0.03143970467596402,0.0624312628387913,-0.030991558162827282,0.03143970467596402,0.0624312628387913,1,1.0,0.0015
2023-06-02,2023-06-03,TRXUSDT,2,2,-0.015536472696205728,0.04489701801136681,0.060433490707572535,-0.015485119767723265,0.0452904478607028,0.060775567628426064,2,1.0,0.0015
2023-04-20,2023-04-20,ETHUSDT,1,1,-0.04848222832967919,0.009745363093366821,0.05822759142304601,-0.04848222832967919,0.009745363093366821,0.05822759142304601,1,0.0,0.0
2023-07-23,2023-07-23,TRXUSDT,1,1,-0.02267002518891692,0.03342618384401108,0.056096209032928,-0.02267002518891692,0.03342618384401108,0.056096209032928,1,1.0,0.0015
2021-11-28,2021-11-28,ETHUSDT,1,1,0.03486790941561613,0.09029161383807272,0.05542370442245659,0.03486790941561613,0.09029161383807272,0.05542370442245659,1,0.0,0.0
2019-06-06,2019-06-08,BTCUSDT,3,3,-0.01963130069755581,0.0347834438550223,0.05441474455257811,-0.020364210769645785,0.033642624094883056,0.05400683486452884,2,1.0,0.0015
2023-02-11,2023-02-11,LTCUSDT,1,1,-0.018773865082732266,0.03267659778952425,0.05145046287225652,-0.018773865082732266,0.03267659778952425,0.05145046287225652,1,1.0,0.0015
2023-02-22,2023-02-23,LTCUSDT,2,2,-0.03938051748191784,0.008787756271554148,0.04816827375347199,-0.03914777497900923,0.008237980345174423,0.047385755324183654,1,0.0,0.0
2023-07-29,2023-07-29,TRXUSDT,1,1,-0.038812785388127824,0.008306709265175627,0.04711949465330345,-0.038812785388127824,0.008306709265175627,0.04711949465330345,1,1.0,0.0015
2019-04-21,2019-04-21,BTCUSDT,1,1,0.01921562211052219,0.06412005457025916,0.044904432459736965,0.01921562211052219,0.06412005457025916,0.044904432459736965,1,0.0,0.0
