start_ts,end_ts,selected_mode,bars,days,avg_exposure,sum_selected_ret_next,sum_best_available_next,sum_leader_gap_ret,compound_selected_ret_next,compound_best_available_next,compound_gap_approx,positive_gap_bars,pain_bars_gt_2pct_gap,turnover_sum,cost_sum
2023-12-31 00:00:00,2024-01-02 08:00:00,BNBUSDT,15,3,1.0,-0.03473282941195921,0.2532380056333054,0.2879708350452646,-0.0353456365342506,0.28400668127016204,0.31935231780441264,15,7,0.0,0.0
2020-02-14 16:00:00,2020-02-16 20:00:00,ETHUSDT,14,3,1.0,-0.1206353704497722,0.1885752445610684,0.30921061501084063,-0.11688495575221192,0.2018324174485191,0.318717373200731,14,5,0.0,0.0
2020-06-10 16:00:00,2020-06-15 20:00:00,ETHUSDT,32,6,1.0,-0.054887493157294305,0.23349976908328418,0.2883872622405785,-0.055400202634243834,0.25745010408096625,0.3128503067152101,32,3,0.0,0.0
2019-04-01 08:00:00,2019-04-02 08:00:00,BNBUSDT,7,2,1.0,0.04261227033220313,0.3128203903526009,0.27020812002039774,0.04175201231191683,0.35423499886311727,0.31248298655120044,7,6,0.0,0.0
2024-01-26 00:00:00,2024-01-28 04:00:00,TRXUSDT,14,3,1.0,-0.011182530759462243,0.2626904872357324,0.2738730179951947,-0.01136664023261924,0.2932873439359083,0.3046539841685275,14,6,0.0,0.0
2021-10-12 08:00:00,2021-10-13 04:00:00,BTCUSDT,6,2,1.0,-0.0352195822475345,0.2441297705069848,0.2793493527545193,-0.035453267584600434,0.26752699831360127,0.3029802658982017,6,6,0.0,0.0
2020-12-04 20:00:00,2020-12-07 16:00:00,BTCUSDT,18,4,1.0,0.0277656816402786,0.2865679076329852,0.2588022259927066,0.02768716368229951,0.32663461107429836,0.29894744739199886,18,5,0.0,0.0
2021-10-16 16:00:00,2021-10-19 08:00:00,BTCUSDT,17,4,1.0,0.0261175624619536,0.2857003446253465,0.2595827821633929,0.02567053410951803,0.3244645713457348,0.2987940372362168,17,3,0.0,0.0
2025-07-23 20:00:00,2025-07-27 00:00:00,ETHUSDT,20,5,1.0,0.03967967893138961,0.29208987716688867,0.2524101982354991,0.038508498493781795,0.3339016467778868,0.295393148284105,20,6,0.0,0.0
2020-08-01 12:00:00,2020-08-02 08:00:00,ETHUSDT,6,2,1.0,0.035749567137291216,0.2834551289271619,0.2477055617898707,0.028612143396015588,0.31195489163600665,0.28334274823999106,6,4,0.0,0.0
2025-08-09 04:00:00,2025-08-11 04:00:00,ETHUSDT,13,3,1.0,0.004067553746098702,0.2545404666242405,0.25047291287814183,0.0034670937793725987,0.2855665676126202,0.2820994738332476,13,6,0.0,0.0
2020-12-27 08:00:00,2020-12-27 16:00:00,BTCUSDT,3,1,1.0,-0.0500757818142747,0.2220703130037811,0.27214609481805585,-0.0493668633402875,0.22444136150543859,0.2738082248457261,3,2,0.0,0.0
2025-01-07 20:00:00,2025-01-10 16:00:00,BNBUSDT,18,4,1.0,-0.009631184491641695,0.2358735959872686,0.2455047804789103,-0.010211704416330347,0.26130594130958795,0.2715176457259183,18,5,2.0,0.003
2023-12-09 04:00:00,2023-12-10 16:00:00,ADAUSDT,10,2,1.0,-0.0348890884954029,0.2147724134073271,0.24966150190273,-0.03598280648934049,0.23362033421751316,0.26960314070685365,10,5,2.0,0.003
2023-11-16 12:00:00,2023-11-17 16:00:00,TRXUSDT,8,2,1.0,0.007123821444910703,0.24965608038879727,0.2425322589438866,0.006893203883495014,0.2752374728206741,0.2683442689371791,8,5,0.0,0.0
2025-08-22 16:00:00,2025-08-25 00:00:00,ETHUSDT,15,4,1.0,-0.050218554082608405,0.1957848431362502,0.24600339721885858,-0.049997930891785725,0.21334620713906616,0.2633441380308519,15,6,0.0,0.0
2019-06-22 00:00:00,2019-06-23 08:00:00,BTCUSDT,9,2,1.0,0.022180642961632798,0.2541230524835376,0.2319424095219048,0.021962275849814583,0.28379111165809134,0.26182883580827676,9,4,1.0,0.0015
2020-07-24 08:00:00,2020-07-25 20:00:00,ETHUSDT,10,2,1.0,0.09715132743264539,0.3091689733998441,0.21201764596719871,0.10027622301373884,0.35388622641096323,0.2536100033972244,10,4,0.0,0.0
2021-11-12 12:00:00,2021-11-14 04:00:00,BNBUSDT,11,3,1.0,0.0526329091563159,0.2705401732856748,0.21790726412935887,0.05348116745475329,0.30496233154590313,0.25148116409114984,11,3,0.0,0.0
2025-08-17 08:00:00,2025-08-19 00:00:00,ETHUSDT,11,3,1.0,-0.0708593266114597,0.1626155781991693,0.233474904810629,-0.06971491844769429,0.17244076570205835,0.24215568414975264,11,4,0.0,0.0
2020-02-13 00:00:00,2020-02-14 08:00:00,ETHUSDT,9,2,1.0,0.015496221820811396,0.23059960339672758,0.21510338157591619,0.014422183399621646,0.25000022000852384,0.2355780366089022,9,2,1.0,0.0015
2023-11-07 08:00:00,2023-11-08 16:00:00,BTCUSDT,9,2,1.0,0.013641432780637681,0.2256911816312337,0.212049748850596,0.013626695722639415,0.2475027462054724,0.233876050482833,9,4,2.0,0.003
2023-10-30 00:00:00,2023-10-31 04:00:00,TRXUSDT,8,2,1.0,0.0220985301049552,0.23312467288349736,0.2110261427785422,0.022274077216800636,0.25535938552742543,0.2330853083106248,8,4,1.0,0.0015
2024-05-22 04:00:00,2024-05-23 20:00:00,SOLUSDT,11,2,1.0,-0.04332266594595249,0.1755903423784296,0.2189130083243821,-0.043804547223302515,0.18814897234412475,0.23195351956742727,11,3,0.0,0.0
2025-09-29 20:00:00,2025-10-02 12:00:00,BNBUSDT,17,4,1.0,0.0424663764899197,0.24557599783987988,0.20310962134996022,0.04274657939968374,0.27431282456105843,0.2315662451613747,17,3,0.0,0.0
2021-11-05 08:00:00,2021-11-06 20:00:00,BNBUSDT,10,2,1.0,0.0616022407712097,0.2621898258462636,0.20058758507505386,0.06230478382377136,0.29249083617154126,0.2301860523477699,10,3,0.0,0.0
2019-06-24 08:00:00,2019-06-25 12:00:00,BTCUSDT,8,2,1.0,0.042689278033213304,0.2461679501105725,0.2034786720773592,0.04331437525655568,0.2720790124682484,0.2287646372116927,8,4,0.0,0.0
