ts,always_daily,phase20_btc_3d_neg_k05,phase26_sel_1bar_gt_0,phase26_sel_1bar_gt_2pct,phase26_sel_2bar_gt_3pct,phase26_sel_3bar_gt_5pct,phase26_turnover_only,phase26_turnover_sel_1bar_gt_0
2020-08-30 00:00:00,2.764804895388583,2.5982002878294814,4.0462351809896155,2.9430612346178955,2.762794919322878,2.7072794893753893,2.618082561719254,2.6481446541290095
2020-08-30 04:00:00,2.7734664366627726,2.606339892569469,4.058911168754131,2.9522812148047892,2.7714501637727658,2.7157608158795132,2.626284453362816,2.656440723866161
2020-08-30 08:00:00,2.8426905657438897,2.6713926391134617,4.160219259942973,3.0259684580307487,2.8406239678407674,2.783544645814046,2.6918350046873436,2.722743958379616
2020-08-30 12:00:00,2.899024684582316,2.7243321156113316,4.242663085875961,3.0859346283801496,2.8969171325305894,2.838706659140079,2.7451795912824766,2.776701073362979
2020-08-30 16:00:00,2.9254185150792544,2.749135478086726,4.281289914733184,3.114030158555959,2.923291775066862,2.864551331243197,2.770172757156952,2.801981222876976
2020-08-30 20:00:00,2.8988882823575257,2.724203932859521,4.242463464021402,3.0857894318417736,2.8967808294683866,2.8385730949431642,2.7450504276345464,2.7765704265954647
2020-08-31 00:00:00,2.8707212229383128,2.697734194610586,4.201241551054908,3.0558063466670733,2.8686342471234756,2.810992088280148,2.71837813433698,2.7495918691037833
2020-08-31 04:00:00,2.9488114966308046,2.771118820022282,4.315525062790104,3.1389313648874904,2.9466677502346696,2.887457591014177,2.792324322776965,2.824387143505661
2020-08-31 08:00:00,2.960883093524753,2.78246299355754,4.333191596918601,3.1517812585337905,2.9587305712396317,2.8992780224411843,2.8037553056187794,2.8359493824306674
2020-08-31 12:00:00,2.9786835838598975,2.7991908426688523,4.359242248938589,3.1707294067918945,2.9765181208571176,2.9167081501386356,2.820611161673658,2.85299878559127
2020-08-31 16:00:00,2.958496054590922,2.7802197954008507,4.329698214463813,3.1492403191122063,2.9563452676510797,2.8969406489951663,2.801494941780003,2.833663063999169
2020-08-31 20:00:00,3.025674150300183,2.843349800667681,4.428011977834266,3.220749614262521,3.0234745257860367,2.9627210159759687,2.865108038385579,2.8980065969999105
2020-09-01 00:00:00,3.160439548393077,2.9699943594567744,4.625238370138848,3.36420379417828,3.15814195124256,3.09468244252832,2.992721722540522,3.0270856033039366
2020-09-01 04:00:00,3.1952221157146234,3.0026809611685343,4.676141943051468,3.40122891146423,3.1928992321043146,3.1287413127417305,3.025658452762699,3.0604005290200567
2020-09-01 08:00:00,3.287020812998548,3.088947953137218,4.810487451169873,3.4989461817914624,3.284631192966906,3.218630017265751,3.112585587819659,3.148325803557111
2020-09-01 12:00:00,3.244395117751555,3.0488908431963364,4.748105621620095,3.4535722635488773,3.242036486028482,3.176891205729709,3.0722219478415016,3.107498688708925
2020-09-01 16:00:00,3.2422808832673042,3.0469040105432685,4.745011482874426,3.451321717204045,3.239923788564336,3.1748209606775215,3.070219911298585,3.105473663812455
2020-09-01 20:00:00,3.2055204836862976,3.0123587589302523,4.691213393070696,3.41219125011164,3.2031901133006393,3.138825409608839,3.0354103081814223,3.07026435996738
2020-09-02 00:00:00,3.1847873455181603,2.9928749806550075,4.660870871177684,3.3901213762784463,3.1824720478457897,3.1185236516777084,3.0157774336960466,3.050406051305222
2020-09-02 04:00:00,3.0136707545186296,2.8320697185083294,4.410445254633049,3.2079723188854095,3.011479856312177,2.95096736664742,2.85374163736773,2.886509681458662
2020-09-02 08:00:00,2.949629909979547,2.7718879165331485,4.316722793917461,3.139802544117749,2.9474855686078882,2.8882589761956705,2.7930993046645463,2.8251710241107473
2020-09-02 12:00:00,2.9715906681707978,2.7925253395746905,4.348861912501507,3.1631791867963286,2.969430361622564,2.909762811899039,2.8138946519812924,2.8462051536805326
2020-09-02 16:00:00,2.997438889768574,2.8168159710428413,4.386690253940492,3.1906939308186324,2.9952597919100246,2.935073227214495,2.838371163264047,2.8709627161244726
2020-09-02 20:00:00,3.01933144684743,2.8373893027084782,4.418729561597259,3.213997975228024,3.0171364333935995,2.956510280819406,2.8591019287568287,2.891931522310501
2020-09-03 00:00:00,2.97963839943343,2.8187387123200036,4.389684581758882,3.1928718788942763,2.997304337843069,2.937076690168225,2.8403086179829984,2.8729224176371857
2020-09-03 04:00:00,2.8825200153826804,2.7728017038471195,4.318145855255361,3.140837619062906,2.948457243871033,2.8892111266762757,2.794020084576331,2.826102376863589
2020-09-03 08:00:00,2.7528697007194256,2.710444007892862,4.2210348263799276,3.0702031423819816,2.8821492204403123,2.8242354925604403,2.7311852072454474,2.762545999028292
2020-09-03 12:00:00,2.7380700593296696,2.7031582291083915,4.209688520794202,3.061950317068622,2.8744018913743683,2.816643837844783,2.7238436753113944,2.7551201680676694
2020-09-03 16:00:00,2.6011904267525248,2.6355910563953553,4.104464657725555,2.985414906124383,2.802554373552509,2.74624001959492,2.6557594566107445,2.6862541733817427
2020-09-03 20:00:00,2.6138076325456345,2.6419830902893393,4.124373571246248,2.992655359160998,2.8093513394558545,2.752900407686491,2.6622004044276424,2.6927690792820522
2020-09-04 00:00:00,2.6136481726143352,2.641902500877015,4.124121956583357,2.992564073059444,2.809265644746342,2.752816434921163,2.66203799221019,2.692604802168832
2020-09-04 04:00:00,2.645781890612966,2.6581430474877976,4.17482632197323,3.01096023881429,2.8265350215043514,2.769738801892474,2.67840231756959,2.7091570306403683
2020-09-04 08:00:00,2.6464165429671813,2.658461856220466,4.175827751215406,3.0113213632536833,2.8268740266037575,2.770070995044415,2.678723556130941,2.709481957818518
2020-09-04 12:00:00,2.683343155544846,2.677009199282924,4.234094910242194,3.0323305081714063,2.846596334164082,2.789397003778464,2.697412259393241,2.728385253826175
2020-09-04 16:00:00,2.6518948620887683,2.6613221689622386,4.209283499338033,3.0145613273121232,2.82991553866411,2.773051391149855,2.68160566899683,2.7123971645006897
2020-09-04 20:00:00,2.6423014571024495,2.6565084145161415,4.201669818666023,3.0091086398616445,2.824796835387522,2.768035542779791,2.6767552260995515,2.707491026468071
2020-09-05 00:00:00,2.641872432111,2.656292748643355,4.201328710471653,3.0088643485062776,2.824567507194312,2.767810822693088,2.6765379165104237,2.7072712216249566
2020-09-05 04:00:00,2.5958956769622246,2.6331788920045134,4.1647706505379025,2.9826825734618607,2.7999893998071035,2.743726586273049,2.6532478955885046,2.683713773399018
2020-09-05 08:00:00,2.6081393901797467,2.639388672984977,4.184414066070537,2.9897165830278967,2.8065925671700263,2.750197070000062,2.659505004958669,2.690042729930481
2020-09-05 12:00:00,2.527607083648655,2.598640072954656,4.119812358529403,2.943559392731235,2.763262564606083,2.7077377378232472,2.6184458359037617,2.6485120996037086
2020-09-05 16:00:00,2.5809254972309934,2.6260484797156916,4.206717424049561,3.005652080364974,2.7924072796231774,2.7362968207423695,2.6460631382378206,2.6764465171834875
2020-09-05 20:00:00,2.580171530234186,2.6256649053180876,4.206102968865552,3.0052130590768913,2.7919994059877817,2.735897142894535,2.645676640394345,2.6760555813845186
2020-09-06 00:00:00,2.5970913619975673,2.6342739857502253,4.233685070977269,3.015066609272463,2.8011538671697647,2.7448676549006668,2.654351335687126,2.6848298837314584
2020-09-06 04:00:00,2.6062176628511833,2.638902466918928,4.2485624388829875,3.0203641520105724,2.806075560203582,2.7496904517395726,2.659015093230497,2.6895471927984884
2020-09-06 08:00:00,2.582621288321458,2.6269563175538138,4.229329457703063,3.0066911490294954,2.7933726285142852,2.7372427719726655,2.64697789524155,2.6773717778703245
2020-09-06 12:00:00,2.6041816980988606,2.637921582753538,4.264637025484704,3.019241477941501,2.8050325375385174,2.7486683875073226,2.658026733170518,2.68854748390945
2020-09-06 16:00:00,2.60364859012132,2.6376515752803806,4.264200513696517,3.018932440035431,2.8047454252329294,2.748387044418616,2.6577546678117523,2.6882722945644217
2020-09-06 20:00:00,2.5904224350594722,2.6309521326470415,4.253369755386247,3.0112645718129976,2.797621576407115,2.741406341769769,2.6510041647895317,2.681444278995946
2020-09-07 00:00:00,2.5674378653992096,2.607607946869769,4.21563001374782,2.984545910262057,2.7727985486508304,2.7170821063953765,2.627482059255477,2.6576520812499127
2020-09-07 04:00:00,2.5453265773783476,2.585150706078954,4.17932416554032,2.9588424043962864,2.7489186533827463,2.6936820522633957,2.6048536586367876,2.634763850372075
2020-09-07 08:00:00,2.575167931073553,2.6154589569969837,4.228322471588444,2.9935318086961877,2.7811469161699263,2.725262722334744,2.635392906544101,2.665653764719835
2020-09-07 12:00:00,2.576300150873473,2.616608891485239,4.230181531094821,2.9948479698461457,2.782369698407534,2.7264609340618233,2.636551605358789,2.6668257682756917
2020-09-07 16:00:00,2.6334112469246027,2.674613546602457,4.323955660500575,3.0612373810358413,2.8440489181372812,2.786900775371488,2.6949983480360173,2.7259436247692306
2020-09-07 20:00:00,2.6154810486133107,2.656402812767149,4.294514993923127,3.0403942281162153,2.8246845438228743,2.7679255075948883,2.676648819497578,2.707383398053941
2020-09-08 00:00:00,2.605755635937315,2.6514640246230843,4.286530625123878,3.0347415225495236,2.8194328860288427,2.762779376287218,2.67167238994705,2.7023498267282813
2020-09-08 04:00:00,2.5342912422432513,2.615105037942211,4.227750302834501,2.993126729524392,2.780770576527845,2.724893944838116,2.63503629006425,2.6652930533967853
2020-09-08 08:00:00,2.563635028492752,2.630244790227636,4.276702135652589,3.010454980813121,2.796869424214804,2.740669303277013,2.650291431297915,2.680723361553066
2020-09-08 12:00:00,2.536377979183911,2.6162621618221205,4.253966785320908,2.9944511193152716,2.7820010036013145,2.7260996477861985,2.63620223306517,2.6664723843201306
2020-09-08 16:00:00,2.5707609051258813,2.633995076413906,4.311633200240009,3.0147473827107993,2.8008572890726318,2.7445770362254445,2.654070300618867,2.6845456216823878
2020-09-08 20:00:00,2.545382426785519,2.6209937142759285,4.290351040244947,2.9998666326182417,2.7870322974323267,2.7310298431106705,2.640969847460475,2.671294742773786
2020-09-09 00:00:00,2.5868429957816983,2.642339797596407,4.3602346040859,3.0242983596923687,2.8097306439845577,2.753272090493495,2.662478621824833,2.6930504913061926
2020-09-09 04:00:00,2.5948066135223926,2.646407030150411,4.373657622685525,3.028953523556135,2.814055533597011,2.757510076042012,2.6665768531480247,2.6971957805069913
2020-09-09 08:00:00,2.6010871332197074,2.649609737318135,4.384243707484846,3.032619192158914,2.8174611305914055,2.7608472411813856,2.6698039700289753,2.700459952707476
2020-09-09 12:00:00,2.6088705096918043,2.653574023986254,4.397362921710683,3.037156528983894,2.82167655274986,2.764977958908143,2.6737984708551954,2.7045003203274804
2020-09-09 16:00:00,2.5942557352789337,2.6461414232488196,4.385046007767738,3.028649522338148,2.8137731006369,2.7572333182723043,2.666309221900167,2.6969250761874806
2020-09-09 20:00:00,2.6328502142434766,2.6658246117849336,4.45028189164915,3.051177977935507,2.8347032088885156,2.7777428582253796,2.6861424275818973,2.716986016345848
2020-09-10 00:00:00,2.60849479549811,2.6534943860906504,4.429698024321706,3.0370653791789888,2.8215918698351556,2.764894977606681,2.673718225992394,2.7044191540542872
2020-09-10 04:00:00,2.6128942056175304,2.655732038639189,4.437169021905374,3.039626491469794,2.8239712765041762,2.767226572625504,2.6759729330058435,2.706699750706049
2020-09-10 08:00:00,2.643748464470063,2.67141209250187,4.489565158450042,3.0575731466350113,2.8406446535911725,2.7835649159062674,2.691772493772564,2.72268072968423
2020-09-10 12:00:00,2.607154409726007,2.652923608882733,4.458493482117502,3.036412094323186,2.8209849341891675,2.7643002376879626,2.6731430985559883,2.7038374227260125
2020-09-10 16:00:00,2.624127552287142,2.6615591638865697,4.487519244917576,3.046295946073401,2.8301675470931418,2.773298335737128,2.6818444701987354,2.712638707733693
2020-09-10 20:00:00,2.594651758347965,2.646611039622703,4.46231597451138,3.0291870232418967,2.814272466962842,2.75772265036223,2.6667824174963806,2.697403705244789
2020-09-11 00:00:00,2.6048036574059936,2.6517886377403825,4.479775343073083,3.0351130595180367,2.819778063217614,2.7631176175069427,2.6719994771316564,2.7026806696864125
2020-09-11 04:00:00,2.6027346907312516,2.650735494578451,4.477996225121372,3.033907681186284,2.8186582039863097,2.7620202606576543,2.670938307346864,2.7016073150360245
2020-09-11 08:00:00,2.619530130633206,2.659288089057964,4.506892722619961,3.0436965802064,2.827752600860065,2.770931915284047,2.6795560861743843,2.710324047375274
2020-09-11 12:00:00,2.620657273214293,2.659860213960347,4.508831967615332,3.0443514075701588,2.828360969576259,2.771528059476947,2.6801325715768267,2.710907152262409
2020-09-11 16:00:00,2.6370795375319687,2.6681941781013636,4.537086417784371,3.0538900725459275,2.8372228859937403,2.780211905094951,2.6885300537555747,2.7194010584000337
2020-09-11 20:00:00,2.6255136330287487,2.662342993368261,4.527136868010825,3.0471930805819585,2.8310010317631953,2.7741150724178567,2.682634273705483,2.7134375801469575
2020-09-12 00:00:00,2.6259325035825305,2.6627677396236074,4.52785912071715,3.047679225249839,2.8314526854720214,2.774557650625039,2.6830622572016205,2.713870477956952
2020-09-12 04:00:00,2.625325775931901,2.6621525011082876,4.526812948615261,3.0469750520642425,2.8307984719180244,2.773916582797666,2.6824423295920634,2.7132434320382326
2020-09-12 08:00:00,2.629996817258926,2.6668890654103334,4.5348671606130795,3.05239630169394,2.835835095095243,2.778852000380792,2.6872149940338463,2.7180708985254465
2020-09-12 12:00:00,2.6557383167458997,2.6929916534661715,4.579252872383666,3.0822721012836847,2.8635912684740448,2.806050442931278,2.7135165252510607,2.7446744366669384
2020-09-12 16:00:00,2.650541783269585,2.687722225680146,4.570292561536093,3.0762409610706465,2.8579880251893894,2.8005597908700506,2.708206936059578,2.7393038801999134
2020-09-12 20:00:00,2.6798221042836636,2.7174132760387306,4.6207802143528545,3.110223946521152,2.889559988083976,2.831497348698188,2.7381242793593175,2.7695647489300885
2020-09-13 00:00:00,2.6762705897094747,2.713811942637338,4.614656386861035,3.10610202900379,2.885730512092167,2.827744821959713,2.7344954980799403,2.7658943002259515
2020-09-13 04:00:00,2.6210862982057432,2.6578535541602357,4.519502875769415,3.0420546787590284,2.826227188925658,2.7694371548825467,2.6781106178432723,2.7088619814764683
2020-09-13 08:00:00,2.609726021065289,2.646333920871293,4.499914506916025,3.0288698460998456,2.8139777928832377,2.757433897445325,2.6665031866601328,2.6971212681447936
2020-09-13 12:00:00,2.6170651408894345,2.6537759901089086,4.512569249788684,3.037387689947375,2.8218913133209216,2.7651884040935943,2.6740019762803464,2.7047061625005187
2020-09-13 16:00:00,2.6231019540827307,2.6598974846253567,4.522978443338039,3.044394065827495,2.8284006013184357,2.7715668948613517,2.6801701263034765,2.710945138210624
2020-09-13 20:00:00,2.6269885650999454,2.6638386150310263,4.529680072994919,3.0489048990791616,2.8325914002773063,2.775673484165572,2.684141294379764,2.7149619051627565
2020-09-14 00:00:00,2.6399811680954417,2.6704260433184905,4.552083038758417,3.056444560928289,2.8395961387069266,2.782537469815147,2.69077892932896,2.7216757566523104
2020-09-14 04:00:00,2.657878364484314,2.679477838823098,4.582942927119624,3.0668048220581245,2.8492213607300414,2.7919692832232332,2.699899713885916,2.730901270476483
2020-09-14 08:00:00,2.715811969986507,2.7086800427577318,4.682837042338221,3.1336517715225747,2.8802735090349882,2.8223974715838915,2.729324484975863,2.7606639110441065
2020-09-14 12:00:00,2.707426943082614,2.70449853916257,4.6756079493412654,3.128814221150525,2.875827109370591,2.818040417598886,2.725111111684764,2.7564021577595397
2020-09-14 16:00:00,2.7091455816578294,2.705356928994269,4.67857596301375,3.1298072859548944,2.87673987774989,2.818934844866919,2.7259760438097578,2.7572770214542435
2020-09-14 20:00:00,2.7303074297567855,2.7159230559629424,4.715121549385723,3.1420311595652324,2.887975363344558,2.829944565310112,2.736622701440684,2.768045929166292
2020-09-15 00:00:00,2.7268143031991845,2.712448332621612,4.709089072556568,3.1380112780058638,2.8842805180940014,2.826323964051116,2.733121495191032,2.7645045203701804
2020-09-15 04:00:00,2.7470673291269034,2.7325946573433693,4.744065162776769,3.1613184110586587,2.9057031019667785,2.8473160838507314,2.753421366891414,2.7850374850325212
2020-09-15 08:00:00,2.737753171176439,2.7233295701781484,4.727980019254844,3.150599700708858,2.895851076367728,2.837662024243713,2.74408566505277,2.7755945861423066
2020-09-15 12:00:00,2.7374739241405845,2.723051794329641,4.727497771833909,3.150278343898153,2.8955557035642685,2.8373725866430672,2.743805772111301,2.775311479334478
2020-09-15 16:00:00,2.7379689529768725,2.7235442151519953,4.728352664989203,3.1508480218807673,2.8960793189885843,2.837885680571486,2.7443019459620874,2.7758133504938107
2020-09-15 20:00:00,2.7364711734209246,2.7220543265100003,4.725766065186005,3.1491243808051657,2.894495046679116,2.836333242531655,2.7428007020032976,2.7742948685245477
2020-09-16 00:00:00,2.771016570365574,2.7564177242053733,4.78542445522317,3.188879139714973,2.9310353476744484,2.872139304982541,2.7774260033443365,2.8093177543512136
2020-09-16 04:00:00,2.7668278648277527,2.75225108647776,4.77819074390914,3.184058787554392,2.926604755622545,2.867797740972844,2.773227609222297,2.805071152233783
2020-09-16 08:00:00,2.7937371246464826,2.779018577333944,4.824661859017454,3.2150258984041833,2.9550679530468926,2.895689000671506,2.8001991108547934,2.8323523537154593
2020-09-16 12:00:00,2.7879516337854557,2.773263566799865,4.814670569269167,3.2083679695714786,2.9489483656006583,2.8896923798362937,2.794400238003807,2.826486895396899
2020-09-16 16:00:00,2.7807952938393234,2.7661449293731115,4.802311883090833,3.200132470940765,2.941378766210164,2.8822748835069985,2.787227345258334,2.8192316400217243
2020-09-16 20:00:00,2.7599990054963954,2.745458204364257,4.76639760243354,3.1762001528198702,2.9193815479742913,2.8607196760115796,2.7663829545627294,2.7981479039332435
2020-09-17 00:00:00,2.7626137731957625,2.7480591964002823,4.770913191920481,3.1792092211382936,2.9221473114976004,2.863429864453997,2.7690037702873966,2.8007988131338215
2020-09-17 04:00:00,2.7614104723321704,2.7468622350167133,4.7688351439429955,3.177824465426709,2.9208745232354176,2.862182651520302,2.7677976861577926,2.799578880161905
2020-09-17 08:00:00,2.751423582886238,2.736927960580088,4.751588222543362,3.1663315773056637,2.910310917700759,2.8518313104208173,2.757787696778336,2.789453951234649
2020-09-17 12:00:00,2.7713059718390958,2.756705600993827,4.7859242389139585,3.1892121822278865,2.9313414613071256,2.8724392675868473,2.77771607421095,2.8096111559520534
2020-09-17 16:00:00,2.7772361634368843,2.7626045499221332,4.7961654205076405,3.1960366323170484,2.937614105569699,2.8785858697242133,2.783659982495244,2.8156233150710346
2020-09-17 20:00:00,2.7732683169183305,2.75865760763834,4.789313123062897,3.1914704441794806,2.9334171265532607,2.8744732245441185,2.779682958245094,2.8116006247016143
2020-09-18 00:00:00,2.7808282957617436,2.766177757427936,4.802368875967855,3.2001704494729406,2.94141367390512,2.8823090897688934,2.787260423515054,2.819265098099014
2020-09-18 04:00:00,2.786697560733527,2.772016100716568,4.812504839942424,3.2069247853488574,2.947621873192393,2.8883925418842997,2.7931432642484815,2.825215488459923
2020-09-18 08:00:00,2.766924331985594,2.7523470454072454,4.7783573384727385,3.1841698017253646,2.926706793500106,2.867897728507613,2.773324299511169,2.805168952767397
2020-09-18 12:00:00,2.758592615879455,2.744059224181774,4.763968829059013,3.1745816830641367,2.917893943127775,2.8592619630046876,2.7649733119302393,2.7967220751010893
2020-09-18 16:00:00,2.7755606812217564,2.760937894831089,4.7932719359820295,3.1941084914528166,2.935841868748939,2.8768492441203346,2.7819806248464287,2.813924674224064
2020-09-18 20:00:00,2.7863776959470026,2.771697921108278,4.81195244744208,3.2065566857293226,2.947283537072066,2.888061004269014,2.7928226596064354,2.8248912024800474
2020-09-19 00:00:00,2.7671578840519455,2.7525793670259984,4.77876067267934,3.1844385728761373,2.9269538325720914,2.8681398035917907,2.7735583917894893,2.8054057330066726
2020-09-19 04:00:00,2.828010890383528,2.813111774885771,4.883851153836076,3.254468064779943,2.9913209368606792,2.9312135192744915,2.8345521526982225,2.867099853829057
2020-09-19 08:00:00,2.8154600054265653,2.8006270131128486,4.862176324298764,3.2400245368515117,2.9780452719487944,2.9182046147508887,2.82197223721982,2.854375489666282
2020-09-19 12:00:00,2.8062296215868576,2.7914452587021805,4.84623585500312,3.2294022335449233,2.9682818581907826,2.908637386424065,2.8127205032636167,2.8450175228184165
2020-09-19 16:00:00,2.812944243494455,2.7981245052412937,4.857831713442883,3.237129404129611,2.975384231510348,2.915597045094155,2.81945065626531,2.85182495469757
2020-09-19 20:00:00,2.7794752169425556,2.764831807180168,4.800032168010051,3.1986133296537953,2.93998245841199,2.8809066330312154,2.785904214989571,2.817893316930171
2020-09-20 00:00:00,2.7829784979378247,2.7683166314614454,4.806082181109059,3.2026448969153725,2.943688044491764,2.8845377592938717,2.7894155991643683,2.821445020519296
2020-09-20 04:00:00,2.7800743287649357,2.7654277626369668,4.801066807931332,3.199302786084037,2.940616167335778,2.8815276082471484,2.786504712573088,2.8185007097178776
2020-09-20 08:00:00,2.7504766815737494,2.7359860479301505,4.7499529653796495,3.1652418855748183,2.9093093353763,2.850849853829535,2.756838605258628,2.788493961786286
2020-09-20 12:00:00,2.759729912898209,2.745190529455697,4.765932891282462,3.1758904817113742,2.91909691600005,2.860440763414594,2.7661132395464065,2.797875091918429
2020-09-20 16:00:00,2.7722325642762513,2.757627311763877,4.787524423537977,3.1902785025543197,2.932321561973155,2.873399674170812,2.7786448098803733,2.8105505558143973
2020-09-20 20:00:00,2.7830165770790782,2.7683545099862426,4.806147942121007,3.202688718298651,2.9437283226013276,2.8845772280575965,2.7894537663836605,2.8214836259930918
2020-09-21 00:00:00,2.767739225608407,2.7607560779120672,4.792956283124694,3.1938981488130826,2.9356485338230387,2.8766597940544574,2.781797422193832,2.8137393679498497
2020-09-21 04:00:00,2.70018429041631,2.7270638325952166,4.734463082593154,3.154919841092312,2.899821902358943,2.8415530607034603,2.7478483884779594,2.7794005149808676
2020-09-21 08:00:00,2.644916224801822,2.699154711101229,4.686009979368524,3.1226319862586966,2.8701447525920294,2.8124722417453967,2.7197265551697503,2.7509557731578527
2020-09-21 12:00:00,2.6651717893389586,2.7094901806964002,4.72189685422252,3.1345890140711994,2.8811349687890297,2.8232416212190032,2.730140797451797,2.761489596815383
2020-09-21 16:00:00,2.6445252789516256,2.6989952629984306,4.703607096534368,3.1224475219358854,2.86997520353518,2.8123060995967917,2.7195658918192693,2.750793264992941
2020-09-21 20:00:00,2.6528341475730133,2.7032352672873836,4.718385421295636,3.1273527513249624,2.8744838098817724,2.816724110286774,2.7238382116723225,2.7551146416924452
2020-09-22 00:00:00,2.6332741620160967,2.6932694647072517,4.700990524826714,3.115823388529466,2.8638866789121797,2.806339917410368,2.713796453854852,2.744957579546578
2020-09-22 04:00:00,2.6534205663483084,2.703572170060584,4.736956417494169,3.127742511634562,2.8748420552697302,2.8170751571141004,2.724177682179521,2.7554580101644777
2020-09-22 08:00:00,2.653118471827702,2.7034182678957714,4.736686763939014,3.1275644633661086,2.874678403483142,2.816914793736373,2.7240226070358777,2.7553011543729027
2020-09-22 12:00:00,2.663501384342665,2.70870814764765,4.7552236686430405,3.1336842858604403,2.8803033943550074,2.8224267563901404,2.729352804069663,2.7606925553114596
2020-09-22 16:00:00,2.673056710187731,2.713566900326006,4.772283059671391,3.1393053406537628,2.8854699464783704,2.827489492135216,2.734248588157169,2.7656445551638194
2020-09-22 20:00:00,2.6594497637133543,2.70666032041196,4.760136628227189,3.131315169780433,2.8781258383332804,2.8202929560442094,2.7272893691393127,2.7586054270215246
2020-09-23 00:00:00,2.6474243709056817,2.7005408866114045,4.74937453120365,3.1242356423843876,2.8716187415969348,2.8139166125065547,2.7211232955380025,2.75236855157572
2020-09-23 04:00:00,2.6590537406443238,2.706472234227952,4.770237160201721,3.1310975742747216,2.877925836987731,2.8200969735133072,2.727099849439978,2.7584137311651813
2020-09-23 08:00:00,2.6536591956334936,2.7037268616796397,4.765398360090294,3.1279214732167504,2.8750065465220747,2.8172363430894114,2.724333552794302,2.7556156705611756
2020-09-23 12:00:00,2.612990672775375,2.683008945479764,4.728882421560156,3.1039530702392253,2.852976161149517,2.7956486349156977,2.7034577331812817,2.7345001446732224
2020-09-23 16:00:00,2.599906679840872,2.6762916482364902,4.717042986992624,3.0961818790782356,2.845833326633552,2.788649328073982,2.6966892394686535,2.727653931836515
2020-09-23 20:00:00,2.615211956015129,2.684169119977442,4.7448115396878245,3.105295267476454,2.8542098320957976,2.7968575165544127,2.704626750050522,2.735682584760533
2020-09-24 00:00:00,2.6112891380811063,2.682155993137459,4.741252931033059,3.1029662960258464,2.8520691747217257,2.794759873416997,2.700569809925446,2.733630822821963
2020-09-24 04:00:00,2.6112891380811063,2.682155993137459,4.741252931033059,3.1029662960258464,2.8520691747217257,2.794759873416997,2.700569809925446,2.733630822821963
2020-09-24 08:00:00,2.6112891380811063,2.682155993137459,4.741252931033059,3.1029662960258464,2.8520691747217257,2.794759873416997,2.700569809925446,2.733630822821963
2020-09-24 12:00:00,2.6112891380811063,2.682155993137459,4.741252931033059,3.1029662960258464,2.8520691747217257,2.794759873416997,2.700569809925446,2.733630822821963
2020-09-24 16:00:00,2.6112891380811063,2.682155993137459,4.741252931033059,3.1029662960258464,2.8520691747217257,2.794759873416997,2.700569809925446,2.733630822821963
2020-09-24 20:00:00,2.6112891380811063,2.682155993137459,4.741252931033059,3.1029662960258464,2.8520691747217257,2.794759873416997,2.700569809925446,2.733630822821963
2020-09-25 00:00:00,2.6121382641349626,2.6830281633238493,4.742794668151692,3.1039753032199444,2.8529965964339903,2.7956686595748312,2.7014479678254752,2.734519731338233
2020-09-25 04:00:00,2.5982207954526415,2.6687329933669055,4.71752506540249,3.0874373275444618,2.8377958349249943,2.7807733412258755,2.6870546571782756,2.719950214385541
2020-09-25 08:00:00,2.602525091615193,2.6731541023051175,4.725340269203218,3.092552075553687,2.842497018805806,2.7853800598090355,2.691506118374222,2.7244561714199094
2020-09-25 12:00:00,2.6198058263507056,2.690903812806626,4.756716470720052,3.113086583461249,2.8613711641989568,2.8038749492939523,2.7093776860376746,2.74254652703205
2020-09-25 16:00:00,2.612072269815605,2.682960378007931,4.742674843902617,3.103896882892716,2.852924516953705,2.795598028455158,2.7013797171427436,2.7344506451145376
2020-09-25 20:00:00,2.6165183315530727,2.687527099847004,4.750747447942097,3.1091800893826536,2.8577805382366104,2.800356473147246,2.70597779091641,2.7391050095923997
2020-09-26 00:00:00,2.616757866490001,2.6877731354381145,4.751182365586885,3.109464726125927,2.8580421600539414,2.8006128379519875,2.7062255156166954,2.7393557669969244
2020-09-26 04:00:00,2.6177600024506176,2.688802468013167,4.753001918998753,3.1106555533171716,2.8591367003101213,2.801685384584069,2.707261914872992,2.7404048540974872
2020-09-26 08:00:00,2.6204633253102325,2.6915791553985513,4.757910275275644,3.1138678822769683,2.862089289391426,2.8045786445232936,2.710057665061928,2.7432348305199805
2020-09-26 12:00:00,2.619864487967913,2.690964066420776,4.756822981163674,3.1131562904187855,2.861435234848099,2.8039377325114403,2.7094383533112145,2.742607937008669
2020-09-26 16:00:00,2.6223209431884498,2.6934871865132823,4.761283105990326,3.1160752692656177,2.8641181932809308,2.806566779743738,2.7119787953906735,2.745179479779561
2020-09-26 20:00:00,2.6351776142929473,2.7066927702810246,4.784626644884039,3.1313527107923194,2.878160343884605,2.820326768243125,2.7252750395080376,2.7586384996550715
2020-09-27 00:00:00,2.6083105936122175,2.679096615000602,4.735844861705389,3.0994269242407024,2.8488159865774594,2.7915720546337597,2.697489428227037,2.73051273036389
2020-09-27 04:00:00,2.596632043319957,2.66710112465036,4.714640407554407,3.085549430777854,2.836060588177392,2.779072962418917,2.6854115851865874,2.7182870275187963
2020-09-27 08:00:00,2.6287297248682955,2.7000698938591032,4.7729193719559735,3.123690754376456,2.87111791169972,2.813425846254268,2.7186066950248424,2.7518885197251093
