model,overlay_mode,breadth_threshold,kill_multiplier,kill_day_pct,start_ts,end_ts,bars,days,years,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,avg_exposure
always_daily,none,,1.0,0.0,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2986.787334369976,49.13981315558009,-35.407137398124675,1.2614084971983677,0.911496729354042,0.23295908050870004
soft_kill_4h,reference,,,,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,891.2865733396909,30.647587104893436,-22.389511599050305,1.2356563257953401,0.832850368898091,0.23295908050870004
phase20_combo_all_2d,combo_all_2d,0.35,0.0,39.993614643750334,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,1965.2814519637407,42.315893680716954,-39.92621447840763,1.234976525464469,0.8008588559123326,0.1707018570744426
phase20_btc_3d_neg,btc_3d_neg,0.35,0.0,46.74080774756558,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,1158.312857098122,34.330352375686225,-31.27514525405323,1.2286357181988203,0.6730876745156014,0.14803384238812323
