ts,selected,n_selected,gross_exposure,raw_strategy_ret,turnover,cost,strategy_ret,selected_ret_next,best_available_next,captured_spike_day,available_spike_day,equity
2018-05-25,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007685082401163168,0,0,1.0
2018-05-26,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006858504818678668,0,0,1.0
2018-05-27,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032700684971637806,0,0,1.0
2018-05-28,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10920821114369494,0,1,1.0
2018-05-29,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011436360200447915,0,0,1.0
2018-05-30,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.037007125038137634,0,0,1.0
2018-05-31,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004809612812808561,0,0,1.0
2018-06-01,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.020466321243523433,0,0,1.0
2018-06-02,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04876026064144856,0,0,1.0
2018-06-03,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029459727828722415,0,0,1.0
2018-06-04,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.030506581841561964,0,0,1.0
2018-06-05,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004438032786885371,0,0,1.0
2018-06-06,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004209514756803978,0,0,1.0
2018-06-07,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010707911957168359,0,0,1.0
2018-06-08,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009704683637335343,0,0,1.0
2018-06-09,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09700563154304809,0,0,1.0
2018-06-10,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015818205200599067,0,0,1.0
2018-06-11,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04976717112922002,0,0,1.0
2018-06-12,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0355578093306288,0,0,1.0
2018-06-13,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216144025911199,0,0,1.0
2018-06-14,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037233385272408936,0,0,1.0
2018-06-15,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018995651103635103,0,0,1.0
2018-06-16,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008052502315094578,0,0,1.0
2018-06-17,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041859435973770065,0,0,1.0
2018-06-18,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386523795733178,0,0,1.0
2018-06-19,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003011328826723947,0,0,1.0
2018-06-20,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006310720534318581,0,0,1.0
2018-06-21,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10029112168171894,0,0,1.0
2018-06-22,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02449739228288883,0,0,1.0
2018-06-23,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002115454033996711,0,0,1.0
2018-06-24,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018743777466730283,0,0,1.0
2018-06-25,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02898592450415871,0,0,1.0
2018-06-26,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02864862346857966,0,0,1.0
2018-06-27,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04560846336568447,0,0,1.0
2018-06-28,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587531901373084,0,0,1.0
2018-06-29,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.044437288681371756,0,0,1.0
2018-06-30,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004382391155938192,0,0,1.0
2018-07-01,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.053417385534173745,0,0,1.0
2018-07-02,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015332661153176996,0,0,1.0
2018-07-03,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012039322679831876,0,0,1.0
2018-07-04,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010483974496127146,0,0,1.0
2018-07-05,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012341481345340855,0,0,1.0
2018-07-06,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.032095564010457656,0,0,1.0
2018-07-07,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024713223634078574,0,0,1.0
2018-07-08,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007446253780486023,0,0,1.0
2018-07-09,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054818886480579754,0,0,1.0
2018-07-10,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.028926193118756993,0,0,1.0
2018-07-11,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019990373263385375,0,0,1.0
2018-07-12,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030616505079557044,0,0,1.0
2018-07-13,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006021333736686563,0,0,1.0
2018-07-14,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.038297282947436395,0,0,1.0
2018-07-15,CASH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383120636755746,0,0,1.0
