model,overlay_mode,breadth_threshold,kill_multiplier,cooldown_days,kill_days_pct,start_date,end_date,days,years,start_equity,end_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,active_day_fraction,score
phase20_btc_2d_neg,btc_2d_neg,0.5,0.0,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,34.5014167922435,3350.1416792243504,90.79496179488547,-16.775519504198822,2.362358024440675,2.138068958867059,0.1767348976535197,85.80453138796715
phase20_btc_2d_neg,btc_2d_neg,0.6,0.0,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,34.5014167922435,3350.1416792243504,90.79496179488547,-16.775519504198822,2.362358024440675,2.138068958867059,0.1767348976535197,85.80453138796715
phase20_combo_all_2d,combo_all_2d,0.5,0.0,0.0,40.53919121318023,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,72.86005634518511,7186.005634518511,118.67410016328601,-17.58020987039196,1.9793358252946287,2.7678912377246303,0.20818771842236644,85.74526772839823
phase20_combo_all_3d,combo_all_3d,0.5,0.0,0.0,39.79031452820769,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,72.13820486732818,7113.820486732819,118.27723064688875,-17.580209870391972,1.9587078636840682,2.836224527351738,0.20619071392910635,85.09066435739517
phase20_combo_any_3d,combo_any_3d,0.35,0.0,0.0,51.62256615077384,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,33.121875039474354,3212.1875039474353,89.37979957003104,-15.660211401427194,2.339259227463388,2.1979624658574743,0.163255117324014,85.0663471156674
phase20_combo_any_3d,combo_any_3d,0.4,0.0,0.0,51.62256615077384,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,33.121875039474354,3212.1875039474353,89.37979957003104,-15.660211401427194,2.339259227463388,2.1979624658574743,0.163255117324014,85.0663471156674
phase20_combo_all_3d,combo_all_3d,0.35,0.0,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,69.69888461381842,6869.888461381842,116.91162806809565,-17.58020987039195,1.937308455506354,2.749587464588887,0.21318022965551672,84.07771825037474
phase20_combo_all_3d,combo_all_3d,0.4,0.0,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,69.69888461381842,6869.888461381842,116.91162806809565,-17.58020987039195,1.937308455506354,2.749587464588887,0.21318022965551672,84.07771825037474
phase20_combo_all_3d,combo_all_3d,0.6,0.0,0.0,43.38492261607589,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,67.84553750422113,6684.553750422113,115.84770118288135,-17.580209870391972,1.9484408113877854,2.8394323312163032,0.19520718921617575,83.9836527375855
phase20_breadth_3d_weak,breadth_3d_weak,0.35,0.0,0.0,42.48627059410884,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,61.66693856164807,6066.693856164807,112.12005727904786,-17.58020987039195,1.9008206428824588,2.616201439674606,0.19520718921617575,81.48847315861065
phase20_breadth_3d_weak,breadth_3d_weak,0.4,0.0,0.0,42.48627059410884,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,61.66693856164807,6066.693856164807,112.12005727904786,-17.58020987039195,1.9008206428824588,2.616201439674606,0.19520718921617575,81.48847315861065
phase20_combo_any_3d,combo_any_3d,0.5,0.0,0.0,54.01897154268597,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,28.143175464106168,2714.3175464106166,83.8346339874031,-15.660211401427182,2.2506981261739574,2.073594439355692,0.15626560159760358,80.91151162951186
phase20_breadth_2d_weak,breadth_2d_weak,0.35,0.0,0.0,44.38342486270594,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,57.91361793791641,5691.3617937916415,109.70376051163856,-17.58020987039196,1.8968904741101216,2.5513808949006305,0.18572141787319021,80.54451507070894
phase20_breadth_2d_weak,breadth_2d_weak,0.4,0.0,0.0,44.38342486270594,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,57.91361793791641,5691.3617937916415,109.70376051163856,-17.58020987039196,1.8968904741101216,2.5513808949006305,0.18572141787319021,80.54451507070894
phase20_breadth_2d_weak,breadth_2d_weak,0.6,0.0,0.0,56.61507738392412,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,50.14291297908711,4914.2912979087105,104.26341118719353,-12.300493080552677,1.8972471216987716,3.1230633701741937,0.15027458811782327,80.23322403382123
phase20_combo_any_2d,combo_any_2d,0.6,0.0,0.0,60.90863704443335,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.503875053246027,2050.387505324603,75.02809246659368,-12.312395823744982,2.267040578651582,2.273433705745143,0.13030454318522217,79.24212808247384
phase20_btc_3d_neg,btc_3d_neg,0.35,0.25,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,29.75564741539745,2875.5647415397452,85.71277122374174,-16.14021101866837,2.1286464340452262,2.7146749933581726,0.29955067398901647,78.37356747383976
phase20_btc_3d_neg,btc_3d_neg,0.4,0.25,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,29.75564741539745,2875.5647415397452,85.71277122374174,-16.14021101866837,2.1286464340452262,2.7146749933581726,0.29955067398901647,78.37356747383976
phase20_btc_3d_neg,btc_3d_neg,0.5,0.25,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,29.75564741539745,2875.5647415397452,85.71277122374174,-16.14021101866837,2.1286464340452262,2.7146749933581726,0.29955067398901647,78.37356747383976
phase20_btc_3d_neg,btc_3d_neg,0.6,0.25,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,29.75564741539745,2875.5647415397452,85.71277122374174,-16.14021101866837,2.1286464340452262,2.7146749933581726,0.29955067398901647,78.37356747383976
phase20_breadth_3d_weak,breadth_3d_weak,0.5,0.0,0.0,47.179231153270095,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,54.23130749791568,5323.130749791568,107.20537593579525,-19.10567864802484,1.858277159301946,2.577979837789626,0.18122815776335496,78.24710696566954
phase20_btc_2d_neg,btc_2d_neg,0.35,0.25,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,28.028944727250185,2702.8944727250187,83.69827457424113,-17.247918457770716,2.125506417676931,2.5301400895619492,0.29955067398901647,77.25768100557646
phase20_btc_2d_neg,btc_2d_neg,0.4,0.25,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,28.028944727250185,2702.8944727250187,83.69827457424113,-17.247918457770716,2.125506417676931,2.5301400895619492,0.29955067398901647,77.25768100557646
phase20_btc_2d_neg,btc_2d_neg,0.5,0.25,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,28.028944727250185,2702.8944727250187,83.69827457424113,-17.247918457770716,2.125506417676931,2.5301400895619492,0.29955067398901647,77.25768100557646
phase20_btc_2d_neg,btc_2d_neg,0.6,0.25,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,28.028944727250185,2702.8944727250187,83.69827457424113,-17.247918457770716,2.125506417676931,2.5301400895619492,0.29955067398901647,77.25768100557646
phase20_combo_any_2d,combo_any_2d,0.35,0.0,0.0,53.66949575636545,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,24.06889738758508,2306.889738758508,78.66373192572229,-18.639459564073668,2.210575869414956,1.8282234873631162,0.14977533699450823,77.2048650401546
phase20_combo_any_2d,combo_any_2d,0.4,0.0,0.0,53.66949575636545,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,24.06889738758508,2306.889738758508,78.66373192572229,-18.639459564073668,2.210575869414956,1.8282234873631162,0.14977533699450823,77.2048650401546
phase20_combo_all_2d,combo_all_2d,0.35,0.25,0.0,38.39241138292561,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,52.23320496952489,5123.3204969524895,105.79109822863404,-17.58020987039195,1.8166589186970599,3.0047390728863665,0.29955067398901647,77.16929438633082
phase20_combo_all_2d,combo_all_2d,0.4,0.25,0.0,38.39241138292561,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,52.23320496952489,5123.3204969524895,105.79109822863404,-17.58020987039195,1.8166589186970599,3.0047390728863665,0.29955067398901647,77.16929438633082
phase20_combo_all_2d,combo_all_2d,0.6,0.25,0.0,43.38492261607589,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,51.15437991943008,5015.437991943008,105.00901211754186,-17.58020987039195,1.825947507405468,3.0814723662778505,0.29955067398901647,77.12777896515877
phase20_combo_any_3d,combo_any_3d,0.35,0.25,0.0,51.62256615077384,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,27.1983237140642,2619.83237140642,82.69284397399046,-16.14021101866837,2.1093864682333243,2.705116245350469,0.29955067398901647,76.83509379112925
phase20_combo_any_3d,combo_any_3d,0.4,0.25,0.0,51.62256615077384,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,27.1983237140642,2619.83237140642,82.69284397399046,-16.14021101866837,2.1093864682333243,2.705116245350469,0.29955067398901647,76.83509379112925
phase20_combo_mixed,combo_mixed,0.35,0.25,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,51.44068580808689,5044.068580808689,105.2178720658842,-17.78956699118983,1.8036748669719962,3.0897710828697713,0.29955067398901647,76.58125680000242
phase20_combo_mixed,combo_mixed,0.4,0.25,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,51.44068580808689,5044.068580808689,105.2178720658842,-17.78956699118983,1.8036748669719962,3.0897710828697713,0.29955067398901647,76.58125680000242
phase20_combo_any_2d,combo_any_2d,0.5,0.0,0.0,56.21567648527209,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,22.99599491636338,2199.599491636338,77.18351393469133,-18.6394595640737,2.200195225440814,1.7890222796097084,0.14378432351472792,76.4272726439402
phase20_combo_mixed,combo_mixed,0.6,0.25,0.0,43.185222166749874,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,50.350931052683016,4935.093105268302,104.41774922702281,-17.58020987039196,1.8045183916372534,3.1019260728670455,0.29955067398901647,76.38510905927173
phase20_breadth_2d_weak,breadth_2d_weak,0.5,0.0,0.0,49.076385421867194,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,48.562918311705374,4756.291831170537,103.07373480381013,-20.84042420681439,1.8385272725434354,2.413793579985701,0.17523714428357465,75.78686173287512
phase20_combo_mixed,combo_mixed,0.5,0.25,0.0,39.44083874188717,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,49.4288845648622,4842.88845648622,103.72962756014736,-17.78956699118982,1.79093679107245,3.0585987947214015,0.29955067398901647,75.74191932550588
phase20_combo_all_2d,combo_all_2d,0.5,0.25,0.0,40.53919121318023,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,47.4274961623495,4642.74961623495,102.19910810394795,-17.58020987039195,1.785653720207895,2.936618119473613,0.29955067398901647,75.13696788046158
phase20_combo_all_3d,combo_all_3d,0.5,0.25,0.0,39.79031452820769,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,46.99570219913189,4599.570219913189,101.8619962811758,-17.58020987039196,1.7685407308337595,2.991175585809404,0.29955067398901647,74.59115400813793
phase20_combo_any_3d,combo_any_3d,0.5,0.25,0.0,54.01897154268597,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,24.086226385835364,2308.622638583536,78.68719322366402,-16.14021101866838,2.047708489314057,2.6032671605943447,0.29955067398901647,73.8911665555333
phase20_combo_all_3d,combo_all_3d,0.6,0.25,0.0,43.38492261607589,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,44.97272760883612,4397.272760883611,100.24804488680412,-17.58020987039196,1.7627442789642866,3.071399002440148,0.29955067398901647,73.88135972337102
phase20_combo_all_3d,combo_all_3d,0.35,0.25,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,45.7548088844139,4475.48088844139,100.87890222386386,-17.58020987039195,1.7518323411269963,2.875536359708513,0.29955067398901647,73.82936134540968
phase20_combo_all_3d,combo_all_3d,0.4,0.25,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,45.7548088844139,4475.48088844139,100.87890222386386,-17.58020987039195,1.7518323411269963,2.875536359708513,0.29955067398901647,73.82936134540968
phase20_combo_any_2d,combo_any_2d,0.6,0.25,0.0,60.90863704443335,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,19.829524328274534,1882.9524328274533,72.45864643778523,-14.028227620536738,2.070120000841622,2.9380424802464615,0.29955067398901647,72.90505798810436
phase20_breadth_3d_weak,breadth_3d_weak,0.35,0.25,0.0,42.48627059410884,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,41.8224509163081,4082.24509163081,97.61235428142263,-17.58020987039195,1.7265464405332438,2.843955416941306,0.29955067398901647,72.05392205071144
phase20_breadth_3d_weak,breadth_3d_weak,0.4,0.25,0.0,42.48627059410884,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,41.8224509163081,4082.24509163081,97.61235428142263,-17.58020987039195,1.7265464405332438,2.843955416941306,0.29955067398901647,72.05392205071144
phase20_breadth_2d_weak,breadth_2d_weak,0.6,0.25,0.0,56.61507738392412,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,36.189982569124375,3518.9982569124377,92.4654807960644,-14.028227620536759,1.7343948540956562,3.6158022603978814,0.29955067398901647,71.51432134485292
phase20_breadth_2d_weak,breadth_2d_weak,0.35,0.25,0.0,44.38342486270594,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,40.005092399536906,3900.5092399536907,96.01712208183397,-17.58020987039196,1.7263684711811706,2.8506002187016626,0.29955067398901647,71.49114154705356
phase20_breadth_2d_weak,breadth_2d_weak,0.4,0.25,0.0,44.38342486270594,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,40.005092399536906,3900.5092399536907,96.01712208183397,-17.58020987039196,1.7263684711811706,2.8506002187016626,0.29955067398901647,71.49114154705356
phase20_combo_any_2d,combo_any_2d,0.35,0.25,0.0,53.66949575636545,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.467197433689464,2046.7197433689464,74.97358935048,-18.615238751514806,2.0232059782623164,2.3843400067970637,0.29955067398901647,71.23633410377147
phase20_combo_any_2d,combo_any_2d,0.4,0.25,0.0,53.66949575636545,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.467197433689464,2046.7197433689464,74.97358935048,-18.615238751514806,2.0232059782623164,2.3843400067970637,0.29955067398901647,71.23633410377147
phase20_combo_any_2d,combo_any_2d,0.5,0.25,0.0,56.21567648527209,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,20.762109495883248,1976.2109495883249,73.91072962369776,-18.615238751514763,2.0171519451162463,2.385086620309263,0.29955067398901647,70.71298237074595
phase20_breadth_3d_weak,breadth_3d_weak,0.5,0.25,0.0,47.179231153270095,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,38.04148861314454,3704.148861314454,94.22548754362525,-18.88851162693306,1.6964769650900589,2.869698376985165,0.29955067398901647,69.7242912794404
phase20_combo_any_3d,combo_any_3d,0.6,0.0,0.0,60.35946080878682,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,16.676790632431945,1567.6790632431946,67.09571988453314,-15.660211401427182,2.001486291866264,1.6954373910861344,0.13429855217174239,68.82259583581504
phase20_breadth_2d_weak,breadth_2d_weak,0.5,0.25,0.0,49.076385421867194,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,35.13135717453334,3413.135717453334,91.42582858287453,-20.104549709761887,1.6853148026464555,2.7836761973501534,0.29955067398901647,68.1005451572389
phase20_combo_all_2d,combo_all_2d,0.35,0.0,1.0,54.268597104343485,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,32.22017890341028,3122.017890341028,88.42855588045484,-17.580209870391972,1.67324479047954,2.215741828951926,0.16974538192710933,67.5070513590301
phase20_combo_all_2d,combo_all_2d,0.4,0.0,1.0,54.268597104343485,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,32.22017890341028,3122.017890341028,88.42855588045484,-17.580209870391972,1.67324479047954,2.215741828951926,0.16974538192710933,67.5070513590301
phase20_combo_all_2d,combo_all_2d,0.5,0.0,1.0,56.764852720918626,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.146180757917673,3014.6180757917673,87.26671444794363,-17.693325941615047,1.668224775306706,2.158529532604043,0.163255117324014,66.9409716569634
phase20_combo_all_2d,combo_all_2d,0.6,0.0,1.0,59.910134797803295,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,30.05817873558361,2905.817873558361,86.05583210583083,-17.580209870391972,1.6632125689355626,2.142264021519443,0.14977533699450823,66.42579249931227
phase20_breadth_3d_weak,breadth_3d_weak,0.6,0.0,0.0,57.114328507239144,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,30.223545517449658,2922.3545517449656,86.24216112965213,-17.580209870391972,1.650214521388543,2.1899060037203806,0.14827758362456314,66.16605646897422
phase20_combo_mixed,combo_mixed,0.35,0.0,1.0,50.52421367948078,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.31310775459527,3031.3107754595267,87.44942309210101,-19.412461568637475,1.6492318951478266,2.3058332803563735,0.17523714428357465,66.01435699033978
phase20_combo_mixed,combo_mixed,0.4,0.0,1.0,50.52421367948078,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.31310775459527,3031.3107754595267,87.44942309210101,-19.412461568637475,1.6492318951478266,2.3058332803563735,0.17523714428357465,66.01435699033978
phase20_combo_any_3d,combo_any_3d,0.6,0.25,0.0,60.35946080878682,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,16.33129684374256,1533.129684374256,66.45873648544634,-16.14021101866837,1.8789131614923245,2.3251386573759114,0.29955067398901647,65.39132350161383
phase20_combo_all_2d,combo_all_2d,0.6,0.5,0.0,43.38492261607589,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.9131091518119,3091.31091518119,88.09964336561882,-18.154560179470636,1.5959897075048233,2.509053751547212,0.29955067398901647,65.28824981174597
phase20_btc_3d_neg,btc_3d_neg,0.35,0.5,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,22.634648463110096,2163.4648463110098,76.67226969221284,-18.815691311269045,1.7637364240882087,2.2738826321075454,0.29955067398901647,65.283997601099
phase20_btc_3d_neg,btc_3d_neg,0.4,0.5,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,22.634648463110096,2163.4648463110098,76.67226969221284,-18.815691311269045,1.7637364240882087,2.2738826321075454,0.29955067398901647,65.283997601099
phase20_btc_3d_neg,btc_3d_neg,0.5,0.5,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,22.634648463110096,2163.4648463110098,76.67226969221284,-18.815691311269045,1.7637364240882087,2.2738826321075454,0.29955067398901647,65.283997601099
phase20_btc_3d_neg,btc_3d_neg,0.6,0.5,0.0,46.63005491762357,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,22.634648463110096,2163.4648463110098,76.67226969221284,-18.815691311269045,1.7637364240882087,2.2738826321075454,0.29955067398901647,65.283997601099
phase20_combo_all_2d,combo_all_2d,0.35,0.5,0.0,38.39241138292561,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,32.3032022148379,3130.32022148379,88.51704461745722,-19.02129199997178,1.5895872178419668,2.472620187517652,0.29955067398901647,65.01425846216766
phase20_combo_all_2d,combo_all_2d,0.4,0.5,0.0,38.39241138292561,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,32.3032022148379,3130.32022148379,88.51704461745722,-19.02129199997178,1.5895872178419668,2.472620187517652,0.29955067398901647,65.01425846216766
phase20_btc_2d_neg,btc_2d_neg,0.35,0.5,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.769133397203543,2076.913339720354,75.4200211974607,-18.15622598785145,1.7591814143292492,2.1721566979553866,0.29955067398901647,64.92967498098704
phase20_btc_2d_neg,btc_2d_neg,0.4,0.5,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.769133397203543,2076.913339720354,75.4200211974607,-18.15622598785145,1.7591814143292492,2.1721566979553866,0.29955067398901647,64.92967498098704
phase20_btc_2d_neg,btc_2d_neg,0.5,0.5,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.769133397203543,2076.913339720354,75.4200211974607,-18.15622598785145,1.7591814143292492,2.1721566979553866,0.29955067398901647,64.92967498098704
phase20_btc_2d_neg,btc_2d_neg,0.6,0.5,0.0,47.67848227658512,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.769133397203543,2076.913339720354,75.4200211974607,-18.15622598785145,1.7591814143292492,2.1721566979553866,0.29955067398901647,64.92967498098704
phase20_combo_mixed,combo_mixed,0.35,0.5,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.963907291195845,3096.3907291195846,88.15423302762461,-18.815691311269024,1.581003072669783,2.5177111790491504,0.29955067398901647,64.73435098303247
phase20_combo_mixed,combo_mixed,0.4,0.5,0.0,37.49375936095856,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.963907291195845,3096.3907291195846,88.15423302762461,-18.815691311269024,1.581003072669783,2.5177111790491504,0.29955067398901647,64.73435098303247
phase20_combo_mixed,combo_mixed,0.6,0.5,0.0,43.185222166749874,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.542398375035354,3054.2398375035355,87.69909760639769,-18.815691311269024,1.5817936606703122,2.5194881078194444,0.29955067398901647,64.59481828561628
phase20_combo_any_3d,combo_any_3d,0.35,0.5,0.0,51.62256615077384,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.346222517903378,2034.6222517903377,74.79327871471817,-18.815691311269024,1.7495930702359204,2.2559691951955454,0.29955067398901647,64.27276691266866
phase20_combo_any_3d,combo_any_3d,0.4,0.5,0.0,51.62256615077384,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,21.346222517903378,2034.6222517903377,74.79327871471817,-18.815691311269024,1.7495930702359204,2.2559691951955454,0.29955067398901647,64.27276691266866
phase20_combo_mixed,combo_mixed,0.5,0.5,0.0,39.44083874188717,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,31.136941529215555,3013.6941529215555,87.25657836095064,-18.815691311269035,1.5728256245092047,2.498286848321207,0.29955067398901647,64.21573564568213
phase20_combo_any_3d,combo_any_3d,0.35,0.0,1.0,66.20069895157265,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,12.547017844067012,1154.701784406701,58.64286381184027,-13.944449702262574,1.912290954446282,1.5460140217804599,0.1163255117324014,64.14894128462238
phase20_combo_any_3d,combo_any_3d,0.4,0.0,1.0,66.20069895157265,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,12.547017844067012,1154.701784406701,58.64286381184027,-13.944449702262574,1.912290954446282,1.5460140217804599,0.1163255117324014,64.14894128462238
phase20_combo_all_2d,combo_all_2d,0.5,0.5,0.0,40.53919121318023,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,30.316803453347763,2931.680345334776,86.34687336519545,-18.154560179470646,1.5696957652285866,2.43027498117464,0.29955067398901647,64.01743175469187
phase20_combo_all_3d,combo_all_3d,0.35,0.0,1.0,50.52421367948078,2020-09-22,2026-03-17,2002,5.4811772758384665,1.0,28.666073575962344,2766.6073575962346,84.45311062741423,-19.767563540817957,1.6050490091189697,2.1636103254901347,0.17923115327009487,63.75454488532384
