ts,selected,market_score,normal_candidate_count,override_candidate_count
2018-05-04,CASH,26.851988049605968,0,0
2018-05-05,CASH,32.69328328123746,0,0
2018-05-06,CASH,27.664356625483066,0,0
2018-05-07,CASH,18.89506734621034,0,0
2018-05-08,CASH,15.170577909634567,0,0
2018-05-09,CASH,12.15204123409467,0,0
2018-05-10,CASH,3.0964171199966035,0,0
2018-05-11,CASH,-8.09400810711081,0,0
2018-05-12,CASH,-8.63367215561588,0,0
2018-05-13,CASH,-1.4313740746311674,0,0
2018-05-14,CASH,-3.725023561790199,0,0
2018-05-15,CASH,-6.150217563557834,0,0
2018-05-16,CASH,-8.862430601646029,0,0
2018-05-17,CASH,-16.62913763290751,0,0
2018-05-18,CASH,-13.814436993561731,0,0
2018-05-19,CASH,-14.057613728394342,0,0
2018-05-20,CASH,-9.04883952753169,0,0
2018-05-21,CASH,-14.179208358714993,0,0
2018-05-22,CASH,-24.464619811882308,0,0
2018-05-23,CASH,-26.742807743659228,0,0
2018-05-24,CASH,-23.067282844012837,0,0
2018-05-25,CASH,-24.453163599025082,0,0
2018-05-26,CASH,-25.021442796631256,0,0
2018-05-27,CASH,-27.377200001903322,0,0
2018-05-28,CASH,-33.515187257472455,0,0
2018-05-29,CASH,-26.156379933737746,0,0
2018-05-30,CASH,-28.320065404971558,0,0
2018-05-31,CASH,-26.510733040728873,0,0
2018-06-01,CASH,-26.087834304064547,0,0
2018-06-02,CASH,-22.084618968596583,0,0
2018-06-03,CASH,-17.028667113879088,0,0
2018-06-04,CASH,-20.138076045287182,0,0
2018-06-05,CASH,-16.009709412279626,0,0
2018-06-06,CASH,-16.462184199733638,0,0
2018-06-07,CASH,-14.72351425633399,0,0
2018-06-08,CASH,-13.943927098960415,0,0
2018-06-09,CASH,-13.306736975018277,0,0
2018-06-10,CASH,-22.573738698330388,0,0
2018-06-11,CASH,-20.281638996562414,0,0
2018-06-12,CASH,-28.32878299220676,0,0
2018-06-13,CASH,-28.239543964139134,0,0
2018-06-14,CASH,-22.380645205302,0,0
