ts,selected,gross_exposure,raw_strategy_ret,cost,strategy_ret,btc_ret,equity
2024-12-02,TRXUSDT,0.0,0.9610859728506786,0.0,0.9610859728506786,-0.01383503122595442,11.609734285044306
2023-12-07,ADAUSDT,0.0,0.1973655323819978,0.003,0.1943655323819978,-0.011186469570312108,4.433920726208568
2025-01-14,XRPUSDT,0.0,0.178307651932666,0.0,0.178307651932666,0.021417849900725594,13.148320136440814
2025-08-21,ETHUSDT,0.0,0.143604004449388,0.0,0.143604004449388,-0.01550031311465605,18.324503030272954
2020-07-07,LINKUSDT,0.0,0.1351837618781441,0.0,0.1351837618781441,-0.009290254917489027,1.109758754558865
2020-07-31,ETHUSDT,0.0,0.1174313516010741,0.0,0.1174313516010741,0.021248494316466804,1.6560416584957274
2021-08-31,ETHUSDT,0.0,0.1159512422722501,0.0,0.1159512422722501,0.0025111258540604364,3.5265238844368256
2025-09-17,AVAXUSDT,0.0,0.1059082338152104,0.0,0.1059082338152104,-0.0029229646363835293,21.053787398103104
2021-03-18,TRXUSDT,0.0,0.100018765246763,0.0015,0.098518765246763,-0.021469126407987926,3.42479291175358
2021-01-01,BTCUSDT,0.0,0.0970499824592447,0.0,0.0970499824592447,0.014108187665241134,3.0445819618791736
2020-12-15,BTCUSDT,0.0,0.098272816981813,0.0015,0.096772816981813,0.007953556088940328,2.0186796312708686
2020-08-31,ETHUSDT,0.0,0.0959219899029484,0.0,0.0959219899029484,-0.005264209523223928,1.818748215810291
2020-07-24,ETHUSDT,0.0,0.093533942324915,0.0,0.093533942324915,-0.006817469466129933,1.3062616968279217
2021-10-27,ETHUSDT,0.0,0.0928148903620602,0.0,0.0928148903620602,-0.03174884437468595,3.608786124553583
2025-08-11,ETHUSDT,0.0,0.0869715525120642,0.0,0.0869715525120642,-0.005096735368355865,17.408480765081755
2023-12-26,BNBUSDT,0.0,0.0886798790728922,0.003,0.0856798790728922,-0.024490472192000512,5.005624397977575
2021-11-04,BNBUSDT,0.0,0.0869876499015569,0.003,0.0839876499015569,-0.023872083143603562,4.136679274487415
2020-11-29,BTCUSDT,0.0,0.0830839060125958,0.0,0.0830839060125958,0.02624965786956457,1.883759027527064
2024-03-09,BNBUSDT,0.0,0.0831456072086831,0.003,0.0801456072086831,0.002775519239201163,5.91828066375217
2020-08-29,ETHUSDT,0.0,0.0759814373510598,0.0,0.0759814373510598,-0.005298037375150777,1.6410051739370344
