ts,date,selected,gross_exposure,strategy_ret,selected_ret_next,best_available_next,leader_gap_ret,in_market,missed_leader_bar,pain_bar,turnover,cost
2017-08-17 04:00:00,2017-08-17,CASH,0.0,0.0,0.0,0.0177724546493212,0.0177724546493212,False,False,False,0.0,0.0
2017-08-17 08:00:00,2017-08-17,CASH,0.0,0.0,0.0,-0.0061174947402491,-0.0061174947402491,False,False,False,0.0,0.0
2017-08-17 12:00:00,2017-08-17,CASH,0.0,0.0,0.0,-0.0062288332253456,-0.0062288332253456,False,False,False,0.0,0.0
2017-08-17 16:00:00,2017-08-17,CASH,0.0,0.0,0.0,0.0013262599469494,0.0013262599469494,False,False,False,0.0,0.0
2017-08-17 20:00:00,2017-08-17,CASH,0.0,0.0,0.0,0.0017059191426997,0.0017059191426997,False,False,False,0.0,0.0
2017-08-18 00:00:00,2017-08-18,CASH,0.0,0.0,0.0,0.016058394160584,0.016058394160584,False,False,False,0.0,0.0
2017-08-18 04:00:00,2017-08-18,CASH,0.0,0.0,0.0,0.0093157374571246,0.0093157374571246,False,False,False,0.0,0.0
2017-08-18 08:00:00,2017-08-18,CASH,0.0,0.0,0.0,-0.0238277911024789,-0.0238277911024789,False,False,False,0.0,0.0
2017-08-18 12:00:00,2017-08-18,CASH,0.0,0.0,0.0,-0.0166331994645249,-0.0166331994645249,False,False,False,0.0,0.0
2017-08-18 16:00:00,2017-08-18,CASH,0.0,0.0,0.0,0.0004424326991798,0.0004424326991798,False,False,False,0.0,0.0
2017-08-18 20:00:00,2017-08-18,CASH,0.0,0.0,0.0,0.0073459790622558,0.0073459790622558,False,False,False,0.0,0.0
2017-08-19 00:00:00,2017-08-19,CASH,0.0,0.0,0.0,-0.0104358502148557,-0.0104358502148557,False,False,False,0.0,0.0
2017-08-19 04:00:00,2017-08-19,CASH,0.0,0.0,0.0,-0.01881010643441,-0.01881010643441,False,False,False,0.0,0.0
2017-08-19 08:00:00,2017-08-19,CASH,0.0,0.0,0.0,0.0214452544412202,0.0214452544412202,False,False,False,0.0,0.0
2017-08-19 12:00:00,2017-08-19,CASH,0.0,0.0,0.0,0.0262005765284927,0.0262005765284927,False,False,False,0.0,0.0
2017-08-19 16:00:00,2017-08-19,CASH,0.0,0.0,0.0,0.0156668596606575,0.0156668596606575,False,False,False,0.0,0.0
2017-08-19 20:00:00,2017-08-19,CASH,0.0,0.0,0.0,0.005156233886769,0.005156233886769,False,False,False,0.0,0.0
2017-08-20 00:00:00,2017-08-20,CASH,0.0,0.0,0.0,0.0149586530618226,0.0149586530618226,False,False,False,0.0,0.0
2017-08-20 04:00:00,2017-08-20,CASH,0.0,0.0,0.0,0.009997261024377,0.009997261024377,False,False,False,0.0,0.0
2017-08-20 08:00:00,2017-08-20,CASH,0.0,0.0,0.0,0.0044977146155027,0.0044977146155027,False,False,False,0.0,0.0
2017-08-20 12:00:00,2017-08-20,CASH,0.0,0.0,0.0,0.0096,0.0096,False,False,False,0.0,0.0
2017-08-20 16:00:00,2017-08-20,CASH,0.0,0.0,0.0,0.0040956089700552,0.0040956089700552,False,False,False,0.0,0.0
2017-08-20 20:00:00,2017-08-20,CASH,0.0,0.0,0.0,0.0025075225677031,0.0025075225677031,False,False,False,0.0,0.0
2017-08-21 00:00:00,2017-08-21,CASH,0.0,0.0,0.0,0.0621977655494412,0.0621977655494412,False,False,False,0.0,0.0
2017-08-21 04:00:00,2017-08-21,CASH,0.0,0.0,0.0,0.040910518053375,0.040910518053375,False,False,False,0.0,0.0
2017-08-21 08:00:00,2017-08-21,CASH,0.0,0.0,0.0,0.0102856453412965,0.0102856453412965,False,False,False,0.0,0.0
2017-08-21 12:00:00,2017-08-21,CASH,0.0,0.0,0.0,0.0012555942317256,0.0012555942317256,False,False,False,0.0,0.0
2017-08-21 16:00:00,2017-08-21,CASH,0.0,0.0,0.0,-0.0027439440781713,-0.0027439440781713,False,False,False,0.0,0.0
2017-08-21 20:00:00,2017-08-21,CASH,0.0,0.0,0.0,-0.0382495019920319,-0.0382495019920319,False,False,False,0.0,0.0
2017-08-22 00:00:00,2017-08-22,CASH,0.0,0.0,0.0,0.0726785714285715,0.0726785714285715,False,False,False,0.0,0.0
2017-08-22 04:00:00,2017-08-22,CASH,0.0,0.0,0.0,0.0255701681371731,0.0255701681371731,False,False,False,0.0,0.0
2017-08-22 08:00:00,2017-08-22,CASH,0.0,0.0,0.0,0.0011687173327272,0.0011687173327272,False,False,False,0.0,0.0
2017-08-22 12:00:00,2017-08-22,CASH,0.0,0.0,0.0,0.0326600539625683,0.0326600539625683,False,False,False,0.0,0.0
2017-08-22 16:00:00,2017-08-22,CASH,0.0,0.0,0.0,0.0139951408549685,0.0139951408549685,False,False,False,0.0,0.0
2017-08-22 20:00:00,2017-08-22,CASH,0.0,0.0,0.0,0.0240800516462234,0.0240800516462234,False,False,False,0.0,0.0
2017-08-23 00:00:00,2017-08-23,CASH,0.0,0.0,0.0,0.0056735800289984,0.0056735800289984,False,False,False,0.0,0.0
2017-08-23 04:00:00,2017-08-23,CASH,0.0,0.0,0.0,0.0400281726087639,0.0400281726087639,False,False,False,0.0,0.0
2017-08-23 08:00:00,2017-08-23,CASH,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0
2017-08-23 12:00:00,2017-08-23,CASH,0.0,0.0,0.0,-0.0019736842105263,-0.0019736842105263,False,False,False,0.0,0.0
2017-08-23 16:00:00,2017-08-23,CASH,0.0,0.0,0.0,-0.0007432470179034,-0.0007432470179034,False,False,False,0.0,0.0
2017-08-23 20:00:00,2017-08-23,CASH,0.0,0.0,0.0,-0.0001045208932405,-0.0001045208932405,False,False,False,0.0,0.0
2017-08-24 00:00:00,2017-08-24,CASH,0.0,0.0,0.0,0.0105323266290209,0.0105323266290209,False,False,False,0.0,0.0
2017-08-24 04:00:00,2017-08-24,CASH,0.0,0.0,0.0,0.0159163684309662,0.0159163684309662,False,False,False,0.0,0.0
2017-08-24 08:00:00,2017-08-24,CASH,0.0,0.0,0.0,0.0047596382674917,0.0047596382674917,False,False,False,0.0,0.0
