ts,selected,n_selected,raw_strategy_ret,turnover,cost,strategy_ret,equity,dd_now,cooldown_left,window,model
2020-08-01,ETHUSDT,1,-0.022662286523324793,0.023566678112720285,2.3566678112720284e-05,-0.022685853201437515,1.3215961594198602,-0.022685853201437567,0,1,base
2020-08-02,BTCUSDT,1,0.009280784162715302,1.2936408994087218,0.001293640899408722,0.00798714326330658,1.3321519372813824,-0.014879905097701318,0,1,base
2020-08-03,BNBUSDT,1,0.005308154878340119,1.1979318944500692,0.0011979318944500693,0.0041102229838900495,1.33762737879203,-0.010830841841741878,0,1,base
2020-08-04,BNBUSDT,1,0.0242566271852877,0.03956900152113163,3.956900152113163e-05,0.02421705818376657,1.370020778852436,0.0,0,1,base
2020-08-05,BNBUSDT,1,-0.012758107796558428,0.021137348505658293,2.1137348505658293e-05,-0.012779245145064086,1.352512947465649,-0.012779245145064122,0,1,base
2020-08-06,BNBUSDT,1,-0.010614583387224256,0.013367095234546267,1.3367095234546267e-05,-0.010627950482458803,1.3381385068330998,-0.023271378442918045,0,1,base
2020-08-07,BNBUSDT,1,0.01557914806590633,0.008700231215081122,8.700231215081123e-06,0.01557044783469125,1.358973922649336,-0.008063276392313634,0,1,base
2020-08-08,BNBUSDT,1,-0.01174687954124907,0.05154141068424645,5.154141068424645e-05,-0.011798420951933316,1.342940176247219,-0.01976656341511862,0,1,base
2020-08-09,BNBUSDT,1,0.005726775948219477,0.06046096619052055,6.046096619052055e-05,0.005666314982028956,1.350549698287857,-0.014212252007511972,0,1,base
2020-08-10,BTCUSDT,1,-0.02803259031302735,1.2631744529967408,0.0012631744529967408,-0.02929576476602409,1.310984312021991,-0.0430916579819286,0,1,base
2020-08-11,BTCUSDT,1,0.010257797959814456,0.012758498346115976,1.2758498346115976e-05,0.01024503946146834,1.3244153980320224,-0.03328809425694523,0,1,base
2020-08-12,BTCUSDT,1,0.01241695519803626,0.012615736902995667,1.2615736902995667e-05,0.012404339461133264,1.3408438962167635,-0.021296671616989338,0,1,base
2020-08-13,BTCUSDT,1,-0.00108718492661924,0.007681965927638701,7.681965927638701e-06,-0.0010948668925468787,1.3393758506267222,-0.022368221488861306,0,1,base
2020-08-14,BTCUSDT,1,0.005001824874814974,0.017753661758813655,1.7753661758813655e-05,0.004984071213056161,1.3460513952472934,-0.017495635084615047,0,1,base
2020-08-15,BTCUSDT,1,0.0030283970156404663,0.027845812323634256,2.7845812323634257e-05,0.003000551203316832,1.350090291381029,-0.014547580430204099,0,1,base
2020-08-16,BNBUSDT,1,-0.0007094899211722266,1.1199256213104496,0.0011199256213104496,-0.0018294155424826762,1.3476204152182216,-0.0163503824029424,0,1,base
2020-08-17,BTCUSDT,1,-0.015909213283966026,1.0886936685365591,0.0010886936685365592,-0.016997906952502584,1.3247136887930493,-0.03307036707672184,0,1,base
2020-08-18,BTCUSDT,1,-0.00898189240804033,0.017857382784416842,1.7857382784416843e-05,-0.008999749790824747,1.3127915970494313,-0.0417724918383654,0,1,base
2020-08-19,BTCUSDT,1,0.00509917655700849,0.042254052216582405,4.225405221658241e-05,0.005056922504791908,1.319430282420652,-0.03692680958763217,0,1,base
2020-08-20,BNBUSDT,1,-0.02027890542178295,1.078631478514723,0.001078631478514723,-0.021357536900297673,1.2912505014764828,-0.057495680789551695,0,1,base
2020-08-21,BTCUSDT,1,0.006833750392586075,1.071655718506121,0.001071655718506121,0.005762094674079954,1.2986908091139435,-0.05206488167153178,0,1,base
2020-08-22,ETHUSDT,1,-0.005321628657820888,1.0630198400981539,0.001063019840098154,-0.0063846484979190425,1.2903991247902729,-0.058117114200892384,0,1,base
2020-08-23,ETHUSDT,1,0.01817302498584111,0.04590123232821103,4.590123232821103e-05,0.0181271237535129,1.313790349416771,-0.04104348656869594,0,1,base
2020-08-24,ETHUSDT,1,-0.03480967133558257,0.15497416215148047,0.00015497416215148047,-0.03496464549773405,1.2678541355910695,-0.07457306110856454,0,1,base
2020-08-25,ETHUSDT,1,0.003089563730522102,0.1625881213478098,0.0001625881213478098,0.0029269756091742922,1.2715651137219355,-0.07186435903035648,0,1,base
2020-08-26,ETHUSDT,1,-0.0027394538450257687,0.005311810668066741,5.311810668066741e-06,-0.0027447656556938353,1.268074965468813,-0.07441187386151538,0,1,base
2020-08-27,ETHUSDT,1,0.01198671612740779,0.028086467610653032,2.8086467610653034e-05,0.011958629659797137,1.2832394043617146,-0.06334310824351963,0,1,base
2020-08-28,ETHUSDT,1,0.004173642015786871,0.07781336768154001,7.781336768154001e-05,0.004095828648105331,1.288495333076477,-0.059506722112818045,0,1,base
2020-08-29,ETHUSDT,1,0.03650053247184864,0.014554813802163113,1.4554813802163114e-05,0.036485977658046474,1.3355073450116024,-0.02519190538828353,0,1,base
2020-08-30,ETHUSDT,1,0.004578450287324765,0.07546368905707823,7.546368905707823e-05,0.004502986598267687,1.3415211166880778,-0.02080235760236404,0,1,base
2020-08-31,ETHUSDT,1,0.04096066501360112,0.0220967855633199,2.20967855633199e-05,0.0409385682280378,1.3964410704529662,0.0,0,1,base
2020-09-01,ETHUSDT,1,-0.034885286630583524,0.034942227692701056,3.494222769270106e-05,-0.034920228858276225,1.3476770286856525,-0.03492022885827617,0,1,base
2020-09-02,ETHUSDT,1,-0.06645414679121478,0.040732489335121136,4.073248933512114e-05,-0.0664948792805499,1.25806340735403,-0.09909309173644587,0,1,base
2020-09-03,BTCUSDT,1,0.026719437045250777,1.389917979220646,0.001389917979220646,0.02532951906603013,1.2899295484168787,-0.076273553026866,0,1,base
2020-09-04,BTCUSDT,1,-0.0226863603793892,0.03950700127392415,3.950700127392415e-05,-0.022725867380663123,1.2606147805691579,-0.09726603775678866,0,1,base
2020-09-05,BTCUSDT,1,0.007352218942926787,0.012638795970134398,1.2638795970134398e-05,0.007339580146956653,1.2698671637855834,-0.09064034948952482,0,1,base
2020-09-06,BTCUSDT,1,0.009705642049766781,0.013976403342106924,1.3976403342106925e-05,0.009691665646424675,1.282174291752367,-0.08182713980442757,0,1,base
2020-09-07,BTCUSDT,1,-0.019618090079991938,0.02443687929262983,2.443687929262983e-05,-0.01964252695928457,1.2569891486601197,-0.09986237496410255,0,1,base
2020-09-08,BTCUSDT,1,0.007349496688997284,0.020448047548599635,2.0448047548599635e-05,0.007329048641448684,1.266201683272423,-0.09326522252621627,0,1,base
2020-09-09,BTCUSDT,1,0.009256402540285312,0.000284360653408644,2.8436065340864403e-07,0.009256118179631904,1.2779217956920415,-0.0848723782683366,0,1,base
2020-09-10,BTCUSDT,1,0.0036845259740368543,0.05738328205128862,5.738328205128862e-05,0.003627142691985566,1.282557000394215,-0.08155307980293847,0,1,base
2020-09-11,BTCUSDT,1,0.0039209744788271965,0.021567398739329446,2.1567398739329446e-05,0.003899407080087867,1.2875582122421687,-0.07797168137963717,0,1,base
2020-09-12,BTCUSDT,1,-0.007984128162144003,0.003156277185082601,3.1562771850826013e-06,-0.007987284439329086,1.2772741185687966,-0.08533618382157426,0,1,base
2020-09-13,BTCUSDT,1,0.026108518104029598,0.02471259576983731,2.471259576983731e-05,0.026083805508259762,1.310590288258279,-0.061478270734933615,0,1,base
2020-09-14,BTCUSDT,1,0.007912748488800355,0.052207613827487176,5.2207613827487174e-05,0.007860540874972868,1.3208922367894755,-0.05410098231999538,0,1,base
2020-09-15,BTCUSDT,1,0.012129282572250075,0.03171860690089412,3.171860690089412e-05,0.012097563965349181,1.3368718151153693,-0.042657908448850756,0,1,base
2020-09-16,BTCUSDT,1,-0.0008974548364716879,0.07425472844616365,7.425472844616366e-05,-0.0009717095649178516,1.3355727639855526,-0.04358816691610945,0,1,base
2020-09-17,BTCUSDT,1,-0.00046167657715548264,0.064069960593519,6.4069960593519e-05,-0.0005257465377490017,1.3348705912289753,-0.044090997126015385,0,1,base
2020-09-18,BTCUSDT,1,0.010617172167463081,0.02301388554728745,2.301388554728745e-05,0.010594158281915794,1.3490124215583297,-0.03396394584646012,0,1,base
2020-09-19,BTCUSDT,1,-0.011263673340816516,0.010021666309272814,1.0021666309272815e-05,-0.011273695007125788,1.3338040669568567,-0.04485474168687442,0,1,base
2020-09-20,BTCUSDT,1,-0.036238022620181075,0.008389021462833823,8.389021462833823e-06,-0.03624641164164391,1.2854584556966397,-0.07947532989725625,0,1,base
2020-09-21,BTCUSDT,1,0.008689078200783223,0.018730049199635057,1.8730049199635057e-05,0.008670348151583587,1.2966038280419265,-0.0714940605253439,0,1,base
2020-09-22,BTCUSDT,1,-0.02021967922974533,0.06650467952957406,6.650467952957406e-05,-0.020286183909274905,1.270300684328798,-0.09032990277438091,0,1,base
2020-09-23,BTCUSDT,1,0.03172739213992978,0.08225012761785722,8.225012761785722e-05,0.03164514201231192,1.3104995298827198,-0.06154326336332272,0,1,base
2020-09-24,BTCUSDT,1,-0.003438653258419315,0.08695497225559456,8.695497225559456e-05,-0.0035256082306749092,1.3058792219538697,-0.0648518941581413,0,1,base
2020-09-25,BTCUSDT,1,0.0034342482939821563,0.13170982163931733,0.00013170982163931733,0.003302538472342839,1.3101919383246055,-0.06176353156126002,0,1,base
2020-09-26,BTCUSDT,1,0.003615212124315174,0.02564231504513692,2.564231504513692e-05,0.003589569809270037,1.3148949637507645,-0.05839566626019621,0,1,base
2020-09-27,BTCUSDT,1,-0.005872989529563606,0.03974766225644888,3.974766225644888e-05,-0.005912737191820055,1.3071203353952585,-0.06396312522427838,0,1,base
2020-09-28,BTCUSDT,1,0.012836326402649359,0.14119227803785617,0.00014119227803785617,0.012695134124611502,1.3237144033701085,-0.05208001155341846,0,1,base
2020-09-29,BTCUSDT,1,-0.005381073298200651,0.03805786362515706,3.8057863625157064e-05,-0.005419131161825808,1.316541021397448,-0.05721691430172693,0,1,base
2020-09-30,BTCUSDT,1,-0.013269979256895567,0.004829210043960641,4.829210043960642e-06,-0.013274808466939528,1.299064191499528,-0.06973217919024177,0,1,base
2020-10-01,BTCUSDT,1,-0.004079820111242184,0.019134651179598783,1.9134651179598782e-05,-0.004098954762421783,1.2937393861450894,-0.0735453049046777,0,1,base
2020-10-02,BTCUSDT,1,-0.002319617343218831,0.023882162965584985,2.3882162965584986e-05,-0.0023434995061844158,1.290707508532527,-0.0757164510251358,0,1,base
2020-10-03,BTCUSDT,1,0.010664576008968146,0.03733456916253031,3.733456916253031e-05,0.010627241439805616,1.3044241688538722,-0.06589386659133956,0,1,base
2020-10-04,BTCUSDT,1,0.009506507898628457,0.09504491519608615,9.504491519608616e-05,0.009411462983432371,1.316700708633735,-0.0571025612941668,0,1,base
2020-10-05,,0,0.0,0.8074725461598039,0.000807472546159804,-0.000807472546159804,1.315637508960004,-0.05786392508976601,0,1,base
2020-10-06,,0,0.0,0.0,0.0,0.0,1.315637508960004,-0.05786392508976601,0,1,base
2020-10-07,,0,0.0,0.0,0.0,0.0,1.315637508960004,-0.05786392508976601,0,1,base
2020-10-08,,0,0.0,0.0,0.0,0.0,1.315637508960004,-0.05786392508976601,0,1,base
2020-10-09,,0,0.0,0.0,0.0,0.0,1.315637508960004,-0.05786392508976601,0,1,base
2020-10-10,,0,0.0,0.0,0.0,0.0,1.315637508960004,-0.05786392508976601,0,1,base
2020-10-11,BNBUSDT,1,0.04429811345681518,0.5951849625065525,0.0005951849625065526,0.04370292849430863,1.3731347209385136,-0.01668981957605542,0,1,base
2020-10-12,BNBUSDT,1,0.00148335059420494,0.00860176681033864,8.60176681033864e-06,0.0014747488273946015,1.3751597497580723,-0.015239684040510126,0,1,base
2020-10-13,BNBUSDT,1,0.0023050632376359643,0.026324044831739224,2.6324044831739223e-05,0.002278739192804225,1.378293380176213,-0.012995672113014889,0,1,base
2020-10-14,BNBUSDT,1,0.010202529561822608,0.015142725907736576,1.5142725907736576e-05,0.010187386835914872,1.3923345880134486,-0.002940677216108023,0,1,base
2020-10-15,BNBUSDT,1,-0.025316455657600163,0.02276279099222378,2.276279099222378e-05,-0.025339218448592386,1.3570539177342449,-0.028205381202334623,0,1,base
2020-10-16,BNBUSDT,1,0.003854518135431722,0.0121933581750866,1.21933581750866e-05,0.0038423247772566356,1.3622681596264283,-0.024471430660123805,0,1,base
2020-10-17,BNBUSDT,1,0.008597866584157236,0.011888632643204722,1.1888632643204722e-05,0.00858597795151403,1.3739645640090306,-0.016095563872699614,0,1,base
2020-10-18,BNBUSDT,1,-0.014423181780907395,0.031477117415013134,3.1477117415013134e-05,-0.014454658898322408,1.3541043748978978,-0.030317566885466052,0,1,base
2020-10-19,BNBUSDT,1,-0.016909528741559116,0.12584136489468034,0.00012584136489468035,-0.017035370106453798,1.3310367057087438,-0.046836466019298806,0,1,base
2020-10-20,ETHUSDT,1,0.036019023818198555,1.072082993330643,0.001072082993330643,0.03494694082486791,1.3775523666988745,-0.013526316400853333,0,2,rs
2020-10-21,BNBUSDT,1,0.01915827548415214,1.2354619784241065,0.0012354619784241065,0.017922813505728035,1.4022419808615927,0.0,0,2,rs
2020-10-22,BNBUSDT,1,-4.222610792698533e-05,0.05269617496761225,5.2696174967612256e-05,-9.492228289459758e-05,1.4021088768515986,-9.492228289464943e-05,0,2,rs
2020-10-23,ETHUSDT,1,0.005142705259300218,1.3753097070368874,0.0013753097070368875,0.0037673955522633303,1.4073911755980382,0.0,0,2,rs
2020-10-24,ETHUSDT,1,-0.010084521006450875,0.03254626747319822,3.254626747319822e-05,-0.010117067273924073,1.3931525043937858,-0.01011706727392403,0,2,rs
2020-10-25,ETHUSDT,1,-0.020862645348175803,0.027089650768005402,2.7089650768005403e-05,-0.02088973499894381,1.3640499177638847,-0.03079545941854911,0,2,rs
2020-10-26,BNBUSDT,1,0.00976644744118876,1.330340129054488,0.0013303401290544882,0.008436107312134272,1.3755571892492486,-0.022619145906796256,0,2,rs
2020-10-27,BTCUSDT,1,-0.024909024351328815,1.6141899859080229,0.001614189985908023,-0.02652321433723684,1.3390729910856638,-0.04854242778902185,0,2,rs
2020-10-28,BTCUSDT,1,0.012391393892193181,0.050175342889655083,5.0175342889655085e-05,0.012341218549303526,1.3555987835221215,-0.03680028194997653,0,2,rs
2020-10-29,BTCUSDT,1,0.006364167345086578,0.04815347150196436,4.815347150196436e-05,0.006316013873584613,1.3641607642458617,-0.03071669916773978,0,2,rs
2020-10-30,BTCUSDT,1,0.013244895365508403,0.04241715201886165,4.241715201886165e-05,0.01320247821348954,1.3821710670155152,-0.017919757505802547,0,2,rs
2020-10-31,BTCUSDT,1,-0.0016742981846838358,0.004885194416927696,4.885194416927696e-06,-0.0016791833791007635,1.3798501483327088,-0.019568850325942133,0,2,rs
2020-11-01,BTCUSDT,1,-0.01179722353228673,0.01739945793104336,1.739945793104336e-05,-0.011814622990217773,1.3635477390471618,-0.03115227472720694,0,2,rs
2020-11-02,BTCUSDT,1,0.02686816117886905,0.002451004104943033,2.451004104943033e-06,0.026865710174764107,1.4001804174138575,-0.005123492536548646,0,2,rs
2020-11-03,BTCUSDT,1,0.006170808797693409,0.04950713123251882,4.950713123251882e-05,0.00612130166646089,1.4087513441363189,0.0,0,2,rs
2020-11-04,BTCUSDT,1,0.07319298636033708,0.002334356422834305,2.334356422834305e-06,0.07319065200391425,1.5118587735250466,0.0,0,2,rs
2020-11-05,BTCUSDT,1,-0.0005382343429962227,0.11487014217845015,0.00011487014217845015,-0.0006531044851746728,1.5108713717791067,-0.0006531044851746381,0,2,rs
2020-11-06,BTCUSDT,1,-0.04070709144744693,0.0019156765608575599,1.91567656085756e-06,-0.04070900712400778,1.4493652983418917,-0.041335524374042754,0,2,rs
2020-11-07,BTCUSDT,1,0.030976602741223817,0.13384186246745822,0.00013384186246745823,0.03084276087875636,1.4940677256646178,-0.011767665189353127,0,2,rs
2020-11-08,BTCUSDT,1,-0.006587409963172677,0.003933686422807781,3.933686422807781e-06,-0.0065913436495954845,1.4842198118489927,-0.018281444113732115,0,2,rs
