model,start_ts,end_ts,bars,days,years,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,avg_exposure
phase20_btc_3d_neg_k05,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,1995.0880996465526,42.55375617520434,-29.96416580605632,1.3385847285615025,0.9132155580241283,0.23295908050870004
always_daily,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,2986.787334369976,49.13981315558009,-35.407137398124675,1.2614084971983677,0.911496729354042,0.23295908050870004
soft_kill_4h,2017-08-17 04:00:00,2026-03-17 20:00:00,18793,3134,8.580424366872005,891.2865733396909,30.647587104893436,-22.389511599050305,1.2356563257953401,0.832850368898091,0.23295908050870004
