ts,selected,n_selected,raw_strategy_ret,turnover,cost,strategy_ret,equity,window,model
2020-04-23,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-24,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-25,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-26,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-27,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-28,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-29,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-04-30,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-01,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-02,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-03,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-04,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-05,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-06,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-07,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-08,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-09,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-10,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-11,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-12,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-13,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-14,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-15,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-16,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-17,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-18,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-19,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-20,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-21,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-22,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-23,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-24,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-25,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-26,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-27,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-28,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-29,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-30,,0,0.0,0.0,0.0,0.0,1.0,1,base
2020-05-31,ETHUSDT,1,0.07194368873342838,1.0,0.0015,0.07044368873342838,1.0704436887334283,1,base
2020-06-01,ETHUSDT,1,-0.04238005075937634,0.0,0.0,-0.04238005075937634,1.0250782308698516,1,base
2020-06-02,LINKUSDT,1,0.020829543387302252,2.0,0.003,0.017829543387302253,1.0433549076625248,1,base
2020-06-03,LINKUSDT,1,-0.014456918827408183,0.0,0.0,-0.014456918827408183,1.0282712104542697,1,base
2020-06-04,LINKUSDT,1,-0.014985421422597955,0.0,0.0,-0.014985421422597955,1.0128621330288876,1,base
2020-06-05,LINKUSDT,1,-0.0015603487838455887,0.0,0.0,-0.0015603487838455887,1.0112817148314128,1,base
2020-06-06,LINKUSDT,1,-0.0010801617944476982,0.0,0.0,-0.0010801617944476982,1.0101893669596285,1,base
2020-06-07,LINKUSDT,1,0.02910387668238812,0.0,0.0,0.02910387668238812,1.0395897937214813,1,base
2020-06-08,LINKUSDT,1,-0.008495416946121215,0.0,0.0,-0.008495416946121215,1.030758044970885,1,base
2020-06-09,LINKUSDT,1,-0.002818489289740489,0.0,0.0,-0.002818489289740489,1.0278528644608207,1,base
2020-06-10,LINKUSDT,1,-0.10537026568682872,0.0,0.0,-0.10537026568682872,0.919547735045616,1,base
2020-06-11,ETHUSDT,1,0.03054097436119907,2.0,0.003,0.02754097436119907,0.9448729756404062,1,base
2020-06-12,ETHUSDT,1,0.0023573984424332117,0.0,0.0,0.0023573984424332117,0.9471004177214781,1,base
2020-06-13,ETHUSDT,1,-0.02662634916635165,0.0,0.0,-0.02662634916635165,0.9218825913036286,1,base
2020-06-14,ETHUSDT,1,-0.003926306251887612,0.0,0.0,-0.003926306251887612,0.9182629979218868,1,base
2020-06-15,,0,0.0,1.0,0.0015,-0.0015,0.916885603425004,1,base
2020-06-16,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-17,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-18,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-19,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-20,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-21,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-22,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-23,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-24,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-25,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-26,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-27,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-28,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-29,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-06-30,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-07-01,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-07-02,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-07-03,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-07-04,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-07-05,,0,0.0,0.0,0.0,0.0,0.916885603425004,1,base
2020-07-06,LINKUSDT,1,0.06772105861946764,1.0,0.0015,0.06622105861946764,0.9776027387167572,1,base
2020-07-07,LINKUSDT,1,0.13518376187814418,0.0,0.0,0.13518376187814418,1.109758754558865,1,base
2020-07-08,LINKUSDT,1,-0.0641205164109746,0.0,0.0,-0.0641205164109746,1.0386004501249506,1,base
2020-07-09,ETHUSDT,1,-0.0029754525167369206,2.0,0.003,-0.005975452516736921,1.0323943424513673,1,base
2020-07-10,ETHUSDT,1,-0.00857995523501609,0.0,0.0,-0.00857995523501609,1.0235364452082507,1,base
2020-07-11,ETHUSDT,1,0.015050796437978242,0.0,0.0,0.015050796437978242,1.038941483891932,1,base
2020-07-12,ETHUSDT,1,-0.01355080522262031,0.0,0.0,-0.01355080522262031,1.0248629902060122,1,base
2020-07-13,ETHUSDT,1,0.003924843423799507,0.0,0.0,0.003924843423799507,1.0288854169734178,1,base
2020-07-14,ETHUSDT,1,-0.007611046414905953,0.0,0.0,-0.007611046414905953,1.0210545223092133,1,base
2020-07-15,ETHUSDT,1,-0.02112233351494075,0.0,0.0,-0.02112233351494075,0.9994874681520596,1,base
2020-07-16,ETHUSDT,1,-0.003853234576358333,0.0,0.0,-0.003853234576358333,0.9956362084811392,1,base
2020-07-17,ETHUSDT,1,0.012893798083122077,0.0,0.0,0.012893798083122077,1.0084737407175401,1,base
2020-07-18,ETHUSDT,1,0.014596681800823186,0.0,0.0,0.014596681800823186,1.02319411101528,1,base
2020-07-19,ETHUSDT,1,-0.012964744259964078,0.0,0.0,-0.012964744259964078,1.0099286610376657,1,base
2020-07-20,ETHUSDT,1,0.04059150036015424,0.0,0.0,0.04059150036015424,1.050923180645906,1,base
2020-07-21,ETHUSDT,1,0.07390366057249897,0.0,0.0,0.07390366057249897,1.128590250676132,1,base
2020-07-22,ETHUSDT,1,0.04383104572685226,0.0,0.0,0.04383104572685226,1.1780575415603973,1,base
2020-07-23,ETHUSDT,1,0.013984743915728126,0.0,0.0,0.013984743915728126,1.1945323745971117,1,base
2020-07-24,ETHUSDT,1,0.09353394232491508,0.0,0.0,0.09353394232491508,1.3062616968279217,1,base
2020-07-25,ETHUSDT,1,0.018803642796304754,0.0,0.0,0.018803642796304754,1.3308241751735688,1,base
2020-07-26,ETHUSDT,1,0.03514469453376212,0.0,0.0,0.03514469453376212,1.3775955842881897,1,base
2020-07-27,ETHUSDT,1,-0.016028329139875175,0.0,0.0,-0.016028329139875175,1.35551502884158,1,base
2020-07-28,ETHUSDT,1,0.0029674527259526684,0.0,0.0,0.0029674527259526684,1.3595374556089859,1,base
2020-07-29,ETHUSDT,1,0.054011519939567654,0.0,0.0,0.054011519939567654,1.4329681400011998,1,base
2020-07-30,ETHUSDT,1,0.03422223549437087,0.0,0.0,0.03422223549437087,1.4820075131442514,1,base
2020-07-31,ETHUSDT,1,0.1174313516010741,0.0,0.0,0.1174313516010741,1.6560416584957274,1,base
2020-08-01,ETHUSDT,1,-0.03767441860465115,0.0,0.0,-0.03767441860465115,1.5936512518268187,1,base
2020-08-02,BTCUSDT,1,0.013409385485961378,2.0,0.003,0.010409385485961379,1.6102401820372692,1,base
2020-08-03,BNBUSDT,1,0.010494140695860521,2.0,0.003,0.007494140695860521,1.6223075485155847,1,base
2020-08-04,BNBUSDT,1,0.04447576048613655,0.0,0.0,0.04447576048613655,1.6944609104782151,1,base
2020-08-05,BNBUSDT,1,-0.022519851500464094,0.0,0.0,-0.022519851500464094,1.6563019024009045,1,base
2020-08-06,BNBUSDT,1,-0.018304342665734774,0.0,0.0,-0.018304342665734774,1.62598438482145,1,base
2020-08-07,BNBUSDT,1,0.026468388835901413,0.0,0.0,0.026468388835901413,1.669021571760008,1,base
2020-08-08,BNBUSDT,1,-0.02187284608740414,0.0,0.0,-0.02187284608740414,1.632515319804344,1,base
2020-08-09,BNBUSDT,1,0.009584336812059613,0.0,0.0,0.009584336812059613,1.648161896480196,1,base
2020-08-10,BTCUSDT,1,-0.04211245009635989,2.0,0.003,-0.04511245009635989,1.5738092751745114,1,base
2020-08-11,BTCUSDT,1,0.015120153650606483,0.0,0.0,0.015120153650606483,1.5976055132318996,1,base
2020-08-12,BTCUSDT,1,0.0186495888650704,0.0,0.0,0.0186495888650704,1.6274001992222442,1,base
2020-08-13,BTCUSDT,1,-0.0016519524617996106,0.0,0.0,-0.0016519524617996106,1.6247118114568058,1,base
2020-08-14,BTCUSDT,1,0.007810865827589497,0.0,0.0,0.007810865827589497,1.6374022174245948,1,base
2020-08-15,BTCUSDT,1,0.004944146333232036,0.0,0.0,0.004944146333232036,1.6454977735939007,1,base
2020-08-16,BNBUSDT,1,-0.00139827446980334,2.0,0.003,-0.00439827446980334,1.6382604227461843,1,base
2020-08-17,BTCUSDT,1,-0.02736881703882288,2.0,0.003,-0.03036881703882288,1.588508391705861,1,base
2020-08-18,BTCUSDT,1,-0.015941384728853314,0.0,0.0,-0.015941384728853314,1.5631853682886658,1,base
2020-08-19,BTCUSDT,1,0.008418838938661244,0.0,0.0,0.008418838938661244,1.5763455741355599,1,base
2020-08-20,BNBUSDT,1,-0.04287793215758284,2.0,0.003,-0.045877932157582846,1.5040260988284626,1,base
2020-08-21,BTCUSDT,1,0.01141411145625737,2.0,0.003,0.00841411145625737,1.5166811420571253,1,base
2020-08-22,ETHUSDT,1,-0.011461390547515493,2.0,0.003,-0.014461390547515492,1.4947478237257854,1,base
2020-08-23,ETHUSDT,1,0.04343374881625772,0.0,0.0,0.04343374881625772,1.5596703252451392,1,base
2020-08-24,ETHUSDT,1,-0.06070937990580849,0.0,0.0,-0.06070937990580849,1.4649837069420162,1,base
2020-08-25,ETHUSDT,1,0.0075209568328415966,0.0,0.0,0.0075209568328415966,1.4760017861627432,1,base
2020-08-26,ETHUSDT,1,-0.006583551489074968,0.0,0.0,-0.006583551489074968,1.4662844524055743,1,base
2020-08-27,ETHUSDT,1,0.030892060427375023,0.0,0.0,0.030892060427375023,1.5115810003130077,1,base
2020-08-28,ETHUSDT,1,0.008959530257396597,0.0,0.0,0.008959530257396597,1.525124056021818,1,base
2020-08-29,ETHUSDT,1,0.07598143735105989,0.0,0.0,0.07598143735105989,1.6410051739370342,1,base
2020-08-30,ETHUSDT,1,0.01130694269594823,0.0,0.0,0.01130694269594823,1.6595599254024949,1,base
2020-08-31,ETHUSDT,1,0.09592198990294842,0.0,0.0,0.09592198990294842,1.8187482158102908,1,base
2020-09-01,ETHUSDT,1,-0.07551535549011357,0.0,0.0,-0.07551535549011357,1.6814047977463669,1,base
2020-09-02,ETHUSDT,1,-0.13219567690557454,0.0,0.0,-0.13219567690557454,1.4591303523560053,1,base
2020-09-03,BTCUSDT,1,0.03011581869369917,2.0,0.003,0.02711581869369917,1.4986958664409642,1,base
2020-09-04,BTCUSDT,1,-0.02676175661122404,0.0,0.0,-0.02676175661122404,1.4585881324290235,1,base
2020-09-05,BTCUSDT,1,0.008804242088624736,0.0,0.0,0.008804242088624736,1.4714298954545237,1,base
2020-09-06,BTCUSDT,1,0.011431134338253823,0.0,0.0,0.011431134338253823,1.4882500082587873,1,base
2020-09-07,BTCUSDT,1,-0.02379056513557709,0.0,0.0,-0.02379056513557709,1.4528436994992835,1,base
2020-09-08,BTCUSDT,1,0.009139251381256486,0.0,0.0,0.009139251381256486,1.4661216032866822,1,base
2020-09-09,BTCUSDT,1,0.011514599968686312,0.0,0.0,0.011514599968686312,1.4830034070539773,1,base
2020-09-10,BTCUSDT,1,0.004935730061420784,0.0,0.0,0.004935730061420784,1.490323111551363,1,base
2020-09-11,BTCUSDT,1,0.005104982821342974,0.0,0.0,0.005104982821342974,1.4979311854340833,1,base
2020-09-12,BTCUSDT,1,-0.01035253598341912,0.0,0.0,-0.01035253598341912,1.4824237989361913,1,base
2020-09-13,BTCUSDT,1,0.03280224294796308,0.0,0.0,0.03280224294796308,1.5310506245407385,1,base
2020-09-14,BTCUSDT,1,0.010639284767194113,0.0,0.0,0.010639284767194113,1.5473399081282178,1,base
2020-09-15,BTCUSDT,1,0.015641645905402957,0.0,0.0,0.015641645905402957,1.5715428510664582,1,base
