ts,selected,market_score,best_symbol_raw,best_score_raw,prev_selected,prev_score_raw
2019-06-21,BNBUSDT,49.97454784081914,BTCUSDT,87.34979455696407,BNBUSDT,81.41527249263642
2019-06-22,BTCUSDT,54.121266016159375,BTCUSDT,92.76138611118236,BNBUSDT,
2019-06-23,BTCUSDT,56.68428053900681,BTCUSDT,104.00650427133994,BTCUSDT,104.00650427133994
2019-06-24,BTCUSDT,58.99470737739576,BTCUSDT,108.03683588448148,BTCUSDT,108.03683588448148
2019-06-25,BTCUSDT,58.71558034410034,BTCUSDT,111.20547350621695,BTCUSDT,111.20547350621695
2019-06-26,BTCUSDT,57.155887735989445,BTCUSDT,112.30976420489282,BTCUSDT,112.30976420489282
2019-06-27,CASH,43.34639448621572,CASH,,BTCUSDT,
2019-06-28,CASH,46.50057570709676,CASH,,CASH,
2019-06-29,CASH,49.40835669481398,CASH,,CASH,
2019-06-30,CASH,38.307577270775845,CASH,,CASH,
2019-07-01,CASH,38.757337988282025,CASH,,CASH,
2019-07-02,CASH,36.040527972046355,CASH,,CASH,
2019-07-03,CASH,37.91557591443354,CASH,,CASH,
2019-07-04,BNBUSDT,32.30113187641318,BNBUSDT,33.132391415774016,CASH,
2019-07-05,CASH,31.301042341437295,CASH,,BNBUSDT,
2019-07-06,CASH,31.910502193354915,CASH,,CASH,
2019-07-07,CASH,34.71311599205084,CASH,,CASH,
2019-07-08,CASH,35.37020198456752,CASH,,CASH,
2019-07-09,CASH,33.608120552474766,CASH,,CASH,
2019-07-10,CASH,27.700223990065478,CASH,,CASH,
2019-07-11,CASH,22.021400596752667,CASH,,CASH,
2019-07-12,CASH,25.70983231986637,CASH,,CASH,
2019-07-13,CASH,22.336136934043388,CASH,,CASH,
2019-07-14,CASH,14.203814976118815,CASH,,CASH,
2019-07-15,CASH,15.696021445765329,CASH,,CASH,
2019-07-16,CASH,6.05347677083991,CASH,,CASH,
2019-07-17,CASH,10.305874239073516,CASH,,CASH,
2019-07-18,CASH,16.065172252155,CASH,,CASH,
2019-07-19,CASH,16.582738995050768,CASH,,CASH,
2019-07-20,CASH,18.64174120140949,CASH,,CASH,
2019-07-21,CASH,18.074501211848023,CASH,,CASH,
2019-07-22,CASH,13.878318602005828,CASH,,CASH,
2019-07-23,CASH,8.970166262633006,CASH,,CASH,
2019-07-24,CASH,9.302873395242372,CASH,,CASH,
2019-07-25,CASH,8.557138711713089,CASH,,CASH,
2019-07-26,CASH,9.357868265685173,CASH,,CASH,
2019-07-27,CASH,4.874026818434793,CASH,,CASH,
2019-07-28,CASH,5.495796666201641,CASH,,CASH,
2019-07-29,CASH,4.967589640109644,CASH,,CASH,
2019-07-30,CASH,5.2678946252272425,CASH,,CASH,
2019-07-31,CASH,7.356995072591125,CASH,,CASH,
2019-08-01,CASH,8.391139756818783,CASH,,CASH,
2019-08-02,CASH,6.474061628717522,CASH,,CASH,
2019-08-03,CASH,6.865117371468446,CASH,,CASH,
2019-08-04,CASH,5.319805496199466,CASH,,CASH,
2019-08-05,BNBUSDT,11.116187569395484,BNBUSDT,12.714758093436977,CASH,
2019-08-06,CASH,-2.0462971589751695,CASH,,BNBUSDT,
2019-08-07,CASH,-1.3247400111839913,CASH,,CASH,
2019-08-08,CASH,-0.8493593543857111,CASH,,CASH,
2019-08-09,CASH,-5.982607137201744,CASH,,CASH,
2019-08-10,CASH,-6.333103547386828,CASH,,CASH,
2019-08-11,CASH,-3.6131763175025284,CASH,,CASH,
2019-08-12,CASH,-6.555722551473148,CASH,,CASH,
2019-08-13,CASH,-8.586547259859525,CASH,,CASH,
2019-08-14,CASH,-19.010662033154023,CASH,,CASH,
2019-08-15,CASH,-16.965589018150492,CASH,,CASH,
2019-08-16,CASH,-19.73171650467801,CASH,,CASH,
2019-08-17,CASH,-20.898285444133997,CASH,,CASH,
2019-08-18,CASH,-18.876131605145464,CASH,,CASH,
2019-08-19,CASH,-16.98951565496783,CASH,,CASH,
2019-08-20,CASH,-20.294226904700082,CASH,,CASH,
2019-08-21,CASH,-24.89414362196207,CASH,,CASH,
2019-08-22,CASH,-25.048279606726883,CASH,,CASH,
2019-08-23,CASH,-23.56868963077331,CASH,,CASH,
2019-08-24,CASH,-25.273035357394583,CASH,,CASH,
2019-08-25,CASH,-24.60580014704869,CASH,,CASH,
2019-08-26,CASH,-24.306731121813108,CASH,,CASH,
2019-08-27,CASH,-23.956151105160256,CASH,,CASH,
2019-08-28,CASH,-29.1333043559219,CASH,,CASH,
2019-08-29,CASH,-31.342348037716068,CASH,,CASH,
2019-08-30,CASH,-31.132734319368986,CASH,,CASH,
2019-08-31,CASH,-30.22205598508666,CASH,,CASH,
2019-09-01,CASH,-29.935766471297363,CASH,,CASH,
2019-09-02,CASH,-26.178733135803203,CASH,,CASH,
2019-09-03,CASH,-26.904087307970418,CASH,,CASH,
2019-09-04,CASH,-29.3059495173053,CASH,,CASH,
2019-09-05,CASH,-30.88141427248146,CASH,,CASH,
2019-09-06,CASH,-34.190181991930125,CASH,,CASH,
2019-09-07,CASH,-28.478916047735876,CASH,,CASH,
2019-09-08,CASH,-25.719224762893113,CASH,,CASH,
2019-09-09,CASH,-26.294945720704533,CASH,,CASH,
2019-09-10,CASH,-27.76634586505478,CASH,,CASH,
2019-09-11,CASH,-29.191449444163208,CASH,,CASH,
2019-09-12,CASH,-26.782871913479077,CASH,,CASH,
2019-09-13,CASH,-26.841010863018237,CASH,,CASH,
2019-09-14,CASH,-25.655253631755954,CASH,,CASH,
2019-09-15,CASH,-24.46595305452404,CASH,,CASH,
2019-09-16,CASH,-22.365091971594108,CASH,,CASH,
2019-09-17,CASH,-16.731898159648093,CASH,,CASH,
2019-09-18,CASH,-10.722501101554075,CASH,,CASH,
2019-09-19,CASH,-12.519982039267122,CASH,,CASH,
2019-09-20,CASH,-14.375514445854387,CASH,,CASH,
2019-09-21,CASH,-16.921433921744626,CASH,,CASH,
2019-09-22,CASH,-23.541287115446796,CASH,,CASH,
2019-09-23,CASH,-30.624354650536354,CASH,,CASH,
2019-09-24,CASH,-40.34277871399528,CASH,,CASH,
2019-09-25,CASH,-39.525729644932305,CASH,,CASH,
2019-09-26,CASH,-42.16132806027019,CASH,,CASH,
2019-09-27,CASH,-41.119444012906094,CASH,,CASH,
2019-09-28,CASH,-41.589354903635254,CASH,,CASH,
2019-09-29,CASH,-43.83000380790094,CASH,,CASH,
2019-09-30,CASH,-42.31348831713763,CASH,,CASH,
2019-10-01,CASH,-44.11003737064526,CASH,,CASH,
2019-10-02,CASH,-43.392999647741206,CASH,,CASH,
2019-10-03,CASH,-35.82004363171175,CASH,,CASH,
2019-10-04,CASH,-35.56471977771992,CASH,,CASH,
2019-10-05,CASH,-35.58456692447968,CASH,,CASH,
2019-10-06,CASH,-35.49697140646858,CASH,,CASH,
2019-10-07,CASH,-30.916803180082788,CASH,,CASH,
2019-10-08,CASH,-28.179761809288053,CASH,,CASH,
2019-10-09,CASH,-24.86063563522331,CASH,,CASH,
2019-10-10,CASH,-25.65343574052301,CASH,,CASH,
2019-10-11,CASH,-26.190384869151934,CASH,,CASH,
2019-10-12,CASH,-24.742622173722644,CASH,,CASH,
2019-10-13,CASH,-20.64333674571708,CASH,,CASH,
2019-10-14,CASH,-13.923690890351233,CASH,,CASH,
2019-10-15,CASH,-19.344894650848193,CASH,,CASH,
2019-10-16,CASH,-24.214666543307622,CASH,,CASH,
2019-10-17,CASH,-22.53879494112082,CASH,,CASH,
2019-10-18,CASH,-25.333615740524998,CASH,,CASH,
2019-10-19,CASH,-25.730347424970702,CASH,,CASH,
2019-10-20,CASH,-24.951306754525916,CASH,,CASH,
2019-10-21,CASH,-25.707612986793393,CASH,,CASH,
2019-10-22,CASH,-27.771083565649725,CASH,,CASH,
2019-10-23,CASH,-33.176715823929854,CASH,,CASH,
2019-10-24,CASH,-32.60597297892407,CASH,,CASH,
2019-10-25,CASH,-19.91612981288021,CASH,,CASH,
2019-10-26,CASH,-22.50731730305069,CASH,,CASH,
2019-10-27,CASH,-18.995778198319282,CASH,,CASH,
2019-10-28,CASH,-20.57626543938336,CASH,,CASH,
2019-10-29,CASH,-15.669782731755163,CASH,,CASH,
2019-10-30,CASH,-20.142855368427387,CASH,,CASH,
2019-10-31,CASH,-18.122182735192983,CASH,,CASH,
2019-11-01,CASH,-17.97133959273566,CASH,,CASH,
2019-11-02,CASH,-17.197369056892768,CASH,,CASH,
2019-11-03,CASH,-17.429316222668717,CASH,,CASH,
2019-11-04,CASH,-12.179340111639206,CASH,,CASH,
2019-11-05,CASH,-9.418326104540123,CASH,,CASH,
2019-11-06,CASH,-7.668317394980244,CASH,,CASH,
2019-11-07,CASH,-11.068947593354034,CASH,,CASH,
2019-11-08,CASH,-15.633451968253663,CASH,,CASH,
2019-11-09,CASH,-14.462068472039785,CASH,,CASH,
2019-11-10,CASH,-11.669066149089714,CASH,,CASH,
2019-11-11,CASH,-14.199715454072459,CASH,,CASH,
2019-11-12,CASH,-10.888787257812428,CASH,,CASH,
2019-11-13,CASH,-9.97722913012813,CASH,,CASH,
2019-11-14,CASH,-16.583082258117287,CASH,,CASH,
2019-11-15,CASH,-20.13795467542917,CASH,,CASH,
2019-11-16,CASH,-20.754836485860167,CASH,,CASH,
2019-11-17,CASH,-18.86349393714949,CASH,,CASH,
2019-11-18,CASH,-23.030160948622648,CASH,,CASH,
2019-11-19,CASH,-24.42443276422727,CASH,,CASH,
2019-11-20,CASH,-27.993813720147237,CASH,,CASH,
2019-11-21,CASH,-30.9921554631006,CASH,,CASH,
2019-11-22,CASH,-31.9411267282807,CASH,,CASH,
2019-11-23,CASH,-32.42091707930235,CASH,,CASH,
2019-11-24,CASH,-36.581891946605054,CASH,,CASH,
2019-11-25,CASH,-34.838345048667556,CASH,,CASH,
2019-11-26,CASH,-33.8750559279301,CASH,,CASH,
2019-11-27,CASH,-33.40848429195575,CASH,,CASH,
2019-11-28,CASH,-34.75556927972598,CASH,,CASH,
2019-11-29,CASH,-32.50662151864666,CASH,,CASH,
2019-11-30,CASH,-33.5065199751093,CASH,,CASH,
2019-12-01,CASH,-34.443563720173685,CASH,,CASH,
2019-12-02,CASH,-35.7444865736863,CASH,,CASH,
2019-12-03,CASH,-35.14361742766401,CASH,,CASH,
2019-12-04,CASH,-37.339662193872144,CASH,,CASH,
2019-12-05,CASH,-36.61790808135095,CASH,,CASH,
2019-12-06,CASH,-35.29374480942438,CASH,,CASH,
2019-12-07,CASH,-35.10784773594912,CASH,,CASH,
2019-12-08,CASH,-34.04892846329323,CASH,,CASH,
2019-12-09,CASH,-35.29482615022859,CASH,,CASH,
2019-12-10,CASH,-34.77621118225917,CASH,,CASH,
2019-12-11,CASH,-35.82811875496843,CASH,,CASH,
2019-12-12,CASH,-37.75830676518524,CASH,,CASH,
2019-12-13,CASH,-36.113943177660126,CASH,,CASH,
2019-12-14,CASH,-41.563863478375865,CASH,,CASH,
2019-12-15,CASH,-44.675857220656766,CASH,,CASH,
2019-12-16,CASH,-46.834974629531025,CASH,,CASH,
2019-12-17,CASH,-46.0465744648668,CASH,,CASH,
2019-12-18,CASH,-42.135634754163135,CASH,,CASH,
2019-12-19,CASH,-42.78171846723157,CASH,,CASH,
2019-12-20,CASH,-41.71103164180114,CASH,,CASH,
2019-12-21,CASH,-42.84655974926862,CASH,,CASH,
2019-12-22,CASH,-40.02512032791579,CASH,,CASH,
2019-12-23,CASH,-43.743991560598566,CASH,,CASH,
2019-12-24,CASH,-44.91251631623693,CASH,,CASH,
2019-12-25,CASH,-45.86113551746858,CASH,,CASH,
2019-12-26,CASH,-44.969214755761364,CASH,,CASH,
2019-12-27,CASH,-45.108777911627584,CASH,,CASH,
2019-12-28,CASH,-43.397716248705265,CASH,,CASH,
2019-12-29,CASH,-41.17743817674211,CASH,,CASH,
2019-12-30,CASH,-43.03853902468358,CASH,,CASH,
2019-12-31,CASH,-44.202868152579285,CASH,,CASH,
2020-01-01,CASH,-43.00162535594647,CASH,,CASH,
2020-01-02,CASH,-45.688663927618684,CASH,,CASH,
2020-01-03,CASH,-40.91955540143131,CASH,,CASH,
2020-01-04,CASH,-39.25751133697028,CASH,,CASH,
2020-01-05,CASH,-36.7953880129714,CASH,,CASH,
2020-01-06,CASH,-24.4158524487847,CASH,,CASH,
2020-01-07,CASH,-27.2402680576075,CASH,,CASH,
2020-01-08,CASH,-29.344242299739697,CASH,,CASH,
2020-01-09,CASH,-31.979367339746616,CASH,,CASH,
2020-01-10,CASH,-22.814598482731377,CASH,,CASH,
2020-01-11,CASH,-24.825428491099387,CASH,,CASH,
2020-01-12,CASH,-18.308211769146673,CASH,,CASH,
2020-01-13,CASH,-21.636198545336736,CASH,,CASH,
2020-01-14,CASH,-7.981610098962246,CASH,,CASH,
2020-01-15,CASH,-5.898591558176868,CASH,,CASH,
2020-01-16,CASH,-6.610880910138694,CASH,,CASH,
2020-01-17,CASH,0.1288507909561396,CASH,,CASH,
2020-01-18,CASH,1.2058033933316965,CASH,,CASH,
2020-01-19,CASH,-4.462310143031766,CASH,,CASH,
2020-01-20,CASH,-2.7483224951273213,CASH,,CASH,
2020-01-21,CASH,0.2959632643205379,CASH,,CASH,
2020-01-22,CASH,0.7276642031311233,CASH,,CASH,
2020-01-23,CASH,-10.166575943805436,CASH,,CASH,
2020-01-24,CASH,-9.95305723762857,CASH,,CASH,
2020-01-25,CASH,-13.73700871531291,CASH,,CASH,
2020-01-26,CASH,-8.641644789814404,CASH,,CASH,
2020-01-27,CASH,-4.090878964364154,CASH,,CASH,
2020-01-28,CASH,6.259943255453339,CASH,,CASH,
2020-01-29,CASH,6.420985634213758,CASH,,CASH,
2020-01-30,CASH,14.00598677020289,CASH,,CASH,
2020-01-31,CASH,9.929612216758601,CASH,,CASH,
2020-02-01,CASH,12.746267107126968,CASH,,CASH,
2020-02-02,CASH,15.004163025453188,CASH,,CASH,
2020-02-03,CASH,12.069222510683902,CASH,,CASH,
2020-02-04,CASH,11.808858143770692,CASH,,CASH,
2020-02-05,CASH,21.824521037259835,CASH,,CASH,
2020-02-06,CASH,26.712343434738425,CASH,,CASH,
2020-02-07,CASH,30.65822742844563,CASH,,CASH,
2020-02-08,CASH,34.30297887544359,CASH,,CASH,
2020-02-09,LINKUSDT,40.07591574515699,LINKUSDT,70.48256212707126,CASH,
2020-02-10,LINKUSDT,36.13635572011847,LINKUSDT,59.26253138433172,LINKUSDT,59.26253138433172
2020-02-11,CASH,42.937205402452705,CASH,,LINKUSDT,
2020-02-12,ETHUSDT,49.28294792084136,ETHUSDT,118.96143295616191,CASH,
2020-02-13,ETHUSDT,49.67640666592552,ETHUSDT,121.1276714855533,ETHUSDT,121.1276714855533
2020-02-14,ETHUSDT,56.28131052346163,ETHUSDT,116.45756654570648,ETHUSDT,116.45756654570648
2020-02-15,ETHUSDT,44.9935051394357,ETHUSDT,111.19206353488563,ETHUSDT,111.19206353488563
2020-02-16,CASH,39.83061047518024,CASH,,ETHUSDT,
2020-02-17,CASH,35.303255453743745,CASH,,CASH,
2020-02-18,CASH,42.120300061227354,CASH,,CASH,
2020-02-19,CASH,27.904896243891258,CASH,,CASH,
2020-02-20,CASH,26.031093694002912,CASH,,CASH,
2020-02-21,CASH,27.870349204965887,CASH,,CASH,
2020-02-22,CASH,26.247065290844265,CASH,,CASH,
2020-02-23,CASH,31.86376126494669,CASH,,CASH,
2020-02-24,CASH,23.846879660442728,CASH,,CASH,
2020-02-25,CASH,13.652315627803851,CASH,,CASH,
2020-02-26,CASH,5.745871662063596,CASH,,CASH,
2020-02-27,CASH,7.28240453874734,CASH,,CASH,
2020-02-28,CASH,3.9755210312632694,CASH,,CASH,
2020-02-29,CASH,0.921516558089297,CASH,,CASH,
2020-03-01,CASH,-2.0488527717958793,CASH,,CASH,
2020-03-02,CASH,3.707649079009758,CASH,,CASH,
2020-03-03,CASH,3.365716608613581,CASH,,CASH,
2020-03-04,CASH,5.024238404095583,CASH,,CASH,
2020-03-05,CASH,8.953125128636698,CASH,,CASH,
2020-03-06,CASH,11.984403599168173,CASH,,CASH,
2020-03-07,CASH,7.102349496442022,CASH,,CASH,
2020-03-08,CASH,-5.2146326481708485,CASH,,CASH,
2020-03-09,CASH,-3.3416760104266556,CASH,,CASH,
2020-03-10,CASH,-4.2890798553064045,CASH,,CASH,
2020-03-11,CASH,-6.720285748725255,CASH,,CASH,
2020-03-12,CASH,-28.993021503173104,CASH,,CASH,
2020-03-13,CASH,-25.245778593543196,CASH,,CASH,
2020-03-14,CASH,-28.848689318967352,CASH,,CASH,
2020-03-15,CASH,-30.11047269403871,CASH,,CASH,
2020-03-16,CASH,-34.46688666726634,CASH,,CASH,
2020-03-17,CASH,-35.59468680725807,CASH,,CASH,
2020-03-18,CASH,-36.196469822489625,CASH,,CASH,
2020-03-19,CASH,-31.678063112272444,CASH,,CASH,
2020-03-20,CASH,-33.1882363736365,CASH,,CASH,
2020-03-21,CASH,-33.3607037406938,CASH,,CASH,
2020-03-22,CASH,-36.601191159583415,CASH,,CASH,
2020-03-23,CASH,-31.909806619957862,CASH,,CASH,
2020-03-24,CASH,-29.905756514037357,CASH,,CASH,
2020-03-25,CASH,-30.35236121896403,CASH,,CASH,
2020-03-26,CASH,-26.816078289222236,CASH,,CASH,
2020-03-27,CASH,-29.726798451357883,CASH,,CASH,
2020-03-28,CASH,-29.02263507790463,CASH,,CASH,
2020-03-29,CASH,-31.973299638532076,CASH,,CASH,
2020-03-30,CASH,-27.666422287879968,CASH,,CASH,
2020-03-31,CASH,-24.18132396588527,CASH,,CASH,
2020-04-01,CASH,-16.12772561790032,CASH,,CASH,
2020-04-02,CASH,-17.712948233515327,CASH,,CASH,
2020-04-03,CASH,-15.861966618615314,CASH,,CASH,
2020-04-04,CASH,-15.10020119608559,CASH,,CASH,
2020-04-05,CASH,-14.091591839393823,CASH,,CASH,
2020-04-06,CASH,-2.3891943778844187,CASH,,CASH,
2020-04-07,CASH,-6.507598182141525,CASH,,CASH,
2020-04-08,CASH,-2.897021727515537,CASH,,CASH,
2020-04-09,CASH,-3.1518681231743892,CASH,,CASH,
2020-04-10,CASH,-13.7547593649947,CASH,,CASH,
2020-04-11,CASH,-11.017222196449524,CASH,,CASH,
2020-04-12,CASH,-13.225787159710247,CASH,,CASH,
2020-04-13,CASH,-14.75257857905863,CASH,,CASH,
2020-04-14,CASH,-14.396084547961173,CASH,,CASH,
2020-04-15,CASH,-21.959512961106025,CASH,,CASH,
2020-04-16,CASH,-8.110231520155105,CASH,,CASH,
2020-04-17,CASH,-9.964447460832677,CASH,,CASH,
2020-04-18,CASH,-0.3011708002488681,CASH,,CASH,
2020-04-19,CASH,-7.994521642368284,CASH,,CASH,
2020-04-20,CASH,-16.475443646335172,CASH,,CASH,
2020-04-21,CASH,-16.79558229259159,CASH,,CASH,
2020-04-22,CASH,-11.518487491275716,CASH,,CASH,
2020-04-23,CASH,-6.401700347304289,CASH,,CASH,
2020-04-24,CASH,-5.317544669447593,CASH,,CASH,
2020-04-25,CASH,-2.9803440409814863,CASH,,CASH,
2020-04-26,CASH,-1.3221155865011798,CASH,,CASH,
2020-04-27,CASH,0.2090854166251841,CASH,,CASH,
2020-04-28,CASH,2.340276368010321,CASH,,CASH,
2020-04-29,CASH,13.516870160292285,CASH,,CASH,
2020-04-30,CASH,7.375675863498742,CASH,,CASH,
2020-05-01,CASH,12.551764245532189,CASH,,CASH,
2020-05-02,CASH,16.00845695384065,CASH,,CASH,
2020-05-03,CASH,12.694400567447799,CASH,,CASH,
2020-05-04,CASH,12.547180123957608,CASH,,CASH,
2020-05-05,CASH,13.528645462466608,CASH,,CASH,
2020-05-06,CASH,6.847745447447895,CASH,,CASH,
2020-05-07,CASH,16.531623759062292,CASH,,CASH,
2020-05-08,CASH,15.208660775803159,CASH,,CASH,
2020-05-09,CASH,14.917794199316951,CASH,,CASH,
2020-05-10,CASH,-0.2601832039963935,CASH,,CASH,
2020-05-11,CASH,-5.635665355201969,CASH,,CASH,
2020-05-12,CASH,-2.8711627785872897,CASH,,CASH,
2020-05-13,CASH,1.162756787082647,CASH,,CASH,
2020-05-14,CASH,4.02461661507003,CASH,,CASH,
2020-05-15,CASH,-2.7005450390889902,CASH,,CASH,
2020-05-16,CASH,-1.4753979687021,CASH,,CASH,
2020-05-17,CASH,0.44431510029703225,CASH,,CASH,
2020-05-18,CASH,5.308944908368352,CASH,,CASH,
2020-05-19,CASH,5.498524712240085,CASH,,CASH,
2020-05-20,CASH,4.485060558604169,CASH,,CASH,
2020-05-21,CASH,-2.3582206593726878,CASH,,CASH,
2020-05-22,CASH,3.289401574491666,CASH,,CASH,
2020-05-23,CASH,3.4302295126884084,CASH,,CASH,
2020-05-24,CASH,-2.052041599009078,CASH,,CASH,
2020-05-25,CASH,2.411324675672897,CASH,,CASH,
2020-05-26,CASH,0.5628437384605479,CASH,,CASH,
2020-05-27,CASH,5.25797287870917,CASH,,CASH,
2020-05-28,CASH,12.436079906428168,CASH,,CASH,
2020-05-29,CASH,13.31561768248868,CASH,,CASH,
2020-05-30,LINKUSDT,25.620550971487596,LINKUSDT,27.58834769897974,CASH,
2020-05-31,ETHUSDT,18.26867712284079,ETHUSDT,98.25542936571925,LINKUSDT,87.93824012653744
2020-06-01,ETHUSDT,27.582613017179344,ETHUSDT,104.37461005990993,ETHUSDT,104.37461005990993
2020-06-02,ETHUSDT,18.81346309721505,ETHUSDT,99.9796643347545,ETHUSDT,99.9796643347545
2020-06-03,ETHUSDT,23.49954768910897,ETHUSDT,100.13213160815269,ETHUSDT,100.13213160815269
2020-06-04,ETHUSDT,26.087946863005925,ETHUSDT,104.88653420584497,ETHUSDT,104.88653420584497
2020-06-05,ETHUSDT,24.784746768087984,ETHUSDT,103.70175093885233,ETHUSDT,103.70175093885233
2020-06-06,ETHUSDT,25.07524017148937,ETHUSDT,100.07037121463695,ETHUSDT,100.07037121463695
2020-06-07,ETHUSDT,26.37980278486094,ETHUSDT,94.07030379760081,ETHUSDT,94.07030379760081
2020-06-08,ETHUSDT,27.125545000542278,ETHUSDT,93.00494344497716,ETHUSDT,93.00494344497716
2020-06-09,ETHUSDT,26.05011824578049,ETHUSDT,94.06748398002883,ETHUSDT,94.06748398002883
2020-06-10,ETHUSDT,28.44314465555089,ETHUSDT,103.84920383050954,ETHUSDT,103.84920383050954
2020-06-11,ETHUSDT,11.795454592045083,ETHUSDT,91.68096890115932,ETHUSDT,91.68096890115932
2020-06-12,ETHUSDT,15.523944828290931,ETHUSDT,96.12700071543527,ETHUSDT,96.12700071543527
2020-06-13,ETHUSDT,16.791001434529083,ETHUSDT,98.79300391293486,ETHUSDT,98.79300391293486
2020-06-14,ETHUSDT,10.620167042431373,ETHUSDT,93.5252844051935,ETHUSDT,93.5252844051935
2020-06-15,ETHUSDT,9.986248903495627,ETHUSDT,92.52008833341051,ETHUSDT,92.52008833341051
2020-06-16,ETHUSDT,9.485859696888912,ETHUSDT,92.34284888772959,ETHUSDT,92.34284888772959
2020-06-17,ETHUSDT,7.961300132088163,ETHUSDT,75.66502761628412,ETHUSDT,75.66502761628412
2020-06-18,ETHUSDT,4.601699694240432,LINKUSDT,72.60750030468994,ETHUSDT,71.83971582193406
2020-06-19,LINKUSDT,2.1255415248231495,LINKUSDT,82.11901294257895,ETHUSDT,33.62407071048897
2020-06-20,LINKUSDT,1.5103389887171461,LINKUSDT,84.94794334775416,LINKUSDT,84.94794334775416
2020-06-21,LINKUSDT,3.0518264741898458,LINKUSDT,87.39272526235764,LINKUSDT,87.39272526235764
2020-06-22,CASH,8.100409262951963,CASH,,LINKUSDT,
2020-06-23,CASH,8.357278276263372,CASH,,CASH,
2020-06-24,ETHUSDT,6.008121954275399,ETHUSDT,81.54151830807498,CASH,
2020-06-25,ETHUSDT,5.33567269230631,ETHUSDT,81.86987070073528,ETHUSDT,81.86987070073528
2020-06-26,ETHUSDT,4.424773923675256,ETHUSDT,80.71368587276447,ETHUSDT,80.71368587276447
2020-06-27,ETHUSDT,1.9584880045220845,ETHUSDT,43.33666593769902,ETHUSDT,43.33666593769902
2020-06-28,ETHUSDT,3.17142657264961,ETHUSDT,38.70024697614875,ETHUSDT,38.70024697614875
2020-06-29,ETHUSDT,4.952426720331538,ETHUSDT,38.821010999761086,ETHUSDT,38.821010999761086
2020-06-30,ETHUSDT,5.359758237054456,ETHUSDT,31.5279626172574,ETHUSDT,31.5279626172574
2020-07-01,LINKUSDT,9.333646653025351,LINKUSDT,109.02904628072676,ETHUSDT,61.01495236947253
2020-07-02,LINKUSDT,6.917742243224449,LINKUSDT,118.11917449449453,LINKUSDT,118.11917449449453
2020-07-03,LINKUSDT,6.908263740149945,LINKUSDT,105.52974956722942,LINKUSDT,105.52974956722942
2020-07-04,LINKUSDT,9.13187438098522,LINKUSDT,109.5624448498221,LINKUSDT,109.5624448498221
2020-07-05,ADAUSDT,8.100174327349357,ADAUSDT,129.61576521790712,LINKUSDT,108.00016751420668
2020-07-06,LINKUSDT,18.24841420087799,LINKUSDT,111.9001149919747,ADAUSDT,
2020-07-07,LINKUSDT,20.482020698298285,LINKUSDT,112.380485480421,LINKUSDT,112.380485480421
2020-07-08,LINKUSDT,29.171963329310554,LINKUSDT,108.02427283514561,LINKUSDT,108.02427283514561
2020-07-09,ETHUSDT,24.85453176303865,ETHUSDT,55.962291938986795,LINKUSDT,
2020-07-10,ETHUSDT,22.66873496032282,ETHUSDT,42.96044884964805,ETHUSDT,42.96044884964805
2020-07-11,ETHUSDT,25.16571508289881,ETHUSDT,41.24868932739105,ETHUSDT,41.24868932739105
2020-07-12,ETHUSDT,28.40981272166997,ETHUSDT,35.87507261742395,ETHUSDT,35.87507261742395
2020-07-13,ETHUSDT,25.404634620730757,ETHUSDT,34.889090844187805,ETHUSDT,34.889090844187805
2020-07-14,ETHUSDT,28.252429627825375,ETHUSDT,36.192534011656285,ETHUSDT,36.192534011656285
2020-07-15,ETHUSDT,26.674666173128962,ETHUSDT,41.7758247722155,ETHUSDT,41.7758247722155
2020-07-16,ETHUSDT,28.861455039717157,ETHUSDT,52.227459833678004,ETHUSDT,52.227459833678004
2020-07-17,ETHUSDT,26.34220956007252,ETHUSDT,41.0167002380605,ETHUSDT,41.0167002380605
2020-07-18,ETHUSDT,28.552442103420844,ETHUSDT,43.769536820027774,ETHUSDT,43.769536820027774
2020-07-19,ETHUSDT,28.95018405545791,ETHUSDT,45.70370350510825,ETHUSDT,45.70370350510825
2020-07-20,ETHUSDT,24.954106504703013,ETHUSDT,51.72572661272184,ETHUSDT,51.72572661272184
2020-07-21,ETHUSDT,28.385297186890302,ETHUSDT,55.74817195379369,ETHUSDT,55.74817195379369
2020-07-22,ETHUSDT,32.17812220436778,ETHUSDT,79.42913356462257,ETHUSDT,79.42913356462257
2020-07-23,ETHUSDT,32.41339255695998,ETHUSDT,83.16453140514685,ETHUSDT,83.16453140514685
2020-07-24,ETHUSDT,29.820052841615375,ETHUSDT,83.63207635406616,ETHUSDT,83.63207635406616
2020-07-25,ETHUSDT,37.094145683209234,ETHUSDT,97.4171361022828,ETHUSDT,97.4171361022828
2020-07-26,ETHUSDT,34.00567832381816,ETHUSDT,103.97970313480145,ETHUSDT,103.97970313480145
2020-07-27,ETHUSDT,35.86142870686971,ETHUSDT,126.80210368224516,ETHUSDT,126.80210368224516
2020-07-28,ETHUSDT,37.719783356763344,ETHUSDT,126.97636046729782,ETHUSDT,126.97636046729782
2020-07-29,ETHUSDT,39.1635546239046,ETHUSDT,130.29893951371662,ETHUSDT,130.29893951371662
2020-07-30,ETHUSDT,41.107996487455516,ETHUSDT,134.33997374313776,ETHUSDT,134.33997374313776
2020-07-31,ETHUSDT,46.34992524635672,ETHUSDT,137.3452818670088,ETHUSDT,137.3452818670088
