date,base_equity,base_ret,kill_signal_raw,kill_active,exec_multiplier,overlay_ret,overlay_equity,ret_removed
2020-09-22,2.6332741620160447,0.0,False,False,1.0,0.0,1.0,0.0
2020-09-23,2.6474243709056298,0.005373617792517216,False,False,1.0,0.005373617792517216,1.0053736177925172,0.0
2020-09-24,2.6112891380810543,-0.013649203060034698,False,False,1.0,-0.013649203060034698,0.9916510691320655,0.0
2020-09-25,2.6121382641349107,0.00032517504150475496,False,False,1.0,0.00032517504150475496,0.9919735293096287,0.0
2020-09-26,2.616757866489949,0.0017685137186136402,False,False,1.0,0.0017685137186136402,0.9937278481047144,0.0
2020-09-27,2.608310593612165,-0.0032281446388139345,False,False,1.0,-0.0032281446388139345,0.990519950879415,0.0
2020-09-28,2.652971638178966,0.01712259447788811,True,True,1.0,0.01712259447788811,1.007480222320581,0.0
2020-09-29,2.6219274215063013,-0.011701676801179062,False,False,0.0,-0.0,1.007480222320581,-0.011701676801179062
2020-09-30,2.616963182150174,-0.0018933549858810572,False,False,1.0,-0.0018933549858810572,1.0055727046184737,0.0
2020-10-01,2.6458222535818856,0.011027694859657933,True,True,1.0,0.011027694859657933,1.0166618535642071,0.0
2020-10-02,2.5642166113450324,-0.030843206540566492,True,True,0.0,-0.0,1.0166618535642071,-0.030843206540566492
2020-10-03,2.573228502288432,0.0035144811493412753,True,True,0.0,0.0,1.0166618535642071,0.0035144811493412753
2020-10-04,2.5940240455882537,0.008081498895775363,False,False,0.0,0.0,1.0166618535642071,0.008081498895775363
2020-10-05,2.611984277389746,0.0069236951878060005,False,False,1.0,0.0069236951878060005,1.0237009103473556,0.0
2020-10-06,2.627341904662017,0.005879678298683411,True,True,1.0,0.005879678298683411,1.0297199423742673,0.0
2020-10-07,2.627341904662017,0.0,True,True,0.0,0.0,1.0297199423742673,0.0
2020-10-08,2.627341904662017,0.0,False,False,0.0,0.0,1.0297199423742673,0.0
2020-10-09,2.627341904662017,0.0,False,False,1.0,0.0,1.0297199423742673,0.0
2020-10-10,2.627341904662017,0.0,False,False,1.0,0.0,1.0297199423742673,0.0
2020-10-11,2.627341904662017,0.0,False,False,1.0,0.0,1.0297199423742673,0.0
2020-10-12,2.692781782370564,0.024907256110226594,False,False,1.0,0.024907256110226594,1.055367440700791,0.0
2020-10-13,2.8162369737029724,0.04584671217722147,False,False,1.0,0.04584671217722147,1.103752567995811,0.0
2020-10-14,2.8226218040941067,0.0022671495512465167,True,True,1.0,0.0022671495512465167,1.10625494013503,0.0
2020-10-15,2.8052474363298976,-0.006155400535420075,False,False,0.0,-0.0,1.10625494013503,-0.006155400535420075
2020-10-16,2.7591277084121484,-0.016440520476185716,True,True,1.0,-0.016440520476185716,1.0880675331398584,0.0
2020-10-17,2.746031086187376,-0.00474665314869005,True,True,0.0,-0.0,1.0880675331398584,-0.00474665314869005
2020-10-18,2.787773163680479,0.015200875803288216,False,False,0.0,0.0,1.0880675331398584,0.015200875803288216
2020-10-19,2.723961188818307,-0.022889945169687453,False,False,1.0,-0.022889945169687453,1.06316172696537,0.0
2020-10-20,2.688649353027797,-0.012963413698940607,False,False,1.0,-0.012963413698940607,1.0493795216698376,0.0
2020-10-21,2.6700624184859385,-0.006913112162032942,False,False,1.0,-0.006913112162032942,1.0421250433359937,0.0
2020-10-22,2.8369183440712336,0.062491395118736914,False,False,1.0,0.062491395118736914,1.107248891182234,0.0
2020-10-23,2.822627211775925,-0.005037555037555097,False,False,1.0,-0.005037555037555097,1.1016710639526317,0.0
2020-10-24,2.7972540670827475,-0.008989194388590027,False,False,1.0,-0.008989194388590027,1.0917679286064768,0.0
2020-10-25,2.7930258263006538,-0.0015115683740888342,False,False,1.0,-0.0015115683740888342,1.0901176467337508,0.0
2020-10-26,2.8047671852535863,0.004203813241671295,True,True,1.0,0.004203813241671295,1.0947002977320697,0.0
2020-10-27,2.894119326243271,0.03185723986627642,False,False,0.0,0.0,1.0947002977320697,0.03185723986627642
2020-10-28,2.8639875066501905,-0.010411395038155913,False,False,1.0,-0.010411395038155913,1.0833029404839942,0.0
2020-10-29,2.7538451850689776,-0.03845768227880253,True,True,1.0,-0.03845768227880253,1.0416416201871683,0.0
2020-10-30,2.770631671340032,0.0060956535836032,False,False,0.0,0.0,1.0416416201871683,0.0060956535836032
2020-10-31,2.845494914769865,0.027020279961509797,False,False,1.0,0.027020279961509797,1.0697870683841864,0.0
2020-11-01,2.890845046302743,0.015937519795759636,False,False,1.0,0.015937519795759636,1.086836820963807,0.0
2020-11-02,2.8800466972868257,-0.0037353607138950196,True,True,1.0,-0.0037353607138950196,1.0827770934003642,0.0
2020-11-03,2.80268131793597,-0.026862543382973003,False,False,0.0,-0.0,1.0827770934003642,-0.026862543382973003
2020-11-04,2.80268131793597,0.0,False,False,1.0,0.0,1.0827770934003642,0.0
2020-11-05,2.80268131793597,0.0,False,False,1.0,0.0,1.0827770934003642,0.0
2020-11-06,2.853479341047577,0.018124794562450308,False,False,1.0,0.018124794562450308,1.1024022057751728,0.0
2020-11-07,2.801084633844687,-0.018361691444261474,False,False,1.0,-0.018361691444261474,1.0821602366252558,0.0
2020-11-08,2.708065846658497,-0.033208131615257486,True,True,1.0,-0.033208131615257486,1.0462237170586062,0.0
2020-11-09,2.775484879884052,0.024895640299420263,False,False,0.0,0.0,1.0462237170586062,0.024895640299420263
2020-11-10,2.770312333068909,-0.0018636551950371727,False,False,1.0,-0.0018636551950371727,1.0442739167931387,0.0
2020-11-11,2.7931226841537766,0.008233855371678755,False,False,1.0,0.008233855371678755,1.05287231719243,0.0
2020-11-12,2.876957117527947,0.03001459042590149,False,False,1.0,0.03001459042590149,1.0844738485637306,0.0
2020-11-13,2.9477894512815856,0.0246205733558178,False,False,1.0,0.0246205733558178,1.11117421650476,0.0
2020-11-14,2.9179910837595706,-0.010108716383749772,False,False,1.0,-0.010108716383749772,1.099941671497178,0.0
2020-11-15,2.907453742596886,-0.003611162906333565,True,True,1.0,-0.003611162906333565,1.0959696029339367,0.0
2020-11-16,2.9445992304373227,0.01277595144377397,False,False,0.0,0.0,1.0959696029339367,0.01277595144377397
2020-11-17,3.037873743114724,0.031676471186045996,False,False,1.0,0.031676471186045996,1.130686052482056,0.0
2020-11-18,3.2761337273732214,0.07842985074626907,False,False,1.0,0.07842985074626907,1.2193655908191117,0.0
2020-11-19,3.201091898122406,-0.022905606271140577,False,False,1.0,-0.022905606271140577,1.1914352826952324,0.0
2020-11-20,3.303030245349574,0.03184486746130588,False,False,1.0,0.03184486746130588,1.2293763813613856,0.0
2020-11-21,3.3860938749381786,0.025147704810015492,False,False,1.0,0.025147704810015492,1.2602923757002669,0.0
2020-11-22,3.3549570293132267,-0.009195505728712416,False,False,1.0,-0.009195505728712416,1.2487033499396625,0.0
2020-11-23,3.347669759641683,-0.0021720903152775417,False,False,1.0,-0.0021720903152775417,1.2459910534866039,0.0
2020-11-24,3.271459931280547,-0.022765037722625614,False,False,1.0,-0.022765037722625614,1.2176260201519273,0.0
2020-11-25,3.206234090169512,-0.019937838910196737,False,False,1.0,-0.019937838910196737,1.1933491887092742,0.0
2020-11-26,2.790811465315559,-0.1295671536048042,True,True,1.0,-0.1295671536048042,1.0387303310716112,0.0
2020-11-27,2.8046623565626034,0.004963033662138905,True,True,0.0,0.0,1.0387303310716112,0.004963033662138905
2020-11-28,2.8044914374761327,-6.094105626330837e-05,False,False,0.0,-0.0,1.0387303310716112,-6.094105626330837e-05
2020-11-29,2.9367851759300763,0.04717209569126002,False,False,1.0,0.04717209569126002,1.0877294176463355,0.0
2020-11-30,3.0695799895689158,0.04521774855281446,False,False,1.0,0.04521774855281446,1.1369140929469668,0.0
2020-12-01,3.2167098390071853,0.04793158996939262,False,False,1.0,0.04793158996939262,1.1914081930805247,0.0
2020-12-02,3.1522376157928864,-0.020042909196372416,True,True,1.0,-0.020042909196372416,1.1675289068507977,0.0
2020-12-03,3.166022128198388,0.00437292935546485,False,False,0.0,0.0,1.1675289068507977,0.00437292935546485
2020-12-04,3.178520987168962,0.0039478116274842545,True,True,1.0,0.0039478116274842545,1.1721380910446872,0.0
2020-12-05,3.1171013667257967,-0.01932333330221936,True,True,0.0,-0.0,1.1721380910446872,-0.01932333330221936
2020-12-06,3.169793378274171,0.01690417004427469,False,False,0.0,0.0,1.1721380910446872,0.01690417004427469
2020-12-07,3.192920305640138,0.007296036241503767,False,False,1.0,0.007296036241503767,1.1806900530369964,0.0
2020-12-08,3.155306701300363,-0.011780314176126572,True,True,1.0,-0.011780314176126572,1.166781153267593,0.0
2020-12-09,2.95437720043132,-0.06367986376292234,True,True,0.0,-0.0,1.166781153267593,-0.06367986376292234
2020-12-10,3.022259701795442,0.022976924325780468,False,False,0.0,0.0,1.166781153267593,0.022976924325780468
2020-12-11,2.9358967564410663,-0.028575620190107953,True,True,1.0,-0.028575620190107953,1.133439658186842,0.0
2020-12-12,3.02966704350898,0.03193923180785929,False,False,0.0,0.0,1.133439658186842,0.03193923180785929
2020-12-13,3.1725443469701844,0.04715940775317784,False,False,1.0,0.04715940775317784,1.1868920011908979,0.0
2020-12-14,3.157400008816203,-0.004773562320238178,False,False,1.0,-0.004773562320238178,1.1812262982558208,0.0
2020-12-15,3.2059714104505885,0.015383353866714078,False,False,1.0,0.015383353866714078,1.199397520398559,0.0
2020-12-16,3.2139952742259714,0.002502787064546874,False,False,1.0,0.002502787064546874,1.2023993569978622,0.0
2020-12-17,3.719459286904412,0.15726968136260622,False,False,1.0,0.15726968136260622,1.3915003207435186,0.0
2020-12-18,3.8149692834338897,0.02567846269100249,False,False,1.0,0.02567846269100249,1.427231909814249,0.0
2020-12-19,3.781507195151854,-0.008771260211016929,False,False,1.0,-0.008771260211016929,1.4147132873518016,0.0
